"Status","Year","Disability","Ethnicity","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Mixed","London","Male","195","190","43570","38580"
"In post","2023","Declared disabled","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Outside London","Female","665","605","31650","28120"
"In post","2023","Declared disabled","Mixed","Outside London","Male","400","380","33060","29050"
"In post","2023","Declared disabled","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","London","Female","115","105","39530","35240"
"In post","2023","Declared disabled","Other ethnicity","London","Male","75","75","46290","39150"
"In post","2023","Declared disabled","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Outside London","Female","100","95","33710","30660"
"In post","2023","Declared disabled","Other ethnicity","Outside London","Male","115","110","32410","29430"
"In post","2023","Declared disabled","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","London","Female","240","225","37160","32520"
"In post","2023","Declared disabled","Undeclared","London","Male","210","200","44510","38580"
"In post","2023","Declared disabled","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Outside London","Female","810","710","30540","28120"
"In post","2023","Declared disabled","Undeclared","Outside London","Male","1040","980","34340","31200"
"In post","2023","Declared disabled","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Overseas","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","London","Female","155","145","40680","35550"
"In post","2023","Declared disabled","Unknown","London","Male","125","120","42880","39450"
"In post","2023","Declared disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outside London","Female","625","560","30970","28120"
"In post","2023","Declared disabled","Unknown","Outside London","Male","505","470","35300","32920"
"In post","2023","Declared disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","London","Female","3460","3270","45580","40800"
"In post","2023","Declared disabled","White","London","Male","2685","2610","47290","42060"
"In post","2023","Declared disabled","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Outside London","Female","26510","23545","31240","28120"
"In post","2023","Declared disabled","White","Outside London","Male","16275","15430","33110","28880"
"In post","2023","Declared disabled","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Overseas","Female","55","55","49370","49960"
"In post","2023","Declared disabled","White","Overseas","Male","90","90","49650","45680"
"In post","2023","Declared disabled","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","Female","60","55","34850","28120"
"In post","2023","Declared disabled","White","Unknown","Male","35","35","34550","28120"
"In post","2023","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","London","Female","6615","6105","39230","34670"
"In post","2023","Declared non-disabled","Asian","London","Male","4510","4425","41010","36180"
"In post","2023","Declared non-disabled","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Outside London","Female","8015","7165","30190","28120"
"In post","2023","Declared non-disabled","Asian","Outside London","Male","7315","7095","31910","28120"
"In post","2023","Declared non-disabled","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Overseas","Female","50","50","45210","35810"
"In post","2023","Declared non-disabled","Asian","Overseas","Male","55","55","50150","53970"
"In post","2023","Declared non-disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","London","Female","4930","4705","36850","32520"
"In post","2023","Declared non-disabled","Black","London","Male","2620","2575","37910","33830"
"In post","2023","Declared non-disabled","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Outside London","Female","2910","2730","30530","28120"
"In post","2023","Declared non-disabled","Black","Outside London","Male","2310","2265","32460","29100"
"In post","2023","Declared non-disabled","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Overseas","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","London","Female","1465","1395","43600","39150"
"In post","2023","Declared non-disabled","Mixed","London","Male","975","965","45210","40540"
"In post","2023","Declared non-disabled","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Outside London","Female","2360","2185","32150","28120"
"In post","2023","Declared non-disabled","Mixed","Outside London","Male","1695","1650","35050","31280"
"In post","2023","Declared non-disabled","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Overseas","Female","40","40","44590","35470"
"In post","2023","Declared non-disabled","Mixed","Overseas","Male","45","45","47960","43610"
"In post","2023","Declared non-disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","London","Female","520","490","42130","36660"
"In post","2023","Declared non-disabled","Other ethnicity","London","Male","375","370","43920","38660"
"In post","2023","Declared non-disabled","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Outside London","Female","490","450","31710","28120"
"In post","2023","Declared non-disabled","Other ethnicity","Outside London","Male","440","425","34990","31970"
"In post","2023","Declared non-disabled","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Overseas","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","London","Female","955","875","40530","34400"
"In post","2023","Declared non-disabled","Undeclared","London","Male","975","945","45450","40310"
"In post","2023","Declared non-disabled","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Outside London","Female","2570","2235","30890","28120"
"In post","2023","Declared non-disabled","Undeclared","Outside London","Male","3230","3065","34840","31120"
"In post","2023","Declared non-disabled","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Overseas","Female","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Overseas","Male","40","40","52000","48620"
"In post","2023","Declared non-disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","London","Female","670","615","43320","37250"
"In post","2023","Declared non-disabled","Unknown","London","Male","590","575","44720","39150"
"In post","2023","Declared non-disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Outside London","Female","3135","2710","31210","28120"
"In post","2023","Declared non-disabled","Unknown","Outside London","Male","2645","2530","35210","31410"
"In post","2023","Declared non-disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","Male","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","London","Female","19350","18235","49640","45230"
"In post","2023","Declared non-disabled","White","London","Male","18895","18535","51630","47220"
"In post","2023","Declared non-disabled","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Outside London","Female","124710","112470","33170","28130"
"In post","2023","Declared non-disabled","White","Outside London","Male","96380","93220","36180","32310"
"In post","2023","Declared non-disabled","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Overseas","Female","600","595","53070","50770"
"In post","2023","Declared non-disabled","White","Overseas","Male","980","980","52270","49280"
"In post","2023","Declared non-disabled","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Unknown","Female","230","215","35420","28880"
"In post","2023","Declared non-disabled","White","Unknown","Male","230","220","37370","33020"
"In post","2023","Declared non-disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","London","Female","435","410","42840","37560"
"In post","2023","Undeclared","Asian","London","Male","290","280","41730","36310"
"In post","2023","Undeclared","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Outside London","Female","410","360","30930","28120"
"In post","2023","Undeclared","Asian","Outside London","Male","410","395","33910","28120"
"In post","2023","Undeclared","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","London","Female","335","315","36690","33830"
"In post","2023","Undeclared","Black","London","Male","180","175","38450","35410"
"In post","2023","Undeclared","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Outside London","Female","160","145","32400","28120"
"In post","2023","Undeclared","Black","Outside London","Male","135","125","38900","32920"
"In post","2023","Undeclared","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","London","Female","105","100","45730","41280"
"In post","2023","Undeclared","Mixed","London","Male","70","70","43620","39040"
"In post","2023","Undeclared","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Outside London","Female","135","130","32770","28480"
"In post","2023","Undeclared","Mixed","Outside London","Male","150","145","34460","31280"
"In post","2023","Undeclared","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","London","Female","55","50","44640","36320"
"In post","2023","Undeclared","Other ethnicity","London","Male","70","70","48300","47580"
"In post","2023","Undeclared","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Outside London","Female","35","35","38370","33710"
"In post","2023","Undeclared","Other ethnicity","Outside London","Male","65","65","36320","31130"
"In post","2023","Undeclared","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","London","Female","630","595","43830","39150"
"In post","2023","Undeclared","Undeclared","London","Male","950","930","49390","45460"
"In post","2023","Undeclared","Undeclared","Outside London","Female","1865","1680","34390","30940"
"In post","2023","Undeclared","Undeclared","Outside London","Male","3570","3430","36720","34170"
"In post","2023","Undeclared","Undeclared","Overseas","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Overseas","Male","50","50","53230","53970"
"In post","2023","Undeclared","Undeclared","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","London","Female","185","175","43960","39450"
"In post","2023","Undeclared","Unknown","London","Male","205","200","48490","43180"
"In post","2023","Undeclared","Unknown","Outside London","Female","460","415","34370","31070"
"In post","2023","Undeclared","Unknown","Outside London","Male","515","485","36140","32970"
"In post","2023","Undeclared","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","London","Female","1185","1120","47940","43650"
"In post","2023","Undeclared","White","London","Male","1185","1155","49740","44950"
"In post","2023","Undeclared","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Outside London","Female","7080","6365","32230","28120"
"In post","2023","Undeclared","White","Outside London","Male","6845","6450","34590","32920"
"In post","2023","Undeclared","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Overseas","Female","30","30","[c]","[c]"
"In post","2023","Undeclared","White","Overseas","Male","35","35","56910","55070"
"In post","2023","Undeclared","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","White","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Undeclared","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","London","Female","955","925","41600","37410"
"In post","2023","Unknown","Asian","London","Male","700","685","41300","36180"
"In post","2023","Unknown","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Outside London","Female","970","915","32710","29060"
"In post","2023","Unknown","Asian","Outside London","Male","890","870","33220","29450"
"In post","2023","Unknown","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Overseas","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Asian","Overseas","Male","30","30","58120","60350"
"In post","2023","Unknown","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","London","Female","550","535","39020","35010"
"In post","2023","Unknown","Black","London","Male","265","260","38520","35400"
"In post","2023","Unknown","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Outside London","Female","320","305","32560","28850"
"In post","2023","Unknown","Black","Outside London","Male","245","240","33710","31270"
"In post","2023","Unknown","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","London","Female","255","245","41940","37850"
"In post","2023","Unknown","Mixed","London","Male","195","190","42550","38270"
"In post","2023","Unknown","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Outside London","Female","320","300","33040","30330"
"In post","2023","Unknown","Mixed","Outside London","Male","235","230","37470","32700"
"In post","2023","Unknown","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Overseas","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","London","Female","110","110","43540","39630"
"In post","2023","Unknown","Other ethnicity","London","Male","75","75","50390","45170"
"In post","2023","Unknown","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Outside London","Female","65","60","35720","34400"
"In post","2023","Unknown","Other ethnicity","Outside London","Male","60","60","38060","35520"
"In post","2023","Unknown","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","London","Female","185","180","47210","41400"
"In post","2023","Unknown","Undeclared","London","Male","280","275","54910","51120"
"In post","2023","Unknown","Undeclared","Outside London","Female","510","470","36340","34070"
"In post","2023","Unknown","Undeclared","Outside London","Male","1025","980","39810","37060"
"In post","2023","Unknown","Undeclared","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","Overseas","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","London","Female","7580","7340","42780","37480"
"In post","2023","Unknown","Unknown","London","Male","6630","6535","44500","39680"
"In post","2023","Unknown","Unknown","Outside London","Female","25425","23570","29850","26720"
"In post","2023","Unknown","Unknown","Outside London","Male","25005","24320","31750","28130"
"In post","2023","Unknown","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","Female","310","305","54680","54330"
"In post","2023","Unknown","Unknown","Overseas","Male","275","275","55450","55190"
"In post","2023","Unknown","Unknown","Unknown","Female","245","245","37380","34580"
"In post","2023","Unknown","Unknown","Unknown","Male","1635","1630","41740","39560"
"In post","2023","Unknown","White","London","Female","3265","3145","46380","41950"
"In post","2023","Unknown","White","London","Male","2765","2730","48030","42240"
"In post","2023","Unknown","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Outside London","Female","12510","11540","34620","30740"
"In post","2023","Unknown","White","Outside London","Male","12290","11940","36740","34250"
"In post","2023","Unknown","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Overseas","Female","225","225","58330","57840"
"In post","2023","Unknown","White","Overseas","Male","290","285","57960","56520"
"In post","2023","Unknown","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Unknown","Female","25","25","[c]","[c]"
"In post","2023","Unknown","White","Unknown","Male","35","30","49120","47380"
"In post","2023","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","London","Female","50","[c]","38040","31800"
"Leaver CS","2023","Declared disabled","Asian","London","Male","50","[c]","35940","32520"
"Leaver CS","2023","Declared disabled","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Outside London","Female","65","[c]","28100","27570"
"Leaver CS","2023","Declared disabled","Asian","Outside London","Male","65","[c]","27270","26940"
"Leaver CS","2023","Declared disabled","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","London","Female","90","[c]","35120","31060"
"Leaver CS","2023","Declared disabled","Black","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Outside London","Female","50","[c]","28450","28120"
"Leaver CS","2023","Declared disabled","Black","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Overseas","Female","[c]","[c]","[c]","[c]"
