"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Cabinet Office","SEO/HEO","Unknown","235","230","30480","30130"
"In post","2023","Declared disabled","Chancellor's other departments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","G6/G7","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","95","85","22520","22180"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","145","135","27140","26650"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","LGBO","30","30","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","280","275","58230","55350"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","45","40","57860","55350"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","35","35","58880","56660"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","495","470","37880","37420"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","100","95","37900","38200"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","65","65","37600","37420"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","55","55","56070","53450"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","40","40","36460","35620"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","EO","Heterosexual / straight","70","65","27450","26940"
"In post","2023","Declared disabled","Department for Education","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","G6/G7","Heterosexual / straight","210","200","56880","55020"
"In post","2023","Declared disabled","Department for Education","G6/G7","LGBO","35","35","58250","55020"
"In post","2023","Declared disabled","Department for Education","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","G6/G7","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","SEO/HEO","Heterosexual / straight","305","295","36620","37590"
"In post","2023","Declared disabled","Department for Education","SEO/HEO","LGBO","60","60","37090","37590"
"In post","2023","Declared disabled","Department for Education","SEO/HEO","Undeclared","45","40","36770","37590"
"In post","2023","Declared disabled","Department for Education","SEO/HEO","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","315","290","22520","22150"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","55","50","22620","22150"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","40","35","22430","22150"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","245","230","26910","25920"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","EO","LGBO","40","35","26600","25920"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Undeclared","30","25","27080","26770"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","270","260","54420","54330"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","40","40","54260","54330"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","30","30","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","505","485","35010","34350"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","90","85","35280","34860"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","65","65","35720","37300"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","G6/G7","Heterosexual / straight","60","55","59750","56820"
"In post","2023","Declared disabled","Department for International Trade","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","SEO/HEO","Heterosexual / straight","80","80","38380","38050"
"In post","2023","Declared disabled","Department for International Trade","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","40","40","28980","28850"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","Heterosexual / straight","120","115","57820","54860"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","LGBO","35","35","58240","54630"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","Heterosexual / straight","135","135","36790","36530"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","LGBO","40","40","37070","37540"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","AA/AO","Heterosexual / straight","370","310","21980","22500"
"In post","2023","Declared disabled","Department for Transport","AA/AO","LGBO","30","30","22390","22500"
"In post","2023","Declared disabled","Department for Transport","AA/AO","Undeclared","175","135","21480","22500"
"In post","2023","Declared disabled","Department for Transport","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","EO","Heterosexual / straight","250","225","28410","27450"
"In post","2023","Declared disabled","Department for Transport","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","EO","Undeclared","95","80","28200","27450"
"In post","2023","Declared disabled","Department for Transport","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","G6/G7","Heterosexual / straight","90","85","60100","56240"
"In post","2023","Declared disabled","Department for Transport","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","SEO/HEO","Heterosexual / straight","235","225","37870","36070"
"In post","2023","Declared disabled","Department for Transport","SEO/HEO","LGBO","30","30","38150","37380"
"In post","2023","Declared disabled","Department for Transport","SEO/HEO","Undeclared","50","45","36800","35260"
"In post","2023","Declared disabled","Department for Transport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","AA/AO","Heterosexual / straight","3880","3255","21990","21690"
"In post","2023","Declared disabled","Department for Work and Pensions","AA/AO","LGBO","385","355","22010","21690"
"In post","2023","Declared disabled","Department for Work and Pensions","AA/AO","Undeclared","660","550","22040","21690"
"In post","2023","Declared disabled","Department for Work and Pensions","AA/AO","Unknown","455","365","21990","21690"
"In post","2023","Declared disabled","Department for Work and Pensions","EO","Heterosexual / straight","6930","6080","28760","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","EO","LGBO","675","635","28730","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","EO","Undeclared","910","795","28730","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","EO","Unknown","565","475","28960","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","G6/G7","Heterosexual / straight","435","415","57590","55150"
"In post","2023","Declared disabled","Department for Work and Pensions","G6/G7","LGBO","40","40","57850","55150"
"In post","2023","Declared disabled","Department for Work and Pensions","G6/G7","Undeclared","50","50","58030","55150"
"In post","2023","Declared disabled","Department for Work and Pensions","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","SCS level","Heterosexual / straight","30","30","94210","81640"
"In post","2023","Declared disabled","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","1820","1690","37000","34970"
"In post","2023","Declared disabled","Department for Work and Pensions","SEO/HEO","LGBO","210","200","36300","34170"
"In post","2023","Declared disabled","Department for Work and Pensions","SEO/HEO","Undeclared","220","205","37170","34970"
