"Status","Year","Age","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Unknown","Digital, Data & Technology","1305","1285","47430","43160"
"In post","2023","40-49","Unknown","Finance","490","470","44890","41430"
"In post","2023","40-49","Unknown","Grants Management","170","150","27150","25920"
"In post","2023","40-49","Unknown","Human Resources","625","605","42460","38470"
"In post","2023","40-49","Unknown","Internal Audit","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","620","575","50730","53750"
"In post","2023","40-49","Unknown","No function","11305","10665","35610","29750"
"In post","2023","40-49","Unknown","Project Delivery","1110","1070","50320","48450"
"In post","2023","40-49","Unknown","Property","365","355","36220","32960"
"In post","2023","40-49","Unknown","Security","565","560","38290","40880"
"In post","2023","40-49","Unknown","Unknown","2265","2175","44620","40360"
"In post","2023","50-59","Declared disabled","Analysis","170","160","47010","43570"
"In post","2023","50-59","Declared disabled","Commercial","210","200","50790","43710"
"In post","2023","50-59","Declared disabled","Communications","95","90","44070","40240"
"In post","2023","50-59","Declared disabled","Counter Fraud","875","815","32820","29730"
"In post","2023","50-59","Declared disabled","Debt","315","280","24850","22520"
"In post","2023","50-59","Declared disabled","Digital, Data & Technology","850","820","43020","39430"
"In post","2023","50-59","Declared disabled","Finance","490","455","39150","35000"
"In post","2023","50-59","Declared disabled","Grants Management","115","105","26780","22150"
"In post","2023","50-59","Declared disabled","Human Resources","745","720","40920","37170"
"In post","2023","50-59","Declared disabled","Internal Audit","35","30","47820","45880"
"In post","2023","50-59","Declared disabled","Legal","500","460","47690","49050"
"In post","2023","50-59","Declared disabled","No function","14480","13285","31350","28120"
"In post","2023","50-59","Declared disabled","Project Delivery","800","770","45950","42140"
"In post","2023","50-59","Declared disabled","Property","305","295","40740","35410"
"In post","2023","50-59","Declared disabled","Security","330","325","35980","32870"
"In post","2023","50-59","Declared disabled","Unknown","660","630","43350","39690"
"In post","2023","50-59","Declared non-disabled","Analysis","880","835","51690","49260"
"In post","2023","50-59","Declared non-disabled","Commercial","1250","1220","55140","48070"
"In post","2023","50-59","Declared non-disabled","Communications","525","510","44750","39990"
"In post","2023","50-59","Declared non-disabled","Counter Fraud","3765","3560","35050","32520"
"In post","2023","50-59","Declared non-disabled","Debt","1230","1095","25910","22520"
"In post","2023","50-59","Declared non-disabled","Digital, Data & Technology","4685","4570","45940","42510"
"In post","2023","50-59","Declared non-disabled","Finance","2750","2625","42910","38470"
"In post","2023","50-59","Declared non-disabled","Grants Management","330","305","28840","25920"
"In post","2023","50-59","Declared non-disabled","Human Resources","2900","2810","41310","36430"
"In post","2023","50-59","Declared non-disabled","Internal Audit","200","195","52250","48670"
"In post","2023","50-59","Declared non-disabled","Legal","2475","2325","51390","54800"
"In post","2023","50-59","Declared non-disabled","No function","57780","53850","33950","28130"
"In post","2023","50-59","Declared non-disabled","Project Delivery","4240","4120","50950","45960"
"In post","2023","50-59","Declared non-disabled","Property","1975","1910","41050","37680"
"In post","2023","50-59","Declared non-disabled","Security","2100","2065","35730","32850"
"In post","2023","50-59","Declared non-disabled","Unknown","4370","4225","48650","45970"
"In post","2023","50-59","Undeclared","Analysis","55","50","49680","47410"
"In post","2023","50-59","Undeclared","Commercial","135","130","54860","46490"
"In post","2023","50-59","Undeclared","Communications","50","45","38370","35650"
"In post","2023","50-59","Undeclared","Counter Fraud","345","330","36640","34370"
"In post","2023","50-59","Undeclared","Debt","95","85","25760","22520"
"In post","2023","50-59","Undeclared","Digital, Data & Technology","460","450","44860","41440"
"In post","2023","50-59","Undeclared","Finance","245","230","41210","36830"
"In post","2023","50-59","Undeclared","Grants Management","70","65","25910","22150"
"In post","2023","50-59","Undeclared","Human Resources","275","270","39530","34300"
"In post","2023","50-59","Undeclared","Internal Audit","10","10","[c]","[c]"
"In post","2023","50-59","Undeclared","Legal","110","105","54350","55990"
"In post","2023","50-59","Undeclared","No function","6810","6400","35280","32520"
"In post","2023","50-59","Undeclared","Project Delivery","310","300","48880","43410"
"In post","2023","50-59","Undeclared","Property","260","250","39930","36240"
"In post","2023","50-59","Undeclared","Security","290","290","36580","36070"
"In post","2023","50-59","Undeclared","Unknown","145","140","44150","39990"
"In post","2023","50-59","Unknown","Analysis","195","185","50580","49260"
"In post","2023","50-59","Unknown","Commercial","295","285","51620","43320"
"In post","2023","50-59","Unknown","Communications","125","125","45310","41200"
"In post","2023","50-59","Unknown","Counter Fraud","580","545","36660","35000"
"In post","2023","50-59","Unknown","Debt","300","275","25700","22520"
"In post","2023","50-59","Unknown","Digital, Data & Technology","890","870","48140","42990"
"In post","2023","50-59","Unknown","Finance","450","430","42210","36890"
"In post","2023","50-59","Unknown","Grants Management","135","125","28370","25920"
"In post","2023","50-59","Unknown","Human Resources","590","575","41730","35760"
"In post","2023","50-59","Unknown","Internal Audit","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Legal","530","495","50660","52020"
"In post","2023","50-59","Unknown","No function","11325","10575","34300","28880"
"In post","2023","50-59","Unknown","Project Delivery","905","880","50770","45950"
"In post","2023","50-59","Unknown","Property","460","450","36140","32970"
"In post","2023","50-59","Unknown","Security","660","650","35320","32590"
"In post","2023","50-59","Unknown","Unknown","2055","1990","45950","41640"
"In post","2023","60-64","Declared disabled","Analysis","40","35","48470","49260"
"In post","2023","60-64","Declared disabled","Commercial","55","50","46460","41310"
"In post","2023","60-64","Declared disabled","Communications","25","20","[c]","[c]"
"In post","2023","60-64","Declared disabled","Counter Fraud","315","245","31530","28120"
"In post","2023","60-64","Declared disabled","Debt","130","105","25100","22520"
"In post","2023","60-64","Declared disabled","Digital, Data & Technology","200","175","39970","36940"
"In post","2023","60-64","Declared disabled","Finance","125","105","36250","34170"
"In post","2023","60-64","Declared disabled","Grants Management","40","35","25550","22150"
"In post","2023","60-64","Declared disabled","Human Resources","200","175","37990","34300"
"In post","2023","60-64","Declared disabled","Internal Audit","15","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Legal","135","110","47200","50180"
"In post","2023","60-64","Declared disabled","No function","5110","4120","29290","28120"
"In post","2023","60-64","Declared disabled","Project Delivery","200","170","43270","41200"
"In post","2023","60-64","Declared disabled","Property","105","90","35280","32260"
"In post","2023","60-64","Declared disabled","Security","100","90","29140","24430"
"In post","2023","60-64","Declared disabled","Unknown","180","155","42370","38330"
"In post","2023","60-64","Declared non-disabled","Analysis","175","155","46820","46240"
"In post","2023","60-64","Declared non-disabled","Commercial","265","235","50160","43650"
"In post","2023","60-64","Declared non-disabled","Communications","125","115","40480","36920"
"In post","2023","60-64","Declared non-disabled","Counter Fraud","1115","850","33400","29730"
"In post","2023","60-64","Declared non-disabled","Debt","490","385","25710","22520"
"In post","2023","60-64","Declared non-disabled","Digital, Data & Technology","1075","955","42030","38680"
"In post","2023","60-64","Declared non-disabled","Finance","680","575","39550","34740"
"In post","2023","60-64","Declared non-disabled","Grants Management","100","85","26730","22150"
"In post","2023","60-64","Declared non-disabled","Human Resources","855","765","38100","34300"
"In post","2023","60-64","Declared non-disabled","Internal Audit","60","50","47190","45880"
"In post","2023","60-64","Declared non-disabled","Legal","545","460","50000","54800"
"In post","2023","60-64","Declared non-disabled","No function","18885","15435","31200","28120"
"In post","2023","60-64","Declared non-disabled","Project Delivery","975","830","47320","42510"
"In post","2023","60-64","Declared non-disabled","Property","650","575","37260","34300"
"In post","2023","60-64","Declared non-disabled","Security","635","585","30470","24380"
"In post","2023","60-64","Declared non-disabled","Unknown","1095","950","44670","39690"
"In post","2023","60-64","Undeclared","Analysis","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Commercial","40","35","44690","43300"
"In post","2023","60-64","Undeclared","Communications","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Counter Fraud","110","90","34000","29730"
"In post","2023","60-64","Undeclared","Debt","35","25","25500","22520"
"In post","2023","60-64","Undeclared","Digital, Data & Technology","100","90","43770","41010"
"In post","2023","60-64","Undeclared","Finance","60","50","39080","37680"
"In post","2023","60-64","Undeclared","Grants Management","15","15","[c]","[c]"
"In post","2023","60-64","Undeclared","Human Resources","90","85","35250","33990"
"In post","2023","60-64","Undeclared","Internal Audit","5","5","[c]","[c]"
"In post","2023","60-64","Undeclared","Legal","30","25","[c]","[c]"
"In post","2023","60-64","Undeclared","No function","2240","1815","32560","28480"
"In post","2023","60-64","Undeclared","Project Delivery","85","70","44770","41800"
"In post","2023","60-64","Undeclared","Property","70","60","39330","37080"
"In post","2023","60-64","Undeclared","Security","90","80","32140","27260"
"In post","2023","60-64","Undeclared","Unknown","30","30","46430","39690"
"In post","2023","60-64","Unknown","Analysis","40","35","44370","44510"
"In post","2023","60-64","Unknown","Commercial","55","50","52400","40910"
"In post","2023","60-64","Unknown","Communications","25","20","[c]","[c]"
"In post","2023","60-64","Unknown","Counter Fraud","185","155","37190","34700"
"In post","2023","60-64","Unknown","Debt","105","90","25130","22520"
"In post","2023","60-64","Unknown","Digital, Data & Technology","190","180","45720","41960"
"In post","2023","60-64","Unknown","Finance","125","105","34610","28130"
"In post","2023","60-64","Unknown","Grants Management","45","35","27180","22150"
"In post","2023","60-64","Unknown","Human Resources","130","120","34270","33130"
"In post","2023","60-64","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Legal","110","90","48570","49530"
"In post","2023","60-64","Unknown","No function","3230","2675","31750","27450"
"In post","2023","60-64","Unknown","Project Delivery","220","190","50890","44120"
"In post","2023","60-64","Unknown","Property","165","155","31880","27810"
"In post","2023","60-64","Unknown","Security","135","120","32670","27500"
"In post","2023","60-64","Unknown","Unknown","510","470","42280","38330"
"In post","2023","65+","Declared disabled","Analysis","15","10","[c]","[c]"
"In post","2023","65+","Declared disabled","Commercial","15","15","[c]","[c]"
"In post","2023","65+","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Counter Fraud","85","60","29830","28120"
"In post","2023","65+","Declared disabled","Debt","40","30","25130","22520"
"In post","2023","65+","Declared disabled","Digital, Data & Technology","65","55","40020","36990"
"In post","2023","65+","Declared disabled","Finance","50","35","33390","29730"
"In post","2023","65+","Declared disabled","Grants Management","15","15","[c]","[c]"
"In post","2023","65+","Declared disabled","Human Resources","70","55","34890","32570"
"In post","2023","65+","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Legal","35","25","48310","56450"
"In post","2023","65+","Declared disabled","No function","1660","1235","28550","27190"
"In post","2023","65+","Declared disabled","Project Delivery","50","40","43090","39890"
"In post","2023","65+","Declared disabled","Property","35","30","32630","32930"
"In post","2023","65+","Declared disabled","Security","30","25","[c]","[c]"
"In post","2023","65+","Declared disabled","Unknown","45","35","42560","39690"
"In post","2023","65+","Declared non-disabled","Analysis","65","50","48770","45720"
"In post","2023","65+","Declared non-disabled","Commercial","70","60","47860","43590"
"In post","2023","65+","Declared non-disabled","Communications","30","30","36760","34140"
"In post","2023","65+","Declared non-disabled","Counter Fraud","370","255","31300","28120"
"In post","2023","65+","Declared non-disabled","Debt","155","110","25530","22520"
"In post","2023","65+","Declared non-disabled","Digital, Data & Technology","280","230","40880","36990"
"In post","2023","65+","Declared non-disabled","Finance","190","155","35100","32300"
"In post","2023","65+","Declared non-disabled","Grants Management","30","25","23890","22150"
"In post","2023","65+","Declared non-disabled","Human Resources","255","215","33880","30740"
