"Status","Year","Ethnicity","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","SCS level","800","775","95160","85800"
"In post","2023","Unknown","SEO","7220","7015","43010","42510"
"In post","2023","Unknown","Unknown","5250","4925","32960","29050"
"In post","2023","White","AA","12845","11555","21980","22130"
"In post","2023","White","AO","77975","69940","24580","22520"
"In post","2023","White","EO","85285","78480","28910","28120"
"In post","2023","White","G6","15790","15185","70860","69940"
"In post","2023","White","G7","39490","38045","56620","55790"
"In post","2023","White","HEO","59190","56655","34980","34400"
"In post","2023","White","SCS level","5720","5525","91910","83530"
"In post","2023","White","SEO","45380","43670","43070","42140"
"In post","2023","White","Unknown","16660","15620","32260","29050"
"Leaver CS","2023","Asian","AA","95","[c]","20750","20980"
"Leaver CS","2023","Asian","AO","840","[c]","22800","21780"
"Leaver CS","2023","Asian","EO","785","[c]","28810","28220"
"Leaver CS","2023","Asian","G6","75","[c]","68660","66860"
"Leaver CS","2023","Asian","G7","205","[c]","56120","54700"
"Leaver CS","2023","Asian","HEO","380","[c]","34580","34020"
"Leaver CS","2023","Asian","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SEO","275","[c]","42960","41800"
"Leaver CS","2023","Asian","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2023","Black","AA","50","[c]","[c]","[c]"
"Leaver CS","2023","Black","AO","425","[c]","23290","23390"
"Leaver CS","2023","Black","EO","615","[c]","29490","29660"
"Leaver CS","2023","Black","G6","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","G7","110","[c]","55360","54750"
"Leaver CS","2023","Black","HEO","260","[c]","34820","34310"
"Leaver CS","2023","Black","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","SEO","210","[c]","42370","41660"
"Leaver CS","2023","Black","Unknown","150","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","AA","35","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","AO","285","[c]","22550","21780"
"Leaver CS","2023","Mixed","EO","240","[c]","28630","28120"
"Leaver CS","2023","Mixed","G6","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","G7","105","[c]","55620","54700"
"Leaver CS","2023","Mixed","HEO","130","[c]","34150","33630"
"Leaver CS","2023","Mixed","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","SEO","105","[c]","42830","42160"
"Leaver CS","2023","Mixed","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","AO","90","[c]","22540","22400"
"Leaver CS","2023","Other ethnicity","EO","85","[c]","28550","28100"
"Leaver CS","2023","Other ethnicity","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","HEO","40","[c]","34090","33450"
"Leaver CS","2023","Other ethnicity","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AA","45","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AO","450","[c]","22900","21780"
"Leaver CS","2023","Undeclared","EO","380","[c]","29120","28120"
"Leaver CS","2023","Undeclared","G6","55","[c]","70020","68790"
"Leaver CS","2023","Undeclared","G7","165","[c]","56530","56160"
"Leaver CS","2023","Undeclared","HEO","195","[c]","35500","34300"
"Leaver CS","2023","Undeclared","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SEO","215","[c]","42850","41800"
"Leaver CS","2023","Undeclared","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA","860","[c]","21750","22080"
"Leaver CS","2023","Unknown","AO","3465","[c]","22940","21840"
"Leaver CS","2023","Unknown","EO","1760","[c]","28320","27810"
"Leaver CS","2023","Unknown","G6","305","[c]","70110","67550"
"Leaver CS","2023","Unknown","G7","695","[c]","57170","55530"
"Leaver CS","2023","Unknown","HEO","1070","[c]","34030","33520"
"Leaver CS","2023","Unknown","SCS level","135","[c]","104620","92080"
"Leaver CS","2023","Unknown","SEO","710","[c]","42080","41730"
"Leaver CS","2023","Unknown","Unknown","755","[c]","36430","33690"
"Leaver CS","2023","White","AA","1665","[c]","20950","20060"
"Leaver CS","2023","White","AO","8955","[c]","22730","21690"
"Leaver CS","2023","White","EO","6575","[c]","28380","28000"
"Leaver CS","2023","White","G6","1045","[c]","71070","69270"
"Leaver CS","2023","White","G7","2335","[c]","56390","55000"
"Leaver CS","2023","White","HEO","3575","[c]","34660","34020"
"Leaver CS","2023","White","SCS level","500","[c]","99040","92800"
"Leaver CS","2023","White","SEO","2885","[c]","42650","41680"
"Leaver CS","2023","White","Unknown","1260","[c]","40710","35030"
"Leaver Dept.","2023","Asian","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","AO","220","[c]","22450","21780"
"Leaver Dept.","2023","Asian","EO","445","[c]","28810","28120"
"Leaver Dept.","2023","Asian","G6","40","[c]","67960","67010"
"Leaver Dept.","2023","Asian","G7","145","[c]","55830","55150"
"Leaver Dept.","2023","Asian","HEO","315","[c]","34410","34260"
"Leaver Dept.","2023","Asian","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SEO","175","[c]","41880","41750"
"Leaver Dept.","2023","Asian","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AO","95","[c]","23300","22150"
"Leaver Dept.","2023","Black","EO","200","[c]","29420","28660"
"Leaver Dept.","2023","Black","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G7","35","[c]","55190","55150"
"Leaver Dept.","2023","Black","HEO","160","[c]","34040","34170"
"Leaver Dept.","2023","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SEO","95","[c]","41560","41800"
"Leaver Dept.","2023","Black","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AO","50","[c]","22420","21690"
"Leaver Dept.","2023","Mixed","EO","120","[c]","28670","28120"
"Leaver Dept.","2023","Mixed","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G7","70","[c]","54880","54700"
"Leaver Dept.","2023","Mixed","HEO","120","[c]","34220","34280"
"Leaver Dept.","2023","Mixed","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SEO","80","[c]","42250","41750"
"Leaver Dept.","2023","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AO","80","[c]","22960","21780"
"Leaver Dept.","2023","Undeclared","EO","115","[c]","28530","28120"
"Leaver Dept.","2023","Undeclared","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G7","65","[c]","55550","54710"
"Leaver Dept.","2023","Undeclared","HEO","90","[c]","34940","34550"
"Leaver Dept.","2023","Undeclared","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SEO","70","[c]","41300","41440"
"Leaver Dept.","2023","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AO","530","[c]","22710","22180"
"Leaver Dept.","2023","Unknown","EO","535","[c]","27920","27610"
"Leaver Dept.","2023","Unknown","G6","155","[c]","68320","66940"
"Leaver Dept.","2023","Unknown","G7","415","[c]","55660","55150"
"Leaver Dept.","2023","Unknown","HEO","1175","[c]","32860","32000"
"Leaver Dept.","2023","Unknown","SCS level","90","[c]","87070","76650"
"Leaver Dept.","2023","Unknown","SEO","405","[c]","41570","41510"
"Leaver Dept.","2023","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","White","AA","100","[c]","21320","20750"
"Leaver Dept.","2023","White","AO","1555","[c]","22150","21690"
"Leaver Dept.","2023","White","EO","2125","[c]","27840","27930"
"Leaver Dept.","2023","White","G6","430","[c]","67720","66530"
"Leaver Dept.","2023","White","G7","1175","[c]","54640","54630"
"Leaver Dept.","2023","White","HEO","1805","[c]","33800","33820"
"Leaver Dept.","2023","White","SCS level","260","[c]","90910","81830"
"Leaver Dept.","2023","White","SEO","1400","[c]","41120","40690"
"Leaver Dept.","2023","White","Unknown","110","[c]","[c]","[c]"
"New entrant CS","2023","Asian","AA","105","[c]","22850","23230"
"New entrant CS","2023","Asian","AO","1660","[c]","23390","22520"
"New entrant CS","2023","Asian","EO","720","[c]","28010","27890"
"New entrant CS","2023","Asian","G6","50","[c]","70370","69490"
"New entrant CS","2023","Asian","G7","210","[c]","56260","54450"
"New entrant CS","2023","Asian","HEO","545","[c]","33760","33830"
"New entrant CS","2023","Asian","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SEO","315","[c]","42120","41640"
"New entrant CS","2023","Asian","Unknown","210","[c]","23260","23640"
"New entrant CS","2023","Black","AA","80","[c]","24370","23230"
"New entrant CS","2023","Black","AO","690","[c]","25580","23000"
"New entrant CS","2023","Black","EO","300","[c]","28040","28120"
"New entrant CS","2023","Black","G6","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","G7","90","[c]","56340","54330"
"New entrant CS","2023","Black","HEO","275","[c]","34390","34180"
"New entrant CS","2023","Black","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","SEO","170","[c]","41700","41450"
"New entrant CS","2023","Black","Unknown","195","[c]","25030","23640"
"New entrant CS","2023","Mixed","AA","65","[c]","22380","23230"
"New entrant CS","2023","Mixed","AO","400","[c]","24640","22520"
"New entrant CS","2023","Mixed","EO","230","[c]","27930","27860"
"New entrant CS","2023","Mixed","G6","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","G7","70","[c]","55250","55000"
"New entrant CS","2023","Mixed","HEO","205","[c]","32970","32970"
"New entrant CS","2023","Mixed","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","SEO","95","[c]","41420","41550"
"New entrant CS","2023","Mixed","Unknown","150","[c]","24610","23640"
"New entrant CS","2023","Other ethnicity","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","AO","105","[c]","24310","22520"
"New entrant CS","2023","Other ethnicity","EO","75","[c]","27700","27820"
"New entrant CS","2023","Other ethnicity","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","HEO","65","[c]","33660","33830"
"New entrant CS","2023","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SEO","30","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","AA","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","AO","220","[c]","23990","22150"
"New entrant CS","2023","Undeclared","EO","115","[c]","28260","27760"
"New entrant CS","2023","Undeclared","G6","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G7","65","[c]","56120","54840"
"New entrant CS","2023","Undeclared","HEO","95","[c]","34010","34000"
"New entrant CS","2023","Undeclared","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SEO","75","[c]","42570","40880"
"New entrant CS","2023","Undeclared","Unknown","50","[c]","24080","23640"
"New entrant CS","2023","Unknown","AA","2190","[c]","22560","22180"
"New entrant CS","2023","Unknown","AO","9015","[c]","24180","22520"
"New entrant CS","2023","Unknown","EO","4745","[c]","27590","26780"
"New entrant CS","2023","Unknown","G6","195","[c]","73440","70500"
"New entrant CS","2023","Unknown","G7","680","[c]","55380","54440"
"New entrant CS","2023","Unknown","HEO","2030","[c]","34090","33830"
"New entrant CS","2023","Unknown","SCS level","105","[c]","107720","97920"
"New entrant CS","2023","Unknown","SEO","1070","[c]","42080","41640"
"New entrant CS","2023","Unknown","Unknown","1335","[c]","23340","23640"
"New entrant CS","2023","White","AA","1830","[c]","22370","23230"
"New entrant CS","2023","White","AO","9535","[c]","24250","22520"
"New entrant CS","2023","White","EO","4650","[c]","27800","27650"
"New entrant CS","2023","White","G6","410","[c]","70520","68130"
"New entrant CS","2023","White","G7","1780","[c]","55540","54000"
"New entrant CS","2023","White","HEO","4180","[c]","33230","33250"
"New entrant CS","2023","White","SCS level","155","[c]","99900","90000"
"New entrant CS","2023","White","SEO","2420","[c]","41890","41050"
"New entrant CS","2023","White","Unknown","2535","[c]","23840","23640"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
