"Status","Year","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Male","100","90","35210","32110"
"In post","2023","Department for Digital, Culture, Media and Sport","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","London","Female","920","890","49500","52760"
"In post","2023","Department for Digital, Culture, Media and Sport","London","Male","725","720","51050","53030"
"In post","2023","Department for Digital, Culture, Media and Sport","North East (England)","Female","15","15","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","North East (England)","Male","20","20","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","North West (England)","Female","70","70","39850","35620"
"In post","2023","Department for Digital, Culture, Media and Sport","North West (England)","Male","90","90","44320","39610"
"In post","2023","Department for Digital, Culture, Media and Sport","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Scotland","Female","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Scotland","Male","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","South West (England)","Female","15","15","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Wales","Female","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Wales","Male","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2023","Department for Education","East Midlands (England)","Female","230","215","41890","37590"
"In post","2023","Department for Education","East Midlands (England)","Male","155","150","44800","43250"
"In post","2023","Department for Education","East of England","Female","60","60","50100","51360"
"In post","2023","Department for Education","East of England","Male","35","35","54220","52210"
"In post","2023","Department for Education","London","Female","1520","1440","51550","55020"
"In post","2023","Department for Education","London","Male","880","870","53370","55020"
"In post","2023","Department for Education","North East (England)","Female","595","560","39210","37590"
"In post","2023","Department for Education","North East (England)","Male","345","340","42300","37880"
"In post","2023","Department for Education","North West (England)","Female","725","700","41670","37590"
"In post","2023","Department for Education","North West (England)","Male","515","510","42930","37880"
"In post","2023","Department for Education","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","South East (England)","Female","20","20","[c]","[c]"
"In post","2023","Department for Education","South East (England)","Male","30","30","62250","64000"
"In post","2023","Department for Education","South West (England)","Female","220","215","45430","43250"
"In post","2023","Department for Education","South West (England)","Male","155","150","48460","51360"
"In post","2023","Department for Education","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Wales","Male","5","5","[c]","[c]"
"In post","2023","Department for Education","West Midlands (England)","Female","770","740","41380","37710"
"In post","2023","Department for Education","West Midlands (England)","Male","530","525","44290","38210"
"In post","2023","Department for Education","Yorkshire and The Humber","Female","955","890","41770","37590"
"In post","2023","Department for Education","Yorkshire and The Humber","Male","725","710","44070","38210"
"In post","2023","Department for Environment, Food and Rural Affairs","East Midlands (England)","Female","180","175","34330","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","East Midlands (England)","Male","140","140","33970","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","East of England","Female","465","430","35050","30820"
"In post","2023","Department for Environment, Food and Rural Affairs","East of England","Male","425","420","37160","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","London","Female","1420","1365","45860","40260"
"In post","2023","Department for Environment, Food and Rural Affairs","London","Male","1225","1210","46500","40710"
"In post","2023","Department for Environment, Food and Rural Affairs","North East (England)","Female","485","445","32170","27210"
"In post","2023","Department for Environment, Food and Rural Affairs","North East (England)","Male","410","400","32530","26810"
"In post","2023","Department for Environment, Food and Rural Affairs","North West (England)","Female","1175","1050","29730","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","North West (England)","Male","725","710","31730","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Scotland","Female","125","120","33310","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Scotland","Male","80","80","36360","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","South East (England)","Female","895","840","35440","31630"
"In post","2023","Department for Environment, Food and Rural Affairs","South East (England)","Male","670","655","38660","34110"
"In post","2023","Department for Environment, Food and Rural Affairs","South West (England)","Female","1200","1115","35640","31000"
"In post","2023","Department for Environment, Food and Rural Affairs","South West (England)","Male","905","880","37880","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Wales","Female","260","240","29680","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Wales","Male","145","140","33160","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","West Midlands (England)","Female","475","440","31910","26850"
"In post","2023","Department for Environment, Food and Rural Affairs","West Midlands (England)","Male","295","285","35290","30370"
"In post","2023","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Female","700","660","35840","30840"
"In post","2023","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Male","655","645","35290","30640"
"In post","2023","Department for International Trade","East Midlands (England)","Female","25","20","[c]","[c]"
"In post","2023","Department for International Trade","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2023","Department for International Trade","East of England","Female","15","15","[c]","[c]"
"In post","2023","Department for International Trade","East of England","Male","25","25","[c]","[c]"
"In post","2023","Department for International Trade","London","Female","1340","1320","48300","42460"
"In post","2023","Department for International Trade","London","Male","1350","1340","50220","44520"
"In post","2023","Department for International Trade","North East (England)","Female","110","105","40560","35220"
"In post","2023","Department for International Trade","North East (England)","Male","85","85","39450","38050"
"In post","2023","Department for International Trade","North West (England)","Female","40","40","45400","42030"
"In post","2023","Department for International Trade","North West (England)","Male","30","30","41770","39400"
"In post","2023","Department for International Trade","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Department for International Trade","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Overseas","Female","50","50","55940","54040"
"In post","2023","Department for International Trade","Overseas","Male","125","125","58140","56140"
"In post","2023","Department for International Trade","Scotland","Female","15","15","[c]","[c]"
"In post","2023","Department for International Trade","Scotland","Male","30","30","[c]","[c]"
"In post","2023","Department for International Trade","South East (England)","Female","15","10","[c]","[c]"
"In post","2023","Department for International Trade","South East (England)","Male","20","20","[c]","[c]"
"In post","2023","Department for International Trade","South West (England)","Female","20","20","[c]","[c]"
"In post","2023","Department for International Trade","South West (England)","Male","30","30","[c]","[c]"
"In post","2023","Department for International Trade","Wales","Female","15","15","[c]","[c]"
"In post","2023","Department for International Trade","Wales","Male","35","35","52260","52200"
"In post","2023","Department for International Trade","West Midlands (England)","Female","35","35","40770","39270"
"In post","2023","Department for International Trade","West Midlands (England)","Male","40","40","42550","38580"
"In post","2023","Department for International Trade","Yorkshire and The Humber","Female","35","35","41330","43540"
"In post","2023","Department for International Trade","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","East Midlands (England)","Female","55","50","47540","48660"
"In post","2023","Department for Levelling Up, Housing and Communities","East Midlands (England)","Male","55","50","55250","52100"
"In post","2023","Department for Levelling Up, Housing and Communities","East of England","Female","70","65","47880","48660"
"In post","2023","Department for Levelling Up, Housing and Communities","East of England","Male","65","60","47250","41840"
"In post","2023","Department for Levelling Up, Housing and Communities","London","Female","1110","1070","50960","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","London","Male","1075","1060","51240","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","North East (England)","Female","55","55","47910","48660"
"In post","2023","Department for Levelling Up, Housing and Communities","North East (England)","Male","85","85","46920","48660"
"In post","2023","Department for Levelling Up, Housing and Communities","North West (England)","Female","130","125","43050","41840"
"In post","2023","Department for Levelling Up, Housing and Communities","North West (England)","Male","120","115","46460","48660"
"In post","2023","Department for Levelling Up, Housing and Communities","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Scotland","Female","20","20","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Scotland","Male","20","20","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","South East (England)","Female","30","25","50040","48660"
"In post","2023","Department for Levelling Up, Housing and Communities","South East (England)","Male","35","35","56470","60050"
"In post","2023","Department for Levelling Up, Housing and Communities","South West (England)","Female","355","320","36070","33450"
"In post","2023","Department for Levelling Up, Housing and Communities","South West (England)","Male","300","290","42230","37540"
"In post","2023","Department for Levelling Up, Housing and Communities","Wales","Female","25","25","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Wales","Male","40","35","54710","58950"
"In post","2023","Department for Levelling Up, Housing and Communities","West Midlands (England)","Female","205","195","41060","37540"
"In post","2023","Department for Levelling Up, Housing and Communities","West Midlands (England)","Male","150","145","41480","37540"
"In post","2023","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Female","90","85","47760","44100"
"In post","2023","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Male","80","75","51710","49700"
"In post","2023","Department for Transport","East Midlands (England)","Female","225","210","33990","31510"
"In post","2023","Department for Transport","East Midlands (England)","Male","400","390","34490","28590"
"In post","2023","Department for Transport","East of England","Female","90","80","29450","27450"
"In post","2023","Department for Transport","East of England","Male","310","290","30700","28460"
"In post","2023","Department for Transport","London","Female","1415","1365","50320","45180"
"In post","2023","Department for Transport","London","Male","1970","1930","49960","45180"
"In post","2023","Department for Transport","North East (England)","Female","185","165","26530","22500"
"In post","2023","Department for Transport","North East (England)","Male","225","220","28980","27450"
"In post","2023","Department for Transport","North West (England)","Female","140","130","28980","27400"
"In post","2023","Department for Transport","North West (England)","Male","380","360","30700","27490"
"In post","2023","Department for Transport","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Department for Transport","Northern Ireland","Male","30","30","34120","31350"
"In post","2023","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Department for Transport","Scotland","Female","130","120","29180","27400"
"In post","2023","Department for Transport","Scotland","Male","335","320","32120","28590"
"In post","2023","Department for Transport","South East (England)","Female","535","500","34430","31350"
"In post","2023","Department for Transport","South East (England)","Male","900","875","37880","31660"
"In post","2023","Department for Transport","South West (England)","Female","250","225","33210","27520"
"In post","2023","Department for Transport","South West (England)","Male","500","480","32850","29220"
"In post","2023","Department for Transport","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Wales","Female","3940","3325","25920","22500"
"In post","2023","Department for Transport","Wales","Male","2850","2750","30690","26780"
"In post","2023","Department for Transport","West Midlands (England)","Female","260","245","31970","27450"
"In post","2023","Department for Transport","West Midlands (England)","Male","495","480","31380","27490"
"In post","2023","Department for Transport","Yorkshire and The Humber","Female","290","265","32500","27450"
"In post","2023","Department for Transport","Yorkshire and The Humber","Male","495","475","34270","28590"
"In post","2023","Department for Work and Pensions","East Midlands (England)","Female","2925","2485","27650","28120"
"In post","2023","Department for Work and Pensions","East Midlands (England)","Male","1570","1490","29760","28120"
"In post","2023","Department for Work and Pensions","East of England","Female","2845","2420","29530","28120"
"In post","2023","Department for Work and Pensions","East of England","Male","1330","1270","30820","28120"
"In post","2023","Department for Work and Pensions","London","Female","5850","5265","35500","32520"
"In post","2023","Department for Work and Pensions","London","Male","3340","3245","37920","32520"
"In post","2023","Department for Work and Pensions","North East (England)","Female","5915","5045","28250","28120"
"In post","2023","Department for Work and Pensions","North East (England)","Male","3935","3765","32000","28120"
"In post","2023","Department for Work and Pensions","North West (England)","Female","11440","9935","28570","28120"
"In post","2023","Department for Work and Pensions","North West (England)","Male","7105","6835","31060","28120"
"In post","2023","Department for Work and Pensions","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Scotland","Female","5335","4530","26780","28120"
"In post","2023","Department for Work and Pensions","Scotland","Male","2760","2615","28890","28120"
"In post","2023","Department for Work and Pensions","South East (England)","Female","3895","3360","29090","28120"
"In post","2023","Department for Work and Pensions","South East (England)","Male","1865","1785","29470","28120"
"In post","2023","Department for Work and Pensions","South West (England)","Female","3335","2755","27510","28120"
"In post","2023","Department for Work and Pensions","South West (England)","Male","1665","1570","28500","28120"
"In post","2023","Department for Work and Pensions","Unknown","Female","190","180","33660","28120"
"In post","2023","Department for Work and Pensions","Unknown","Male","150","145","34450","28120"
"In post","2023","Department for Work and Pensions","Wales","Female","3630","3160","27330","28120"
"In post","2023","Department for Work and Pensions","Wales","Male","1940","1865","28070","28120"
"In post","2023","Department for Work and Pensions","West Midlands (England)","Female","4755","4025","27360","28120"
"In post","2023","Department for Work and Pensions","West Midlands (England)","Male","2455","2330","28070","28120"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Female","5905","5050","30730","28120"
"In post","2023","Department for Work and Pensions","Yorkshire and The Humber","Male","3635","3475","33550","28120"
"In post","2023","Department of Health and Social Care","East Midlands (England)","Female","120","115","49270","49100"
"In post","2023","Department of Health and Social Care","East Midlands (England)","Male","55","50","52380","50830"
"In post","2023","Department of Health and Social Care","East of England","Female","365","340","45600","41890"
"In post","2023","Department of Health and Social Care","East of England","Male","220","220","49710","42800"
"In post","2023","Department of Health and Social Care","London","Female","3530","3375","48840","41950"
"In post","2023","Department of Health and Social Care","London","Male","1920","1875","52370","51050"
"In post","2023","Department of Health and Social Care","North East (England)","Female","75","70","48000","45120"
"In post","2023","Department of Health and Social Care","North East (England)","Male","50","50","55110","49590"
"In post","2023","Department of Health and Social Care","North West (England)","Female","320","300","40040","36680"
"In post","2023","Department of Health and Social Care","North West (England)","Male","200","195","44280","38120"
"In post","2023","Department of Health and Social Care","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Scotland","Female","40","35","39730","37060"
"In post","2023","Department of Health and Social Care","Scotland","Male","25","25","[c]","[c]"
"In post","2023","Department of Health and Social Care","South East (England)","Female","340","310","47870","41720"
"In post","2023","Department of Health and Social Care","South East (England)","Male","195","190","53020","51050"
"In post","2023","Department of Health and Social Care","South West (England)","Female","715","670","39610","37060"
"In post","2023","Department of Health and Social Care","South West (England)","Male","365","360","46140","39340"
"In post","2023","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care","Wales","Female","25","25","[c]","[c]"
"In post","2023","Department of Health and Social Care","Wales","Male","20","20","[c]","[c]"
"In post","2023","Department of Health and Social Care","West Midlands (England)","Female","270","245","42320","37060"
"In post","2023","Department of Health and Social Care","West Midlands (England)","Male","115","110","51710","39920"
"In post","2023","Department of Health and Social Care","Yorkshire and The Humber","Female","770","735","44670","39750"
"In post","2023","Department of Health and Social Care","Yorkshire and The Humber","Male","500","490","46980","43520"
"In post","2023","Estyn","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Wales","Female","70","65","54630","56450"
"In post","2023","Estyn","Wales","Male","50","50","66550","78500"
"In post","2023","Estyn","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","East Midlands (England)","Female","30","30","39140","38100"
"In post","2023","Food Standards Agency","East Midlands (England)","Male","65","60","35340","29430"
"In post","2023","Food Standards Agency","East of England","Female","45","45","40560","38670"
"In post","2023","Food Standards Agency","East of England","Male","95","95","34430","30540"
"In post","2023","Food Standards Agency","London","Female","120","115","46740","41160"
"In post","2023","Food Standards Agency","London","Male","105","105","44430","41160"
"In post","2023","Food Standards Agency","North East (England)","Female","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","North East (England)","Male","20","20","[c]","[c]"
"In post","2023","Food Standards Agency","North West (England)","Female","40","40","38280","35960"
"In post","2023","Food Standards Agency","North West (England)","Male","75","75","34550","29430"
"In post","2023","Food Standards Agency","Northern Ireland","Female","80","75","38910","38100"
"In post","2023","Food Standards Agency","Northern Ireland","Male","35","30","39690","38100"
"In post","2023","Food Standards Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Scotland","Female","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Scotland","Male","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","South East (England)","Female","70","65","46200","41160"
"In post","2023","Food Standards Agency","South East (England)","Male","50","50","43690","41160"
"In post","2023","Food Standards Agency","South West (England)","Female","60","60","38470","37720"
"In post","2023","Food Standards Agency","South West (England)","Male","75","75","35540","29430"
"In post","2023","Food Standards Agency","Wales","Female","80","80","38610","37720"
"In post","2023","Food Standards Agency","Wales","Male","80","75","37560","31730"
"In post","2023","Food Standards Agency","West Midlands (England)","Female","45","45","36650","31730"
"In post","2023","Food Standards Agency","West Midlands (England)","Male","80","75","33600","30280"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Female","145","135","37440","33170"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Male","155","155","38820","34700"
"In post","2023","Foreign, Commonwealth and Development Office","London","Female","2355","2275","50620","48350"
"In post","2023","Foreign, Commonwealth and Development Office","London","Male","2210","2190","53100","53500"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","Female","965","965","53090","53970"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","Male","1265","1260","52320","53970"
"In post","2023","Foreign, Commonwealth and Development Office","Scotland","Female","450","430","41790","39450"
"In post","2023","Foreign, Commonwealth and Development Office","Scotland","Male","395","385","43880","40810"
"In post","2023","Foreign, Commonwealth and Development Office","South East (England)","Female","495","470","36050","30180"
"In post","2023","Foreign, Commonwealth and Development Office","South East (England)","Male","660","645","40680","35400"
"In post","2023","HM Land Registry","East Midlands (England)","Female","570","510","32340","28080"
"In post","2023","HM Land Registry","East Midlands (England)","Male","345","325","32620","28080"
"In post","2023","HM Land Registry","East of England","Female","195","175","31140","28080"
