"Status","Year","Age","Disability","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Declared disabled","London","Heterosexual / straight","1060","1045","38070","35040"
"In post","2023","20-29","Declared disabled","London","LGBO","390","385","38790","35620"
"In post","2023","20-29","Declared disabled","London","Undeclared","125","125","38030","35060"
"In post","2023","20-29","Declared disabled","London","Unknown","205","200","33190","30130"
"In post","2023","20-29","Declared disabled","Outside London","Heterosexual / straight","3045","2980","28590","28120"
"In post","2023","20-29","Declared disabled","Outside London","LGBO","1135","1115","28460","27890"
"In post","2023","20-29","Declared disabled","Outside London","Undeclared","320","310","28460","27890"
"In post","2023","20-29","Declared disabled","Outside London","Unknown","245","245","29590","28840"
"In post","2023","20-29","Declared disabled","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","London","Heterosexual / straight","9230","9175","39080","35760"
"In post","2023","20-29","Declared non-disabled","London","LGBO","1100","1095","41160","38600"
"In post","2023","20-29","Declared non-disabled","London","Undeclared","645","640","40030","37870"
"In post","2023","20-29","Declared non-disabled","London","Unknown","260","260","38820","35980"
"In post","2023","20-29","Declared non-disabled","Outside London","Heterosexual / straight","29075","28580","29010","28120"
"In post","2023","20-29","Declared non-disabled","Outside London","LGBO","3100","3070","28720","28120"
"In post","2023","20-29","Declared non-disabled","Outside London","Undeclared","1440","1415","28600","27890"
"In post","2023","20-29","Declared non-disabled","Outside London","Unknown","870","845","28660","28120"
"In post","2023","20-29","Declared non-disabled","Overseas","Heterosexual / straight","155","155","36550","33540"
"In post","2023","20-29","Declared non-disabled","Overseas","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Overseas","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","Heterosexual / straight","70","70","30650","28120"
"In post","2023","20-29","Declared non-disabled","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","London","Heterosexual / straight","375","370","38410","35550"
"In post","2023","20-29","Undeclared","London","LGBO","90","90","41410","38020"
"In post","2023","20-29","Undeclared","London","Undeclared","225","225","39520","36320"
"In post","2023","20-29","Undeclared","London","Unknown","70","70","40200","40500"
"In post","2023","20-29","Undeclared","Outside London","Heterosexual / straight","790","775","28830","28120"
"In post","2023","20-29","Undeclared","Outside London","LGBO","240","235","28330","27770"
"In post","2023","20-29","Undeclared","Outside London","Undeclared","475","465","30070","28880"
"In post","2023","20-29","Undeclared","Outside London","Unknown","85","80","29750","28120"
"In post","2023","20-29","Undeclared","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","London","Heterosexual / straight","2125","2120","38040","35010"
"In post","2023","20-29","Unknown","London","LGBO","315","310","39820","36800"
"In post","2023","20-29","Unknown","London","Undeclared","515","510","39270","34340"
"In post","2023","20-29","Unknown","London","Unknown","5975","5935","36820","34570"
"In post","2023","20-29","Unknown","Outside London","Heterosexual / straight","3920","3875","29750","28080"
"In post","2023","20-29","Unknown","Outside London","LGBO","560","555","29440","27810"
"In post","2023","20-29","Unknown","Outside London","Undeclared","380","375","30820","30330"
"In post","2023","20-29","Unknown","Outside London","Unknown","15870","15575","27370","25880"
"In post","2023","20-29","Unknown","Overseas","Heterosexual / straight","40","40","43370","40610"
"In post","2023","20-29","Unknown","Overseas","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Overseas","Unknown","65","65","43230","41000"
"In post","2023","20-29","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Unknown","430","430","31800","31710"
"In post","2023","30-39","Declared disabled","London","Heterosexual / straight","1415","1365","46100","42590"
"In post","2023","30-39","Declared disabled","London","LGBO","330","330","45960","42610"
"In post","2023","30-39","Declared disabled","London","Undeclared","165","160","46030","43650"
"In post","2023","30-39","Declared disabled","London","Unknown","105","100","44910","39790"
"In post","2023","30-39","Declared disabled","Outside London","Heterosexual / straight","5975","5635","32320","29050"
"In post","2023","30-39","Declared disabled","Outside London","LGBO","1320","1270","32720","29620"
"In post","2023","30-39","Declared disabled","Outside London","Undeclared","600","570","32690","30350"
"In post","2023","30-39","Declared disabled","Outside London","Unknown","375","355","33150","30130"
"In post","2023","30-39","Declared disabled","Overseas","Heterosexual / straight","30","30","47880","43360"
"In post","2023","30-39","Declared disabled","Overseas","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","London","Heterosexual / straight","12950","12560","48400","45560"
"In post","2023","30-39","Declared non-disabled","London","LGBO","1085","1075","51230","53550"
"In post","2023","30-39","Declared non-disabled","London","Undeclared","865","845","48730","48070"
"In post","2023","30-39","Declared non-disabled","London","Unknown","550","520","46930","43760"
"In post","2023","30-39","Declared non-disabled","Outside London","Heterosexual / straight","46990","44540","34100","31660"
"In post","2023","30-39","Declared non-disabled","Outside London","LGBO","3590","3525","34190","31510"
"In post","2023","30-39","Declared non-disabled","Outside London","Undeclared","2640","2505","33970","31580"
"In post","2023","30-39","Declared non-disabled","Outside London","Unknown","2720","2455","31960","28120"
"In post","2023","30-39","Declared non-disabled","Overseas","Heterosexual / straight","390","390","46930","42690"
"In post","2023","30-39","Declared non-disabled","Overseas","LGBO","50","50","48330","53250"
"In post","2023","30-39","Declared non-disabled","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Overseas","Unknown","45","45","45250","41320"
"In post","2023","30-39","Declared non-disabled","Unknown","Heterosexual / straight","90","85","32970","28120"
"In post","2023","30-39","Declared non-disabled","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","London","Heterosexual / straight","565","550","47920","46070"
"In post","2023","30-39","Undeclared","London","LGBO","85","85","45950","43650"
"In post","2023","30-39","Undeclared","London","Undeclared","475","460","48130","45750"
"In post","2023","30-39","Undeclared","London","Unknown","145","140","48000","43190"
"In post","2023","30-39","Undeclared","Outside London","Heterosexual / straight","1890","1795","33170","30320"
"In post","2023","30-39","Undeclared","Outside London","LGBO","280","270","32050","29070"
"In post","2023","30-39","Undeclared","Outside London","Undeclared","1315","1270","34840","32920"
"In post","2023","30-39","Undeclared","Outside London","Unknown","340","310","34220","31780"
"In post","2023","30-39","Undeclared","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Overseas","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","London","Heterosexual / straight","1720","1680","48280","45700"
"In post","2023","30-39","Unknown","London","LGBO","180","180","47680","45170"
"In post","2023","30-39","Unknown","London","Undeclared","405","400","50690","54660"
"In post","2023","30-39","Unknown","London","Unknown","4160","4090","46360","43210"
"In post","2023","30-39","Unknown","Outside London","Heterosexual / straight","5155","4950","35990","34070"
"In post","2023","30-39","Unknown","Outside London","LGBO","480","470","35330","32890"
"In post","2023","30-39","Unknown","Outside London","Undeclared","475","455","37700","36040"
"In post","2023","30-39","Unknown","Outside London","Unknown","15385","14680","31710","28130"
"In post","2023","30-39","Unknown","Overseas","Heterosexual / straight","175","175","55810","55170"
"In post","2023","30-39","Unknown","Overseas","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","Unknown","240","240","51950","53340"
"In post","2023","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","Unknown","425","420","41260","40690"
"In post","2023","40-49","Declared disabled","London","Heterosexual / straight","1710","1625","46950","41360"
"In post","2023","40-49","Declared disabled","London","LGBO","230","225","50980","43860"
"In post","2023","40-49","Declared disabled","London","Undeclared","185","180","44710","40280"
"In post","2023","40-49","Declared disabled","London","Unknown","135","130","43340","36620"
"In post","2023","40-49","Declared disabled","Outside London","Heterosexual / straight","8655","7990","33510","28480"
"In post","2023","40-49","Declared disabled","Outside London","LGBO","930","890","33970","30330"
"In post","2023","40-49","Declared disabled","Outside London","Undeclared","1105","1025","32670","28120"
"In post","2023","40-49","Declared disabled","Outside London","Unknown","640","570","32750","28120"
"In post","2023","40-49","Declared disabled","Overseas","Heterosexual / straight","50","50","51750","49660"
"In post","2023","40-49","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","London","Heterosexual / straight","12135","11540","51320","45960"
"In post","2023","40-49","Declared non-disabled","London","LGBO","665","655","57030","55740"
"In post","2023","40-49","Declared non-disabled","London","Undeclared","945","890","49390","43790"
"In post","2023","40-49","Declared non-disabled","London","Unknown","1085","985","46640","39790"
"In post","2023","40-49","Declared non-disabled","Outside London","Heterosexual / straight","50690","47705","36980","32920"
"In post","2023","40-49","Declared non-disabled","Outside London","LGBO","2115","2055","37560","32920"
"In post","2023","40-49","Declared non-disabled","Outside London","Undeclared","3865","3600","35070","31280"
"In post","2023","40-49","Declared non-disabled","Outside London","Unknown","5115","4555","33180","28120"
"In post","2023","40-49","Declared non-disabled","Overseas","Heterosexual / straight","480","475","55590","55400"
"In post","2023","40-49","Declared non-disabled","Overseas","LGBO","30","30","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Overseas","Unknown","55","55","56850","57750"
"In post","2023","40-49","Declared non-disabled","Unknown","Heterosexual / straight","130","125","38700","31290"
"In post","2023","40-49","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Undeclared","London","Heterosexual / straight","590","565","48450","43650"
"In post","2023","40-49","Undeclared","London","LGBO","50","50","53030","55610"
"In post","2023","40-49","Undeclared","London","Undeclared","490","475","50930","45960"
"In post","2023","40-49","Undeclared","London","Unknown","275","265","49860","45740"
"In post","2023","40-49","Undeclared","Outside London","Heterosexual / straight","2410","2265","35150","32160"
"In post","2023","40-49","Undeclared","Outside London","LGBO","185","180","35030","32060"
"In post","2023","40-49","Undeclared","Outside London","Undeclared","1935","1845","36720","34090"
"In post","2023","40-49","Undeclared","Outside London","Unknown","755","705","35620","32920"
"In post","2023","40-49","Undeclared","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Undeclared","Overseas","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Undeclared","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","London","Heterosexual / straight","1220","1170","53340","53500"
"In post","2023","40-49","Unknown","London","LGBO","70","65","56840","56450"
"In post","2023","40-49","Unknown","London","Undeclared","220","210","57790","55170"
"In post","2023","40-49","Unknown","London","Unknown","2455","2355","49660","43750"
"In post","2023","40-49","Unknown","Outside London","Heterosexual / straight","4715","4510","39410","37060"
"In post","2023","40-49","Unknown","Outside London","LGBO","220","215","37860","34850"
"In post","2023","40-49","Unknown","Outside London","Undeclared","535","515","41330","38640"
"In post","2023","40-49","Unknown","Outside London","Unknown","10440","9835","33970","28880"
"In post","2023","40-49","Unknown","Overseas","Heterosexual / straight","150","150","60600","59770"
"In post","2023","40-49","Unknown","Overseas","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Overseas","Unknown","210","210","59810","59070"
"In post","2023","40-49","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","Unknown","355","350","45290","41580"
"In post","2023","50-59","Declared disabled","London","Heterosexual / straight","2350","2245","43360","37670"
"In post","2023","50-59","Declared disabled","London","LGBO","185","180","50250","43760"
"In post","2023","50-59","Declared disabled","London","Undeclared","370","355","42840","36180"
"In post","2023","50-59","Declared disabled","London","Unknown","205","190","42390","33680"
"In post","2023","50-59","Declared disabled","Outside London","Heterosexual / straight","13830","12765","32610","28120"
"In post","2023","50-59","Declared disabled","Outside London","LGBO","880","835","33430","28490"
"In post","2023","50-59","Declared disabled","Outside London","Undeclared","1860","1690","31760","28120"
"In post","2023","50-59","Declared disabled","Outside London","Unknown","1200","1085","31980","28120"
"In post","2023","50-59","Declared disabled","Overseas","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","50-59","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Unknown","Heterosexual / straight","35","35","36060","34170"
"In post","2023","50-59","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Unknown","Undeclared","10","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","London","Heterosexual / straight","12370","11970","47810","41950"
"In post","2023","50-59","Declared non-disabled","London","LGBO","515","505","51560","45950"
"In post","2023","50-59","Declared non-disabled","London","Undeclared","1370","1310","44930","39150"
"In post","2023","50-59","Declared non-disabled","London","Unknown","1450","1370","42090","34370"
"In post","2023","50-59","Declared non-disabled","Outside London","Heterosexual / straight","59665","56280","36110","31280"
"In post","2023","50-59","Declared non-disabled","Outside London","LGBO","1720","1650","35790","31280"
"In post","2023","50-59","Declared non-disabled","Outside London","Undeclared","6155","5720","34110","28130"
"In post","2023","50-59","Declared non-disabled","Outside London","Unknown","7500","6730","32750","28120"
"In post","2023","50-59","Declared non-disabled","Overseas","Heterosexual / straight","450","445","55210","49770"
"In post","2023","50-59","Declared non-disabled","Overseas","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Overseas","Unknown","55","55","55130","56410"
"In post","2023","50-59","Declared non-disabled","Unknown","Heterosexual / straight","125","120","37740","34320"
"In post","2023","50-59","Declared non-disabled","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Unknown","Undeclared","25","20","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Undeclared","London","Heterosexual / straight","685","660","46470","39150"
"In post","2023","50-59","Undeclared","London","LGBO","45","45","49050","43370"
"In post","2023","50-59","Undeclared","London","Undeclared","660","640","46440","41060"
"In post","2023","50-59","Undeclared","London","Unknown","345","335","48430","39970"
"In post","2023","50-59","Undeclared","Outside London","Heterosexual / straight","3485","3285","34140","31280"
"In post","2023","50-59","Undeclared","Outside London","LGBO","150","145","34700","32000"
"In post","2023","50-59","Undeclared","Outside London","Undeclared","3155","2985","35740","32920"
"In post","2023","50-59","Undeclared","Outside London","Unknown","1085","1005","35710","32920"
"In post","2023","50-59","Undeclared","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Undeclared","Overseas","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Undeclared","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","London","Heterosexual / straight","950","935","51780","45350"
"In post","2023","50-59","Unknown","London","LGBO","45","45","56350","51630"
"In post","2023","50-59","Unknown","London","Undeclared","215","210","53240","54100"
"In post","2023","50-59","Unknown","London","Unknown","2050","1970","47030","39790"
"In post","2023","50-59","Unknown","Outside London","Heterosexual / straight","4885","4650","38460","35000"
"In post","2023","50-59","Unknown","Outside London","LGBO","125","120","36880","32000"
"In post","2023","50-59","Unknown","Outside London","Undeclared","640","610","39410","36040"
"In post","2023","50-59","Unknown","Outside London","Unknown","9835","9185","33560","28130"
"In post","2023","50-59","Unknown","Overseas","Heterosexual / straight","110","110","59840","58300"
"In post","2023","50-59","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Overseas","Unknown","140","140","60650","59340"
"In post","2023","50-59","Unknown","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","Unknown","475","470","46460","42500"
"In post","2023","60-64","Declared disabled","London","Heterosexual / straight","755","680","39510","32520"
"In post","2023","60-64","Declared disabled","London","LGBO","40","35","44110","33050"
"In post","2023","60-64","Declared disabled","London","Undeclared","140","125","36180","32520"
"In post","2023","60-64","Declared disabled","London","Unknown","65","55","37150","32520"
"In post","2023","60-64","Declared disabled","Outside London","Heterosexual / straight","4635","3750","30270","28120"
"In post","2023","60-64","Declared disabled","Outside London","LGBO","195","170","30890","28120"
"In post","2023","60-64","Declared disabled","Outside London","Undeclared","695","545","29250","28120"
"In post","2023","60-64","Declared disabled","Outside London","Unknown","425","320","30090","28120"
"In post","2023","60-64","Declared disabled","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","London","Heterosexual / straight","3400","3030","43050","36180"
"In post","2023","60-64","Declared non-disabled","London","LGBO","125","115","47130","41040"
"In post","2023","60-64","Declared non-disabled","London","Undeclared","430","365","40000","32520"
"In post","2023","60-64","Declared non-disabled","London","Unknown","445","390","38840","32520"
"In post","2023","60-64","Declared non-disabled","Outside London","Heterosexual / straight","18035","14945","32540","28120"
"In post","2023","60-64","Declared non-disabled","Outside London","LGBO","395","325","32560","28120"
"In post","2023","60-64","Declared non-disabled","Outside London","Undeclared","2150","1710","31640","28120"
"In post","2023","60-64","Declared non-disabled","Outside London","Unknown","2600","1985","30410","28120"
"In post","2023","60-64","Declared non-disabled","Overseas","Heterosexual / straight","90","90","62030","52460"
"In post","2023","60-64","Declared non-disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Heterosexual / straight","40","35","41100","38870"
"In post","2023","60-64","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","London","Heterosexual / straight","220","195","40400","33870"
"In post","2023","60-64","Undeclared","London","LGBO","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","London","Undeclared","175","155","43770","38130"
"In post","2023","60-64","Undeclared","London","Unknown","115","95","48550","37170"
"In post","2023","60-64","Undeclared","Outside London","Heterosexual / straight","1140","935","30550","28120"
"In post","2023","60-64","Undeclared","Outside London","LGBO","30","30","33000","30510"
"In post","2023","60-64","Undeclared","Outside London","Undeclared","965","795","33240","29730"
