"Status","Year","Age","Disability","Ethnicity","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","White","AA/AO","35","30","22310","22040"
"In post","2023","16-19","Declared disabled","White","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","White","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Asian","AA/AO","55","50","22610","22520"
"In post","2023","16-19","Declared non-disabled","Asian","EO","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Black","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Black","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Mixed","AA/AO","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","White","AA/AO","440","435","23440","22520"
"In post","2023","16-19","Declared non-disabled","White","EO","60","60","27160","27650"
"In post","2023","16-19","Declared non-disabled","White","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","White","Unknown","25","25","[c]","[c]"
"In post","2023","16-19","Undeclared","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Black","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","White","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Undeclared","White","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","White","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Asian","AA/AO","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Asian","EO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Black","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","AA/AO","465","440","22890","22400"
"In post","2023","16-19","Unknown","Unknown","EO","55","55","26660","25750"
"In post","2023","16-19","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","60","55","20230","19090"
"In post","2023","16-19","Unknown","White","AA/AO","95","90","21820","22220"
"In post","2023","16-19","Unknown","White","EO","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","White","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","White","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","AA/AO","120","115","23550","22510"
"In post","2023","20-29","Declared disabled","Asian","EO","140","140","29060","28120"
"In post","2023","20-29","Declared disabled","Asian","G6/G7","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","SEO/HEO","160","160","35640","34700"
"In post","2023","20-29","Declared disabled","Asian","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","AA/AO","55","50","26210","25480"
"In post","2023","20-29","Declared disabled","Black","EO","80","80","30310","31270"
"In post","2023","20-29","Declared disabled","Black","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","SEO/HEO","60","60","36220","35040"
"In post","2023","20-29","Declared disabled","Black","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","AA/AO","80","80","24500","22520"
"In post","2023","20-29","Declared disabled","Mixed","EO","75","75","28730","28120"
"In post","2023","20-29","Declared disabled","Mixed","G6/G7","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","SEO/HEO","125","125","34820","34170"
"In post","2023","20-29","Declared disabled","Mixed","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","EO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","SEO/HEO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","AA/AO","30","30","24470","22370"
"In post","2023","20-29","Declared disabled","Undeclared","EO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","SEO/HEO","40","40","35400","34410"
"In post","2023","20-29","Declared disabled","Undeclared","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","AA/AO","50","50","25110","23390"
"In post","2023","20-29","Declared disabled","Unknown","EO","45","45","28920","28120"
"In post","2023","20-29","Declared disabled","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","SEO/HEO","50","50","36050","35430"
"In post","2023","20-29","Declared disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","White","AA/AO","1555","1510","24140","22520"
"In post","2023","20-29","Declared disabled","White","EO","1165","1145","28210","28120"
"In post","2023","20-29","Declared disabled","White","G6/G7","320","320","55540","55020"
"In post","2023","20-29","Declared disabled","White","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","White","SEO/HEO","1730","1715","35590","34670"
"In post","2023","20-29","Declared disabled","White","Unknown","465","455","26640","24570"
"In post","2023","20-29","Declared non-disabled","Asian","AA/AO","1700","1630","23390","22520"
"In post","2023","20-29","Declared non-disabled","Asian","EO","1690","1660","28910","28120"
"In post","2023","20-29","Declared non-disabled","Asian","G6/G7","245","245","56710","55710"
"In post","2023","20-29","Declared non-disabled","Asian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Asian","SEO/HEO","1440","1435","36970","35630"
"In post","2023","20-29","Declared non-disabled","Asian","Unknown","195","190","25480","23640"
"In post","2023","20-29","Declared non-disabled","Black","AA/AO","455","445","26200","25490"
"In post","2023","20-29","Declared non-disabled","Black","EO","525","520","29940","29660"
"In post","2023","20-29","Declared non-disabled","Black","G6/G7","75","75","56640","55720"
"In post","2023","20-29","Declared non-disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Black","SEO/HEO","425","425","37100","35760"
"In post","2023","20-29","Declared non-disabled","Black","Unknown","135","130","27540","27640"
"In post","2023","20-29","Declared non-disabled","Mixed","AA/AO","475","460","25510","23230"
"In post","2023","20-29","Declared non-disabled","Mixed","EO","375","365","28870","28120"
"In post","2023","20-29","Declared non-disabled","Mixed","G6/G7","140","140","56410","55120"
"In post","2023","20-29","Declared non-disabled","Mixed","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Mixed","SEO/HEO","525","525","36850","35410"
"In post","2023","20-29","Declared non-disabled","Mixed","Unknown","150","145","25810","24570"
"In post","2023","20-29","Declared non-disabled","Other ethnicity","AA/AO","95","95","25850","24700"
"In post","2023","20-29","Declared non-disabled","Other ethnicity","EO","100","100","29230","28370"
"In post","2023","20-29","Declared non-disabled","Other ethnicity","G6/G7","35","35","57390","55150"
"In post","2023","20-29","Declared non-disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Other ethnicity","SEO/HEO","110","110","36860","35650"
"In post","2023","20-29","Declared non-disabled","Other ethnicity","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Undeclared","AA/AO","150","145","24450","22520"
"In post","2023","20-29","Declared non-disabled","Undeclared","EO","120","120","28820","28120"
"In post","2023","20-29","Declared non-disabled","Undeclared","G6/G7","45","45","56820","55780"
"In post","2023","20-29","Declared non-disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Undeclared","SEO/HEO","155","155","36870","35410"
"In post","2023","20-29","Declared non-disabled","Undeclared","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","AA/AO","235","225","24170","23190"
"In post","2023","20-29","Declared non-disabled","Unknown","EO","195","190","28540","28120"
"In post","2023","20-29","Declared non-disabled","Unknown","G6/G7","25","25","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","SEO/HEO","170","170","36210","34670"
"In post","2023","20-29","Declared non-disabled","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","White","AA/AO","11550","11290","25130","23230"
"In post","2023","20-29","Declared non-disabled","White","EO","8260","8160","28290","28120"
"In post","2023","20-29","Declared non-disabled","White","G6/G7","2585","2580","55970","55120"
"In post","2023","20-29","Declared non-disabled","White","SCS level","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","White","SEO/HEO","10895","10845","36450","35000"
"In post","2023","20-29","Declared non-disabled","White","Unknown","2675","2630","26560","24570"
"In post","2023","20-29","Undeclared","Asian","AA/AO","70","65","22980","22520"
"In post","2023","20-29","Undeclared","Asian","EO","60","60","28560","28120"
"In post","2023","20-29","Undeclared","Asian","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Asian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Asian","SEO/HEO","90","90","36960","35650"
"In post","2023","20-29","Undeclared","Asian","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Black","AA/AO","15","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Black","EO","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Black","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Black","SEO/HEO","35","35","37580","36180"
"In post","2023","20-29","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Mixed","AA/AO","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Mixed","EO","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Mixed","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Mixed","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Mixed","SEO/HEO","35","35","35250","34700"
"In post","2023","20-29","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Other ethnicity","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Other ethnicity","EO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Other ethnicity","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Other ethnicity","SEO/HEO","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Undeclared","AA/AO","120","115","26190","23650"
"In post","2023","20-29","Undeclared","Undeclared","EO","70","70","29380","28120"
"In post","2023","20-29","Undeclared","Undeclared","G6/G7","35","35","56260","55740"
"In post","2023","20-29","Undeclared","Undeclared","SEO/HEO","150","150","36800","35410"
"In post","2023","20-29","Undeclared","Undeclared","Unknown","20","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","AA/AO","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","EO","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","SEO/HEO","55","55","36970","37920"
"In post","2023","20-29","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","White","AA/AO","410","400","24250","22520"
"In post","2023","20-29","Undeclared","White","EO","325","320","28400","28120"
"In post","2023","20-29","Undeclared","White","G6/G7","105","105","55600","55020"
"In post","2023","20-29","Undeclared","White","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","White","SEO/HEO","465","460","36190","34970"
"In post","2023","20-29","Undeclared","White","Unknown","85","85","25030","24190"
"In post","2023","20-29","Unknown","Asian","AA/AO","200","195","23610","22520"
"In post","2023","20-29","Unknown","Asian","EO","315","310","28890","28130"
"In post","2023","20-29","Unknown","Asian","G6/G7","60","60","54940","54860"
"In post","2023","20-29","Unknown","Asian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Asian","SEO/HEO","495","495","35310","34190"
"In post","2023","20-29","Unknown","Asian","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Black","AA/AO","65","65","24560","24380"
"In post","2023","20-29","Unknown","Black","EO","95","95","29320","28770"
"In post","2023","20-29","Unknown","Black","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Black","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Black","SEO/HEO","145","145","35700","34230"
"In post","2023","20-29","Unknown","Black","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Mixed","AA/AO","60","60","23830","22520"
"In post","2023","20-29","Unknown","Mixed","EO","105","105","29570","28720"
"In post","2023","20-29","Unknown","Mixed","G6/G7","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Mixed","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Mixed","SEO/HEO","215","210","34740","32970"
"In post","2023","20-29","Unknown","Mixed","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Other ethnicity","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Other ethnicity","EO","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Other ethnicity","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Other ethnicity","SEO/HEO","45","45","35290","34710"
"In post","2023","20-29","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Undeclared","AA/AO","30","30","24310","24250"
"In post","2023","20-29","Unknown","Undeclared","EO","60","60","30520","28610"
"In post","2023","20-29","Unknown","Undeclared","G6/G7","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Undeclared","SEO/HEO","100","100","37130","36620"
"In post","2023","20-29","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","AA/AO","8280","8065","24450","22520"
"In post","2023","20-29","Unknown","Unknown","EO","5335","5280","28180","27890"
"In post","2023","20-29","Unknown","Unknown","G6/G7","1010","1010","56980","55720"
"In post","2023","20-29","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","SEO/HEO","5100","5080","36930","35650"
"In post","2023","20-29","Unknown","Unknown","Unknown","1355","1315","26750","24570"
"In post","2023","20-29","Unknown","White","AA/AO","1500","1470","23640","22520"
"In post","2023","20-29","Unknown","White","EO","1820","1805","29240","28080"
"In post","2023","20-29","Unknown","White","G6/G7","495","495","55320","54690"
"In post","2023","20-29","Unknown","White","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","White","SEO/HEO","3080","3075","34880","33830"
"In post","2023","20-29","Unknown","White","Unknown","100","100","26760","24900"
"In post","2023","30-39","Declared disabled","Asian","AA/AO","135","120","23500","22400"
"In post","2023","30-39","Declared disabled","Asian","EO","210","195","28970","28120"
"In post","2023","30-39","Declared disabled","Asian","G6/G7","100","95","58750","56430"
"In post","2023","30-39","Declared disabled","Asian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Asian","SEO/HEO","215","210","37990","37680"
"In post","2023","30-39","Declared disabled","Asian","Unknown","35","30","29010","26840"
"In post","2023","30-39","Declared disabled","Black","AA/AO","50","45","25890","24980"
"In post","2023","30-39","Declared disabled","Black","EO","105","95","30720","31670"
"In post","2023","30-39","Declared disabled","Black","G6/G7","45","45","57000","55150"
"In post","2023","30-39","Declared disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Black","SEO/HEO","100","100","38850","39150"
"In post","2023","30-39","Declared disabled","Black","Unknown","40","40","31530","30420"
"In post","2023","30-39","Declared disabled","Mixed","AA/AO","60","55","24090","22520"
"In post","2023","30-39","Declared disabled","Mixed","EO","100","95","29480","28120"
"In post","2023","30-39","Declared disabled","Mixed","G6/G7","60","55","58100","55360"
"In post","2023","30-39","Declared disabled","Mixed","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Mixed","SEO/HEO","95","95","38070","37710"
"In post","2023","30-39","Declared disabled","Mixed","Unknown","45","40","28220","26840"
"In post","2023","30-39","Declared disabled","Other ethnicity","AA/AO","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Other ethnicity","EO","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Other ethnicity","G6/G7","20","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Other ethnicity","SEO/HEO","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Undeclared","AA/AO","55","50","25040","22310"
"In post","2023","30-39","Declared disabled","Undeclared","EO","70","70","29120","28120"
"In post","2023","30-39","Declared disabled","Undeclared","G6/G7","55","55","56570","55520"
"In post","2023","30-39","Declared disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Undeclared","SEO/HEO","80","75","36740","35620"
"In post","2023","30-39","Declared disabled","Undeclared","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","AA/AO","75","70","24840","23190"
"In post","2023","30-39","Declared disabled","Unknown","EO","85","80","30490","29100"
"In post","2023","30-39","Declared disabled","Unknown","G6/G7","35","35","57630","55740"
"In post","2023","30-39","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","SEO/HEO","80","80","38200","37900"
"In post","2023","30-39","Declared disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","White","AA/AO","1920","1770","24310","22500"
"In post","2023","30-39","Declared disabled","White","EO","1960","1860","28540","28120"
"In post","2023","30-39","Declared disabled","White","G6/G7","1195","1160","58110","56430"
"In post","2023","30-39","Declared disabled","White","SCS level","60","60","83340","78300"
"In post","2023","30-39","Declared disabled","White","SEO/HEO","2525","2445","37480","36410"
"In post","2023","30-39","Declared disabled","White","Unknown","660","620","30060","29050"
"In post","2023","30-39","Declared non-disabled","Asian","AA/AO","1640","1460","23740","22520"
"In post","2023","30-39","Declared non-disabled","Asian","EO","2140","2020","28920","28120"
"In post","2023","30-39","Declared non-disabled","Asian","G6/G7","1120","1095","59230","56870"
"In post","2023","30-39","Declared non-disabled","Asian","SCS level","50","50","83760","77280"
"In post","2023","30-39","Declared non-disabled","Asian","SEO/HEO","2420","2360","38110","37060"
"In post","2023","30-39","Declared non-disabled","Asian","Unknown","200","185","29090","28260"
"In post","2023","30-39","Declared non-disabled","Black","AA/AO","655","620","26450","25480"
"In post","2023","30-39","Declared non-disabled","Black","EO","715","680","30000","29660"
"In post","2023","30-39","Declared non-disabled","Black","G6/G7","290","290","57870","55740"
"In post","2023","30-39","Declared non-disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Black","SEO/HEO","875","865","38290","38010"
"In post","2023","30-39","Declared non-disabled","Black","Unknown","210","205","30520","29050"
"In post","2023","30-39","Declared non-disabled","Mixed","AA/AO","355","325","26080","23230"
"In post","2023","30-39","Declared non-disabled","Mixed","EO","430","405","29400","28120"
"In post","2023","30-39","Declared non-disabled","Mixed","G6/G7","435","420","59110","56870"
"In post","2023","30-39","Declared non-disabled","Mixed","SCS level","25","25","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Mixed","SEO/HEO","605","590","38710","38680"
"In post","2023","30-39","Declared non-disabled","Mixed","Unknown","145","135","30620","30810"
"In post","2023","30-39","Declared non-disabled","Other ethnicity","AA/AO","95","90","25510","23830"
"In post","2023","30-39","Declared non-disabled","Other ethnicity","EO","90","85","29660","28590"
"In post","2023","30-39","Declared non-disabled","Other ethnicity","G6/G7","120","120","58980","56430"
