"Status","Year","Parent_department","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","London","Outer London - East and North East","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Outer London - South","Heterosexual / straight","45","40","38830","32660"
"In post","2023","Attorney General's Departments","London","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Outer London - South","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Outer London - West and North West","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","205","190","39390","33810"
"In post","2023","Attorney General's Departments","North East (England)","Northumberland, and Tyne and Wear","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Northumberland, and Tyne and Wear","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Northumberland, and Tyne and Wear","Unknown","50","45","42360","38940"
"In post","2023","Attorney General's Departments","North East (England)","Tees Valley and Durham","Heterosexual / straight","80","70","40500","35000"
"In post","2023","Attorney General's Departments","North East (England)","Tees Valley and Durham","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Tees Valley and Durham","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Cheshire","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Cheshire","Unknown","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Cumbria","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Cumbria","Unknown","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester","Heterosexual / straight","315","295","40400","35000"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester","LGBO","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester","Unknown","50","45","43040","35000"
"In post","2023","Attorney General's Departments","North West (England)","Lancashire","Heterosexual / straight","140","135","40440","38940"
"In post","2023","Attorney General's Departments","North West (England)","Lancashire","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Lancashire","Unknown","50","45","44040","49530"
"In post","2023","Attorney General's Departments","North West (England)","Merseyside","Heterosexual / straight","335","320","37360","31180"
"In post","2023","Attorney General's Departments","North West (England)","Merseyside","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Merseyside","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Merseyside","Unknown","70","60","40810","35000"
"In post","2023","Attorney General's Departments","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","100","90","41980","35550"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","235","220","43190","40130"
"In post","2023","Attorney General's Departments","South East (England)","Hampshire and Isle of Wight","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Hampshire and Isle of Wight","Undeclared","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Hampshire and Isle of Wight","Unknown","30","30","53690","62540"
"In post","2023","Attorney General's Departments","South East (England)","Kent","Heterosexual / straight","95","90","40740","34410"
"In post","2023","Attorney General's Departments","South East (England)","Kent","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Kent","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Kent","Unknown","30","25","42320","33060"
"In post","2023","Attorney General's Departments","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","155","145","43510","40540"
"In post","2023","Attorney General's Departments","South East (England)","Surrey, East and West Sussex","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Surrey, East and West Sussex","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Surrey, East and West Sussex","Unknown","40","35","47550","55170"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Devon","Heterosexual / straight","85","80","40850","38940"
"In post","2023","Attorney General's Departments","South West (England)","Devon","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Devon","Unknown","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","200","185","43320","49050"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","50","45","52510","55470"
"In post","2023","Attorney General's Departments","Wales","East Wales","Heterosexual / straight","245","230","41350","38940"
"In post","2023","Attorney General's Departments","Wales","East Wales","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","East Wales","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","East Wales","Unknown","60","55","42910","46030"
"In post","2023","Attorney General's Departments","Wales","West Wales and The Valleys","Heterosexual / straight","80","75","40070","38940"
"In post","2023","Attorney General's Departments","Wales","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","West Wales and The Valleys","Unknown","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","55","55","42330","38940"
"In post","2023","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","Unknown","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","West Midlands","Heterosexual / straight","410","390","40390","38760"
"In post","2023","Attorney General's Departments","West Midlands (England)","West Midlands","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","West Midlands","Undeclared","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","West Midlands","Unknown","105","95","44180","49530"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","60","55","40240","38850"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","130","125","42470","38940"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","Unknown","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","120","110","34950","28850"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","Unknown","35","30","39740","33370"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","470","440","43800","49050"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","LGBO","35","35","39860","31860"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","Undeclared","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","Unknown","125","110","43970","47140"
"In post","2023","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","50","50","54920","54670"
"In post","2023","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","20","20","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","East Anglia","Heterosexual / straight","170","160","47560","40620"
"In post","2023","Cabinet Office","East of England","East Anglia","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","East of England","East Anglia","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office","East of England","East Anglia","Unknown","40","40","45870","40620"
"In post","2023","Cabinet Office","East of England","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Inner London - East","Heterosexual / straight","915","895","56420","56430"
"In post","2023","Cabinet Office","London","Inner London - East","LGBO","115","110","52530","56430"
"In post","2023","Cabinet Office","London","Inner London - East","Undeclared","115","115","58930","56430"
"In post","2023","Cabinet Office","London","Inner London - East","Unknown","220","215","47510","37710"
"In post","2023","Cabinet Office","London","Inner London - West","Heterosexual / straight","2220","2180","55360","56000"
"In post","2023","Cabinet Office","London","Inner London - West","LGBO","250","250","49330","41870"
"In post","2023","Cabinet Office","London","Inner London - West","Undeclared","250","245","51650","53530"
"In post","2023","Cabinet Office","London","Inner London - West","Unknown","1465","1455","43900","30520"
"In post","2023","Cabinet Office","London","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Outer London - South","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","London","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Outer London - South","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office","London","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","305","285","31230","26300"
"In post","2023","Cabinet Office","North East (England)","Northumberland, and Tyne and Wear","LGBO","25","25","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","Northumberland, and Tyne and Wear","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","Northumberland, and Tyne and Wear","Unknown","55","55","34990","28940"
"In post","2023","Cabinet Office","North East (England)","Tees Valley and Durham","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Cumbria","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Greater Manchester","Heterosexual / straight","315","310","50370","51160"
"In post","2023","Cabinet Office","North West (England)","Greater Manchester","LGBO","30","30","45010","50690"
"In post","2023","Cabinet Office","North West (England)","Greater Manchester","Undeclared","25","25","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Greater Manchester","Unknown","140","140","45020","34700"
"In post","2023","Cabinet Office","North West (England)","Lancashire","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Lancashire","Unknown","15","15","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Merseyside","Heterosexual / straight","370","365","44210","40450"
"In post","2023","Cabinet Office","North West (England)","Merseyside","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Merseyside","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Merseyside","Unknown","85","80","38570","32250"
"In post","2023","Cabinet Office","Northern Ireland","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","Eastern Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","Eastern Scotland","Unknown","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","Southern Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","Southern Scotland","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","West Central Scotland","Heterosexual / straight","315","305","40440","33020"
"In post","2023","Cabinet Office","Scotland","West Central Scotland","LGBO","45","45","33990","32800"
"In post","2023","Cabinet Office","Scotland","West Central Scotland","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","West Central Scotland","Unknown","65","65","41110","32640"
"In post","2023","Cabinet Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","65","65","44150","35660"
"In post","2023","Cabinet Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","30","30","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","75","75","57930","56000"
"In post","2023","Cabinet Office","South East (England)","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Hampshire and Isle of Wight","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Hampshire and Isle of Wight","Unknown","25","25","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Kent","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Devon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Devon","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Dorset and Somerset","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","205","200","59320","56000"
"In post","2023","Cabinet Office","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","20","20","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","75","75","53430","40580"
"In post","2023","Cabinet Office","Unknown","Unknown","Heterosexual / straight","80","75","44260","38050"
"In post","2023","Cabinet Office","Unknown","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","Unknown","Unknown","70","65","40260","28840"
"In post","2023","Cabinet Office","Wales","East Wales","Heterosexual / straight","150","145","41250","38460"
"In post","2023","Cabinet Office","Wales","East Wales","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Wales","East Wales","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Wales","East Wales","Unknown","45","45","35780","31830"
"In post","2023","Cabinet Office","Wales","West Wales and The Valleys","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Wales","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Wales","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","Shropshire and Staffordshire","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","West Midlands","Heterosexual / straight","190","190","54780","51020"
"In post","2023","Cabinet Office","West Midlands (England)","West Midlands","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","West Midlands","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","West Midlands","Unknown","80","80","53250","40450"
"In post","2023","Cabinet Office","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","420","400","36670","34020"
