"Status","Year","Disability","Ethnicity","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","White","Male","Unknown","805","750","33710","28840"
"In post","2023","Declared disabled","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Female","Heterosexual / straight","12555","11510","34700","31120"
"In post","2023","Declared non-disabled","Asian","Female","LGBO","215","195","32910","28650"
"In post","2023","Declared non-disabled","Asian","Female","Undeclared","825","730","32040","29140"
"In post","2023","Declared non-disabled","Asian","Female","Unknown","1115","920","31760","28120"
"In post","2023","Declared non-disabled","Asian","Male","Heterosexual / straight","10540","10280","35460","31900"
"In post","2023","Declared non-disabled","Asian","Male","LGBO","275","270","38350","34930"
"In post","2023","Declared non-disabled","Asian","Male","Undeclared","480","460","34020","30150"
"In post","2023","Declared non-disabled","Asian","Male","Unknown","610","585","34590","28420"
"In post","2023","Declared non-disabled","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Female","Heterosexual / straight","6950","6630","34660","32520"
"In post","2023","Declared non-disabled","Black","Female","LGBO","115","115","34500","30930"
"In post","2023","Declared non-disabled","Black","Female","Undeclared","340","315","33850","31280"
"In post","2023","Declared non-disabled","Black","Female","Unknown","465","415","33150","32520"
"In post","2023","Declared non-disabled","Black","Male","Heterosexual / straight","4475","4405","35430","32520"
"In post","2023","Declared non-disabled","Black","Male","LGBO","95","95","35680","32520"
"In post","2023","Declared non-disabled","Black","Male","Undeclared","135","130","34830","31450"
"In post","2023","Declared non-disabled","Black","Male","Unknown","245","235","34460","32520"
"In post","2023","Declared non-disabled","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Female","Heterosexual / straight","3225","3020","36630","32520"
"In post","2023","Declared non-disabled","Mixed","Female","LGBO","275","265","35790","31620"
"In post","2023","Declared non-disabled","Mixed","Female","Undeclared","225","210","37260","32520"
"In post","2023","Declared non-disabled","Mixed","Female","Unknown","150","130","36740","30750"
"In post","2023","Declared non-disabled","Mixed","Male","Heterosexual / straight","2235","2190","38860","34630"
"In post","2023","Declared non-disabled","Mixed","Male","LGBO","240","240","38790","34910"
"In post","2023","Declared non-disabled","Mixed","Male","Undeclared","145","135","38520","32540"
"In post","2023","Declared non-disabled","Mixed","Male","Unknown","105","105","40920","33230"
"In post","2023","Declared non-disabled","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Female","Heterosexual / straight","840","790","37180","32520"
"In post","2023","Declared non-disabled","Other ethnicity","Female","LGBO","60","55","36520","32440"
"In post","2023","Declared non-disabled","Other ethnicity","Female","Undeclared","75","65","39350","32740"
"In post","2023","Declared non-disabled","Other ethnicity","Female","Unknown","50","40","34230","31260"
"In post","2023","Declared non-disabled","Other ethnicity","Male","Heterosexual / straight","655","640","38650","34370"
"In post","2023","Declared non-disabled","Other ethnicity","Male","LGBO","55","50","44520","35710"
"In post","2023","Declared non-disabled","Other ethnicity","Male","Undeclared","80","80","44460","42130"
"In post","2023","Declared non-disabled","Other ethnicity","Male","Unknown","55","50","36290","32520"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Female","Heterosexual / straight","925","845","33900","29890"
"In post","2023","Declared non-disabled","Undeclared","Female","LGBO","40","35","33450","32090"
"In post","2023","Declared non-disabled","Undeclared","Female","Undeclared","1730","1560","34900","30320"
"In post","2023","Declared non-disabled","Undeclared","Female","Unknown","865","700","30620","28120"
"In post","2023","Declared non-disabled","Undeclared","Male","Heterosexual / straight","1035","1005","36160","32380"
"In post","2023","Declared non-disabled","Undeclared","Male","LGBO","80","80","38280","33120"
"In post","2023","Declared non-disabled","Undeclared","Male","Undeclared","2460","2350","38690","34300"
"In post","2023","Declared non-disabled","Undeclared","Male","Unknown","685","635","34700","29320"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Female","Heterosexual / straight","1065","955","35880","31270"
"In post","2023","Declared non-disabled","Unknown","Female","LGBO","35","35","36480","34840"
"In post","2023","Declared non-disabled","Unknown","Female","Undeclared","215","190","34240","30930"
"In post","2023","Declared non-disabled","Unknown","Female","Unknown","2510","2165","32240","28120"
"In post","2023","Declared non-disabled","Unknown","Male","Heterosexual / straight","845","815","37130","33360"
"In post","2023","Declared non-disabled","Unknown","Male","LGBO","45","40","41610","33170"
"In post","2023","Declared non-disabled","Unknown","Male","Undeclared","330","315","41470","39650"
"In post","2023","Declared non-disabled","Unknown","Male","Unknown","2040","1960","36190","31840"
"In post","2023","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Female","Heterosexual / straight","120825","110105","35760","31060"
"In post","2023","Declared non-disabled","White","Female","LGBO","6585","6380","35500","31560"
"In post","2023","Declared non-disabled","White","Female","Undeclared","8510","7555","34200","28680"
"In post","2023","Declared non-disabled","White","Female","Unknown","8965","7480","32530","28120"
"In post","2023","Declared non-disabled","White","Male","Heterosexual / straight","97730","94980","38980","34170"
"In post","2023","Declared non-disabled","White","Male","LGBO","6650","6530","39110","34170"
"In post","2023","Declared non-disabled","White","Male","Undeclared","6030","5740","37510","33100"
"In post","2023","Declared non-disabled","White","Male","Unknown","6080","5705","37250","32920"
"In post","2023","Declared non-disabled","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Female","Heterosexual / straight","605","555","36230","32200"
"In post","2023","Undeclared","Asian","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Undeclared","Asian","Female","Undeclared","125","115","36650","30410"
"In post","2023","Undeclared","Asian","Female","Unknown","95","80","43870","32520"
"In post","2023","Undeclared","Asian","Male","Heterosexual / straight","540","525","37170","32520"
"In post","2023","Undeclared","Asian","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Undeclared","Asian","Male","Undeclared","85","80","36710","32780"
"In post","2023","Undeclared","Asian","Male","Unknown","60","55","39770","33540"
"In post","2023","Undeclared","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Female","Heterosexual / straight","345","320","34950","32520"
"In post","2023","Undeclared","Black","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Black","Female","Undeclared","65","60","34990","32520"
"In post","2023","Undeclared","Black","Female","Unknown","75","70","36880","32920"
"In post","2023","Undeclared","Black","Male","Heterosexual / straight","205","200","38400","33830"
"In post","2023","Undeclared","Black","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Black","Male","Undeclared","35","35","35230","34100"
"In post","2023","Undeclared","Black","Male","Unknown","65","60","40750","35410"
"In post","2023","Undeclared","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Female","Heterosexual / straight","160","150","39380","33310"
"In post","2023","Undeclared","Mixed","Female","LGBO","25","20","[c]","[c]"
"In post","2023","Undeclared","Mixed","Female","Undeclared","40","40","37030","31520"
"In post","2023","Undeclared","Mixed","Female","Unknown","25","20","[c]","[c]"
"In post","2023","Undeclared","Mixed","Male","Heterosexual / straight","130","130","37900","33630"
"In post","2023","Undeclared","Mixed","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Undeclared","Mixed","Male","Undeclared","50","45","35130","33000"
"In post","2023","Undeclared","Mixed","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Female","Heterosexual / straight","35","30","38150","32540"
"In post","2023","Undeclared","Other ethnicity","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Female","Undeclared","35","35","44980","38380"
"In post","2023","Undeclared","Other ethnicity","Female","Unknown","15","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Male","Heterosexual / straight","45","45","35140","30720"
"In post","2023","Undeclared","Other ethnicity","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Male","Undeclared","75","70","46170","40230"
"In post","2023","Undeclared","Other ethnicity","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Female","Heterosexual / straight","165","155","35210","32110"
"In post","2023","Undeclared","Undeclared","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Female","Undeclared","2090","1905","36440","32960"
"In post","2023","Undeclared","Undeclared","Female","Unknown","240","220","42160","36500"
"In post","2023","Undeclared","Undeclared","Male","Heterosexual / straight","225","215","35300","30960"
"In post","2023","Undeclared","Undeclared","Male","LGBO","60","55","38570","33470"
"In post","2023","Undeclared","Undeclared","Male","Undeclared","4015","3875","39390","35000"
"In post","2023","Undeclared","Undeclared","Male","Unknown","285","275","44610","40090"
"In post","2023","Undeclared","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Female","Heterosexual / straight","85","75","33760","29550"
"In post","2023","Undeclared","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Female","Undeclared","180","160","33920","30560"
"In post","2023","Undeclared","Unknown","Female","Unknown","370","345","39310","34850"
"In post","2023","Undeclared","Unknown","Male","Heterosexual / straight","70","70","39480","37800"
"In post","2023","Undeclared","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Male","Undeclared","220","210","36880","34170"
"In post","2023","Undeclared","Unknown","Male","Unknown","420","400","41260","36770"
"In post","2023","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Female","Heterosexual / straight","5210","4725","34360","29300"
"In post","2023","Undeclared","White","Female","LGBO","540","520","33990","31270"
"In post","2023","Undeclared","White","Female","Undeclared","1625","1465","34920","31270"
"In post","2023","Undeclared","White","Female","Unknown","930","810","35140","29660"
"In post","2023","Undeclared","White","Male","Heterosexual / straight","4830","4615","36720","32920"
"In post","2023","Undeclared","White","Male","LGBO","430","420","36220","32920"
"In post","2023","Undeclared","White","Male","Undeclared","1625","1550","37280","34050"
"In post","2023","Undeclared","White","Male","Unknown","1195","1080","37470","32920"
"In post","2023","Undeclared","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Female","Heterosexual / straight","1340","1285","38080","34280"
"In post","2023","Unknown","Asian","Female","LGBO","35","35","38170","34370"
"In post","2023","Unknown","Asian","Female","Undeclared","65","60","39460","34510"
"In post","2023","Unknown","Asian","Female","Unknown","505","475","35010","30230"
"In post","2023","Unknown","Asian","Male","Heterosexual / straight","1060","1040","37520","33630"
"In post","2023","Unknown","Asian","Male","LGBO","40","40","40590","37390"
"In post","2023","Unknown","Asian","Male","Undeclared","40","40","39270","37590"
"In post","2023","Unknown","Asian","Male","Unknown","480","465","36060","32260"
"In post","2023","Unknown","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Female","Heterosexual / straight","605","590","37220","33970"
"In post","2023","Unknown","Black","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Female","Undeclared","35","35","38270","34340"
"In post","2023","Unknown","Black","Female","Unknown","225","215","36140","32540"
"In post","2023","Unknown","Black","Male","Heterosexual / straight","375","370","36790","34140"
"In post","2023","Unknown","Black","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Black","Male","Unknown","120","120","36310","34380"
"In post","2023","Unknown","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Female","Heterosexual / straight","370","355","38490","34340"
"In post","2023","Unknown","Mixed","Female","LGBO","55","50","37510","34190"
"In post","2023","Unknown","Mixed","Female","Undeclared","40","35","34800","32480"
"In post","2023","Unknown","Mixed","Female","Unknown","125","120","35170","30130"
"In post","2023","Unknown","Mixed","Male","Heterosexual / straight","285","285","41460","37060"
"In post","2023","Unknown","Mixed","Male","LGBO","30","30","38310","33820"
"In post","2023","Unknown","Mixed","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Mixed","Male","Unknown","105","100","38090","32060"
"In post","2023","Unknown","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Female","Heterosexual / straight","110","105","38640","34670"
"In post","2023","Unknown","Other ethnicity","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Female","Undeclared","25","20","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Female","Unknown","45","40","42540","39500"
"In post","2023","Unknown","Other ethnicity","Male","Heterosexual / straight","75","70","44150","38960"
"In post","2023","Unknown","Other ethnicity","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Male","Unknown","30","25","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Female","Heterosexual / straight","95","90","36100","34700"
"In post","2023","Unknown","Undeclared","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","Female","Undeclared","290","270","40190","34700"
"In post","2023","Unknown","Undeclared","Female","Unknown","315","290","39820","37060"
"In post","2023","Unknown","Undeclared","Male","Heterosexual / straight","135","125","39570","37060"
"In post","2023","Unknown","Undeclared","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","Male","Undeclared","540","530","43100","40180"
"In post","2023","Unknown","Undeclared","Male","Unknown","635","600","44090","39360"
"In post","2023","Unknown","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","Heterosexual / straight","595","550","34880","29750"
"In post","2023","Unknown","Unknown","Female","LGBO","60","60","38980","31920"
"In post","2023","Unknown","Unknown","Female","Undeclared","725","695","44790","41950"
"In post","2023","Unknown","Unknown","Female","Unknown","32185","30160","32740","28130"
"In post","2023","Unknown","Unknown","Male","Heterosexual / straight","500","490","37150","32410"
"In post","2023","Unknown","Unknown","Male","LGBO","50","50","37990","34000"
"In post","2023","Unknown","Unknown","Male","Undeclared","500","490","47730","44770"
"In post","2023","Unknown","Unknown","Male","Unknown","32495","31730","34710","30130"
"In post","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Female","Heterosexual / straight","10955","10270","38350","34340"
"In post","2023","Unknown","White","Female","LGBO","900","880","35810","32960"
"In post","2023","Unknown","White","Female","Undeclared","765","710","38410","34300"
"In post","2023","Unknown","White","Female","Unknown","3410","3075","34330","29730"
"In post","2023","Unknown","White","Male","Heterosexual / straight","10770","10515","39730","37060"
"In post","2023","Unknown","White","Male","LGBO","855","850","38680","34340"
"In post","2023","Unknown","White","Male","Undeclared","655","640","38950","35650"
"In post","2023","Unknown","White","Male","Unknown","3095","2990","37560","33850"
"In post","2023","Unknown","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Female","Heterosexual / straight","90","[c]","32510","29180"
