"Status","Year","Disability","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Human Resources","Heterosexual / straight","90","85","40220","39150"
"In post","2023","Declared disabled","Asian","Human Resources","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Internal Audit","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","International Trade","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Knowledge and Information Management","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Legal","Heterosexual / straight","80","75","51420","51270"
"In post","2023","Declared disabled","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Operational Delivery","Heterosexual / straight","1805","1620","29140","28120"
"In post","2023","Declared disabled","Asian","Operational Delivery","LGBO","50","50","28340","28120"
"In post","2023","Declared disabled","Asian","Operational Delivery","Undeclared","150","130","27940","28120"
"In post","2023","Declared disabled","Asian","Operational Delivery","Unknown","130","105","27010","26920"
"In post","2023","Declared disabled","Asian","Operational Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Other","Heterosexual / straight","95","85","29640","28120"
"In post","2023","Declared disabled","Asian","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Other","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Other","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Policy","Heterosexual / straight","205","205","44070","39620"
"In post","2023","Declared disabled","Asian","Policy","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Policy","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Project Delivery","Heterosexual / straight","105","105","43260","42140"
"In post","2023","Declared disabled","Asian","Project Delivery","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Project Delivery","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Property","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Science and Engineering","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Security","Heterosexual / straight","30","30","34650","34820"
"In post","2023","Declared disabled","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Statistics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Tax","Heterosexual / straight","95","90","37590","35000"
"In post","2023","Declared disabled","Asian","Tax","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Tax","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Tax","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","Heterosexual / straight","110","105","38290","34700"
"In post","2023","Declared disabled","Asian","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Counter Fraud","Heterosexual / straight","70","60","31070","31900"
"In post","2023","Declared disabled","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Counter Fraud","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Digital, Data and Technology","Heterosexual / straight","55","55","41510","39560"
"In post","2023","Declared disabled","Black","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Finance","Heterosexual / straight","30","30","38070","37020"
"In post","2023","Declared disabled","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Human Resources","Heterosexual / straight","50","50","43510","42170"
"In post","2023","Declared disabled","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","International Trade","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Legal","Heterosexual / straight","45","45","47750","45810"
"In post","2023","Declared disabled","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Operational Delivery","Heterosexual / straight","1220","1130","31110","30000"
"In post","2023","Declared disabled","Black","Operational Delivery","LGBO","55","50","31920","30120"
"In post","2023","Declared disabled","Black","Operational Delivery","Undeclared","100","90","30550","29060"
"In post","2023","Declared disabled","Black","Operational Delivery","Unknown","55","50","29530","29790"
"In post","2023","Declared disabled","Black","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Other","Heterosexual / straight","45","40","31890","31030"
"In post","2023","Declared disabled","Black","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Policy","Heterosexual / straight","130","125","41100","38540"
"In post","2023","Declared disabled","Black","Policy","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Policy","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Project Delivery","Heterosexual / straight","65","65","44110","41870"
"In post","2023","Declared disabled","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Project Delivery","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Property","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Science and Engineering","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Security","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Statistics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Tax","Heterosexual / straight","40","40","38210","39450"
"In post","2023","Declared disabled","Black","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Heterosexual / straight","40","40","37310","33620"
"In post","2023","Declared disabled","Black","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Counter Fraud","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Counter Fraud","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Counter Fraud","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Digital, Data and Technology","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Digital, Data and Technology","LGBO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Human Resources","Heterosexual / straight","45","40","42880","39190"
"In post","2023","Declared disabled","Mixed","Human Resources","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Human Resources","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
