"Status","Year","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Female","Heterosexual / straight","80","75","45990","52070"
"In post","2023","Building Digital UK","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Building Digital UK","Male","Heterosexual / straight","80","80","49290","52760"
"In post","2023","Building Digital UK","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Building Digital UK","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Female","Heterosexual / straight","2245","2140","45860","41410"
"In post","2023","Cabinet Office (excl. agencies)","Female","LGBO","210","205","43710","41870"
"In post","2023","Cabinet Office (excl. agencies)","Female","Undeclared","205","195","48660","51290"
"In post","2023","Cabinet Office (excl. agencies)","Female","Unknown","505","485","49420","43650"
"In post","2023","Cabinet Office (excl. agencies)","Male","Heterosexual / straight","1770","1745","50010","46040"
"In post","2023","Cabinet Office (excl. agencies)","Male","LGBO","245","245","47870","50690"
"In post","2023","Cabinet Office (excl. agencies)","Male","Undeclared","230","230","49900","50690"
"In post","2023","Cabinet Office (excl. agencies)","Male","Unknown","505","500","48680","41870"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Female","Heterosexual / straight","225","225","32500","32960"
"In post","2023","Central Civil Service Fast Stream","Female","LGBO","40","35","32000","32960"
"In post","2023","Central Civil Service Fast Stream","Female","Undeclared","30","30","32590","32960"
"In post","2023","Central Civil Service Fast Stream","Female","Unknown","700","700","29940","30130"
"In post","2023","Central Civil Service Fast Stream","Male","Heterosexual / straight","150","150","32560","32960"
"In post","2023","Central Civil Service Fast Stream","Male","LGBO","30","30","32280","32960"
"In post","2023","Central Civil Service Fast Stream","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Male","Unknown","465","465","30020","30130"
"In post","2023","Central Civil Service Fast Stream","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Female","Heterosexual / straight","140","130","35410","30820"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Female","Unknown","165","150","32940","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Male","Heterosexual / straight","130","125","37510","31270"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Male","Unknown","160","155","38610","37300"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Female","Heterosexual / straight","165","155","36970","30170"
"In post","2023","Charity Commission","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Charity Commission","Female","Undeclared","15","10","[c]","[c]"
"In post","2023","Charity Commission","Female","Unknown","110","105","34780","30170"
"In post","2023","Charity Commission","Male","Heterosexual / straight","115","110","36190","30170"
"In post","2023","Charity Commission","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Male","Unknown","70","70","35110","30170"
"In post","2023","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Female","Heterosexual / straight","520","470","31500","25700"
"In post","2023","Companies House","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Companies House","Female","Undeclared","45","45","31650","25610"
"In post","2023","Companies House","Female","Unknown","95","80","29780","23240"
"In post","2023","Companies House","Male","Heterosexual / straight","350","345","35260","33440"
"In post","2023","Companies House","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Companies House","Male","Undeclared","55","55","35070","33700"
"In post","2023","Companies House","Male","Unknown","100","100","30380","25610"
"In post","2023","Companies House","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Female","Heterosexual / straight","380","360","60630","57540"
"In post","2023","Competition and Markets Authority","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","Female","Undeclared","40","40","63580","56500"
"In post","2023","Competition and Markets Authority","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Male","Heterosexual / straight","360","350","63590","58790"
"In post","2023","Competition and Markets Authority","Male","LGBO","50","50","65700","59720"
"In post","2023","Competition and Markets Authority","Male","Undeclared","40","40","68810","68920"
"In post","2023","Competition and Markets Authority","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Female","Heterosexual / straight","125","110","29720","25830"
"In post","2023","Criminal Injuries Compensation Authority","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Female","Unknown","40","35","25910","21780"
"In post","2023","Criminal Injuries Compensation Authority","Male","Heterosexual / straight","80","80","28050","25830"
"In post","2023","Criminal Injuries Compensation Authority","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Male","Unknown","45","45","26190","23800"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Female","Heterosexual / straight","330","315","40480","40330"
"In post","2023","Crown Commercial Service","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Female","Undeclared","15","10","[c]","[c]"
"In post","2023","Crown Commercial Service","Female","Unknown","60","55","40100","40450"
"In post","2023","Crown Commercial Service","Male","Heterosexual / straight","250","245","43790","40470"
"In post","2023","Crown Commercial Service","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Crown Commercial Service","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Male","Unknown","60","60","41050","40450"
"In post","2023","Crown Commercial Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Female","Heterosexual / straight","1515","1410","39120","32000"
"In post","2023","Crown Office and Procurator Fiscal Service","Female","LGBO","70","70","34330","28700"
"In post","2023","Crown Office and Procurator Fiscal Service","Female","Undeclared","80","75","42680","36330"
"In post","2023","Crown Office and Procurator Fiscal Service","Female","Unknown","70","65","47830","45150"
"In post","2023","Crown Office and Procurator Fiscal Service","Male","Heterosexual / straight","575","560","40590","34730"
"In post","2023","Crown Office and Procurator Fiscal Service","Male","LGBO","55","55","40140","31540"
"In post","2023","Crown Office and Procurator Fiscal Service","Male","Undeclared","50","50","45490","37940"
"In post","2023","Crown Office and Procurator Fiscal Service","Male","Unknown","35","35","47030","46400"
"In post","2023","Crown Office and Procurator Fiscal Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Female","Heterosexual / straight","3865","3585","40030","33300"
"In post","2023","Crown Prosecution Service","Female","LGBO","185","180","35990","28200"
"In post","2023","Crown Prosecution Service","Female","Undeclared","165","155","38880","31920"
"In post","2023","Crown Prosecution Service","Female","Unknown","855","735","43180","38760"
"In post","2023","Crown Prosecution Service","Male","Heterosexual / straight","1765","1725","44700","42200"
"In post","2023","Crown Prosecution Service","Male","LGBO","165","160","42150","33360"
"In post","2023","Crown Prosecution Service","Male","Undeclared","95","90","42650","40540"
"In post","2023","Crown Prosecution Service","Male","Unknown","430","410","48330","54320"
"In post","2023","Crown Prosecution Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Female","Heterosexual / straight","40","40","32450","27580"
"In post","2023","Defence Electronics and Components Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Female","Undeclared","35","35","27910","27250"
"In post","2023","Defence Electronics and Components Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Male","Heterosexual / straight","135","135","29620","27250"
"In post","2023","Defence Electronics and Components Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Male","Undeclared","220","210","30480","30060"
"In post","2023","Defence Electronics and Components Agency","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Female","Heterosexual / straight","2990","2780","37480","33750"
"In post","2023","Defence Equipment and Support","Female","LGBO","105","100","35430","32500"
"In post","2023","Defence Equipment and Support","Female","Undeclared","355","330","38840","35420"
"In post","2023","Defence Equipment and Support","Female","Unknown","310","290","32700","31920"
"In post","2023","Defence Equipment and Support","Male","Heterosexual / straight","5515","5405","41030","39490"
"In post","2023","Defence Equipment and Support","Male","LGBO","170","165","37290","36800"
"In post","2023","Defence Equipment and Support","Male","Undeclared","700","675","42230","42320"
"In post","2023","Defence Equipment and Support","Male","Unknown","580","570","34630","32500"
"In post","2023","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Female","Heterosexual / straight","1320","1240","41180","39890"
"In post","2023","Defence Science and Technology Laboratory","Female","LGBO","110","110","35770","30650"
"In post","2023","Defence Science and Technology Laboratory","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Female","Unknown","350","330","38880","39890"
"In post","2023","Defence Science and Technology Laboratory","Male","Heterosexual / straight","2095","2040","44220","42540"
"In post","2023","Defence Science and Technology Laboratory","Male","LGBO","110","110","36840","32000"
"In post","2023","Defence Science and Technology Laboratory","Male","Undeclared","65","65","41940","41820"
"In post","2023","Defence Science and Technology Laboratory","Male","Unknown","880","860","43820","42460"
"In post","2023","Defence Science and Technology Laboratory","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Heterosexual / straight","2285","2200","50010","50680"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","LGBO","255","250","46460","41540"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","270","265","49900","54690"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","360","350","46570","41940"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Heterosexual / straight","2225","2205","51630","54710"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","LGBO","260","260","50560","54710"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","290","285","53310","55120"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","340","335","48450","41540"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","Heterosexual / straight","690","665","49820","52760"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","LGBO","90","90","45430","40840"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","Undeclared","80","75","43950","37110"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","Unknown","90","90","47720","52760"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","Heterosexual / straight","520","520","50970","53030"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","LGBO","115","115","49810","52900"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","Undeclared","55","55","48340","52760"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","Unknown","70","70","45110","39760"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Female","Heterosexual / straight","3340","3160","44950","41440"
"In post","2023","Department for Education (excl. agencies)","Female","LGBO","265","255","44350","41440"
"In post","2023","Department for Education (excl. agencies)","Female","Undeclared","315","300","45220","41440"
"In post","2023","Department for Education (excl. agencies)","Female","Unknown","410","385","45940","41440"
"In post","2023","Department for Education (excl. agencies)","Male","Heterosexual / straight","2085","2060","47260","44600"
"In post","2023","Department for Education (excl. agencies)","Male","LGBO","205","200","45430","41440"
"In post","2023","Department for Education (excl. agencies)","Male","Undeclared","240","240","46720","45810"
"In post","2023","Department for Education (excl. agencies)","Male","Unknown","305","295","47050","46340"
"In post","2023","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Heterosexual / straight","2680","2545","42810","38750"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","LGBO","215","210","42670","40260"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Undeclared","230","220","42950","38270"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","375","355","43370","40260"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Heterosexual / straight","1995","1970","45210","40660"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","LGBO","210","205","45560","40260"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Undeclared","230","225","42530","40260"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Unknown","400","395","43020","40260"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Female","Heterosexual / straight","1090","1060","47610","42480"
"In post","2023","Department for International Trade","Female","LGBO","90","90","45070","41550"
"In post","2023","Department for International Trade","Female","Undeclared","90","90","45970","41750"
"In post","2023","Department for International Trade","Female","Unknown","455","450","47360","42050"
"In post","2023","Department for International Trade","Male","Heterosexual / straight","1095","1090","49990","45190"
"In post","2023","Department for International Trade","Male","LGBO","165","165","48440","43390"
"In post","2023","Department for International Trade","Male","Undeclared","90","90","52270","55370"
"In post","2023","Department for International Trade","Male","Unknown","450","445","48750","42560"
"In post","2023","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Heterosexual / straight","1315","1260","48030","49700"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","LGBO","150","145","44570","40800"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Undeclared","120","115","46800","46540"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Unknown","140","135","47670","41800"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Heterosexual / straight","1130","1120","48580","49700"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","LGBO","155","150","49500","49700"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Undeclared","120","115","47690","41650"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Unknown","125","125","47960","40800"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Female","Heterosexual / straight","1185","1135","49850","45180"
"In post","2023","Department for Transport (excl. agencies)","Female","LGBO","110","110","46810","43750"
"In post","2023","Department for Transport (excl. agencies)","Female","Undeclared","75","75","48190","43750"
"In post","2023","Department for Transport (excl. agencies)","Female","Unknown","325","315","47240","43750"
"In post","2023","Department for Transport (excl. agencies)","Male","Heterosexual / straight","1290","1270","53860","55190"
"In post","2023","Department for Transport (excl. agencies)","Male","LGBO","175","170","52010","50340"
"In post","2023","Department for Transport (excl. agencies)","Male","Undeclared","200","195","55010","55740"
"In post","2023","Department for Transport (excl. agencies)","Male","Unknown","435","425","46450","43320"
"In post","2023","Department for Transport (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Female","Heterosexual / straight","39245","33995","29130","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Female","LGBO","1775","1655","29270","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Female","Undeclared","4385","3715","28110","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Female","Unknown","9175","7505","27970","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Male","Heterosexual / straight","20710","19880","30730","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Male","LGBO","1975","1910","30010","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Male","Undeclared","2720","2565","29740","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Male","Unknown","4960","4705","30380","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Female","Heterosexual / straight","1425","1350","49850","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","Female","LGBO","150","145","47510","41950"
"In post","2023","Department of Health and Social Care (excl. agencies)","Female","Undeclared","795","760","46960","41950"
"In post","2023","Department of Health and Social Care (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Male","Heterosexual / straight","730","715","51620","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","Male","LGBO","110","110","52200","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","Male","Undeclared","460","450","49560","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Disclosure Scotland","Female","Heterosexual / straight","105","95","33940","29450"
"In post","2023","Disclosure Scotland","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Disclosure Scotland","Female","Undeclared","10","5","[c]","[c]"
"In post","2023","Disclosure Scotland","Female","Unknown","70","65","27470","24890"
"In post","2023","Disclosure Scotland","Male","Heterosexual / straight","110","105","33310","24890"
"In post","2023","Disclosure Scotland","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Disclosure Scotland","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Disclosure Scotland","Male","Unknown","55","50","27110","24890"
"In post","2023","Disclosure Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Disclosure Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Female","Heterosexual / straight","2405","2060","26200","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Female","LGBO","130","120","23980","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Female","Undeclared","780","590","24330","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Female","Unknown","400","345","23760","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Male","Heterosexual / straight","1675","1620","30630","26070"
"In post","2023","Driver and Vehicle Licensing Agency","Male","LGBO","90","90","26330","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Male","Undeclared","470","450","29800","26700"
"In post","2023","Driver and Vehicle Licensing Agency","Male","Unknown","275","265","29320","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Female","Heterosexual / straight","840","770","31000","27450"
"In post","2023","Driver and Vehicle Standards Agency","Female","LGBO","70","65","29010","27260"
"In post","2023","Driver and Vehicle Standards Agency","Female","Undeclared","230","200","30020","27450"
"In post","2023","Driver and Vehicle Standards Agency","Female","Unknown","375","350","27270","26960"
"In post","2023","Driver and Vehicle Standards Agency","Male","Heterosexual / straight","2005","1920","31160","28590"
"In post","2023","Driver and Vehicle Standards Agency","Male","LGBO","90","85","31060","29510"
"In post","2023","Driver and Vehicle Standards Agency","Male","Undeclared","535","485","30450","27490"
"In post","2023","Driver and Vehicle Standards Agency","Male","Unknown","760","735","28520","27400"
