"Status","Year","Disability","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","EO","Heterosexual / straight","30","30","27840","28120"
"In post","2023","Declared disabled","Unknown","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","London","AA","Heterosexual / straight","720","665","24640","23500"
"In post","2023","Declared non-disabled","London","AA","LGBO","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","London","AA","Undeclared","65","55","23730","23500"
"In post","2023","Declared non-disabled","London","AA","Unknown","75","65","24430","23670"
"In post","2023","Declared non-disabled","London","AO","Heterosexual / straight","4750","4400","27980","26400"
"In post","2023","Declared non-disabled","London","AO","LGBO","215","205","28940","26400"
"In post","2023","Declared non-disabled","London","AO","Undeclared","495","440","26580","25610"
"In post","2023","Declared non-disabled","London","AO","Unknown","580","495","26290","25610"
"In post","2023","Declared non-disabled","London","EO","Heterosexual / straight","9515","8995","31370","31310"
"In post","2023","Declared non-disabled","London","EO","LGBO","410","400","31380","31260"
"In post","2023","Declared non-disabled","London","EO","Undeclared","930","850","31280","31020"
"In post","2023","Declared non-disabled","London","EO","Unknown","1145","1035","31930","32520"
"In post","2023","Declared non-disabled","London","G6","Heterosexual / straight","5085","4880","71310","70030"
"In post","2023","Declared non-disabled","London","G6","LGBO","400","390","70560","69390"
"In post","2023","Declared non-disabled","London","G6","Undeclared","400","385","72300","70850"
"In post","2023","Declared non-disabled","London","G6","Unknown","355","340","70720","69050"
"In post","2023","Declared non-disabled","London","G7","Heterosexual / straight","10775","10440","58380","56870"
"In post","2023","Declared non-disabled","London","G7","LGBO","920","905","57620","56070"
"In post","2023","Declared non-disabled","London","G7","Undeclared","885","860","58540","57920"
"In post","2023","Declared non-disabled","London","G7","Unknown","600","565","58830","57950"
"In post","2023","Declared non-disabled","London","HEO","Heterosexual / straight","8850","8630","37190","36310"
"In post","2023","Declared non-disabled","London","HEO","LGBO","675","670","36460","35650"
"In post","2023","Declared non-disabled","London","HEO","Undeclared","715","690","37320","36410"
"In post","2023","Declared non-disabled","London","HEO","Unknown","625","610","37830","39110"
"In post","2023","Declared non-disabled","London","SCS level","Heterosexual / straight","2530","2435","91380","82700"
"In post","2023","Declared non-disabled","London","SCS level","LGBO","200","195","89390","80500"
"In post","2023","Declared non-disabled","London","SCS level","Undeclared","150","145","91420","83750"
"In post","2023","Declared non-disabled","London","SCS level","Unknown","140","135","92980","85350"
"In post","2023","Declared non-disabled","London","SEO","Heterosexual / straight","7915","7725","44490","43660"
"In post","2023","Declared non-disabled","London","SEO","LGBO","615","610","43710","43210"
"In post","2023","Declared non-disabled","London","SEO","Undeclared","750","730","44530","43650"
"In post","2023","Declared non-disabled","London","SEO","Unknown","445","425","45270","44300"
"In post","2023","Declared non-disabled","London","Unknown","Heterosexual / straight","1295","1235","35710","33820"
"In post","2023","Declared non-disabled","London","Unknown","LGBO","75","75","37070","33050"
"In post","2023","Declared non-disabled","London","Unknown","Undeclared","90","80","37790","36680"
"In post","2023","Declared non-disabled","London","Unknown","Unknown","35","30","37410","34820"
"In post","2023","Declared non-disabled","Outside London","AA","Heterosexual / straight","7605","6950","21820","21720"
"In post","2023","Declared non-disabled","Outside London","AA","LGBO","450","420","22380","23230"
"In post","2023","Declared non-disabled","Outside London","AA","Undeclared","715","605","20960","19930"
"In post","2023","Declared non-disabled","Outside London","AA","Unknown","580","485","22560","22520"
"In post","2023","Declared non-disabled","Outside London","AO","Heterosexual / straight","50825","46055","24440","22500"
"In post","2023","Declared non-disabled","Outside London","AO","LGBO","2890","2780","25010","22520"
"In post","2023","Declared non-disabled","Outside London","AO","Undeclared","4385","3840","23670","22400"
"In post","2023","Declared non-disabled","Outside London","AO","Unknown","6455","5310","23470","21690"
"In post","2023","Declared non-disabled","Outside London","EO","Heterosexual / straight","52380","48445","28410","28120"
"In post","2023","Declared non-disabled","Outside London","EO","LGBO","2740","2655","28420","28120"
"In post","2023","Declared non-disabled","Outside London","EO","Undeclared","4780","4315","28430","28120"
"In post","2023","Declared non-disabled","Outside London","EO","Unknown","6490","5595","28670","28120"
"In post","2023","Declared non-disabled","Outside London","G6","Heterosexual / straight","6535","6290","70380","69940"
"In post","2023","Declared non-disabled","Outside London","G6","LGBO","270","265","70120","69580"
"In post","2023","Declared non-disabled","Outside London","G6","Undeclared","455","430","70980","69570"
"In post","2023","Declared non-disabled","Outside London","G6","Unknown","460","440","71690","70680"
"In post","2023","Declared non-disabled","Outside London","G7","Heterosexual / straight","18860","18165","55820","55110"
"In post","2023","Declared non-disabled","Outside London","G7","LGBO","890","870","55570","54510"
"In post","2023","Declared non-disabled","Outside London","G7","Undeclared","1255","1200","56020","55320"
"In post","2023","Declared non-disabled","Outside London","G7","Unknown","1415","1330","56880","56450"
"In post","2023","Declared non-disabled","Outside London","HEO","Heterosexual / straight","34445","32875","34490","34300"
"In post","2023","Declared non-disabled","Outside London","HEO","LGBO","1890","1850","34160","34170"
"In post","2023","Declared non-disabled","Outside London","HEO","Undeclared","2590","2455","34810","34300"
"In post","2023","Declared non-disabled","Outside London","HEO","Unknown","2380","2230","35050","34700"
"In post","2023","Declared non-disabled","Outside London","SCS level","Heterosexual / straight","1615","1575","91650","85000"
"In post","2023","Declared non-disabled","Outside London","SCS level","LGBO","85","80","85890","81600"
"In post","2023","Declared non-disabled","Outside London","SCS level","Undeclared","90","85","90990","82560"
"In post","2023","Declared non-disabled","Outside London","SCS level","Unknown","105","100","91710","85200"
"In post","2023","Declared non-disabled","Outside London","SEO","Heterosexual / straight","26255","25250","42610","41800"
"In post","2023","Declared non-disabled","Outside London","SEO","LGBO","1185","1165","42040","41480"
"In post","2023","Declared non-disabled","Outside London","SEO","Undeclared","2090","1980","43060","42130"
"In post","2023","Declared non-disabled","Outside London","SEO","Unknown","1575","1490","42900","42050"
"In post","2023","Declared non-disabled","Outside London","Unknown","Heterosexual / straight","11875","11125","31800","29050"
"In post","2023","Declared non-disabled","Outside London","Unknown","LGBO","700","680","29290","25300"
"In post","2023","Declared non-disabled","Outside London","Unknown","Undeclared","630","580","33780","31490"
"In post","2023","Declared non-disabled","Outside London","Unknown","Unknown","255","235","34430","38290"
"In post","2023","Declared non-disabled","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","AO","Heterosexual / straight","35","35","27970","25750"
"In post","2023","Declared non-disabled","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","EO","Heterosexual / straight","110","110","35180","33510"
"In post","2023","Declared non-disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","G6","Heterosexual / straight","165","165","70330","66990"
"In post","2023","Declared non-disabled","Overseas","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","G6","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","G7","Heterosexual / straight","290","285","57980","56100"
"In post","2023","Declared non-disabled","Overseas","G7","LGBO","35","35","56830","56100"
"In post","2023","Declared non-disabled","Overseas","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","G7","Unknown","45","45","57610","56100"
"In post","2023","Declared non-disabled","Overseas","HEO","Heterosexual / straight","505","505","36790","35250"
"In post","2023","Declared non-disabled","Overseas","HEO","LGBO","30","30","35440","34820"
"In post","2023","Declared non-disabled","Overseas","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","HEO","Unknown","50","50","36020","33540"
"In post","2023","Declared non-disabled","Overseas","SCS level","Heterosexual / straight","145","145","90280","80410"
"In post","2023","Declared non-disabled","Overseas","SCS level","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","SCS level","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","SEO","Heterosexual / straight","235","230","49880","47380"
"In post","2023","Declared non-disabled","Overseas","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","SEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","SEO","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Unknown","Heterosexual / straight","105","105","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","AO","Heterosexual / straight","75","75","24430","21780"
"In post","2023","Declared non-disabled","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","AO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","EO","Heterosexual / straight","185","170","28150","28120"
"In post","2023","Declared non-disabled","Unknown","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","EO","Unknown","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","G7","Heterosexual / straight","45","45","56860","55710"
"In post","2023","Declared non-disabled","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","HEO","Heterosexual / straight","70","65","37860","34970"
"In post","2023","Declared non-disabled","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SEO","Heterosexual / straight","60","60","43950","41700"
"In post","2023","Declared non-disabled","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","London","AA","Heterosexual / straight","70","65","24970","23670"
"In post","2023","Undeclared","London","AA","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","London","AA","Undeclared","35","35","24200","23500"
"In post","2023","Undeclared","London","AA","Unknown","80","70","25530","24950"
"In post","2023","Undeclared","London","AO","Heterosexual / straight","300","275","28580","26400"
"In post","2023","Undeclared","London","AO","LGBO","25","20","[c]","[c]"
"In post","2023","Undeclared","London","AO","Undeclared","180","165","27800","26400"
"In post","2023","Undeclared","London","AO","Unknown","125","110","31140","29350"
"In post","2023","Undeclared","London","EO","Heterosexual / straight","465","435","31780","31980"
"In post","2023","Undeclared","London","EO","LGBO","40","40","31430","31770"
"In post","2023","Undeclared","London","EO","Undeclared","380","360","31850","31450"
"In post","2023","Undeclared","London","EO","Unknown","155","145","33260","32520"
"In post","2023","Undeclared","London","G6","Heterosexual / straight","220","215","71160","68530"
"In post","2023","Undeclared","London","G6","LGBO","30","30","[c]","[c]"
"In post","2023","Undeclared","London","G6","Undeclared","220","215","72300","70940"
"In post","2023","Undeclared","London","G6","Unknown","115","110","72730","68870"
"In post","2023","Undeclared","London","G7","Heterosexual / straight","495","480","58500","56500"
"In post","2023","Undeclared","London","G7","LGBO","65","65","57390","55730"
"In post","2023","Undeclared","London","G7","Undeclared","450","445","59310","58740"
"In post","2023","Undeclared","London","G7","Unknown","165","160","58540","56500"
"In post","2023","Undeclared","London","HEO","Heterosexual / straight","420","415","37000","36310"
"In post","2023","Undeclared","London","HEO","LGBO","55","55","36220","35220"
"In post","2023","Undeclared","London","HEO","Undeclared","370","355","37600","37410"
"In post","2023","Undeclared","London","HEO","Unknown","155","150","37590","38540"
"In post","2023","Undeclared","London","SCS level","Heterosexual / straight","100","95","91720","83850"
"In post","2023","Undeclared","London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","London","SCS level","Undeclared","65","65","90810","84120"
"In post","2023","Undeclared","London","SCS level","Unknown","60","60","107970","98340"
"In post","2023","Undeclared","London","SEO","Heterosexual / straight","375","370","44960","43660"
"In post","2023","Undeclared","London","SEO","LGBO","40","40","43760","43700"
"In post","2023","Undeclared","London","SEO","Undeclared","345","335","45060","44380"
"In post","2023","Undeclared","London","SEO","Unknown","145","145","44930","44950"
"In post","2023","Undeclared","London","Unknown","Heterosexual / straight","75","70","35310","33340"
"In post","2023","Undeclared","London","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","London","Unknown","Undeclared","35","35","38780","33820"
"In post","2023","Undeclared","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Outside London","AA","Heterosexual / straight","595","525","21940","21760"
"In post","2023","Undeclared","Outside London","AA","LGBO","50","50","22210","23230"
"In post","2023","Undeclared","Outside London","AA","Undeclared","300","270","21520","21380"
"In post","2023","Undeclared","Outside London","AA","Unknown","250","210","23270","23230"
"In post","2023","Undeclared","Outside London","AO","Heterosexual / straight","2850","2545","25250","22520"
