"Status","Year","Disability","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","International Trade","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Legal","45","45","54130","56450"
"In post","2023","Declared disabled","Mixed","Medicine","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Operational Delivery","880","810","30030","28120"
"In post","2023","Declared disabled","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Other","40","35","28500","25620"
"In post","2023","Declared disabled","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Policy","160","155","43650","40330"
"In post","2023","Declared disabled","Mixed","Project Delivery","50","50","39660","37810"
"In post","2023","Declared disabled","Mixed","Property","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Science and Engineering","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Security","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Statistics","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Tax","35","35","34970","34550"
"In post","2023","Declared disabled","Mixed","Unknown","75","75","38640","33240"
"In post","2023","Declared disabled","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Counter Fraud","15","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Finance","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Human Resources","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Legal","15","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Operational Delivery","210","195","32320","30650"
"In post","2023","Declared disabled","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Other","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Policy","45","45","44320","40070"
"In post","2023","Declared disabled","Other ethnicity","Project Delivery","20","20","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Science and Engineering","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Security","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Tax","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Commercial","40","40","45850","42660"
"In post","2023","Declared disabled","Undeclared","Communications","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Counter Fraud","65","55","29590","28120"
"In post","2023","Declared disabled","Undeclared","Digital, Data and Technology","100","100","42560","39420"
"In post","2023","Declared disabled","Undeclared","Economics","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Finance","40","35","39290","35690"
"In post","2023","Declared disabled","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Human Resources","60","60","39190","35870"
"In post","2023","Declared disabled","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Intelligence Analysis","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","International Trade","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Legal","40","35","55110","54270"
"In post","2023","Declared disabled","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Operational Delivery","1360","1225","29260","28120"
"In post","2023","Declared disabled","Undeclared","Operational Research","15","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Other","95","85","31280","28120"
"In post","2023","Declared disabled","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Policy","75","75","46210","41080"
"In post","2023","Declared disabled","Undeclared","Project Delivery","70","70","44840","41800"
"In post","2023","Declared disabled","Undeclared","Property","30","25","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Science and Engineering","130","125","45030","44960"
"In post","2023","Declared disabled","Undeclared","Security","35","35","41070","40880"
"In post","2023","Declared disabled","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Statistics","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Tax","45","40","39240","35000"
"In post","2023","Declared disabled","Undeclared","Unknown","45","45","44130","36300"
"In post","2023","Declared disabled","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Commercial","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Communications","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Counter Fraud","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Digital, Data and Technology","50","50","42500","41080"
"In post","2023","Declared disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Finance","30","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Human Resources","30","30","38480","36800"
"In post","2023","Declared disabled","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Intelligence Analysis","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","International Trade","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Legal","35","30","50980","53900"
"In post","2023","Declared disabled","Unknown","Medicine","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Operational Delivery","785","700","29420","28120"
"In post","2023","Declared disabled","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Other","60","55","36320","31390"
"In post","2023","Declared disabled","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Policy","65","60","48550","45750"
"In post","2023","Declared disabled","Unknown","Project Delivery","40","40","42610","39190"
"In post","2023","Declared disabled","Unknown","Property","30","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Psychology","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Science and Engineering","40","40","37330","33800"
"In post","2023","Declared disabled","Unknown","Security","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Statistics","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Tax","45","40","42300","39450"
"In post","2023","Declared disabled","Unknown","Unknown","95","90","37460","32450"
"In post","2023","Declared disabled","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Commercial","710","685","45990","40750"
"In post","2023","Declared disabled","White","Communications","275","265","41220","38940"
"In post","2023","Declared disabled","White","Corporate Finance","5","5","[c]","[c]"
"In post","2023","Declared disabled","White","Counter Fraud","1100","990","30310","28120"
"In post","2023","Declared disabled","White","Digital, Data and Technology","1835","1770","42460","38630"
"In post","2023","Declared disabled","White","Economics","100","95","48990","46830"
"In post","2023","Declared disabled","White","Finance","770","725","40840","35750"
"In post","2023","Declared disabled","White","Geography","20","20","[c]","[c]"
"In post","2023","Declared disabled","White","Human Resources","1430","1355","40270","35650"
"In post","2023","Declared disabled","White","Inspector of Education and Training","70","70","65930","66170"
"In post","2023","Declared disabled","White","Intelligence Analysis","235","225","34020","31450"
"In post","2023","Declared disabled","White","Internal Audit","75","70","45740","42700"
"In post","2023","Declared disabled","White","International Trade","105","105","47170","41550"
"In post","2023","Declared disabled","White","Knowledge and Information Management","265","255","34620","31270"
"In post","2023","Declared disabled","White","Legal","805","740","51710","52790"
"In post","2023","Declared disabled","White","Medicine","105","95","57200","42500"
"In post","2023","Declared disabled","White","Operational Delivery","29345","26310","28990","28120"
"In post","2023","Declared disabled","White","Operational Research","120","110","42510","39890"
"In post","2023","Declared disabled","White","Other","1555","1425","30800","28120"
"In post","2023","Declared disabled","White","Planning","15","15","[c]","[c]"
"In post","2023","Declared disabled","White","Planning Inspectors","15","15","[c]","[c]"
"In post","2023","Declared disabled","White","Policy","2445","2365","48360","44260"
"In post","2023","Declared disabled","White","Project Delivery","1510","1445","43600","40690"
"In post","2023","Declared disabled","White","Property","500","475","38100","34300"
"In post","2023","Declared disabled","White","Psychology","135","130","34860","30940"
"In post","2023","Declared disabled","White","Science and Engineering","1155","1115","39300","39650"
"In post","2023","Declared disabled","White","Security","670","645","34890","32570"
"In post","2023","Declared disabled","White","Social Research","145","135","43080","40910"
"In post","2023","Declared disabled","White","Statistics","245","235","43230","39300"
"In post","2023","Declared disabled","White","Tax","1210","1120","38920","35000"
"In post","2023","Declared disabled","White","Unknown","2160","2065","40210","34730"
"In post","2023","Declared disabled","White","Veterinarian","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Commercial","285","275","46290","39150"
"In post","2023","Declared non-disabled","Asian","Communications","110","110","41030","39450"
"In post","2023","Declared non-disabled","Asian","Corporate Finance","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Counter Fraud","690","645","30910","28130"
"In post","2023","Declared non-disabled","Asian","Digital, Data and Technology","1340","1325","45660","42170"
"In post","2023","Declared non-disabled","Asian","Economics","180","180","45040","39960"
"In post","2023","Declared non-disabled","Asian","Finance","735","710","42890","39220"
"In post","2023","Declared non-disabled","Asian","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","470","455","39270","36170"
"In post","2023","Declared non-disabled","Asian","Inspector of Education and Training","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Intelligence Analysis","170","160","33380","30200"
"In post","2023","Declared non-disabled","Asian","Internal Audit","75","70","46120","43290"
"In post","2023","Declared non-disabled","Asian","International Trade","100","100","45730","41550"
"In post","2023","Declared non-disabled","Asian","Knowledge and Information Management","95","90","38050","35010"
"In post","2023","Declared non-disabled","Asian","Legal","815","770","51300","52240"
"In post","2023","Declared non-disabled","Asian","Medicine","100","90","70090","76510"
"In post","2023","Declared non-disabled","Asian","Operational Delivery","14345","13110","29130","28120"
"In post","2023","Declared non-disabled","Asian","Operational Research","55","50","45740","42140"
"In post","2023","Declared non-disabled","Asian","Other","785","720","30970","26400"
"In post","2023","Declared non-disabled","Asian","Planning","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Planning Inspectors","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Policy","1715","1675","46420","42560"
"In post","2023","Declared non-disabled","Asian","Project Delivery","870","850","44070","41200"
"In post","2023","Declared non-disabled","Asian","Property","240","230","36040","32670"
"In post","2023","Declared non-disabled","Asian","Psychology","40","40","37980","32420"
"In post","2023","Declared non-disabled","Asian","Science and Engineering","400","390","39380","38080"
"In post","2023","Declared non-disabled","Asian","Security","245","240","33270","30200"
"In post","2023","Declared non-disabled","Asian","Social Research","50","45","44750","41030"
"In post","2023","Declared non-disabled","Asian","Statistics","170","165","44100","41700"
"In post","2023","Declared non-disabled","Asian","Tax","1445","1385","35530","34700"
"In post","2023","Declared non-disabled","Asian","Unknown","1030","1000","39590","34900"
"In post","2023","Declared non-disabled","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","180","180","43790","39470"
"In post","2023","Declared non-disabled","Black","Communications","65","65","42500","39530"
"In post","2023","Declared non-disabled","Black","Corporate Finance","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","350","330","31390","32520"
"In post","2023","Declared non-disabled","Black","Digital, Data and Technology","595","590","42310","39790"
"In post","2023","Declared non-disabled","Black","Economics","35","35","44690","40030"
"In post","2023","Declared non-disabled","Black","Finance","325","320","42020","39790"
"In post","2023","Declared non-disabled","Black","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Human Resources","275","270","39970","36180"
"In post","2023","Declared non-disabled","Black","Inspector of Education and Training","35","35","59440","52750"
"In post","2023","Declared non-disabled","Black","Intelligence Analysis","40","35","33690","31910"
"In post","2023","Declared non-disabled","Black","Internal Audit","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Black","International Trade","50","50","44370","40070"
"In post","2023","Declared non-disabled","Black","Knowledge and Information Management","55","55","35130","33340"
"In post","2023","Declared non-disabled","Black","Legal","390","380","50460","52020"
"In post","2023","Declared non-disabled","Black","Medicine","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Operational Delivery","7415","7030","30600","29660"
"In post","2023","Declared non-disabled","Black","Operational Research","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Other","255","245","31340","29890"
"In post","2023","Declared non-disabled","Black","Planning","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Policy","865","860","42890","39630"
"In post","2023","Declared non-disabled","Black","Project Delivery","480","475","43340","39890"
"In post","2023","Declared non-disabled","Black","Property","115","110","37710","35410"
"In post","2023","Declared non-disabled","Black","Psychology","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Science and Engineering","160","155","38660","36550"
"In post","2023","Declared non-disabled","Black","Security","110","110","35880","32660"
"In post","2023","Declared non-disabled","Black","Social Research","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Statistics","55","55","39900","38470"
"In post","2023","Declared non-disabled","Black","Tax","435","425","35070","34700"
"In post","2023","Declared non-disabled","Black","Unknown","425","415","39330","35000"
"In post","2023","Declared non-disabled","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Commercial","95","95","46940","41110"
"In post","2023","Declared non-disabled","Mixed","Communications","80","80","45220","40880"
"In post","2023","Declared non-disabled","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Counter Fraud","135","125","32430","28130"
"In post","2023","Declared non-disabled","Mixed","Digital, Data and Technology","260","260","44590","42140"
"In post","2023","Declared non-disabled","Mixed","Economics","50","45","45950","46600"
"In post","2023","Declared non-disabled","Mixed","Finance","145","140","43960","41790"
"In post","2023","Declared non-disabled","Mixed","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Human Resources","175","170","41560","38540"
"In post","2023","Declared non-disabled","Mixed","Inspector of Education and Training","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Intelligence Analysis","35","30","41110","36310"
"In post","2023","Declared non-disabled","Mixed","Internal Audit","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","International Trade","30","30","48390","42510"
"In post","2023","Declared non-disabled","Mixed","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Legal","220","210","54310","54280"
"In post","2023","Declared non-disabled","Mixed","Medicine","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Operational Delivery","3265","3065","30570","28120"
"In post","2023","Declared non-disabled","Mixed","Operational Research","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Other","145","140","34210","30150"
"In post","2023","Declared non-disabled","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Policy","765","750","48500","46210"
"In post","2023","Declared non-disabled","Mixed","Project Delivery","250","245","46160","42510"
"In post","2023","Declared non-disabled","Mixed","Property","60","55","35390","33830"
"In post","2023","Declared non-disabled","Mixed","Psychology","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Science and Engineering","150","150","39650","38070"
"In post","2023","Declared non-disabled","Mixed","Security","65","65","39750","37900"
"In post","2023","Declared non-disabled","Mixed","Social Research","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Statistics","45","45","45790","42320"
"In post","2023","Declared non-disabled","Mixed","Tax","195","190","37790","35000"
"In post","2023","Declared non-disabled","Mixed","Unknown","290","280","43800","39170"
"In post","2023","Declared non-disabled","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Commercial","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Communications","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Counter Fraud","40","35","29500","28120"
"In post","2023","Declared non-disabled","Other ethnicity","Digital, Data and Technology","90","90","43210","39760"
"In post","2023","Declared non-disabled","Other ethnicity","Economics","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Finance","35","35","43730","42170"
"In post","2023","Declared non-disabled","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Human Resources","40","40","38050","32440"
"In post","2023","Declared non-disabled","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Intelligence Analysis","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Internal Audit","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","International Trade","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Legal","75","70","56490","54100"
"In post","2023","Declared non-disabled","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Operational Delivery","925","870","31410","29050"
"In post","2023","Declared non-disabled","Other ethnicity","Operational Research","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Other","40","40","36830","31730"
"In post","2023","Declared non-disabled","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Policy","225","220","49550","49700"
"In post","2023","Declared non-disabled","Other ethnicity","Project Delivery","55","50","52740","49970"
"In post","2023","Declared non-disabled","Other ethnicity","Property","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Psychology","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Science and Engineering","35","35","41750","38740"
"In post","2023","Declared non-disabled","Other ethnicity","Security","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Social Research","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Statistics","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Tax","60","55","38140","34700"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","75","75","40840","37620"
"In post","2023","Declared non-disabled","Other ethnicity","Veterinarian","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Commercial","95","90","49400","43550"
"In post","2023","Declared non-disabled","Undeclared","Communications","50","50","44010","39690"
"In post","2023","Declared non-disabled","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Counter Fraud","255","225","30950","28120"
"In post","2023","Declared non-disabled","Undeclared","Digital, Data and Technology","440","425","44810","42140"
"In post","2023","Declared non-disabled","Undeclared","Economics","30","30","[c]","[c]"
