"Status","Year","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Operational Delivery","Heterosexual / straight","2645","2485","28380","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","LGBO","210","205","28700","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Undeclared","125","120","27280","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Unknown","595","530","28470","28200"
"In post","2023","Attorney General's Departments","Other","Heterosexual / straight","40","40","41960","29990"
"In post","2023","Attorney General's Departments","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Heterosexual / straight","105","105","51570","52880"
"In post","2023","Attorney General's Departments","Policy","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Unknown","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Heterosexual / straight","80","75","41380","38940"
"In post","2023","Attorney General's Departments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","Heterosexual / straight","1275","1255","67240","65500"
"In post","2023","Cabinet Office","Commercial","LGBO","75","75","60620","56320"
"In post","2023","Cabinet Office","Commercial","Undeclared","105","105","63480","58430"
"In post","2023","Cabinet Office","Commercial","Unknown","530","520","59770","56200"
"In post","2023","Cabinet Office","Communications","Heterosexual / straight","110","110","49960","41870"
"In post","2023","Cabinet Office","Communications","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Unknown","50","50","49720","44240"
"In post","2023","Cabinet Office","Counter Fraud","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","Heterosexual / straight","855","840","51380","51290"
"In post","2023","Cabinet Office","Digital, Data and Technology","LGBO","115","115","48870","53590"
"In post","2023","Cabinet Office","Digital, Data and Technology","Undeclared","110","110","51490","56430"
"In post","2023","Cabinet Office","Digital, Data and Technology","Unknown","265","265","42380","34670"
"In post","2023","Cabinet Office","Economics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Finance","Heterosexual / straight","200","195","50200","40350"
"In post","2023","Cabinet Office","Finance","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Finance","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Finance","Unknown","75","75","32040","30130"
"In post","2023","Cabinet Office","Human Resources","Heterosexual / straight","760","720","42110","38460"
"In post","2023","Cabinet Office","Human Resources","LGBO","50","50","44100","42040"
"In post","2023","Cabinet Office","Human Resources","Undeclared","55","50","43280","40050"
"In post","2023","Cabinet Office","Human Resources","Unknown","75","70","38650","35650"
"In post","2023","Cabinet Office","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Heterosexual / straight","35","35","39010","35650"
"In post","2023","Cabinet Office","Knowledge and Information Management","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Heterosexual / straight","40","40","80150","81600"
"In post","2023","Cabinet Office","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Unknown","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","Heterosexual / straight","130","130","42400","40620"
"In post","2023","Cabinet Office","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","Unknown","30","30","43650","40160"
"In post","2023","Cabinet Office","Other","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Policy","Heterosexual / straight","245","240","50620","51290"
"In post","2023","Cabinet Office","Policy","LGBO","40","40","44890","41230"
"In post","2023","Cabinet Office","Policy","Undeclared","40","35","50440","43810"
"In post","2023","Cabinet Office","Policy","Unknown","75","70","54520","56430"
"In post","2023","Cabinet Office","Project Delivery","Heterosexual / straight","165","165","48560","38050"
"In post","2023","Cabinet Office","Project Delivery","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","Unknown","205","205","31910","28840"
"In post","2023","Cabinet Office","Property","Heterosexual / straight","200","195","51450","51020"
"In post","2023","Cabinet Office","Property","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Property","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Property","Unknown","60","60","37900","30130"
"In post","2023","Cabinet Office","Psychology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Unknown","70","70","29540","28840"
"In post","2023","Cabinet Office","Security","Heterosexual / straight","270","260","41990","34650"
"In post","2023","Cabinet Office","Security","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Security","Undeclared","30","30","39410","34320"
"In post","2023","Cabinet Office","Security","Unknown","80","75","43700","35690"
"In post","2023","Cabinet Office","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Heterosexual / straight","40","40","35400","32960"
"In post","2023","Cabinet Office","Statistics","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Unknown","65","65","29740","28840"
"In post","2023","Cabinet Office","Unknown","Heterosexual / straight","1830","1780","44840","38280"
"In post","2023","Cabinet Office","Unknown","LGBO","230","225","43060","35660"
"In post","2023","Cabinet Office","Unknown","Undeclared","190","185","45110","41870"
"In post","2023","Cabinet Office","Unknown","Unknown","1125","1115","39880","30130"
"In post","2023","Chancellor's other departments","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","Undeclared","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Other","Heterosexual / straight","195","185","68660","65510"
"In post","2023","Chancellor's other departments","Other","LGBO","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Other","Undeclared","40","40","68180","58170"
"In post","2023","Chancellor's other departments","Other","Unknown","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Charity Commission","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","Unknown","10","10","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","Heterosexual / straight","30","30","39520","38800"
"In post","2023","Charity Commission","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","Unknown","25","25","[c]","[c]"
"In post","2023","Charity Commission","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Intelligence Analysis","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Charity Commission","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Charity Commission","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Legal","Unknown","10","10","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","Heterosexual / straight","185","175","34590","30170"
"In post","2023","Charity Commission","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","Unknown","110","105","31080","27720"
"In post","2023","Charity Commission","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Charity Commission","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Corporate Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","Heterosexual / straight","55","55","55580","55130"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Economics","Heterosexual / straight","85","80","65950","58050"
"In post","2023","Competition and Markets Authority","Economics","LGBO","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Economics","Undeclared","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Human Resources","Heterosexual / straight","30","30","49350","42920"
"In post","2023","Competition and Markets Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Legal","Heterosexual / straight","110","105","73720","73510"
"In post","2023","Competition and Markets Authority","Legal","LGBO","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Legal","Undeclared","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Policy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Project Delivery","Heterosexual / straight","360","350","61470","57540"
"In post","2023","Competition and Markets Authority","Project Delivery","LGBO","30","30","56570","55130"
"In post","2023","Competition and Markets Authority","Project Delivery","Undeclared","35","30","75360","69620"
"In post","2023","Competition and Markets Authority","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Commercial","Heterosexual / straight","55","55","43540","43640"
"In post","2023","Department for Business, Energy and Industrial Strategy","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Communications","Heterosexual / straight","170","160","44100","41140"
"In post","2023","Department for Business, Energy and Industrial Strategy","Communications","LGBO","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Communications","Undeclared","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Communications","Unknown","60","60","44010","41240"
"In post","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","Heterosexual / straight","265","250","33920","34230"
"In post","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","Undeclared","35","30","31580","30290"
"In post","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","Unknown","115","105","36110","37960"
"In post","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Heterosexual / straight","730","710","43570","41240"
"In post","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","LGBO","45","45","38660","35570"
"In post","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Undeclared","150","145","44520","42990"
"In post","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Unknown","160","160","43930","40390"
"In post","2023","Department for Business, Energy and Industrial Strategy","Economics","Heterosexual / straight","190","185","48410","42240"
"In post","2023","Department for Business, Energy and Industrial Strategy","Economics","LGBO","25","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Economics","Undeclared","20","20","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Economics","Unknown","35","35","44890","36790"
"In post","2023","Department for Business, Energy and Industrial Strategy","Finance","Heterosexual / straight","280","265","46040","42700"
"In post","2023","Department for Business, Energy and Industrial Strategy","Finance","LGBO","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Finance","Undeclared","25","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Finance","Unknown","40","35","36080","29240"
"In post","2023","Department for Business, Energy and Industrial Strategy","Human Resources","Heterosexual / straight","345","325","43670","40680"
"In post","2023","Department for Business, Energy and Industrial Strategy","Human Resources","LGBO","25","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Human Resources","Undeclared","20","20","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Human Resources","Unknown","25","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Heterosexual / straight","30","30","36970","34870"
"In post","2023","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Unknown","15","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Internal Audit","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
