"Status","Year","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","North West (England)","Female","2860","[c]","28650","25880"
"Leaver CS","2023","North West (England)","Male","2215","[c]","31910","27480"
"Leaver CS","2023","Northern Ireland","Female","130","[c]","29590","22970"
"Leaver CS","2023","Northern Ireland","Male","140","[c]","29470","25750"
"Leaver CS","2023","Overseas","Female","70","[c]","51350","48650"
"Leaver CS","2023","Overseas","Male","80","[c]","49690","44760"
"Leaver CS","2023","Scotland","Female","2005","[c]","31410","27570"
"Leaver CS","2023","Scotland","Male","1890","[c]","33970","29100"
"Leaver CS","2023","South East (England)","Female","2470","[c]","30260","27500"
"Leaver CS","2023","South East (England)","Male","2290","[c]","33220","28190"
"Leaver CS","2023","South West (England)","Female","2025","[c]","31940","27870"
"Leaver CS","2023","South West (England)","Male","2460","[c]","36120","32550"
"Leaver CS","2023","Unknown","Female","150","[c]","31540","28120"
"Leaver CS","2023","Unknown","Male","270","[c]","37660","33480"
"Leaver CS","2023","Wales","Female","1535","[c]","28140","22500"
"Leaver CS","2023","Wales","Male","1285","[c]","32610","27170"
"Leaver CS","2023","West Midlands (England)","Female","1770","[c]","29170","25880"
"Leaver CS","2023","West Midlands (England)","Male","1355","[c]","31490","27570"
"Leaver CS","2023","Yorkshire and The Humber","Female","1735","[c]","31700","27570"
"Leaver CS","2023","Yorkshire and The Humber","Male","1540","[c]","34080","28120"
"Leaver Dept.","2023","East Midlands (England)","Female","215","[c]","28730","27570"
"Leaver Dept.","2023","East Midlands (England)","Male","150","[c]","30640","27570"
"Leaver Dept.","2023","East of England","Female","150","[c]","30850","28120"
"Leaver Dept.","2023","East of England","Male","155","[c]","32970","28350"
"Leaver Dept.","2023","London","Female","3655","[c]","42980","36980"
"Leaver Dept.","2023","London","Male","2870","[c]","45030","39330"
"Leaver Dept.","2023","North East (England)","Female","510","[c]","31020","28120"
"Leaver Dept.","2023","North East (England)","Male","355","[c]","31470","28120"
"Leaver Dept.","2023","North West (England)","Female","930","[c]","31450","28120"
"Leaver Dept.","2023","North West (England)","Male","670","[c]","32430","28120"
"Leaver Dept.","2023","Northern Ireland","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Female","650","[c]","29790","27570"
"Leaver Dept.","2023","Scotland","Male","475","[c]","31050","28050"
"Leaver Dept.","2023","South East (England)","Female","340","[c]","31740","29080"
"Leaver Dept.","2023","South East (England)","Male","345","[c]","33600","31280"
"Leaver Dept.","2023","South West (England)","Female","440","[c]","35070","32000"
"Leaver Dept.","2023","South West (England)","Male","315","[c]","38310","34080"
"Leaver Dept.","2023","Unknown","Female","85","[c]","32710","32000"
"Leaver Dept.","2023","Unknown","Male","70","[c]","35520","32730"
"Leaver Dept.","2023","Wales","Female","530","[c]","32180","30210"
"Leaver Dept.","2023","Wales","Male","350","[c]","35200","31040"
"Leaver Dept.","2023","West Midlands (England)","Female","535","[c]","30770","28120"
"Leaver Dept.","2023","West Midlands (England)","Male","360","[c]","33220","28120"
"Leaver Dept.","2023","Yorkshire and The Humber","Female","610","[c]","34240","30790"
"Leaver Dept.","2023","Yorkshire and The Humber","Male","460","[c]","34290","30330"
"New entrant CS","2023","East Midlands (England)","Female","1605","[c]","26490","23360"
"New entrant CS","2023","East Midlands (England)","Male","1205","[c]","28130","25830"
"New entrant CS","2023","East of England","Female","1360","[c]","27090","23640"
"New entrant CS","2023","East of England","Male","1140","[c]","29100","27500"
"New entrant CS","2023","London","Female","5345","[c]","35070","29840"
"New entrant CS","2023","London","Male","4405","[c]","37160","33640"
"New entrant CS","2023","North East (England)","Female","1795","[c]","27420","23640"
"New entrant CS","2023","North East (England)","Male","1535","[c]","29570","26780"
"New entrant CS","2023","North West (England)","Female","4170","[c]","26820","23640"
"New entrant CS","2023","North West (England)","Male","3280","[c]","28360","25750"
"New entrant CS","2023","Northern Ireland","Female","290","[c]","27150","22520"
"New entrant CS","2023","Northern Ireland","Male","255","[c]","27250","22520"
"New entrant CS","2023","Overseas","Female","35","[c]","48520","45690"
"New entrant CS","2023","Overseas","Male","35","[c]","47640","45340"
"New entrant CS","2023","Scotland","Female","3680","[c]","29330","25710"
"New entrant CS","2023","Scotland","Male","2965","[c]","30110","25750"
"New entrant CS","2023","South East (England)","Female","2705","[c]","28270","25340"
"New entrant CS","2023","South East (England)","Male","2640","[c]","29980","27080"
"New entrant CS","2023","South West (England)","Female","2605","[c]","29540","26310"
"New entrant CS","2023","South West (England)","Male","2690","[c]","32020","28840"
"New entrant CS","2023","Unknown","Female","110","[c]","28550","24330"
"New entrant CS","2023","Unknown","Male","250","[c]","25760","23230"
"New entrant CS","2023","Wales","Female","2060","[c]","26870","23230"
"New entrant CS","2023","Wales","Male","1605","[c]","29230","25750"
"New entrant CS","2023","West Midlands (England)","Female","2285","[c]","27590","23640"
"New entrant CS","2023","West Midlands (England)","Male","1815","[c]","30020","26780"
"New entrant CS","2023","Yorkshire and The Humber","Female","2685","[c]","28100","25750"
"New entrant CS","2023","Yorkshire and The Humber","Male","2215","[c]","29360","25750"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","",""
"Sex","Self reported sex.","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
