"Status","Year","Disability","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","12825","11220","28750","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","LGBO","1285","1205","28880","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Undeclared","1795","1555","27840","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","1130","935","27400","28120"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","135","130","47680","41950"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","LGBO","35","35","46860","41950"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Undeclared","35","35","47880","42630"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Heterosexual / straight","435","370","26070","22500"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","LGBO","35","35","26040","22500"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Undeclared","205","165","24310","22500"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Heterosexual / straight","295","270","30530","27450"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Undeclared","105","90","29900","27450"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Education Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Heterosexual / straight","50","50","42940","38210"
"In post","2023","Declared disabled","Education and Skills Funding Agency","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Heterosexual / straight","65","60","39000","33280"
"In post","2023","Declared disabled","FCDO Services","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Heterosexual / straight","95","90","40560","38100"
"In post","2023","Declared disabled","Food Standards Agency","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","380","375","47200","40710"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","55","55","47910","44450"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","105","105","48250","42450"
"In post","2023","Declared disabled","Forestry and Land Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Forestry and Land Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Forestry and Land Scotland","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Commercial Organisation","Heterosexual / straight","90","90","77320","70930"
"In post","2023","Declared disabled","Government Commercial Organisation","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Government Commercial Organisation","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Government Commercial Organisation","Unknown","50","50","66700","65500"
"In post","2023","Declared disabled","Government Internal Audit Agency","Heterosexual / straight","45","40","45410","42700"
"In post","2023","Declared disabled","Government Internal Audit Agency","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Legal Department","Heterosexual / straight","150","140","53890","52790"
"In post","2023","Declared disabled","Government Legal Department","LGBO","35","35","53240","52790"
"In post","2023","Declared disabled","Government Legal Department","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","Government Legal Department","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","Heterosexual / straight","45","45","51590","51020"
"In post","2023","Declared disabled","Government Property Agency","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Heterosexual / straight","1935","1725","26820","21780"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","LGBO","200","190","26080","21780"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Undeclared","285","260","26240","21780"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Unknown","30","25","24390","21780"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","Heterosexual / straight","485","430","31440","28080"
"In post","2023","Declared disabled","HM Land Registry","LGBO","45","45","29600","28080"
"In post","2023","Declared disabled","HM Land Registry","Undeclared","80","65","32220","28080"
"In post","2023","Declared disabled","HM Land Registry","Unknown","80","70","28450","28080"
"In post","2023","Declared disabled","HM Prison and Probation Service","Heterosexual / straight","6785","6325","32230","30440"
"In post","2023","Declared disabled","HM Prison and Probation Service","LGBO","905","880","31680","30810"
"In post","2023","Declared disabled","HM Prison and Probation Service","Undeclared","680","630","33550","32790"
"In post","2023","Declared disabled","HM Prison and Probation Service","Unknown","195","175","31470","31080"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","4685","4265","35540","34400"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","LGBO","615","590","34860","34400"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Undeclared","495","445","35230","34370"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","580","500","31060","27890"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","Heterosexual / straight","145","140","48290","53550"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","LGBO","35","35","43640","37390"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Heterosexual / straight","270","250","41140","37710"
"In post","2023","Declared disabled","Health and Safety Executive","LGBO","30","30","36090","32820"
"In post","2023","Declared disabled","Health and Safety Executive","Undeclared","50","45","40740","41220"
"In post","2023","Declared disabled","Health and Safety Executive","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Heterosexual / straight","2450","2260","33860","29890"
"In post","2023","Declared disabled","Home Office","LGBO","260","250","35700","30170"
"In post","2023","Declared disabled","Home Office","Undeclared","380","350","34060","30170"
"In post","2023","Declared disabled","Home Office","Unknown","130","125","32110","26400"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","Heterosexual / straight","65","60","37600","31800"
"In post","2023","Declared disabled","Intellectual Property Office","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","Heterosexual / straight","140","130","28570","25830"
"In post","2023","Declared disabled","Legal Aid Agency","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","Heterosexual / straight","45","40","35280","31660"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Met Office","Heterosexual / straight","175","170","36240","35230"
"In post","2023","Declared disabled","Met Office","LGBO","30","30","31700","30930"
"In post","2023","Declared disabled","Met Office","Undeclared","30","30","36650","37420"
"In post","2023","Declared disabled","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","Heterosexual / straight","2775","2670","33660","30080"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","LGBO","145","140","35320","33830"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","Undeclared","410","390","35430","33990"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","165","160","36540","33830"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Heterosexual / straight","610","595","42110","37680"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","LGBO","125","120","43590","39080"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Undeclared","80","80","45250","38600"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Heterosexual / straight","220","210","41360","39560"
"In post","2023","Declared disabled","National Crime Agency","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Undeclared","30","30","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Records of Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","National Records of Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Records of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Records of Scotland","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","135","130","49100","50250"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Heterosexual / straight","85","85","42110","38000"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","LGBO","35","35","31920","26500"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Heterosexual / straight","30","30","39210","39140"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","LGBO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","Heterosexual / straight","190","175","25270","21780"
"In post","2023","Declared disabled","Office of the Public Guardian","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office of the Scottish Charity Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Scottish Charity Regulator","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Undeclared","[c]","[c]","[c]","[c]"
