"Status","Year","Disability","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","SCS level","Female","Heterosexual / straight","2100","2000","89310","81890"
"In post","2023","Declared non-disabled","SCS level","Female","LGBO","90","90","87120","78930"
"In post","2023","Declared non-disabled","SCS level","Female","Undeclared","120","110","86420","80560"
"In post","2023","Declared non-disabled","SCS level","Female","Unknown","115","110","89750","82680"
"In post","2023","Declared non-disabled","SCS level","Male","Heterosexual / straight","2195","2160","93490","85200"
"In post","2023","Declared non-disabled","SCS level","Male","LGBO","205","205","88780","81600"
"In post","2023","Declared non-disabled","SCS level","Male","Undeclared","120","120","96110","87220"
"In post","2023","Declared non-disabled","SCS level","Male","Unknown","150","145","93020","85200"
"In post","2023","Declared non-disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","SEO","Female","Heterosexual / straight","17875","16995","42680","42140"
"In post","2023","Declared non-disabled","SEO","Female","LGBO","840","820","42960","42140"
"In post","2023","Declared non-disabled","SEO","Female","Undeclared","1430","1345","43180","42510"
"In post","2023","Declared non-disabled","SEO","Female","Unknown","1005","940","42830","42140"
"In post","2023","Declared non-disabled","SEO","Male","Heterosexual / straight","16590","16265","43540","42510"
"In post","2023","Declared non-disabled","SEO","Male","LGBO","980","965","42350","41640"
"In post","2023","Declared non-disabled","SEO","Male","Undeclared","1435","1385","43820","42650"
"In post","2023","Declared non-disabled","SEO","Male","Unknown","1040","1005","44040","42510"
"In post","2023","Declared non-disabled","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Female","Heterosexual / straight","9540","8860","31060","29050"
"In post","2023","Declared non-disabled","Unknown","Female","LGBO","520","505","29420","26840"
"In post","2023","Declared non-disabled","Unknown","Female","Undeclared","480","440","32380","30810"
"In post","2023","Declared non-disabled","Unknown","Female","Unknown","175","155","34820","38290"
"In post","2023","Declared non-disabled","Unknown","Male","Heterosexual / straight","3740","3605","35170","31510"
"In post","2023","Declared non-disabled","Unknown","Male","LGBO","255","250","31420","26840"
"In post","2023","Declared non-disabled","Unknown","Male","Undeclared","255","240","37980","37160"
"In post","2023","Declared non-disabled","Unknown","Male","Unknown","115","110","34830","35030"
"In post","2023","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","AA","Female","Heterosexual / straight","285","240","22230","23000"
"In post","2023","Undeclared","AA","Female","LGBO","40","35","22610","23230"
"In post","2023","Undeclared","AA","Female","Undeclared","120","100","21530","21380"
"In post","2023","Undeclared","AA","Female","Unknown","130","105","23610","23670"
"In post","2023","Undeclared","AA","Male","Heterosexual / straight","380","350","22290","22160"
"In post","2023","Undeclared","AA","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","AA","Male","Undeclared","215","205","21940","21380"
"In post","2023","Undeclared","AA","Male","Unknown","205","170","23960","24270"
"In post","2023","Undeclared","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","AO","Female","Heterosexual / straight","1635","1400","23990","22400"
"In post","2023","Undeclared","AO","Female","LGBO","145","135","25050","22520"
"In post","2023","Undeclared","AO","Female","Undeclared","955","820","24000","22520"
"In post","2023","Undeclared","AO","Female","Unknown","465","380","26340","25340"
"In post","2023","Undeclared","AO","Male","Heterosexual / straight","1515","1420","27240","25340"
"In post","2023","Undeclared","AO","Male","LGBO","125","120","25730","22520"
"In post","2023","Undeclared","AO","Male","Undeclared","1125","1065","26710","22520"
"In post","2023","Undeclared","AO","Male","Unknown","605","525","30930","32920"
"In post","2023","Undeclared","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","EO","Female","Heterosexual / straight","1585","1430","28850","28120"
"In post","2023","Undeclared","EO","Female","LGBO","135","130","29060","28120"
"In post","2023","Undeclared","EO","Female","Undeclared","975","880","29000","28120"
"In post","2023","Undeclared","EO","Female","Unknown","390","345","29920","28130"
"In post","2023","Undeclared","EO","Male","Heterosexual / straight","1435","1375","30410","28130"
"In post","2023","Undeclared","EO","Male","LGBO","140","135","29600","28120"
"In post","2023","Undeclared","EO","Male","Undeclared","1385","1310","30090","28130"
"In post","2023","Undeclared","EO","Male","Unknown","420","390","32400","32520"
"In post","2023","Undeclared","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","G6","Female","Heterosexual / straight","220","210","69910","67440"
"In post","2023","Undeclared","G6","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","G6","Female","Undeclared","165","160","70700","69490"
"In post","2023","Undeclared","G6","Female","Unknown","90","90","70510","68140"
"In post","2023","Undeclared","G6","Male","Heterosexual / straight","230","225","71390","69230"
"In post","2023","Undeclared","G6","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Undeclared","G6","Male","Undeclared","280","270","72160","71300"
"In post","2023","Undeclared","G6","Male","Unknown","115","115","72290","70140"
"In post","2023","Undeclared","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","G7","Female","Heterosexual / straight","610","580","56180","55330"
"In post","2023","Undeclared","G7","Female","LGBO","55","55","55660","55110"
"In post","2023","Undeclared","G7","Female","Undeclared","400","380","56830","56000"
"In post","2023","Undeclared","G7","Female","Unknown","185","180","55680","54690"
"In post","2023","Undeclared","G7","Male","Heterosexual / straight","545","540","57640","56410"
"In post","2023","Undeclared","G7","Male","LGBO","70","70","57290","56430"
"In post","2023","Undeclared","G7","Male","Undeclared","745","730","57870","57230"
"In post","2023","Undeclared","G7","Male","Unknown","205","205","57320","56060"
"In post","2023","Undeclared","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HEO","Female","Heterosexual / straight","1025","975","34930","34370"
"In post","2023","Undeclared","HEO","Female","LGBO","115","115","34890","34300"
"In post","2023","Undeclared","HEO","Female","Undeclared","745","695","34930","34700"
"In post","2023","Undeclared","HEO","Female","Unknown","245","225","35350","35310"
"In post","2023","Undeclared","HEO","Male","Heterosexual / straight","915","890","35990","35000"
"In post","2023","Undeclared","HEO","Male","LGBO","95","95","34850","34530"
"In post","2023","Undeclared","HEO","Male","Undeclared","1195","1155","35770","35000"
"In post","2023","Undeclared","HEO","Male","Unknown","240","235","37150","36120"
"In post","2023","Undeclared","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","SCS level","Female","Heterosexual / straight","80","80","90010","80690"
"In post","2023","Undeclared","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","SCS level","Female","Undeclared","45","40","89930","84120"
"In post","2023","Undeclared","SCS level","Female","Unknown","40","40","115460","120180"
"In post","2023","Undeclared","SCS level","Male","Heterosexual / straight","80","80","100220","94410"
"In post","2023","Undeclared","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","SCS level","Male","Undeclared","65","65","93690","84160"
"In post","2023","Undeclared","SCS level","Male","Unknown","50","50","105270","98070"
"In post","2023","Undeclared","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","SEO","Female","Heterosexual / straight","760","725","42850","41800"
"In post","2023","Undeclared","SEO","Female","LGBO","70","65","42780","42210"
"In post","2023","Undeclared","SEO","Female","Undeclared","570","535","43210","42280"
"In post","2023","Undeclared","SEO","Female","Unknown","200","190","43300","41870"
"In post","2023","Undeclared","SEO","Male","Heterosexual / straight","755","740","44620","42520"
"In post","2023","Undeclared","SEO","Male","LGBO","60","60","42420","41800"
"In post","2023","Undeclared","SEO","Male","Undeclared","955","925","44180","42840"
"In post","2023","Undeclared","SEO","Male","Unknown","205","200","44640","43750"
"In post","2023","Undeclared","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Female","Heterosexual / straight","400","375","31500","29050"
"In post","2023","Undeclared","Unknown","Female","LGBO","45","45","28740","26840"
"In post","2023","Undeclared","Unknown","Female","Undeclared","190","170","33250","33050"
"In post","2023","Undeclared","Unknown","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Male","Heterosexual / straight","180","170","34030","29300"
"In post","2023","Undeclared","Unknown","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","Male","Undeclared","150","140","39650","38290"
"In post","2023","Undeclared","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA","Female","Heterosexual / straight","355","300","21930","21380"
"In post","2023","Unknown","AA","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Unknown","AA","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Unknown","AA","Female","Unknown","2055","1820","22420","22520"
"In post","2023","Unknown","AA","Male","Heterosexual / straight","595","565","22430","21380"
"In post","2023","Unknown","AA","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","AA","Male","Undeclared","55","55","21290","20880"
"In post","2023","Unknown","AA","Male","Unknown","1835","1755","22810","22920"
"In post","2023","Unknown","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AO","Female","Heterosexual / straight","2395","2140","23550","22520"
"In post","2023","Unknown","AO","Female","LGBO","180","175","24770","23180"
"In post","2023","Unknown","AO","Female","Undeclared","230","200","23430","22520"
"In post","2023","Unknown","AO","Female","Unknown","10930","9890","23990","22520"
"In post","2023","Unknown","AO","Male","Heterosexual / straight","2080","2000","26080","22950"
"In post","2023","Unknown","AO","Male","LGBO","160","160","24080","22520"
"In post","2023","Unknown","AO","Male","Undeclared","210","200","26350","22520"
"In post","2023","Unknown","AO","Male","Unknown","9810","9535","25330","22520"
"In post","2023","Unknown","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Female","Heterosexual / straight","3380","3215","29910","28200"
"In post","2023","Unknown","EO","Female","LGBO","295","290","29710","28130"
"In post","2023","Unknown","EO","Female","Undeclared","405","390","29340","28770"
"In post","2023","Unknown","EO","Female","Unknown","8540","8075","28760","28120"
"In post","2023","Unknown","EO","Male","Heterosexual / straight","3235","3155","31130","29730"
"In post","2023","Unknown","EO","Male","LGBO","225","220","29330","28080"
"In post","2023","Unknown","EO","Male","Undeclared","305","300","30950","28770"
"In post","2023","Unknown","EO","Male","Unknown","8720","8480","29270","28130"
"In post","2023","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
