"Status","Year","Age","Disability","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","London","Female","390","385","38800","35720"
"In post","2023","20-29","Undeclared","London","Male","365","365","39740","35760"
"In post","2023","20-29","Undeclared","Outside London","Female","815","795","28890","28120"
"In post","2023","20-29","Undeclared","Outside London","Male","770","765","29480","28120"
"In post","2023","20-29","Undeclared","Overseas","Female","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Male","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","London","Female","5145","5115","37020","34340"
"In post","2023","20-29","Unknown","London","Male","3780","3765","37800","35240"
"In post","2023","20-29","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Outside London","Female","10910","10645","27760","25880"
"In post","2023","20-29","Unknown","Outside London","Male","9815","9735","28140","26940"
"In post","2023","20-29","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Overseas","Female","70","70","43690","41430"
"In post","2023","20-29","Unknown","Overseas","Male","45","45","42980","39450"
"In post","2023","20-29","Unknown","Unknown","Female","85","85","32440","31710"
"In post","2023","20-29","Unknown","Unknown","Male","355","355","31600","31710"
"In post","2023","30-39","Declared disabled","London","Female","1180","1120","45330","41870"
"In post","2023","30-39","Declared disabled","London","Male","840","830","46960","43470"
"In post","2023","30-39","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Outside London","Female","4845","4465","32120","28480"
"In post","2023","30-39","Declared disabled","Outside London","Male","3420","3365","32930","30410"
"In post","2023","30-39","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Overseas","Female","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Overseas","Male","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","Female","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","Male","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","London","Female","8355","7960","48160","45170"
"In post","2023","30-39","Declared non-disabled","London","Male","7095","7045","49040","46160"
"In post","2023","30-39","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Outside London","Female","30705","28015","33300","30650"
"In post","2023","30-39","Declared non-disabled","Outside London","Male","25240","25015","34840","32160"
"In post","2023","30-39","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Overseas","Female","200","200","46460","41370"
"In post","2023","30-39","Declared non-disabled","Overseas","Male","295","295","47480","44210"
"In post","2023","30-39","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Unknown","Female","45","40","35020","28120"
"In post","2023","30-39","Declared non-disabled","Unknown","Male","65","65","32010","28120"
"In post","2023","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","London","Female","635","610","47680","45560"
"In post","2023","30-39","Undeclared","London","Male","630","625","48080","45560"
"In post","2023","30-39","Undeclared","Outside London","Female","1895","1735","33180","30330"
"In post","2023","30-39","Undeclared","Outside London","Male","1935","1910","34320","32060"
"In post","2023","30-39","Undeclared","Overseas","Female","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Overseas","Male","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","London","Female","3455","3350","47420","43650"
"In post","2023","30-39","Unknown","London","Male","3015","2995","46900","43210"
"In post","2023","30-39","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Outside London","Female","10770","9960","32230","28840"
"In post","2023","30-39","Unknown","Outside London","Male","10720","10595","33670","30740"
"In post","2023","30-39","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","Female","225","225","53300","53970"
"In post","2023","30-39","Unknown","Overseas","Male","215","215","54010","54270"
"In post","2023","30-39","Unknown","Unknown","Female","70","65","40180","38710"
"In post","2023","30-39","Unknown","Unknown","Male","360","360","41390","40690"
"In post","2023","40-49","Declared disabled","London","Female","1325","1230","45830","39790"
"In post","2023","40-49","Declared disabled","London","Male","935","925","48570","43190"
"In post","2023","40-49","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Outside London","Female","7090","6345","32910","28120"
"In post","2023","40-49","Declared disabled","Outside London","Male","4235","4135","34280","30410"
"In post","2023","40-49","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Overseas","Female","20","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Overseas","Male","35","35","49520","46860"
"In post","2023","40-49","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","Female","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","Male","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","London","Female","8160","7475","49950","44490"
"In post","2023","40-49","Declared non-disabled","London","Male","6665","6595","52520","47220"
"In post","2023","40-49","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Outside London","Female","35275","31735","35410","31270"
"In post","2023","40-49","Declared non-disabled","Outside London","Male","26510","26185","38090","34170"
"In post","2023","40-49","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Overseas","Female","235","230","56290","56100"
"In post","2023","40-49","Declared non-disabled","Overseas","Male","350","350","55470","55220"
"In post","2023","40-49","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Unknown","Female","90","85","37850","32000"
"In post","2023","40-49","Declared non-disabled","Unknown","Male","60","60","39410","28880"
"In post","2023","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","London","Female","730","685","48690","43650"
"In post","2023","40-49","Undeclared","London","Male","675","670","50890","46470"
"In post","2023","40-49","Undeclared","Outside London","Female","2585","2335","34610","31280"
"In post","2023","40-49","Undeclared","Outside London","Male","2705","2665","36920","34060"
"In post","2023","40-49","Undeclared","Overseas","Female","15","15","[c]","[c]"
"In post","2023","40-49","Undeclared","Overseas","Male","25","25","[c]","[c]"
"In post","2023","40-49","Undeclared","Unknown","Female","10","5","[c]","[c]"
"In post","2023","40-49","Undeclared","Unknown","Male","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","London","Female","2165","2020","50590","45960"
"In post","2023","40-49","Unknown","London","Male","1800","1780","52320","47950"
"In post","2023","40-49","Unknown","Outside London","Female","8365","7650","34840","29160"
"In post","2023","40-49","Unknown","Outside London","Male","7540","7425","37040","33990"
"In post","2023","40-49","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Overseas","Female","170","165","60820","59740"
"In post","2023","40-49","Unknown","Overseas","Male","205","205","60240","59230"
"In post","2023","40-49","Unknown","Unknown","Female","65","65","41060","38610"
"In post","2023","40-49","Unknown","Unknown","Male","300","295","46110","42240"
"In post","2023","50-59","Declared disabled","London","Female","1875","1760","42240","35910"
"In post","2023","50-59","Declared disabled","London","Male","1235","1215","45750","39780"
"In post","2023","50-59","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Outside London","Female","11000","9875","31510","28120"
"In post","2023","50-59","Declared disabled","Outside London","Male","6770","6495","34150","29730"
"In post","2023","50-59","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Overseas","Female","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Overseas","Male","35","35","55130","52800"
"In post","2023","50-59","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Unknown","Female","30","25","[c]","[c]"
"In post","2023","50-59","Declared disabled","Unknown","Male","20","20","[c]","[c]"
"In post","2023","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","London","Female","8385","7925","44900","39150"
"In post","2023","50-59","Declared non-disabled","London","Male","7320","7230","49740","43760"
"In post","2023","50-59","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Outside London","Female","42180","38330","33670","28120"
"In post","2023","50-59","Declared non-disabled","Outside London","Male","32860","32050","38090","33990"
"In post","2023","50-59","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Overseas","Female","180","180","58490","55070"
"In post","2023","50-59","Declared non-disabled","Overseas","Male","355","355","54390","49770"
"In post","2023","50-59","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Unknown","Female","80","80","33890","28120"
"In post","2023","50-59","Declared non-disabled","Unknown","Male","85","80","40570","34630"
"In post","2023","50-59","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","London","Female","820","775","44210","37120"
"In post","2023","50-59","Undeclared","London","Male","915","905","49340","44220"
"In post","2023","50-59","Undeclared","Outside London","Female","3450","3155","33110","28130"
"In post","2023","50-59","Undeclared","Outside London","Male","4425","4265","36490","33150"
"In post","2023","50-59","Undeclared","Overseas","Female","15","15","[c]","[c]"
"In post","2023","50-59","Undeclared","Overseas","Male","30","30","[c]","[c]"
"In post","2023","50-59","Undeclared","Unknown","Female","5","5","[c]","[c]"
"In post","2023","50-59","Undeclared","Unknown","Male","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","London","Female","1590","1510","46640","39790"
"In post","2023","50-59","Unknown","London","Male","1670","1645","51150","43230"
"In post","2023","50-59","Unknown","Outside London","Female","7330","6680","33370","28120"
"In post","2023","50-59","Unknown","Outside London","Male","8155","7885","37180","34300"
"In post","2023","50-59","Unknown","Overseas","Female","120","120","60830","59770"
"In post","2023","50-59","Unknown","Overseas","Male","140","140","59870","58300"
"In post","2023","50-59","Unknown","Unknown","Female","40","35","35650","34610"
"In post","2023","50-59","Unknown","Unknown","Male","465","455","47380","43280"
"In post","2023","60-64","Declared disabled","London","Female","590","525","37210","32520"
"In post","2023","60-64","Declared disabled","London","Male","415","375","41690","35250"
"In post","2023","60-64","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Outside London","Female","3595","2805","28520","28120"
"In post","2023","60-64","Declared disabled","Outside London","Male","2355","1980","32660","28120"
"In post","2023","60-64","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Unknown","Female","10","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","London","Female","2290","1980","38930","32520"
"In post","2023","60-64","Declared non-disabled","London","Male","2105","1920","46270","39780"
"In post","2023","60-64","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Outside London","Female","12610","9900","29970","28110"
"In post","2023","60-64","Declared non-disabled","Outside London","Male","10565","9060","34900","30320"
"In post","2023","60-64","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Overseas","Female","30","30","69950","57590"
"In post","2023","60-64","Declared non-disabled","Overseas","Male","80","80","58520","50850"
"In post","2023","60-64","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Female","20","15","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Male","25","25","[c]","[c]"
"In post","2023","60-64","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","London","Female","260","230","38910","32520"
"In post","2023","60-64","Undeclared","London","Male","255","225","47870","39140"
"In post","2023","60-64","Undeclared","Outside London","Female","1075","870","30000","27460"
"In post","2023","60-64","Undeclared","Outside London","Male","1410","1155","33910","32580"
"In post","2023","60-64","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Overseas","Male","10","10","[c]","[c]"
"In post","2023","60-64","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Unknown","Male","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","London","Female","365","330","43180","36190"
"In post","2023","60-64","Unknown","London","Male","420","385","49100","42060"
"In post","2023","60-64","Unknown","Outside London","Female","1915","1550","29950","24890"
"In post","2023","60-64","Unknown","Outside London","Male","2375","2040","34240","29880"
"In post","2023","60-64","Unknown","Overseas","Female","10","10","[c]","[c]"
"In post","2023","60-64","Unknown","Overseas","Male","25","25","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","Male","150","150","45780","41510"
"In post","2023","65+","Declared disabled","London","Female","225","180","34350","30410"
"In post","2023","65+","Declared disabled","London","Male","190","160","38160","32520"
"In post","2023","65+","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Outside London","Female","945","675","27120","25610"
"In post","2023","65+","Declared disabled","Outside London","Male","850","650","31100","28120"
"In post","2023","65+","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","London","Female","895","715","34410","30200"
"In post","2023","65+","Declared non-disabled","London","Male","885","755","42020","34630"
"In post","2023","65+","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Outside London","Female","3470","2510","27750","25620"
"In post","2023","65+","Declared non-disabled","Outside London","Male","3700","2910","33560","28120"
"In post","2023","65+","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Overseas","Male","20","20","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Unknown","Female","10","5","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Unknown","Male","15","10","[c]","[c]"
"In post","2023","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","London","Female","100","80","36400","29990"
"In post","2023","65+","Undeclared","London","Male","110","95","43710","35200"
"In post","2023","65+","Undeclared","Outside London","Female","315","230","29330","25920"
"In post","2023","65+","Undeclared","Outside London","Male","435","335","33620","28480"
"In post","2023","65+","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","London","Female","140","120","44100","34370"
"In post","2023","65+","Unknown","London","Male","180","145","46810","39790"
"In post","2023","65+","Unknown","Outside London","Female","535","395","29060","24890"
"In post","2023","65+","Unknown","Outside London","Male","795","620","33490","28600"
"In post","2023","65+","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Overseas","Male","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","Male","30","25","[c]","[c]"
"In post","2023","Unknown","Declared disabled","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","London","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","London","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Outside London","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Outside London","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","London","Female","140","[c]","32400","32220"
"Leaver CS","2023","20-29","Declared disabled","London","Male","75","[c]","33390","32520"
"Leaver CS","2023","20-29","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Outside London","Female","325","[c]","25370","23700"
"Leaver CS","2023","20-29","Declared disabled","Outside London","Male","220","[c]","26060","24980"
"Leaver CS","2023","20-29","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
