"Status","Year","Age","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Unknown","Property","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","Science and Engineering","85","85","19610","18780"
"In post","2023","16-19","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Statistics","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","50","50","23890","22520"
"In post","2023","20-29","Declared disabled","Commercial","100","100","35570","31270"
"In post","2023","20-29","Declared disabled","Communications","50","50","34110","34190"
"In post","2023","20-29","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Counter Fraud","110","105","28900","28120"
"In post","2023","20-29","Declared disabled","Digital, Data and Technology","265","265","35640","33910"
"In post","2023","20-29","Declared disabled","Economics","65","65","39920","36770"
"In post","2023","20-29","Declared disabled","Finance","95","95","32000","28840"
"In post","2023","20-29","Declared disabled","Geography","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Human Resources","155","155","34270","31270"
"In post","2023","20-29","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Intelligence Analysis","35","35","32800","31310"
"In post","2023","20-29","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","International Trade","40","40","39240","38750"
"In post","2023","20-29","Declared disabled","Knowledge and Information Management","30","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Legal","65","65","38120","34460"
"In post","2023","20-29","Declared disabled","Medicine","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Operational Delivery","3055","2985","26970","25880"
"In post","2023","20-29","Declared disabled","Operational Research","40","40","37030","38130"
"In post","2023","20-29","Declared disabled","Other","155","150","27020","25550"
"In post","2023","20-29","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Policy","735","735","39970","37300"
"In post","2023","20-29","Declared disabled","Project Delivery","240","240","34420","32790"
"In post","2023","20-29","Declared disabled","Property","55","55","32330","30130"
"In post","2023","20-29","Declared disabled","Psychology","30","30","[c]","[c]"
"In post","2023","20-29","Declared disabled","Science and Engineering","310","310","30920","30650"
"In post","2023","20-29","Declared disabled","Security","75","75","33420","31620"
"In post","2023","20-29","Declared disabled","Social Research","50","45","38480","36520"
"In post","2023","20-29","Declared disabled","Statistics","90","85","35560","34170"
"In post","2023","20-29","Declared disabled","Tax","145","140","31630","28130"
"In post","2023","20-29","Declared disabled","Unknown","550","545","32970","30130"
"In post","2023","20-29","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Commercial","595","595","36820","34170"
"In post","2023","20-29","Declared non-disabled","Communications","400","395","36040","34410"
"In post","2023","20-29","Declared non-disabled","Corporate Finance","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Counter Fraud","860","850","29330","28120"
"In post","2023","20-29","Declared non-disabled","Digital, Data and Technology","1810","1795","36690","34700"
"In post","2023","20-29","Declared non-disabled","Economics","720","720","41430","39040"
"In post","2023","20-29","Declared non-disabled","Finance","790","780","34090","32210"
"In post","2023","20-29","Declared non-disabled","Geography","50","50","28420","27610"
"In post","2023","20-29","Declared non-disabled","Human Resources","835","830","33610","31270"
"In post","2023","20-29","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Intelligence Analysis","275","275","33360","32000"
"In post","2023","20-29","Declared non-disabled","Internal Audit","30","25","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","International Trade","270","265","40140","38050"
"In post","2023","20-29","Declared non-disabled","Knowledge and Information Management","180","180","32160","30970"
"In post","2023","20-29","Declared non-disabled","Legal","715","710","39630","37680"
"In post","2023","20-29","Declared non-disabled","Medicine","40","40","33150","30200"
"In post","2023","20-29","Declared non-disabled","Operational Delivery","23210","22725","27460","27640"
"In post","2023","20-29","Declared non-disabled","Operational Research","150","150","39880","39110"
"In post","2023","20-29","Declared non-disabled","Other","980","965","28180","26620"
"In post","2023","20-29","Declared non-disabled","Planning","25","25","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Planning Inspectors","10","10","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Policy","4665","4650","41000","38770"
"In post","2023","20-29","Declared non-disabled","Project Delivery","1275","1270","36520","34170"
"In post","2023","20-29","Declared non-disabled","Property","440","435","31470","30320"
"In post","2023","20-29","Declared non-disabled","Psychology","300","295","30350","30940"
"In post","2023","20-29","Declared non-disabled","Science and Engineering","1600","1595","31860","30650"
"In post","2023","20-29","Declared non-disabled","Security","485","485","31130","29170"
"In post","2023","20-29","Declared non-disabled","Social Research","345","340","39030","38400"
"In post","2023","20-29","Declared non-disabled","Statistics","520","515","38650","36990"
"In post","2023","20-29","Declared non-disabled","Tax","1645","1620","32190","28130"
"In post","2023","20-29","Declared non-disabled","Unknown","2770","2750","33770","31940"
"In post","2023","20-29","Declared non-disabled","Veterinarian","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Commercial","35","35","39200","34790"
"In post","2023","20-29","Undeclared","Communications","30","30","36310","36340"
"In post","2023","20-29","Undeclared","Counter Fraud","35","35","30040","28120"
"In post","2023","20-29","Undeclared","Digital, Data and Technology","115","115","36590","34700"
"In post","2023","20-29","Undeclared","Economics","70","65","37430","35660"
"In post","2023","20-29","Undeclared","Finance","40","40","34810","32480"
"In post","2023","20-29","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Human Resources","50","50","32520","30050"
"In post","2023","20-29","Undeclared","Intelligence Analysis","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","International Trade","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Legal","30","30","[c]","[c]"
"In post","2023","20-29","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Operational Delivery","1080","1060","28170","28080"
"In post","2023","20-29","Undeclared","Operational Research","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Other","40","40","26650","21690"
"In post","2023","20-29","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Policy","350","350","40250","37590"
"In post","2023","20-29","Undeclared","Project Delivery","60","60","35830","34270"
"In post","2023","20-29","Undeclared","Property","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Psychology","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Science and Engineering","80","80","31510","30270"
"In post","2023","20-29","Undeclared","Security","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Social Research","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Statistics","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Tax","85","80","32230","32260"
"In post","2023","20-29","Undeclared","Unknown","120","120","34700","33520"
"In post","2023","20-29","Unknown","Commercial","395","395","32500","30350"
"In post","2023","20-29","Unknown","Communications","340","335","37100","36070"
"In post","2023","20-29","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Counter Fraud","215","210","30510","28130"
"In post","2023","20-29","Unknown","Digital, Data and Technology","1325","1315","35620","34180"
"In post","2023","20-29","Unknown","Economics","380","380","39210","35410"
"In post","2023","20-29","Unknown","Finance","500","495","32530","30130"
"In post","2023","20-29","Unknown","Geography","40","40","26000","27610"
"In post","2023","20-29","Unknown","Human Resources","490","485","30910","28080"
"In post","2023","20-29","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Intelligence Analysis","175","175","32130","29890"
"In post","2023","20-29","Unknown","Internal Audit","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","International Trade","290","290","41570","41550"
"In post","2023","20-29","Unknown","Knowledge and Information Management","80","80","30630","27950"
"In post","2023","20-29","Unknown","Legal","300","295","37300","34600"
"In post","2023","20-29","Unknown","Medicine","80","75","34930","33230"
"In post","2023","20-29","Unknown","Operational Delivery","14180","13910","26840","25750"
"In post","2023","20-29","Unknown","Operational Research","170","170","33350","33950"
"In post","2023","20-29","Unknown","Other","940","935","30680","29860"
"In post","2023","20-29","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Policy","2605","2595","40460","38130"
"In post","2023","20-29","Unknown","Project Delivery","965","960","35080","32960"
"In post","2023","20-29","Unknown","Property","335","330","29420","27570"
"In post","2023","20-29","Unknown","Psychology","65","60","29280","30940"
"In post","2023","20-29","Unknown","Science and Engineering","855","850","30230","30100"
"In post","2023","20-29","Unknown","Security","530","530","29400","27480"
"In post","2023","20-29","Unknown","Social Research","210","210","37470","36840"
"In post","2023","20-29","Unknown","Statistics","395","390","35550","33950"
"In post","2023","20-29","Unknown","Tax","1025","1010","29490","27890"
"In post","2023","20-29","Unknown","Unknown","3295","3260","33440","30130"
"In post","2023","20-29","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Commercial","180","180","43410","39050"
"In post","2023","30-39","Declared disabled","Communications","80","80","41410","40420"
"In post","2023","30-39","Declared disabled","Corporate Finance","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Counter Fraud","180","170","30910","28120"
"In post","2023","30-39","Declared disabled","Digital, Data and Technology","470","465","41510","38460"
"In post","2023","30-39","Declared disabled","Economics","40","35","55290","55990"
"In post","2023","30-39","Declared disabled","Finance","150","140","42350","37740"
"In post","2023","30-39","Declared disabled","Geography","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Human Resources","310","300","39050","35000"
"In post","2023","30-39","Declared disabled","Inspector of Education and Training","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Intelligence Analysis","50","50","34810","32160"
"In post","2023","30-39","Declared disabled","Internal Audit","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","International Trade","45","45","49360","52760"
"In post","2023","30-39","Declared disabled","Knowledge and Information Management","50","50","35620","33830"
"In post","2023","30-39","Declared disabled","Legal","205","200","48730","52020"
"In post","2023","30-39","Declared disabled","Medicine","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Operational Delivery","5310","4975","29200","28120"
"In post","2023","30-39","Declared disabled","Operational Research","45","40","42470","39890"
"In post","2023","30-39","Declared disabled","Other","285","265","31850","28120"
"In post","2023","30-39","Declared disabled","Planning","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Policy","835","810","48350","49400"
"In post","2023","30-39","Declared disabled","Project Delivery","345","335","43450","41050"
"In post","2023","30-39","Declared disabled","Property","75","75","35090","34300"
"In post","2023","30-39","Declared disabled","Psychology","55","55","35060","31670"
"In post","2023","30-39","Declared disabled","Science and Engineering","300","295","40220","39890"
"In post","2023","30-39","Declared disabled","Security","105","105","35510","34300"
"In post","2023","30-39","Declared disabled","Social Research","50","50","42680","40640"
"In post","2023","30-39","Declared disabled","Statistics","85","80","42020","39300"
"In post","2023","30-39","Declared disabled","Tax","335","320","38500","35000"
"In post","2023","30-39","Declared disabled","Unknown","695","665","39790","35340"
"In post","2023","30-39","Declared disabled","Veterinarian","5","5","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Commercial","1125","1090","45220","41200"
"In post","2023","30-39","Declared non-disabled","Communications","735","705","45220","43200"
"In post","2023","30-39","Declared non-disabled","Corporate Finance","15","15","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Counter Fraud","1195","1145","31280","28130"
"In post","2023","30-39","Declared non-disabled","Digital, Data and Technology","3370","3310","44010","41480"
"In post","2023","30-39","Declared non-disabled","Economics","330","320","59450","59600"
"In post","2023","30-39","Declared non-disabled","Finance","1415","1365","43650","41000"
"In post","2023","30-39","Declared non-disabled","Geography","90","90","35060","34370"
"In post","2023","30-39","Declared non-disabled","Human Resources","1690","1620","39820","37090"
"In post","2023","30-39","Declared non-disabled","Inspector of Education and Training","130","130","60120","52750"
"In post","2023","30-39","Declared non-disabled","Intelligence Analysis","590","570","35000","32160"
"In post","2023","30-39","Declared non-disabled","Internal Audit","85","80","43870","42790"
"In post","2023","30-39","Declared non-disabled","International Trade","275","270","51140","55370"
"In post","2023","30-39","Declared non-disabled","Knowledge and Information Management","340","330","37410","34170"
"In post","2023","30-39","Declared non-disabled","Legal","2040","1955","51460","52360"
"In post","2023","30-39","Declared non-disabled","Medicine","295","260","48340","41190"
"In post","2023","30-39","Declared non-disabled","Operational Delivery","35030","32855","30350","28120"
"In post","2023","30-39","Declared non-disabled","Operational Research","190","185","49120","49260"
"In post","2023","30-39","Declared non-disabled","Other","1660","1550","35050","31920"
"In post","2023","30-39","Declared non-disabled","Planning","45","45","44180","40800"
"In post","2023","30-39","Declared non-disabled","Planning Inspectors","60","55","51150","48660"
"In post","2023","30-39","Declared non-disabled","Policy","6305","6150","51020","53550"
"In post","2023","30-39","Declared non-disabled","Project Delivery","2775","2700","44800","41800"
"In post","2023","30-39","Declared non-disabled","Property","625","605","38410","34450"
"In post","2023","30-39","Declared non-disabled","Psychology","455","440","37230","32420"
"In post","2023","30-39","Declared non-disabled","Science and Engineering","1875","1830","41620","40790"
"In post","2023","30-39","Declared non-disabled","Security","955","945","35780","34170"
"In post","2023","30-39","Declared non-disabled","Social Research","275","265","48130","45210"
"In post","2023","30-39","Declared non-disabled","Statistics","575","550","47460","44760"
"In post","2023","30-39","Declared non-disabled","Tax","3185","3080","38330","35000"
"In post","2023","30-39","Declared non-disabled","Unknown","4195","4065","42400","38330"
"In post","2023","30-39","Declared non-disabled","Veterinarian","65","65","39070","37520"
"In post","2023","30-39","Undeclared","Commercial","100","95","46270","42620"
"In post","2023","30-39","Undeclared","Communications","45","45","43710","40970"
"In post","2023","30-39","Undeclared","Counter Fraud","100","95","30440","28120"
"In post","2023","30-39","Undeclared","Digital, Data and Technology","280","275","44550","41780"
"In post","2023","30-39","Undeclared","Economics","40","40","54110","55740"
"In post","2023","30-39","Undeclared","Finance","80","80","45860","43130"
"In post","2023","30-39","Undeclared","Geography","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Human Resources","115","110","41200","39830"
"In post","2023","30-39","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Intelligence Analysis","50","45","35380","32550"
"In post","2023","30-39","Undeclared","Internal Audit","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","International Trade","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Knowledge and Information Management","30","30","34060","32560"
"In post","2023","30-39","Undeclared","Legal","90","90","48900","52020"
"In post","2023","30-39","Undeclared","Medicine","15","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Operational Delivery","2580","2435","31100","28130"
"In post","2023","30-39","Undeclared","Operational Research","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Other","120","110","31080","28120"
"In post","2023","30-39","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Policy","495","480","50510","53550"
"In post","2023","30-39","Undeclared","Project Delivery","165","160","45030","42480"
"In post","2023","30-39","Undeclared","Property","30","30","38090","34130"
"In post","2023","30-39","Undeclared","Psychology","45","40","36400","32420"
"In post","2023","30-39","Undeclared","Science and Engineering","190","180","41640","40690"
"In post","2023","30-39","Undeclared","Security","70","65","39450","40880"
"In post","2023","30-39","Undeclared","Social Research","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Statistics","35","30","46780","44140"
"In post","2023","30-39","Undeclared","Tax","180","180","39900","35000"
"In post","2023","30-39","Undeclared","Unknown","205","195","41870","38330"
"In post","2023","30-39","Undeclared","Veterinarian","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Commercial","380","370","41890","39590"
"In post","2023","30-39","Unknown","Communications","340","335","45380","43000"
"In post","2023","30-39","Unknown","Corporate Finance","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Counter Fraud","260","250","32090","29890"
"In post","2023","30-39","Unknown","Digital, Data and Technology","1515","1490","44320","41200"
"In post","2023","30-39","Unknown","Economics","100","100","55420","56340"
"In post","2023","30-39","Unknown","Finance","500","485","42520","40080"
"In post","2023","30-39","Unknown","Geography","25","25","[c]","[c]"
"In post","2023","30-39","Unknown","Human Resources","595","570","38000","35000"
"In post","2023","30-39","Unknown","Inspector of Education and Training","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Intelligence Analysis","135","135","36440","34300"
"In post","2023","30-39","Unknown","Internal Audit","35","35","45480","42500"
"In post","2023","30-39","Unknown","International Trade","285","280","50520","53970"
"In post","2023","30-39","Unknown","Knowledge and Information Management","80","80","37920","34300"
"In post","2023","30-39","Unknown","Legal","655","635","47680","49050"
"In post","2023","30-39","Unknown","Medicine","225","195","46900","40590"
"In post","2023","30-39","Unknown","Operational Delivery","12745","12130","29330","27650"
"In post","2023","30-39","Unknown","Operational Research","90","85","40700","39890"
"In post","2023","30-39","Unknown","Other","895","870","38130","36180"
"In post","2023","30-39","Unknown","Planning","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Planning Inspectors","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Policy","2310","2275","50300","53050"
"In post","2023","30-39","Unknown","Project Delivery","985","965","43800","41200"
"In post","2023","30-39","Unknown","Property","230","225","34920","33830"
"In post","2023","30-39","Unknown","Psychology","75","70","37090","37060"
"In post","2023","30-39","Unknown","Science and Engineering","545","535","41270","40880"
"In post","2023","30-39","Unknown","Security","615","615","35200","34170"
"In post","2023","30-39","Unknown","Social Research","140","135","44000","41440"
"In post","2023","30-39","Unknown","Statistics","165","160","44030","41950"
"In post","2023","30-39","Unknown","Tax","1455","1395","33890","34700"
"In post","2023","30-39","Unknown","Unknown","3390","3275","41460","38120"
"In post","2023","30-39","Unknown","Veterinarian","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Commercial","230","225","49080","42620"
"In post","2023","40-49","Declared disabled","Communications","95","90","44290","41970"
"In post","2023","40-49","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Counter Fraud","285","265","31300","28120"
"In post","2023","40-49","Declared disabled","Digital, Data and Technology","565","555","44770","41480"
"In post","2023","40-49","Declared disabled","Economics","20","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Finance","240","230","42570","38470"
"In post","2023","40-49","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Human Resources","425","405","41940","38290"
"In post","2023","40-49","Declared disabled","Inspector of Education and Training","20","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Intelligence Analysis","75","70","37080","32100"
"In post","2023","40-49","Declared disabled","Internal Audit","25","25","[c]","[c]"
"In post","2023","40-49","Declared disabled","International Trade","25","25","[c]","[c]"
"In post","2023","40-49","Declared disabled","Knowledge and Information Management","60","60","36430","33840"
"In post","2023","40-49","Declared disabled","Legal","305","280","51190","52330"
"In post","2023","40-49","Declared disabled","Medicine","40","35","56090","40590"
"In post","2023","40-49","Declared disabled","Operational Delivery","7940","7245","29960","28120"
"In post","2023","40-49","Declared disabled","Operational Research","30","30","47370","49260"
"In post","2023","40-49","Declared disabled","Other","445","405","32310","28120"
"In post","2023","40-49","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Planning Inspectors","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Policy","720","695","52650","51360"
"In post","2023","40-49","Declared disabled","Project Delivery","485","470","45330","41800"
"In post","2023","40-49","Declared disabled","Property","125","120","40760","37300"
"In post","2023","40-49","Declared disabled","Psychology","35","35","37380","32420"
"In post","2023","40-49","Declared disabled","Science and Engineering","260","250","44040","43290"
"In post","2023","40-49","Declared disabled","Security","175","170","38710","38470"
"In post","2023","40-49","Declared disabled","Social Research","40","35","44380","42100"
"In post","2023","40-49","Declared disabled","Statistics","50","50","50590","46520"
"In post","2023","40-49","Declared disabled","Tax","345","330","39840","35000"
"In post","2023","40-49","Declared disabled","Unknown","585","555","44390","38330"
"In post","2023","40-49","Declared disabled","Veterinarian","5","5","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Commercial","1320","1285","52190","44700"
"In post","2023","40-49","Declared non-disabled","Communications","700","660","49440","45960"
"In post","2023","40-49","Declared non-disabled","Corporate Finance","20","20","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Counter Fraud","1445","1360","32590","28130"
"In post","2023","40-49","Declared non-disabled","Digital, Data and Technology","4145","4055","47970","44130"
"In post","2023","40-49","Declared non-disabled","Economics","175","165","67550","65920"
"In post","2023","40-49","Declared non-disabled","Finance","1910","1830","46510","42510"
"In post","2023","40-49","Declared non-disabled","Geography","65","65","36010","34370"
"In post","2023","40-49","Declared non-disabled","Human Resources","2065","1970","43010","38790"
"In post","2023","40-49","Declared non-disabled","Inspector of Education and Training","335","330","66980","72470"
"In post","2023","40-49","Declared non-disabled","Intelligence Analysis","565","540","36230","32160"
"In post","2023","40-49","Declared non-disabled","Internal Audit","130","125","49710","46830"
"In post","2023","40-49","Declared non-disabled","International Trade","190","185","52980","54820"
"In post","2023","40-49","Declared non-disabled","Knowledge and Information Management","400","380","38840","35080"
"In post","2023","40-49","Declared non-disabled","Legal","2280","2095","56960","56450"
"In post","2023","40-49","Declared non-disabled","Medicine","435","385","60390","49370"
"In post","2023","40-49","Declared non-disabled","Operational Delivery","39150","36185","31580","28120"
"In post","2023","40-49","Declared non-disabled","Operational Research","145","135","53180","52140"
"In post","2023","40-49","Declared non-disabled","Other","2195","2045","37960","32310"
"In post","2023","40-49","Declared non-disabled","Planning","40","40","51570","54540"
"In post","2023","40-49","Declared non-disabled","Planning Inspectors","120","115","56580","60050"
