"Status","Year","Disability","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Cumbria","EO","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","G7","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","HEO","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","HEO","Male","20","15","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","SEO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","SEO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","Unknown","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","AA","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","AA","Male","30","30","22510","23230"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","AO","Female","270","230","23000","21780"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","AO","Male","245","230","24790","22520"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","EO","Female","360","320","27870","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","EO","Male","210","200","28380","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","G6","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","G6","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","G7","Female","80","75","56130","56870"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","G7","Male","30","30","57290","57970"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","HEO","Female","195","185","33950","34530"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","HEO","Male","120","120","34590","34700"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SEO","Female","110","105","42420","42140"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SEO","Male","70","65","42350","42100"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Female","160","145","30110","29050"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Male","30","30","30470","29050"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","AA","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Devon","AA","Male","45","45","21560","21380"
"In post","2023","Declared disabled","Devon","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","AO","Female","190","150","22900","21780"
"In post","2023","Declared disabled","Devon","AO","Male","130","120","25370","22220"
"In post","2023","Declared disabled","Devon","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","EO","Female","210","180","27780","28120"
"In post","2023","Declared disabled","Devon","EO","Male","140","135","29060","28120"
"In post","2023","Declared disabled","Devon","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","G6","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Devon","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","G7","Female","40","40","51300","49280"
"In post","2023","Declared disabled","Devon","G7","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Devon","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","HEO","Female","85","80","33720","33930"
"In post","2023","Declared disabled","Devon","HEO","Male","85","80","34490","33630"
"In post","2023","Declared disabled","Devon","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","SEO","Female","80","75","41240","39650"
"In post","2023","Declared disabled","Devon","SEO","Male","70","65","41690","40420"
"In post","2023","Declared disabled","Devon","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","Unknown","Female","70","65","30950","29050"
"In post","2023","Declared disabled","Devon","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","AA","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","AA","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","AO","Female","110","95","23560","22220"
"In post","2023","Declared disabled","Dorset and Somerset","AO","Male","80","75","26430","24070"
"In post","2023","Declared disabled","Dorset and Somerset","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","EO","Female","120","105","27900","28120"
"In post","2023","Declared disabled","Dorset and Somerset","EO","Male","100","95","29150","28120"
"In post","2023","Declared disabled","Dorset and Somerset","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","G6","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","G7","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","G7","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","HEO","Female","65","60","34310","34170"
"In post","2023","Declared disabled","Dorset and Somerset","HEO","Male","55","50","35860","34370"
"In post","2023","Declared disabled","Dorset and Somerset","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","SEO","Female","35","35","43190","41730"
"In post","2023","Declared disabled","Dorset and Somerset","SEO","Male","30","30","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Unknown","Female","65","60","29590","29050"
"In post","2023","Declared disabled","Dorset and Somerset","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","AA","Female","55","50","21500","21380"
"In post","2023","Declared disabled","East Anglia","AA","Male","55","50","22110","23230"
"In post","2023","Declared disabled","East Anglia","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","AO","Female","245","210","23980","22370"
"In post","2023","Declared disabled","East Anglia","AO","Male","195","185","28060","28880"
"In post","2023","Declared disabled","East Anglia","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","EO","Female","285","245","28020","28120"
"In post","2023","Declared disabled","East Anglia","EO","Male","185","175","29560","28120"
"In post","2023","Declared disabled","East Anglia","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","G6","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","G6","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","G7","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","G7","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","HEO","Female","125","115","33990","34170"
"In post","2023","Declared disabled","East Anglia","HEO","Male","125","120","35080","34300"
"In post","2023","Declared disabled","East Anglia","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","SEO","Female","80","80","42700","41070"
"In post","2023","Declared disabled","East Anglia","SEO","Male","70","65","45310","43440"
"In post","2023","Declared disabled","East Anglia","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Unknown","Female","125","115","28880","26840"
"In post","2023","Declared disabled","East Anglia","Unknown","Male","55","50","29000","29050"
"In post","2023","Declared disabled","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","AA","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","East Wales","AA","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","East Wales","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","AO","Female","300","255","22870","22520"
"In post","2023","Declared disabled","East Wales","AO","Male","200","190","23910","22520"
"In post","2023","Declared disabled","East Wales","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","EO","Female","315","285","27910","28120"
"In post","2023","Declared disabled","East Wales","EO","Male","185","180","28380","28120"
"In post","2023","Declared disabled","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","G6","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","East Wales","G6","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","East Wales","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","G7","Female","100","95","55860","55540"
"In post","2023","Declared disabled","East Wales","G7","Male","70","65","57470","57860"
"In post","2023","Declared disabled","East Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","HEO","Female","215","200","34200","34170"
"In post","2023","Declared disabled","East Wales","HEO","Male","155","150","34540","34400"
"In post","2023","Declared disabled","East Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Wales","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","SEO","Female","150","140","42010","41100"
"In post","2023","Declared disabled","East Wales","SEO","Male","100","100","42390","41700"
"In post","2023","Declared disabled","East Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","Unknown","Female","80","75","31310","30420"
"In post","2023","Declared disabled","East Wales","Unknown","Male","30","25","[c]","[c]"
"In post","2023","Declared disabled","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","AA","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","AA","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","AO","Female","105","90","23640","21780"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","AO","Male","85","75","25650","22870"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","Female","125","110","28030","28120"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","Male","100","90","29610","28120"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","G7","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","HEO","Female","30","25","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","HEO","Male","30","30","35580","34850"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Female","60","55","31320","29930"
