"Status","Year","Parent_department","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Blackburn with Darwen","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Blackburn with Darwen","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bradford","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bradford","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bradford","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bridgend and Neath Port Talbot","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bridgend and Neath Port Talbot","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bridgend and Neath Port Talbot","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bridgend and Neath Port Talbot","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","Outside London","Heterosexual / straight","90","85","41720","32660"
"In post","2023","Attorney General's Departments","Brighton and Hove","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","Outside London","Heterosexual / straight","170","160","42430","38940"
"In post","2023","Attorney General's Departments","Bristol, City of","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","Outside London","Unknown","35","35","50570","54150"
"In post","2023","Attorney General's Departments","Bromley","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bromley","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bromley","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Buckinghamshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Buckinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Calderdale and Kirklees","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Calderdale and Kirklees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Calderdale and Kirklees","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","180","165","42200","39630"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","LGBO","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","Unknown","40","35","40060","32240"
"In post","2023","Attorney General's Departments","Central Hampshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Central Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Conwy and Denbighshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Conwy and Denbighshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Conwy and Denbighshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","London","Heterosexual / straight","40","35","38250","32660"
"In post","2023","Attorney General's Departments","Croydon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","London","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Darlington","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Darlington","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","Outside London","Heterosexual / straight","85","80","40850","38940"
"In post","2023","Attorney General's Departments","Devon CC","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dudley","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dudley","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Ealing","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Ealing","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Ealing","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","Outside London","Unknown","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","Outside London","Heterosexual / straight","85","80","40210","34410"
"In post","2023","Attorney General's Departments","East Kent","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","Outside London","Unknown","30","25","41640","30560"
"In post","2023","Attorney General's Departments","East Merseyside","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Surrey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Surrey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Haven Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Haven Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Thames Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Thames Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Thames Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","Outside London","Heterosexual / straight","65","60","38620","38350"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","Outside London","Unknown","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North East","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North West","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South West","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gwent Valleys","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gwent Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","Outside London","Heterosexual / straight","170","160","42520","40340"
"In post","2023","Attorney General's Departments","Heart of Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","Outside London","Unknown","30","25","45430","36780"
"In post","2023","Attorney General's Departments","Herefordshire, County of","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, County of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","Outside London","Heterosexual / straight","145","135","43770","40800"
"In post","2023","Attorney General's Departments","Hertfordshire CC","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","Outside London","Unknown","35","30","50900","62640"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Isle of Wight","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Isle of Wight","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent Thames Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent Thames Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent Thames Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","Outside London","Heterosexual / straight","60","55","39970","38760"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancaster and Wyre","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancaster and Wyre","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancaster and Wyre","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","Outside London","Heterosexual / straight","410","385","45050","49050"
"In post","2023","Attorney General's Departments","Leeds","Outside London","LGBO","30","30","40170","31860"
"In post","2023","Attorney General's Departments","Leeds","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","Outside London","Unknown","110","95","42420","38560"
"In post","2023","Attorney General's Departments","Leicester","Outside London","Heterosexual / straight","120","110","37660","31180"
"In post","2023","Attorney General's Departments","Leicester","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire CC and Rutland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire CC and Rutland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Liverpool","Outside London","Heterosexual / straight","330","315","37360","31180"
"In post","2023","Attorney General's Departments","Liverpool","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Liverpool","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Liverpool","Outside London","Unknown","65","60","40360","34410"
"In post","2023","Attorney General's Departments","Luton","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Luton","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Manchester","Outside London","Heterosexual / straight","310","290","40270","34410"
"In post","2023","Attorney General's Departments","Manchester","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Manchester","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Manchester","Outside London","Unknown","50","45","43040","35000"
"In post","2023","Attorney General's Departments","Medway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Medway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","Outside London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","Outside London","Heterosexual / straight","140","135","40210","38760"
"In post","2023","Attorney General's Departments","Mid Lancashire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","Outside London","Unknown","50","45","43820","49050"
"In post","2023","Attorney General's Departments","Monmouthshire and Newport","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Monmouthshire and Newport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Monmouthshire and Newport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Hampshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Northamptonshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Nottinghamshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North and North East Lincolnshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North and North East Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","Outside London","Heterosexual / straight","70","65","36230","26900"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Nottingham","Outside London","Heterosexual / straight","235","225","37390","31180"
"In post","2023","Attorney General's Departments","Nottingham","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Nottingham","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Nottingham","Outside London","Unknown","55","50","42790","46050"
"In post","2023","Attorney General's Departments","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Oxfordshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Oxfordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Oxfordshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Peterborough","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Peterborough","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","Outside London","Heterosexual / straight","100","95","42130","30560"
"In post","2023","Attorney General's Departments","Portsmouth","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sefton","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sefton","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sefton","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sheffield","Outside London","Heterosexual / straight","115","110","34680","28850"
"In post","2023","Attorney General's Departments","Sheffield","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Sheffield","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sheffield","Outside London","Unknown","35","30","39300","31740"
"In post","2023","Attorney General's Departments","Shropshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Somerset CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Somerset CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Somerset CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","Outside London","Heterosexual / straight","130","125","43600","40540"
"In post","2023","Attorney General's Departments","South Hampshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South Nottinghamshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
