"Status","Year","Disability","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East Midlands (England)","35","35","32720","32110"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East of England","25","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","London","565","550","49190","45570"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North East (England)","45","40","36400","32110"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","95","95","39050","35190"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","60","55","33440","32110"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","30","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","245","235","35990","35230"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Wales","230","215","35000","31350"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","West Midlands (England)","90","85","35870","32710"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","25","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","London","155","150","48920","52760"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","North East (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","North West (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","East Midlands (England)","45","40","38690","37590"
"In post","2023","Declared disabled","Department for Education","East of England","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","London","230","215","51890","55020"
"In post","2023","Declared disabled","Department for Education","North East (England)","90","85","38840","37590"
"In post","2023","Declared disabled","Department for Education","North West (England)","150","145","41740","37590"
"In post","2023","Declared disabled","Department for Education","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","South West (England)","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","West Midlands (England)","110","105","40730","37590"
"In post","2023","Declared disabled","Department for Education","Yorkshire and The Humber","180","165","41280","37590"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","45","45","34920","30930"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","95","90","33800","30320"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","London","325","315","45310","40260"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","120","115","30400","25920"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","315","290","29690","25920"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","35","35","31580","25920"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","200","190","35200","31180"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","295","280","35470","30840"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Wales","60","55","30800","28590"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","110","105","32970","28110"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","200","195","34130","30320"
"In post","2023","Declared disabled","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","London","215","215","48370","41750"
"In post","2023","Declared disabled","Department for International Trade","North East (England)","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","East of England","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","London","250","245","47930","43180"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","North East (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","North West (England)","35","35","43340","40300"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","South West (England)","60","55","34070","30790"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","West Midlands (England)","50","45","40400","37540"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","East Midlands (England)","85","80","32430","30870"
"In post","2023","Declared disabled","Department for Transport","East of England","35","30","29100","27470"
"In post","2023","Declared disabled","Department for Transport","London","230","220","46940","43750"
"In post","2023","Declared disabled","Department for Transport","North East (England)","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","North West (England)","45","35","29500","27450"
"In post","2023","Declared disabled","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Scotland","30","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","South East (England)","115","105","32840","28190"
"In post","2023","Declared disabled","Department for Transport","South West (England)","70","65","31980","27670"
"In post","2023","Declared disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport","Wales","705","590","25780","22500"
"In post","2023","Declared disabled","Department for Transport","West Midlands (England)","45","45","32480","28190"
"In post","2023","Declared disabled","Department for Transport","Yorkshire and The Humber","45","40","30930","28020"
"In post","2023","Declared disabled","Department for Work and Pensions","East Midlands (England)","1010","885","27530","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","East of England","940","815","29620","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","London","1710","1565","35460","32520"
"In post","2023","Declared disabled","Department for Work and Pensions","North East (England)","1815","1570","27900","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","North West (England)","3570","3145","27930","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions","Scotland","1565","1355","26600","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","South East (England)","1320","1155","28900","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","South West (England)","1060","915","27340","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Unknown","60","55","32780","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Wales","1105","985","27480","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","West Midlands (England)","1430","1235","27370","28120"
"In post","2023","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","1805","1575","30150","28120"
"In post","2023","Declared disabled","Department of Health and Social Care","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","East of England","20","15","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","London","245","235","48400","41950"
"In post","2023","Declared disabled","Department of Health and Social Care","North East (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","North West (England)","30","30","47820","38020"
"In post","2023","Declared disabled","Department of Health and Social Care","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","South East (England)","30","30","47190","41300"
"In post","2023","Declared disabled","Department of Health and Social Care","South West (England)","55","55","39700","37060"
"In post","2023","Declared disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","West Midlands (England)","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","75","75","45550","39880"
"In post","2023","Declared disabled","Estyn","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Wales","10","10","[c]","[c]"
"In post","2023","Declared disabled","Estyn","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","East of England","10","10","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","North East (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","North West (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","South East (England)","10","5","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","South West (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Wales","15","15","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Yorkshire and The Humber","30","30","41270","38670"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","London","360","350","48970","43000"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","140","140","48720","44320"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Scotland","35","30","40930","40230"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","South East (England)","100","95","35440","29980"
"In post","2023","Declared disabled","HM Land Registry","East Midlands (England)","85","80","31000","28080"
"In post","2023","Declared disabled","HM Land Registry","East of England","30","25","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","London","25","20","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","North East (England)","85","75","29190","28080"
"In post","2023","Declared disabled","HM Land Registry","North West (England)","105","90","30690","28080"
"In post","2023","Declared disabled","HM Land Registry","South West (England)","155","135","31900","28080"
"In post","2023","Declared disabled","HM Land Registry","Wales","80","70","29340","28080"
"In post","2023","Declared disabled","HM Land Registry","West Midlands (England)","90","80","31360","28080"
"In post","2023","Declared disabled","HM Land Registry","Yorkshire and The Humber","40","35","27900","28080"
"In post","2023","Declared disabled","HM Revenue and Customs","East Midlands (England)","445","415","35050","34700"
"In post","2023","Declared disabled","HM Revenue and Customs","East of England","90","80","34430","34700"
"In post","2023","Declared disabled","HM Revenue and Customs","London","920","865","46270","40470"
"In post","2023","Declared disabled","HM Revenue and Customs","North East (England)","1045","930","30480","27890"
"In post","2023","Declared disabled","HM Revenue and Customs","North West (England)","1365","1245","34290","32260"
"In post","2023","Declared disabled","HM Revenue and Customs","Northern Ireland","230","210","32830","28130"
"In post","2023","Declared disabled","HM Revenue and Customs","Scotland","715","635","30800","28130"
"In post","2023","Declared disabled","HM Revenue and Customs","South East (England)","265","235","33380","29730"
"In post","2023","Declared disabled","HM Revenue and Customs","South West (England)","225","210","37040","35000"
"In post","2023","Declared disabled","HM Revenue and Customs","Wales","455","415","32580","28130"
"In post","2023","Declared disabled","HM Revenue and Customs","West Midlands (England)","450","415","37190","35000"
"In post","2023","Declared disabled","HM Revenue and Customs","Yorkshire and The Humber","470","430","33480","28790"
"In post","2023","Declared disabled","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","East of England","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","London","205","200","47510","44770"
"In post","2023","Declared disabled","HM Treasury","North East (England)","25","25","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","South West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Declared disabled","Home Office","East Midlands (England)","20","20","[c]","[c]"
"In post","2023","Declared disabled","Home Office","East of England","165","150","27780","25980"
"In post","2023","Declared disabled","Home Office","London","1185","1110","40960","36180"
"In post","2023","Declared disabled","Home Office","North East (England)","155","135","26040","22400"
"In post","2023","Declared disabled","Home Office","North West (England)","675","625","30130","25980"
"In post","2023","Declared disabled","Home Office","Northern Ireland","55","50","28400","25880"
"In post","2023","Declared disabled","Home Office","Overseas","5","5","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Scotland","115","110","29090","26080"
"In post","2023","Declared disabled","Home Office","South East (England)","270","245","30350","27650"
"In post","2023","Declared disabled","Home Office","South West (England)","30","25","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Wales","65","65","30880","26180"
"In post","2023","Declared disabled","Home Office","West Midlands (England)","100","95","31140","26780"
"In post","2023","Declared disabled","Home Office","Yorkshire and The Humber","375","345","30870","26180"
"In post","2023","Declared disabled","Ministry of Defence","East Midlands (England)","175","170","29350","26610"
"In post","2023","Declared disabled","Ministry of Defence","East of England","355","340","33830","33830"
"In post","2023","Declared disabled","Ministry of Defence","London","425","420","44650","39900"
"In post","2023","Declared disabled","Ministry of Defence","North East (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","North West (England)","220","205","30040","27140"
"In post","2023","Declared disabled","Ministry of Defence","Northern Ireland","65","65","26350","22970"
"In post","2023","Declared disabled","Ministry of Defence","Overseas","35","35","50510","47080"
"In post","2023","Declared disabled","Ministry of Defence","Scotland","295","280","29820","26410"
"In post","2023","Declared disabled","Ministry of Defence","South East (England)","1100","1055","36680","34300"
"In post","2023","Declared disabled","Ministry of Defence","South West (England)","2610","2505","38320","35180"
"In post","2023","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","Wales","90","90","28770","27250"
"In post","2023","Declared disabled","Ministry of Defence","West Midlands (England)","275","260","33150","30740"
"In post","2023","Declared disabled","Ministry of Defence","Yorkshire and The Humber","150","140","28130","24680"
"In post","2023","Declared disabled","Ministry of Justice","East Midlands (England)","1245","1145","29550","27170"
"In post","2023","Declared disabled","Ministry of Justice","East of England","1010","935","30610","29050"
"In post","2023","Declared disabled","Ministry of Justice","London","1935","1845","37620","35030"
"In post","2023","Declared disabled","Ministry of Justice","North East (England)","685","625","30690","29050"
"In post","2023","Declared disabled","Ministry of Justice","North West (England)","1605","1485","30400","28880"
"In post","2023","Declared disabled","Ministry of Justice","Scotland","85","80","27650","25830"
"In post","2023","Declared disabled","Ministry of Justice","South East (England)","1445","1355","31210","29320"
"In post","2023","Declared disabled","Ministry of Justice","South West (England)","895","820","31130","29050"
"In post","2023","Declared disabled","Ministry of Justice","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice","Wales","675","630","29870","28480"
"In post","2023","Declared disabled","Ministry of Justice","West Midlands (England)","1460","1355","29880","26840"
"In post","2023","Declared disabled","Ministry of Justice","Yorkshire and The Humber","1260","1170","31610","29050"
"In post","2023","Declared disabled","National Crime Agency","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","East of England","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","London","75","75","44790","42240"
"In post","2023","Declared disabled","National Crime Agency","North East (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","North West (England)","70","70","38500","38480"
"In post","2023","Declared disabled","National Crime Agency","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","South East (England)","20","20","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","South West (England)","25","25","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","West Midlands (England)","25","25","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","East of England","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","30","30","50890","39790"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","North West (England)","45","45","35630","27140"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","South East (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","South West (England)","35","35","42690","32800"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","London","65","65","43320","35470"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Scotland","60","55","33780","26550"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","West Midlands (England)","45","45","41160","39140"
"In post","2023","Declared disabled","Office of Rail and Road","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland","Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government","Scotland","2235","2110","38730","34730"
"In post","2023","Declared disabled","The National Archives","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","London","35","35","33150","29840"
"In post","2023","Declared disabled","The National Archives","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","London","35","35","50770","44380"
"In post","2023","Declared disabled","UK Export Finance","North East (England)","[c]","[c]","[c]","[c]"
