"Status","Year","Age","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","AO","Female","Heterosexual / straight","7115","6840","24680","22520"
"In post","2023","20-29","AO","Female","LGBO","1165","1145","25400","23100"
"In post","2023","20-29","AO","Female","Undeclared","520","500","24380","22520"
"In post","2023","20-29","AO","Female","Unknown","3970","3815","24380","22520"
"In post","2023","20-29","AO","Male","Heterosexual / straight","6595","6535","25620","23100"
"In post","2023","20-29","AO","Male","LGBO","685","675","23890","22520"
"In post","2023","20-29","AO","Male","Undeclared","430","420","24680","22520"
"In post","2023","20-29","AO","Male","Unknown","3840","3790","24870","22520"
"In post","2023","20-29","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","EO","Female","Heterosexual / straight","7360","7225","28700","28120"
"In post","2023","20-29","EO","Female","LGBO","925","915","28390","28120"
"In post","2023","20-29","EO","Female","Undeclared","575","570","28700","28120"
"In post","2023","20-29","EO","Female","Unknown","3195","3150","28290","28080"
"In post","2023","20-29","EO","Male","Heterosexual / straight","5235","5205","28640","28120"
"In post","2023","20-29","EO","Male","LGBO","615","615","28120","28120"
"In post","2023","20-29","EO","Male","Undeclared","415","410","28630","28120"
"In post","2023","20-29","EO","Male","Unknown","2765","2750","28080","27890"
"In post","2023","20-29","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","G6","Female","Heterosexual / straight","100","100","66780","66530"
"In post","2023","20-29","G6","Female","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","G6","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","G6","Female","Unknown","40","40","69050","69000"
"In post","2023","20-29","G6","Male","Heterosexual / straight","80","80","67160","66380"
"In post","2023","20-29","G6","Male","LGBO","35","35","67240","66490"
"In post","2023","20-29","G6","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","G6","Male","Unknown","45","45","68490","66530"
"In post","2023","20-29","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","G7","Female","Heterosexual / straight","1765","1760","54970","54710"
"In post","2023","20-29","G7","Female","LGBO","245","240","55420","55020"
"In post","2023","20-29","G7","Female","Undeclared","195","195","55080","54710"
"In post","2023","20-29","G7","Female","Unknown","525","525","55910","55720"
"In post","2023","20-29","G7","Male","Heterosexual / straight","1370","1365","55420","55120"
"In post","2023","20-29","G7","Male","LGBO","290","290","55290","55120"
"In post","2023","20-29","G7","Male","Undeclared","170","170","55540","54690"
"In post","2023","20-29","G7","Male","Unknown","465","465","56350","55740"
"In post","2023","20-29","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HEO","Female","Heterosexual / straight","5845","5805","34020","34010"
"In post","2023","20-29","HEO","Female","LGBO","885","880","33970","34030"
"In post","2023","20-29","HEO","Female","Undeclared","570","570","33940","33950"
"In post","2023","20-29","HEO","Female","Unknown","2640","2630","33460","33830"
"In post","2023","20-29","HEO","Male","Heterosexual / straight","4620","4610","34110","34170"
"In post","2023","20-29","HEO","Male","LGBO","690","685","34300","34260"
"In post","2023","20-29","HEO","Male","Undeclared","450","445","33910","34040"
"In post","2023","20-29","HEO","Male","Unknown","2305","2295","33870","34370"
"In post","2023","20-29","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","SEO","Female","Heterosexual / straight","2845","2830","41420","41360"
"In post","2023","20-29","SEO","Female","LGBO","395","395","41270","41360"
"In post","2023","20-29","SEO","Female","Undeclared","280","280","41430","41550"
"In post","2023","20-29","SEO","Female","Unknown","875","875","42180","42140"
"In post","2023","20-29","SEO","Male","Heterosexual / straight","2095","2090","41580","41480"
"In post","2023","20-29","SEO","Male","LGBO","310","310","41370","41360"
"In post","2023","20-29","SEO","Male","Undeclared","240","240","41390","41360"
"In post","2023","20-29","SEO","Male","Unknown","890","890","42090","41870"
"In post","2023","20-29","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Female","Heterosexual / straight","2670","2615","26370","24570"
"In post","2023","20-29","Unknown","Female","LGBO","350","340","25190","24330"
"In post","2023","20-29","Unknown","Female","Undeclared","115","110","26130","24570"
"In post","2023","20-29","Unknown","Female","Unknown","840","810","25370","24310"
"In post","2023","20-29","Unknown","Male","Heterosexual / straight","695","690","27650","26520"
"In post","2023","20-29","Unknown","Male","LGBO","105","105","25140","23640"
"In post","2023","20-29","Unknown","Male","Undeclared","40","40","27840","26070"
"In post","2023","20-29","Unknown","Male","Unknown","540","540","29180","26910"
"In post","2023","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","AA","Female","Heterosexual / straight","705","610","22280","23230"
"In post","2023","30-39","AA","Female","LGBO","100","100","22880","23230"
"In post","2023","30-39","AA","Female","Undeclared","60","50","21250","21380"
"In post","2023","30-39","AA","Female","Unknown","455","385","22400","22180"
"In post","2023","30-39","AA","Male","Heterosexual / straight","725","710","22720","23230"
"In post","2023","30-39","AA","Male","LGBO","55","50","22490","23230"
"In post","2023","30-39","AA","Male","Undeclared","70","70","22370","23000"
"In post","2023","30-39","AA","Male","Unknown","395","390","23220","23230"
"In post","2023","30-39","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","AO","Female","Heterosexual / straight","7375","6320","24010","22500"
"In post","2023","30-39","AO","Female","LGBO","730","695","26310","24070"
"In post","2023","30-39","AO","Female","Undeclared","605","525","24390","22500"
"In post","2023","30-39","AO","Female","Unknown","3115","2690","23910","22520"
"In post","2023","30-39","AO","Male","Heterosexual / straight","6985","6875","27010","25480"
"In post","2023","30-39","AO","Male","LGBO","570","560","24840","22520"
"In post","2023","30-39","AO","Male","Undeclared","610","595","26200","22520"
"In post","2023","30-39","AO","Male","Unknown","2895","2840","26060","22520"
"In post","2023","30-39","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","EO","Female","Heterosexual / straight","9850","9000","28690","28120"
"In post","2023","30-39","EO","Female","LGBO","875","850","29250","28120"
"In post","2023","30-39","EO","Female","Undeclared","700","645","28880","28120"
"In post","2023","30-39","EO","Female","Unknown","3095","2855","28840","28120"
"In post","2023","30-39","EO","Male","Heterosexual / straight","7695","7645","29360","28120"
"In post","2023","30-39","EO","Male","LGBO","765","760","28650","28120"
"In post","2023","30-39","EO","Male","Undeclared","785","775","29580","28120"
"In post","2023","30-39","EO","Male","Unknown","3035","3015","29120","28120"
"In post","2023","30-39","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","G6","Female","Heterosexual / straight","1825","1740","68440","66940"
"In post","2023","30-39","G6","Female","LGBO","120","120","66880","66490"
"In post","2023","30-39","G6","Female","Undeclared","180","175","68250","67780"
"In post","2023","30-39","G6","Female","Unknown","415","395","68610","67010"
"In post","2023","30-39","G6","Male","Heterosexual / straight","1495","1480","68880","67420"
"In post","2023","30-39","G6","Male","LGBO","200","200","68870","67600"
"In post","2023","30-39","G6","Male","Undeclared","180","175","68770","67780"
"In post","2023","30-39","G6","Male","Unknown","405","400","69070","67520"
"In post","2023","30-39","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","G7","Female","Heterosexual / straight","5790","5530","55520","55080"
"In post","2023","30-39","G7","Female","LGBO","525","515","55320","54870"
"In post","2023","30-39","G7","Female","Undeclared","550","535","55540","55020"
"In post","2023","30-39","G7","Female","Unknown","1330","1285","56100","55470"
"In post","2023","30-39","G7","Male","Heterosexual / straight","4900","4865","56070","55540"
"In post","2023","30-39","G7","Male","LGBO","605","600","55960","55190"
"In post","2023","30-39","G7","Male","Undeclared","590","585","55850","55190"
"In post","2023","30-39","G7","Male","Unknown","1390","1380","56610","55790"
"In post","2023","30-39","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HEO","Female","Heterosexual / straight","7745","7330","34500","34300"
"In post","2023","30-39","HEO","Female","LGBO","685","670","34610","34340"
"In post","2023","30-39","HEO","Female","Undeclared","565","540","34560","34190"
"In post","2023","30-39","HEO","Female","Unknown","1885","1800","35070","34700"
"In post","2023","30-39","HEO","Male","Heterosexual / straight","6310","6270","35050","34700"
"In post","2023","30-39","HEO","Male","LGBO","660","660","34730","34520"
"In post","2023","30-39","HEO","Male","Undeclared","645","640","34950","34670"
"In post","2023","30-39","HEO","Male","Unknown","2065","2050","35270","34730"
"In post","2023","30-39","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","SCS level","Female","Heterosexual / straight","395","375","81450","77170"
"In post","2023","30-39","SCS level","Female","LGBO","30","30","78800","74300"
"In post","2023","30-39","SCS level","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","SCS level","Female","Unknown","100","95","81500","76510"
"In post","2023","30-39","SCS level","Male","Heterosexual / straight","305","300","82700","78330"
"In post","2023","30-39","SCS level","Male","LGBO","55","55","81600","77460"
"In post","2023","30-39","SCS level","Male","Undeclared","30","30","81080","79430"
"In post","2023","30-39","SCS level","Male","Unknown","85","85","82830","79000"
"In post","2023","30-39","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","SEO","Female","Heterosexual / straight","6090","5825","42150","41740"
"In post","2023","30-39","SEO","Female","LGBO","545","530","41850","41640"
"In post","2023","30-39","SEO","Female","Undeclared","550","530","42010","41780"
"In post","2023","30-39","SEO","Female","Unknown","1285","1240","42480","42140"
"In post","2023","30-39","SEO","Male","Heterosexual / straight","5165","5140","42540","41950"
"In post","2023","30-39","SEO","Male","LGBO","560","555","41910","41550"
"In post","2023","30-39","SEO","Male","Undeclared","590","585","42900","42140"
"In post","2023","30-39","SEO","Male","Unknown","1365","1355","42520","42140"
"In post","2023","30-39","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Female","Heterosexual / straight","3050","2805","30720","30810"
"In post","2023","30-39","Unknown","Female","LGBO","260","255","29360","26840"
"In post","2023","30-39","Unknown","Female","Undeclared","170","160","31180","30810"
"In post","2023","30-39","Unknown","Female","Unknown","645","575","28860","26840"
"In post","2023","30-39","Unknown","Male","Heterosexual / straight","970","960","33640","31920"
"In post","2023","30-39","Unknown","Male","LGBO","100","100","28790","25300"
"In post","2023","30-39","Unknown","Male","Undeclared","80","80","35120","33930"
"In post","2023","30-39","Unknown","Male","Unknown","565","555","36850","35190"
"In post","2023","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","AA","Female","Heterosexual / straight","845","735","22120","22520"
"In post","2023","40-49","AA","Female","LGBO","70","65","22670","23230"
"In post","2023","40-49","AA","Female","Undeclared","115","90","21020","19930"
"In post","2023","40-49","AA","Female","Unknown","415","355","22520","22520"
"In post","2023","40-49","AA","Male","Heterosexual / straight","885","865","22430","22160"
"In post","2023","40-49","AA","Male","LGBO","45","40","22660","23230"
"In post","2023","40-49","AA","Male","Undeclared","140","140","21370","21380"
"In post","2023","40-49","AA","Male","Unknown","315","310","23010","23230"
"In post","2023","40-49","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","AO","Female","Heterosexual / straight","8555","7190","23400","22400"
"In post","2023","40-49","AO","Female","LGBO","375","340","25240","22520"
"In post","2023","40-49","AO","Female","Undeclared","980","820","23280","22400"
"In post","2023","40-49","AO","Female","Unknown","3235","2685","23580","22520"
"In post","2023","40-49","AO","Male","Heterosexual / straight","5830","5700","26400","22520"
"In post","2023","40-49","AO","Male","LGBO","350","340","24740","22500"
"In post","2023","40-49","AO","Male","Undeclared","775","755","25740","22520"
"In post","2023","40-49","AO","Male","Unknown","2160","2095","25530","22520"
"In post","2023","40-49","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","EO","Female","Heterosexual / straight","10890","9735","28630","28120"
"In post","2023","40-49","EO","Female","LGBO","475","450","29100","28120"
"In post","2023","40-49","EO","Female","Undeclared","1105","990","28650","28120"
"In post","2023","40-49","EO","Female","Unknown","3035","2665","28900","28120"
"In post","2023","40-49","EO","Male","Heterosexual / straight","7530","7445","29330","28120"
"In post","2023","40-49","EO","Male","LGBO","505","500","28800","28120"
"In post","2023","40-49","EO","Male","Undeclared","1000","985","29310","28120"
"In post","2023","40-49","EO","Male","Unknown","2265","2235","29530","28120"
"In post","2023","40-49","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","G6","Female","Heterosexual / straight","2780","2605","70350","68860"
"In post","2023","40-49","G6","Female","LGBO","125","120","71190","69580"
"In post","2023","40-49","G6","Female","Undeclared","285","265","70250","68550"
"In post","2023","40-49","G6","Female","Unknown","575","535","70640","68790"
"In post","2023","40-49","G6","Male","Heterosexual / straight","2430","2410","70620","69580"
"In post","2023","40-49","G6","Male","LGBO","215","215","70280","69530"
"In post","2023","40-49","G6","Male","Undeclared","275","275","71230","70840"
"In post","2023","40-49","G6","Male","Unknown","560","550","70850","69940"
"In post","2023","40-49","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","G7","Female","Heterosexual / straight","6125","5755","56510","55740"
"In post","2023","40-49","G7","Female","LGBO","280","275","56600","55340"
"In post","2023","40-49","G7","Female","Undeclared","510","480","56380","55740"
"In post","2023","40-49","G7","Female","Unknown","1210","1125","56900","56000"
"In post","2023","40-49","G7","Male","Heterosexual / straight","5360","5315","57030","56340"
"In post","2023","40-49","G7","Male","LGBO","380","375","57160","56450"
"In post","2023","40-49","G7","Male","Undeclared","665","655","57190","56430"
"In post","2023","40-49","G7","Male","Unknown","1200","1180","57340","56870"
"In post","2023","40-49","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HEO","Female","Heterosexual / straight","7470","7005","34980","34400"
"In post","2023","40-49","HEO","Female","LGBO","350","335","35400","34700"
"In post","2023","40-49","HEO","Female","Undeclared","750","710","34790","34300"
"In post","2023","40-49","HEO","Female","Unknown","1525","1430","36120","34950"
"In post","2023","40-49","HEO","Male","Heterosexual / straight","5735","5690","35650","34700"
"In post","2023","40-49","HEO","Male","LGBO","340","340","35190","34700"
"In post","2023","40-49","HEO","Male","Undeclared","765","760","35580","34730"
"In post","2023","40-49","HEO","Male","Unknown","1430","1415","36040","35000"
"In post","2023","40-49","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","SCS level","Female","Heterosexual / straight","1145","1085","87720","81600"
"In post","2023","40-49","SCS level","Female","LGBO","65","60","86000","79000"
"In post","2023","40-49","SCS level","Female","Undeclared","95","90","88310","81790"
"In post","2023","40-49","SCS level","Female","Unknown","215","205","91190","83750"
"In post","2023","40-49","SCS level","Male","Heterosexual / straight","1055","1045","90450","82650"
"In post","2023","40-49","SCS level","Male","LGBO","125","120","89860","81800"
"In post","2023","40-49","SCS level","Male","Undeclared","90","90","89900","83510"
"In post","2023","40-49","SCS level","Male","Unknown","210","210","92930","84990"
"In post","2023","40-49","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","SEO","Female","Heterosexual / straight","6605","6235","43000","42140"
"In post","2023","40-49","SEO","Female","LGBO","275","270","44510","42860"
"In post","2023","40-49","SEO","Female","Undeclared","660","620","43010","42090"
"In post","2023","40-49","SEO","Female","Unknown","1070","1005","43150","42140"
"In post","2023","40-49","SEO","Male","Heterosexual / straight","5470","5435","43490","42510"
"In post","2023","40-49","SEO","Male","LGBO","290","285","42480","41750"
"In post","2023","40-49","SEO","Male","Undeclared","725","715","43660","42510"
"In post","2023","40-49","SEO","Male","Unknown","1130","1120","43170","42510"
"In post","2023","40-49","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Female","Heterosexual / straight","3150","2880","34010","33340"
"In post","2023","40-49","Unknown","Female","LGBO","165","160","34370","32050"
"In post","2023","40-49","Unknown","Female","Undeclared","255","235","35400","38290"
"In post","2023","40-49","Unknown","Female","Unknown","535","480","31800","29050"
"In post","2023","40-49","Unknown","Male","Heterosexual / straight","1105","1080","36640","34820"
"In post","2023","40-49","Unknown","Male","LGBO","90","85","34560","30810"
"In post","2023","40-49","Unknown","Male","Undeclared","140","135","37210","38290"
"In post","2023","40-49","Unknown","Male","Unknown","460","450","41270","38290"
"In post","2023","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","AA","Female","Heterosexual / straight","1625","1445","21900","21380"
"In post","2023","50-59","AA","Female","LGBO","80","75","22440","23230"
"In post","2023","50-59","AA","Female","Undeclared","235","200","21290","20200"
"In post","2023","50-59","AA","Female","Unknown","640","550","22680","22520"
"In post","2023","50-59","AA","Male","Heterosexual / straight","2055","2000","21970","21380"
"In post","2023","50-59","AA","Male","LGBO","55","55","22560","22890"
"In post","2023","50-59","AA","Male","Undeclared","230","225","21790","21380"
"In post","2023","50-59","AA","Male","Unknown","625","595","23150","23000"
"In post","2023","50-59","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","AO","Female","Heterosexual / straight","12575","10885","23160","22330"
"In post","2023","50-59","AO","Female","LGBO","320","295","24750","22520"
"In post","2023","50-59","AO","Female","Undeclared","1980","1695","23220","22330"
"In post","2023","50-59","AO","Female","Unknown","4045","3405","23360","22520"
"In post","2023","50-59","AO","Male","Heterosexual / straight","7640","7315","26050","22520"
"In post","2023","50-59","AO","Male","LGBO","405","380","24520","22500"
"In post","2023","50-59","AO","Male","Undeclared","1260","1190","25880","22520"
"In post","2023","50-59","AO","Male","Unknown","2835","2685","25880","22520"
"In post","2023","50-59","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","EO","Female","Heterosexual / straight","15260","13840","28750","28120"
"In post","2023","50-59","EO","Female","LGBO","390","365","29300","28120"
"In post","2023","50-59","EO","Female","Undeclared","2185","1970","28800","28120"
"In post","2023","50-59","EO","Female","Unknown","3730","3310","29220","28120"
"In post","2023","50-59","EO","Male","Heterosexual / straight","10025","9750","29970","28120"
"In post","2023","50-59","EO","Male","LGBO","530","515","29250","28120"
"In post","2023","50-59","EO","Male","Undeclared","1830","1770","29830","28120"
"In post","2023","50-59","EO","Male","Unknown","2960","2830","30680","28730"
"In post","2023","50-59","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","G6","Female","Heterosexual / straight","2330","2250","71800","70810"
"In post","2023","50-59","G6","Female","LGBO","75","70","73430","71690"
"In post","2023","50-59","G6","Female","Undeclared","255","240","73120","71300"
"In post","2023","50-59","G6","Female","Unknown","435","420","72270","71300"
"In post","2023","50-59","G6","Male","Heterosexual / straight","2665","2640","72430","71300"
"In post","2023","50-59","G6","Male","LGBO","145","140","71840","70920"
"In post","2023","50-59","G6","Male","Undeclared","375","365","72970","71560"
"In post","2023","50-59","G6","Male","Unknown","510","500","73960","72180"
"In post","2023","50-59","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","G7","Female","Heterosexual / straight","5165","4960","56990","56280"
"In post","2023","50-59","G7","Female","LGBO","135","130","57590","56560"
"In post","2023","50-59","G7","Female","Undeclared","575","555","57640","56500"
