"Status","Year","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Food Standards Agency","East Midlands (England)","95","90","36560","31260"
"In post","2023","Food Standards Agency","East of England","145","140","36450","33320"
"In post","2023","Food Standards Agency","London","225","220","45670","41160"
"In post","2023","Food Standards Agency","North East (England)","35","35","35020","31500"
"In post","2023","Food Standards Agency","North West (England)","115","110","35780","30960"
"In post","2023","Food Standards Agency","Northern Ireland","110","110","39140","38100"
"In post","2023","Food Standards Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Scotland","10","10","39860","37720"
"In post","2023","Food Standards Agency","South East (England)","120","115","45120","41160"
"In post","2023","Food Standards Agency","South West (England)","135","130","36810","31260"
"In post","2023","Food Standards Agency","Wales","160","155","38090","33220"
"In post","2023","Food Standards Agency","West Midlands (England)","125","120","34710","31260"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","300","290","38160","33450"
"In post","2023","Foreign, Commonwealth and Development Office","London","4565","4465","51820","51490"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","2230","2225","52660","53970"
"In post","2023","Foreign, Commonwealth and Development Office","Scotland","845","810","42760","39660"
"In post","2023","Foreign, Commonwealth and Development Office","South East (England)","1160","1115","38700","33010"
"In post","2023","HM Land Registry","East Midlands (England)","915","835","32450","28080"
"In post","2023","HM Land Registry","East of England","315","285","31680","28080"
"In post","2023","HM Land Registry","London","395","375","42790","38410"
"In post","2023","HM Land Registry","North East (England)","750","685","29910","28080"
"In post","2023","HM Land Registry","North West (England)","985","885","31380","28080"
"In post","2023","HM Land Registry","South West (England)","1520","1370","34110","32690"
"In post","2023","HM Land Registry","Wales","845","760","30710","28080"
"In post","2023","HM Land Registry","West Midlands (England)","625","570","31300","28080"
"In post","2023","HM Land Registry","Yorkshire and The Humber","360","325","30820","28080"
"In post","2023","HM Revenue and Customs","East Midlands (England)","4665","4410","34830","34700"
"In post","2023","HM Revenue and Customs","East of England","805","730","33660","32260"
"In post","2023","HM Revenue and Customs","London","10275","9790","46480","39790"
"In post","2023","HM Revenue and Customs","North East (England)","11810","10720","31860","28130"
"In post","2023","HM Revenue and Customs","North West (England)","14395","13510","34190","29730"
"In post","2023","HM Revenue and Customs","Northern Ireland","2405","2265","32370","28130"
"In post","2023","HM Revenue and Customs","Scotland","7820","7155","31250","28130"
"In post","2023","HM Revenue and Customs","South East (England)","2520","2285","34300","29730"
"In post","2023","HM Revenue and Customs","South West (England)","2150","2035","37390","34700"
"In post","2023","HM Revenue and Customs","Wales","4680","4380","32490","28130"
"In post","2023","HM Revenue and Customs","West Midlands (England)","5175","4900","36440","34700"
"In post","2023","HM Revenue and Customs","Yorkshire and The Humber","5675","5300","33820","28170"
"In post","2023","HM Treasury","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","HM Treasury","East of England","85","80","30620","25500"
"In post","2023","HM Treasury","London","2130","2085","50200","53550"
"In post","2023","HM Treasury","North East (England)","215","210","43490","34880"
"In post","2023","HM Treasury","North West (England)","55","50","47860","42700"
"In post","2023","HM Treasury","Scotland","10","10","[c]","[c]"
"In post","2023","HM Treasury","South East (England)","10","10","43710","38740"
"In post","2023","HM Treasury","South West (England)","40","40","49520","48780"
"In post","2023","HM Treasury","Unknown","25","20","48950","45180"
"In post","2023","HM Treasury","Wales","25","25","50800","51350"
"In post","2023","HM Treasury","West Midlands (England)","35","30","50820","46290"
"In post","2023","HM Treasury","Yorkshire and The Humber","70","65","47080","43580"
"In post","2023","Home Office","East Midlands (England)","315","300","30010","26180"
"In post","2023","Home Office","East of England","2130","1950","28050","25980"
"In post","2023","Home Office","London","14590","13915","40970","36180"
"In post","2023","Home Office","North East (England)","1780","1605","27100","25750"
"In post","2023","Home Office","North West (England)","9270","8735","29110","25880"
"In post","2023","Home Office","Northern Ireland","770","720","26830","25880"
"In post","2023","Home Office","Overseas","150","150","46000","29820"
"In post","2023","Home Office","Scotland","1550","1460","28400","25880"
"In post","2023","Home Office","South East (England)","4610","4280","29220","26880"
"In post","2023","Home Office","South West (England)","525","480","31190","26830"
"In post","2023","Home Office","Unknown","205","185","29260","26750"
"In post","2023","Home Office","Wales","920","870","30140","25980"
"In post","2023","Home Office","West Midlands (England)","1470","1375","30270","26320"
"In post","2023","Home Office","Yorkshire and The Humber","4840","4555","30020","25880"
"In post","2023","Ministry of Defence","East Midlands (England)","1720","1655","30680","27140"
"In post","2023","Ministry of Defence","East of England","3705","3600","33990","33000"
"In post","2023","Ministry of Defence","London","4255","4170","44940","42540"
"In post","2023","Ministry of Defence","North East (England)","220","205","25810","22220"
"In post","2023","Ministry of Defence","North West (England)","1930","1820","31350","27470"
"In post","2023","Ministry of Defence","Northern Ireland","860","835","26120","22130"
"In post","2023","Ministry of Defence","Overseas","740","740","55620","53740"
"In post","2023","Ministry of Defence","Scotland","4190","4035","31750","27470"
"In post","2023","Ministry of Defence","South East (England)","10055","9720","36450","34300"
"In post","2023","Ministry of Defence","South West (England)","23005","22150","39020","35610"
"In post","2023","Ministry of Defence","Unknown","1730","1730","41920","39970"
"In post","2023","Ministry of Defence","Wales","1155","1120","28580","27250"
"In post","2023","Ministry of Defence","West Midlands (England)","2670","2580","32760","29380"
"In post","2023","Ministry of Defence","Yorkshire and The Humber","1955","1880","30210","27470"
"In post","2023","Ministry of Justice","East Midlands (England)","8505","7930","30130","28880"
"In post","2023","Ministry of Justice","East of England","7640","7130","31000","29050"
"In post","2023","Ministry of Justice","London","15655","15015","38850","35410"
"In post","2023","Ministry of Justice","North East (England)","5415","5020","31080","30410"
"In post","2023","Ministry of Justice","North West (England)","11790","11030","30620","28880"
"In post","2023","Ministry of Justice","Scotland","605","565","29830","25830"
"In post","2023","Ministry of Justice","South East (England)","10690","10030","31880","30940"
"In post","2023","Ministry of Justice","South West (England)","6090","5610","30830","28880"
"In post","2023","Ministry of Justice","Unknown","120","115","28070","26630"
"In post","2023","Ministry of Justice","Wales","4865","4580","30720","28880"
"In post","2023","Ministry of Justice","West Midlands (England)","10415","9730","29710","28480"
"In post","2023","Ministry of Justice","Yorkshire and The Humber","10090","9410","31620","30440"
"In post","2023","National Crime Agency","East Midlands (England)","180","170","40140","38640"
"In post","2023","National Crime Agency","East of England","165","160","39320","38310"
"In post","2023","National Crime Agency","London","1565","1535","47150","43310"
"In post","2023","National Crime Agency","North East (England)","105","105","39010","38310"
"In post","2023","National Crime Agency","North West (England)","1330","1300","39760","38310"
"In post","2023","National Crime Agency","Northern Ireland","135","130","41870","38640"
"In post","2023","National Crime Agency","Overseas","125","125","48040","47380"
"In post","2023","National Crime Agency","Scotland","55","55","41050","38310"
"In post","2023","National Crime Agency","South East (England)","475","460","42780","41910"
"In post","2023","National Crime Agency","South West (England)","475","455","39840","38640"
"In post","2023","National Crime Agency","Unknown","105","100","47180","47380"
"In post","2023","National Crime Agency","Wales","65","65","42220","38310"
"In post","2023","National Crime Agency","West Midlands (England)","525","505","40820","38640"
"In post","2023","National Crime Agency","Yorkshire and The Humber","260","250","41060","38420"
"In post","2023","Northern Ireland Office","London","90","90","55070","55720"
"In post","2023","Northern Ireland Office","Northern Ireland","75","75","38230","37680"
"In post","2023","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","220","210","50490","52750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","East of England","110","105","63150","63830"
"In post","2023","Office for Standards in Education, Children's Services and Skills","London","315","310","55080","52750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","North East (England)","50","50","66450","66170"
"In post","2023","Office for Standards in Education, Children's Services and Skills","North West (England)","540","525","42630","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","South East (England)","160","155","66310","72470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","South West (England)","335","320","48240","41050"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Wales","15","15","66170","66170"
"In post","2023","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","175","170","54650","52750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","110","110","64180","66170"
"In post","2023","Office of Gas and Electricity Markets","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","London","865","855","50280","46250"
"In post","2023","Office of Gas and Electricity Markets","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Scotland","650","640","38950","33150"
"In post","2023","Office of Gas and Electricity Markets","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Wales","30","30","49600","46070"
"In post","2023","Office of Gas and Electricity Markets","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","West Midlands (England)","335","325","44540","40450"
"In post","2023","Office of Rail and Road","London","210","200","57490","57700"
"In post","2023","Office of Rail and Road","North West (England)","35","30","49700","52890"
"In post","2023","Office of Rail and Road","Scotland","35","30","54260","53410"
"In post","2023","Office of Rail and Road","South West (England)","30","30","53370","53410"
"In post","2023","Office of Rail and Road","West Midlands (England)","30","30","53810","53660"
"In post","2023","Office of Rail and Road","Yorkshire and The Humber","30","30","51710","51830"
"In post","2023","Office of the Secretary of State for Scotland","London","45","45","50640","43650"
"In post","2023","Office of the Secretary of State for Scotland","Scotland","80","80","52820","52360"
"In post","2023","Office of the Secretary of State for Wales","London","20","20","53270","50160"
"In post","2023","Office of the Secretary of State for Wales","Wales","25","25","43780","37680"
"In post","2023","Scottish Government","London","15","15","53820","46390"
"In post","2023","Scottish Government","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","North West (England)","5","5","[c]","[c]"
"In post","2023","Scottish Government","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government","Overseas","20","20","76250","76030"
"In post","2023","Scottish Government","Scotland","27585","26220","39270","34730"
"In post","2023","The National Archives","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","London","585","560","37430","34940"
"In post","2023","The National Archives","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","London","495","490","54840","50330"
"In post","2023","UK Export Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","15","10","39680","39300"
"In post","2023","UK Statistics Authority","London","320","310","48460","42190"
"In post","2023","UK Statistics Authority","North East (England)","140","135","34700","31560"
"In post","2023","UK Statistics Authority","North West (England)","40","35","37590","31560"
"In post","2023","UK Statistics Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Scotland","30","30","40410","37760"
"In post","2023","UK Statistics Authority","South East (England)","2525","2075","31380","25100"
"In post","2023","UK Statistics Authority","South West (England)","20","15","38150","39190"
"In post","2023","UK Statistics Authority","Wales","3005","2855","37420","35290"
"In post","2023","UK Statistics Authority","West Midlands (England)","10","10","40240","39190"
"In post","2023","UK Statistics Authority","Yorkshire and The Humber","20","15","35880","37850"
"In post","2023","UK Supreme Court","London","55","55","38100","33450"
"In post","2023","Water Services Regulation Authority","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","80","75","65200","63460"
"In post","2023","Water Services Regulation Authority","West Midlands (England)","185","180","52730","47890"
"In post","2023","Welsh Government","London","15","10","56000","53440"
"In post","2023","Welsh Government","North West (England)","5","5","[c]","[c]"
"In post","2023","Welsh Government","Overseas","15","15","59350","63900"
"In post","2023","Welsh Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Wales","6015","5685","43690","39690"
"In post","2023","Welsh Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","East Midlands (England)","50","[c]","38620","33810"
"Leaver CS","2023","Attorney General's Departments","East of England","35","[c]","37890","28850"
"Leaver CS","2023","Attorney General's Departments","London","435","[c]","47690","51250"
"Leaver CS","2023","Attorney General's Departments","North East (England)","25","[c]","40490","38850"
"Leaver CS","2023","Attorney General's Departments","North West (England)","55","[c]","40310","35000"
"Leaver CS","2023","Attorney General's Departments","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","South East (England)","55","[c]","38100","30560"
"Leaver CS","2023","Attorney General's Departments","South West (England)","25","[c]","37560","36400"
"Leaver CS","2023","Attorney General's Departments","Wales","30","[c]","40560","38760"
"Leaver CS","2023","Attorney General's Departments","West Midlands (England)","35","[c]","40060","33810"
"Leaver CS","2023","Attorney General's Departments","Yorkshire and The Humber","55","[c]","39340","31180"
"Leaver CS","2023","Cabinet Office","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","East of England","35","[c]","40210","37480"
"Leaver CS","2023","Cabinet Office","London","700","[c]","52260","54700"
"Leaver CS","2023","Cabinet Office","North East (England)","35","[c]","28110","21720"
"Leaver CS","2023","Cabinet Office","North West (England)","80","[c]","39020","34320"
"Leaver CS","2023","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Scotland","60","[c]","39430","34320"
"Leaver CS","2023","Cabinet Office","South East (England)","25","[c]","55830","39100"
"Leaver CS","2023","Cabinet Office","South West (England)","30","[c]","42430","36510"
"Leaver CS","2023","Cabinet Office","Unknown","35","[c]","44980","29250"
"Leaver CS","2023","Cabinet Office","Wales","25","[c]","40910","38330"
"Leaver CS","2023","Cabinet Office","West Midlands (England)","25","[c]","54440","42970"
"Leaver CS","2023","Cabinet Office","Yorkshire and The Humber","75","[c]","41200","34320"
"Leaver CS","2023","Chancellor's other departments","London","60","[c]","53920","43730"
"Leaver CS","2023","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","10","[c]","39570","38800"
"Leaver CS","2023","Charity Commission","North West (England)","35","[c]","31450","29160"
"Leaver CS","2023","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","London","115","[c]","55200","53530"
"Leaver CS","2023","Competition and Markets Authority","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","15","[c]","28030","26940"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","East of England","15","[c]","32650","25570"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","London","570","[c]","47990","41640"
