"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Other","London","395","375","57000","47810"
"In post","2023","Analysis","Other","North East (England)","15","15","35850","37110"
"In post","2023","Analysis","Other","North West (England)","20","20","34830","33160"
"In post","2023","Analysis","Other","Scotland","20","20","60150","67430"
"In post","2023","Analysis","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","20","15","35320","30500"
"In post","2023","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Wales","10","10","[c]","[c]"
"In post","2023","Analysis","Other","West Midlands (England)","10","10","41090","37680"
"In post","2023","Analysis","Other","Yorkshire and The Humber","45","45","37560","35930"
"In post","2023","Analysis","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","London","150","145","51100","46290"
"In post","2023","Analysis","Policy","North East (England)","10","10","[c]","[c]"
"In post","2023","Analysis","Policy","North West (England)","20","20","38160","34170"
"In post","2023","Analysis","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Yorkshire and The Humber","70","65","48450","50160"
"In post","2023","Analysis","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","London","10","10","[c]","[c]"
"In post","2023","Analysis","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","East Midlands (England)","25","20","45560","40840"
"In post","2023","Analysis","Science and Engineering","East of England","310","300","36780","33420"
"In post","2023","Analysis","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","North West (England)","15","15","41200","40840"
"In post","2023","Analysis","Science and Engineering","South East (England)","370","355","46990","49260"
"In post","2023","Analysis","Science and Engineering","South West (England)","610","590","41400","39890"
"In post","2023","Analysis","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Analysis","Social Research","East Midlands (England)","20","20","43280","40640"
"In post","2023","Analysis","Social Research","East of England","5","5","[c]","[c]"
"In post","2023","Analysis","Social Research","London","565","545","50370","45960"
"In post","2023","Analysis","Social Research","North East (England)","55","55","39010","34400"
"In post","2023","Analysis","Social Research","North West (England)","85","80","42640","41780"
"In post","2023","Analysis","Social Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","Scotland","10","10","[c]","[c]"
"In post","2023","Analysis","Social Research","South East (England)","235","220","39850","39300"
"In post","2023","Analysis","Social Research","South West (England)","40","35","43570","42370"
"In post","2023","Analysis","Social Research","Wales","285","275","40640","39300"
"In post","2023","Analysis","Social Research","West Midlands (England)","25","25","38210","39080"
"In post","2023","Analysis","Social Research","Yorkshire and The Humber","105","100","45180","43250"
"In post","2023","Analysis","Statistics","East Midlands (England)","25","20","40410","39300"
"In post","2023","Analysis","Statistics","East of England","20","20","41370","41200"
"In post","2023","Analysis","Statistics","London","1185","1150","47990","44530"
"In post","2023","Analysis","Statistics","North East (England)","165","160","42900","39020"
"In post","2023","Analysis","Statistics","North West (England)","225","220","42420","41780"
"In post","2023","Analysis","Statistics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","Scotland","35","35","40200","36820"
"In post","2023","Analysis","Statistics","South East (England)","235","225","42380","39300"
"In post","2023","Analysis","Statistics","South West (England)","215","205","41410","40640"
"In post","2023","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","Wales","325","310","44320","39300"
"In post","2023","Analysis","Statistics","West Midlands (England)","70","70","38540","34140"
"In post","2023","Analysis","Statistics","Yorkshire and The Humber","220","210","43710","41030"
"In post","2023","Analysis","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","London","110","110","50470","46250"
"In post","2023","Analysis","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","North West (England)","5","5","[c]","[c]"
"In post","2023","Analysis","Unknown","Scotland","45","45","40560","35200"
"In post","2023","Analysis","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Commercial","East Midlands (England)","105","105","46950","42590"
"In post","2023","Commercial","Commercial","East of England","210","195","44470","40570"
"In post","2023","Commercial","Commercial","London","1400","1375","60140","56000"
"In post","2023","Commercial","Commercial","North East (England)","120","115","47010","41590"
"In post","2023","Commercial","Commercial","North West (England)","650","635","47590","40620"
"In post","2023","Commercial","Commercial","Northern Ireland","10","10","32450","29720"
"In post","2023","Commercial","Commercial","Overseas","30","30","67720","60030"
"In post","2023","Commercial","Commercial","Scotland","360","355","42270","37060"
"In post","2023","Commercial","Commercial","South East (England)","520","510","43600","40420"
"In post","2023","Commercial","Commercial","South West (England)","1700","1635","43500","41860"
"In post","2023","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Commercial","Wales","370","350","36830","32670"
"In post","2023","Commercial","Commercial","West Midlands (England)","325","320","46340","39090"
"In post","2023","Commercial","Commercial","Yorkshire and The Humber","455","445","49150","41880"
"In post","2023","Commercial","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","London","15","15","53000","56000"
"In post","2023","Commercial","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","London","5","5","[c]","[c]"
"In post","2023","Commercial","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","London","10","10","48840","41890"
"In post","2023","Commercial","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","London","30","30","55380","56430"
"In post","2023","Commercial","Human Resources","North West (England)","5","5","[c]","[c]"
"In post","2023","Commercial","Human Resources","Scotland","5","5","[c]","[c]"
"In post","2023","Commercial","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Commercial","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","East Midlands (England)","15","15","29540","27320"
"In post","2023","Commercial","Operational Delivery","East of England","10","10","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","London","235","230","52110","46510"
"In post","2023","Commercial","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","North West (England)","35","35","34220","34400"
"In post","2023","Commercial","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","Scotland","5","5","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","South East (England)","15","10","34020","33830"
"In post","2023","Commercial","Operational Delivery","South West (England)","5","5","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","Wales","20","20","36080","37300"
"In post","2023","Commercial","Operational Delivery","West Midlands (England)","25","20","36540","32040"
"In post","2023","Commercial","Operational Delivery","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Commercial","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Other","London","15","15","41700","37540"
"In post","2023","Commercial","Other","North West (England)","10","10","36460","31880"
"In post","2023","Commercial","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Other","Scotland","5","5","[c]","[c]"
"In post","2023","Commercial","Other","South East (England)","15","15","32610","29580"
"In post","2023","Commercial","Other","South West (England)","115","105","42140","43550"
"In post","2023","Commercial","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Policy","East of England","20","15","51420","51290"
"In post","2023","Commercial","Policy","London","15","15","49180","42780"
"In post","2023","Commercial","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Policy","South West (England)","15","10","59000","60490"
"In post","2023","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Policy","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Commercial","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","London","15","15","46770","42670"
"In post","2023","Commercial","Project Delivery","North East (England)","10","10","33750","33470"
"In post","2023","Commercial","Project Delivery","North West (England)","15","15","34920","33080"
"In post","2023","Commercial","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","South West (England)","5","5","[c]","[c]"
"In post","2023","Commercial","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Commercial","Project Delivery","Yorkshire and The Humber","10","10","40190","35880"
"In post","2023","Commercial","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","East Midlands (England)","10","10","26840","24030"
"In post","2023","Commercial","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","South East (England)","5","5","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","North West (England)","10","10","[c]","[c]"
"In post","2023","Commercial","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","East of England","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","London","65","65","58100","56430"
"In post","2023","Commercial","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","North West (England)","45","45","48720","42140"
"In post","2023","Commercial","Unknown","Scotland","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","West Midlands (England)","10","10","70670","54000"
"In post","2023","Commercial","Unknown","Yorkshire and The Humber","20","20","51780","51820"
"In post","2023","Commercial","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","East Midlands (England)","120","115","40250","37710"
"In post","2023","Communications","Communications","East of England","70","70","36670","34300"
"In post","2023","Communications","Communications","London","1815","1780","49110","44940"
"In post","2023","Communications","Communications","North East (England)","120","115","37040","35000"
"In post","2023","Communications","Communications","North West (England)","235","225","39680","37590"
"In post","2023","Communications","Communications","Northern Ireland","25","25","40450","38660"
"In post","2023","Communications","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","Scotland","95","95","40550","39120"
"In post","2023","Communications","Communications","South East (England)","285","270","36130","33990"
"In post","2023","Communications","Communications","South West (England)","300","285","37750","35590"
"In post","2023","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","Wales","260","250","37750","34430"
"In post","2023","Communications","Communications","West Midlands (England)","145","140","40080","37640"
"In post","2023","Communications","Communications","Yorkshire and The Humber","170","160","42380","40790"
"In post","2023","Communications","Digital, Data and Technology","London","20","20","48240","43060"
"In post","2023","Communications","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","North West (England)","5","5","[c]","[c]"
"In post","2023","Communications","Finance","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Communications","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","London","10","10","43160","40820"
"In post","2023","Communications","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","London","85","85","42570","39150"
"In post","2023","Communications","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","London","35","35","63990","54750"
"In post","2023","Communications","Operational Delivery","North East (England)","15","10","34820","37300"
"In post","2023","Communications","Operational Delivery","North West (England)","30","25","33730","30930"
"In post","2023","Communications","Operational Delivery","South East (England)","10","10","42680","38740"
"In post","2023","Communications","Operational Delivery","South West (England)","5","5","[c]","[c]"
"In post","2023","Communications","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","London","25","25","41160","38890"
"In post","2023","Communications","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","North West (England)","10","10","[c]","[c]"
"In post","2023","Communications","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","London","20","20","62920","64400"
"In post","2023","Communications","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","London","5","5","[c]","[c]"
"In post","2023","Communications","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","London","170","165","51930","43780"
"In post","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","London","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Midlands (England)","535","490","31180","28120"
"In post","2023","Counter Fraud","Counter Fraud","East of England","450","415","30510","31280"
"In post","2023","Counter Fraud","Counter Fraud","London","1930","1820","37100","32540"
"In post","2023","Counter Fraud","Counter Fraud","North East (England)","760","700","29130","28120"
"In post","2023","Counter Fraud","Counter Fraud","North West (England)","990","915","31800","28120"
"In post","2023","Counter Fraud","Counter Fraud","Northern Ireland","100","95","32500","28130"
"In post","2023","Counter Fraud","Counter Fraud","Scotland","765","705","27880","28120"
"In post","2023","Counter Fraud","Counter Fraud","South East (England)","970","885","30400","28120"
"In post","2023","Counter Fraud","Counter Fraud","South West (England)","515","465","30490","28120"
"In post","2023","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Wales","720","650","28790","28120"
"In post","2023","Counter Fraud","Counter Fraud","West Midlands (England)","745","675","30720","28120"
"In post","2023","Counter Fraud","Counter Fraud","Yorkshire and The Humber","850","780","31750","28120"
"In post","2023","Counter Fraud","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","London","15","15","52290","56430"
"In post","2023","Counter Fraud","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
