"Status","Year","Age","Ethnicity","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Female","Unknown","270","255","23400","22520"
"In post","2023","16-19","Unknown","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Male","Unknown","310","300","22660","22500"
"In post","2023","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Female","Heterosexual / straight","285","280","23600","22520"
"In post","2023","16-19","White","Female","LGBO","50","45","23540","22520"
"In post","2023","16-19","White","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","16-19","White","Female","Unknown","15","10","[c]","[c]"
"In post","2023","16-19","White","Male","Heterosexual / straight","300","295","23320","22520"
"In post","2023","16-19","White","Male","LGBO","25","25","[c]","[c]"
"In post","2023","16-19","White","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","16-19","White","Male","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Female","Heterosexual / straight","3420","3335","30850","28220"
"In post","2023","20-29","Asian","Female","LGBO","100","100","32700","31620"
"In post","2023","20-29","Asian","Female","Undeclared","120","120","32660","29850"
"In post","2023","20-29","Asian","Female","Unknown","230","225","31080","29890"
"In post","2023","20-29","Asian","Male","Heterosexual / straight","2830","2790","30500","28130"
"In post","2023","20-29","Asian","Male","LGBO","105","105","35820","34180"
"In post","2023","20-29","Asian","Male","Undeclared","85","85","31640","29840"
"In post","2023","20-29","Asian","Male","Unknown","175","170","30760","28840"
"In post","2023","20-29","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Female","Heterosexual / straight","1360","1340","31950","31280"
"In post","2023","20-29","Black","Female","LGBO","65","65","32080","31550"
"In post","2023","20-29","Black","Female","Undeclared","65","65","33060","32520"
"In post","2023","20-29","Black","Female","Unknown","65","65","31620","30130"
"In post","2023","20-29","Black","Male","Heterosexual / straight","600","595","31440","30330"
"In post","2023","20-29","Black","Male","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Black","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Black","Male","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Female","Heterosexual / straight","1115","1090","32010","30440"
"In post","2023","20-29","Mixed","Female","LGBO","200","195","30980","29080"
"In post","2023","20-29","Mixed","Female","Undeclared","110","105","33300","31160"
"In post","2023","20-29","Mixed","Female","Unknown","95","95","32070","28880"
"In post","2023","20-29","Mixed","Male","Heterosexual / straight","735","730","33170","31660"
"In post","2023","20-29","Mixed","Male","LGBO","115","115","33610","30880"
"In post","2023","20-29","Mixed","Male","Undeclared","35","35","31440","28370"
"In post","2023","20-29","Mixed","Male","Unknown","70","70","31620","30130"
"In post","2023","20-29","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Female","Heterosexual / straight","225","220","32260","30230"
"In post","2023","20-29","Other ethnicity","Female","LGBO","40","40","32870","31770"
"In post","2023","20-29","Other ethnicity","Female","Undeclared","35","35","36610","33940"
"In post","2023","20-29","Other ethnicity","Female","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Male","Heterosexual / straight","180","175","34300","32520"
"In post","2023","20-29","Other ethnicity","Male","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Male","Undeclared","40","40","40250","38660"
"In post","2023","20-29","Other ethnicity","Male","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Female","Heterosexual / straight","110","110","31530","29660"
"In post","2023","20-29","Undeclared","Female","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Female","Undeclared","255","250","32670","30780"
"In post","2023","20-29","Undeclared","Female","Unknown","60","60","35270","32560"
"In post","2023","20-29","Undeclared","Male","Heterosexual / straight","135","130","32260","30410"
"In post","2023","20-29","Undeclared","Male","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Male","Undeclared","515","510","33940","32320"
"In post","2023","20-29","Undeclared","Male","Unknown","90","90","36280","34700"
"In post","2023","20-29","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Female","Heterosexual / straight","290","280","31030","28880"
"In post","2023","20-29","Unknown","Female","LGBO","40","40","32530","30150"
"In post","2023","20-29","Unknown","Female","Undeclared","280","280","37210","34190"
"In post","2023","20-29","Unknown","Female","Unknown","10875","10625","29710","27890"
"In post","2023","20-29","Unknown","Male","Heterosexual / straight","225","225","31130","29890"
"In post","2023","20-29","Unknown","Male","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Male","Undeclared","180","180","37930","34190"
"In post","2023","20-29","Unknown","Male","Unknown","10085","10005","30280","28120"
"In post","2023","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Female","Heterosexual / straight","21980","21555","31460","29080"
"In post","2023","20-29","White","Female","LGBO","3690","3640","31070","28880"
"In post","2023","20-29","White","Female","Undeclared","1465","1440","31750","29890"
"In post","2023","20-29","White","Female","Unknown","1370","1350","30780","28840"
"In post","2023","20-29","White","Male","Heterosexual / straight","16710","16640","31930","30140"
"In post","2023","20-29","White","Male","LGBO","2510","2495","33010","30330"
"In post","2023","20-29","White","Male","Undeclared","920","915","32040","30140"
"In post","2023","20-29","White","Male","Unknown","945","940","30700","28840"
"In post","2023","20-29","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Female","Heterosexual / straight","4440","4085","35750","32500"
"In post","2023","30-39","Asian","Female","LGBO","75","70","37620","35000"
"In post","2023","30-39","Asian","Female","Undeclared","200","180","33870","29660"
"In post","2023","30-39","Asian","Female","Unknown","300","265","33570","28130"
"In post","2023","30-39","Asian","Male","Heterosexual / straight","4085","4020","36140","32520"
"In post","2023","30-39","Asian","Male","LGBO","130","125","40940","39170"
"In post","2023","30-39","Asian","Male","Undeclared","175","170","35440","32520"
"In post","2023","30-39","Asian","Male","Unknown","285","280","37200","34280"
"In post","2023","30-39","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Female","Heterosexual / straight","2040","1945","35160","32520"
"In post","2023","30-39","Black","Female","LGBO","50","50","36720","32520"
"In post","2023","30-39","Black","Female","Undeclared","60","60","37450","33050"
"In post","2023","30-39","Black","Female","Unknown","125","115","35380","32520"
"In post","2023","30-39","Black","Male","Heterosexual / straight","1165","1160","35080","32520"
"In post","2023","30-39","Black","Male","LGBO","35","35","37290","32920"
"In post","2023","30-39","Black","Male","Undeclared","30","30","35040","34400"
"In post","2023","30-39","Black","Male","Unknown","50","50","36780","33660"
"In post","2023","30-39","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Female","Heterosexual / straight","1305","1215","38200","34170"
"In post","2023","30-39","Mixed","Female","LGBO","150","150","38620","34700"
"In post","2023","30-39","Mixed","Female","Undeclared","95","90","38160","33980"
"In post","2023","30-39","Mixed","Female","Unknown","70","65","38710","35000"
"In post","2023","30-39","Mixed","Male","Heterosexual / straight","900","890","39400","35200"
"In post","2023","30-39","Mixed","Male","LGBO","135","135","39680","36330"
"In post","2023","30-39","Mixed","Male","Undeclared","80","75","38680","34300"
"In post","2023","30-39","Mixed","Male","Unknown","50","50","40170","35000"
"In post","2023","30-39","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Female","Heterosexual / straight","350","335","39660","35650"
"In post","2023","30-39","Other ethnicity","Female","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Female","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Male","Heterosexual / straight","210","210","39070","35620"
"In post","2023","30-39","Other ethnicity","Male","LGBO","30","30","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Male","Undeclared","45","45","48130","54090"
"In post","2023","30-39","Other ethnicity","Male","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Female","Heterosexual / straight","285","265","35480","31280"
"In post","2023","30-39","Undeclared","Female","LGBO","30","25","[c]","[c]"
"In post","2023","30-39","Undeclared","Female","Undeclared","660","615","37180","33760"
"In post","2023","30-39","Undeclared","Female","Unknown","200","175","38460","37060"
"In post","2023","30-39","Undeclared","Male","Heterosexual / straight","360","355","37480","34010"
"In post","2023","30-39","Undeclared","Male","LGBO","60","60","32290","31660"
"In post","2023","30-39","Undeclared","Male","Undeclared","1465","1450","39240","35410"
"In post","2023","30-39","Undeclared","Male","Unknown","280","275","42020","39360"
"In post","2023","30-39","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Female","Heterosexual / straight","445","405","35610","31920"
"In post","2023","30-39","Unknown","Female","LGBO","35","30","39970","36540"
"In post","2023","30-39","Unknown","Female","Undeclared","315","295","43290","41360"
"In post","2023","30-39","Unknown","Female","Unknown","9775","9070","34330","29750"
"In post","2023","30-39","Unknown","Male","Heterosexual / straight","370","370","36430","33980"
"In post","2023","30-39","Unknown","Male","LGBO","40","40","39950","32940"
"In post","2023","30-39","Unknown","Male","Undeclared","275","270","44250","41950"
"In post","2023","30-39","Unknown","Male","Unknown","10100","9985","35510","31970"
"In post","2023","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","White","Female","Heterosexual / straight","33960","31285","36850","33130"
"In post","2023","30-39","White","Female","LGBO","3510","3405","36200","33340"
"In post","2023","30-39","White","Female","Undeclared","2055","1915","37600","34170"
"In post","2023","30-39","White","Female","Unknown","1835","1615","34390","28900"
"In post","2023","30-39","White","Male","Heterosexual / straight","27460","27250","38190","34440"
"In post","2023","30-39","White","Male","LGBO","3145","3115","38870","34700"
"In post","2023","30-39","White","Male","Undeclared","1515","1500","37720","34510"
"In post","2023","30-39","White","Male","Unknown","1425","1410","37320","34170"
"In post","2023","30-39","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Asian","Female","Heterosexual / straight","4430","3980","37310","32520"
"In post","2023","40-49","Asian","Female","LGBO","60","55","35220","28190"
"In post","2023","40-49","Asian","Female","Undeclared","315","275","34670","29750"
"In post","2023","40-49","Asian","Female","Unknown","600","490","34250","28120"
"In post","2023","40-49","Asian","Male","Heterosexual / straight","3460","3370","37980","33830"
"In post","2023","40-49","Asian","Male","LGBO","100","95","38800","33910"
"In post","2023","40-49","Asian","Male","Undeclared","195","190","36570","32540"
"In post","2023","40-49","Asian","Male","Unknown","390","375","35860","31280"
"In post","2023","40-49","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Black","Female","Heterosexual / straight","2050","1935","36040","32520"
"In post","2023","40-49","Black","Female","LGBO","25","25","[c]","[c]"
"In post","2023","40-49","Black","Female","Undeclared","95","85","36820","32730"
"In post","2023","40-49","Black","Female","Unknown","160","145","36110","32520"
"In post","2023","40-49","Black","Male","Heterosexual / straight","1410","1395","36640","33620"
"In post","2023","40-49","Black","Male","LGBO","30","30","35470","32520"
"In post","2023","40-49","Black","Male","Undeclared","50","50","36650","33050"
"In post","2023","40-49","Black","Male","Unknown","90","90","35820","32520"
"In post","2023","40-49","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Female","Heterosexual / straight","1025","945","40500","35000"
"In post","2023","40-49","Mixed","Female","LGBO","80","75","40700","34820"
"In post","2023","40-49","Mixed","Female","Undeclared","85","75","38790","32110"
"In post","2023","40-49","Mixed","Female","Unknown","75","65","39950","33530"
"In post","2023","40-49","Mixed","Male","Heterosexual / straight","620","615","42420","37740"
"In post","2023","40-49","Mixed","Male","LGBO","95","95","43950","36510"
"In post","2023","40-49","Mixed","Male","Undeclared","55","50","38980","32540"
"In post","2023","40-49","Mixed","Male","Unknown","55","55","41870","38980"
"In post","2023","40-49","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Female","Heterosexual / straight","265","240","39210","35000"
"In post","2023","40-49","Other ethnicity","Female","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Female","Undeclared","40","35","45460","39600"
"In post","2023","40-49","Other ethnicity","Female","Unknown","35","25","38680","33480"
"In post","2023","40-49","Other ethnicity","Male","Heterosexual / straight","210","205","41440","35200"
"In post","2023","40-49","Other ethnicity","Male","LGBO","35","35","45420","40880"
"In post","2023","40-49","Other ethnicity","Male","Undeclared","35","35","54760","55350"
"In post","2023","40-49","Other ethnicity","Male","Unknown","20","20","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Female","Heterosexual / straight","315","280","35560","31290"
"In post","2023","40-49","Undeclared","Female","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Undeclared","Female","Undeclared","1125","1035","38460","33990"
"In post","2023","40-49","Undeclared","Female","Unknown","360","315","37400","32940"
"In post","2023","40-49","Undeclared","Male","Heterosexual / straight","355","350","36820","32900"
"In post","2023","40-49","Undeclared","Male","LGBO","40","35","41420","34600"
"In post","2023","40-49","Undeclared","Male","Undeclared","1865","1835","40630","36630"
"In post","2023","40-49","Undeclared","Male","Unknown","445","435","41430","37060"
"In post","2023","40-49","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Female","Heterosexual / straight","440","395","37560","33990"
"In post","2023","40-49","Unknown","Female","LGBO","30","25","[c]","[c]"
"In post","2023","40-49","Unknown","Female","Undeclared","215","195","45720","41820"
"In post","2023","40-49","Unknown","Female","Unknown","6960","6340","35820","29100"
"In post","2023","40-49","Unknown","Male","Heterosexual / straight","350","345","40390","35710"
"In post","2023","40-49","Unknown","Male","LGBO","25","25","[c]","[c]"
"In post","2023","40-49","Unknown","Male","Undeclared","245","240","43660","40680"
"In post","2023","40-49","Unknown","Male","Unknown","6175","6070","38440","33700"
"In post","2023","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Female","Heterosexual / straight","39045","35455","38590","33990"
"In post","2023","40-49","White","Female","LGBO","1940","1855","39230","34170"
"In post","2023","40-49","White","Female","Undeclared","2885","2590","36440","31940"
"In post","2023","40-49","White","Female","Unknown","3625","3095","35130","28130"
"In post","2023","40-49","White","Male","Heterosexual / straight","29000","28705","41560","36590"
"In post","2023","40-49","White","Male","LGBO","2015","1990","42710","35710"
"In post","2023","40-49","White","Male","Undeclared","2135","2105","38770","34260"
"In post","2023","40-49","White","Male","Unknown","2560","2520","39290","34870"
"In post","2023","40-49","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Asian","Female","Heterosexual / straight","2945","2710","35870","31520"
"In post","2023","50-59","Asian","Female","LGBO","60","55","35070","30920"
"In post","2023","50-59","Asian","Female","Undeclared","320","290","32810","29820"
"In post","2023","50-59","Asian","Female","Unknown","475","410","33710","28130"
"In post","2023","50-59","Asian","Male","Heterosexual / straight","2135","2075","37580","32520"
"In post","2023","50-59","Asian","Male","LGBO","40","35","36200","28930"
"In post","2023","50-59","Asian","Male","Undeclared","150","145","34790","31350"
"In post","2023","50-59","Asian","Male","Unknown","280","275","35340","28130"
"In post","2023","50-59","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Female","Heterosexual / straight","2815","2705","35860","32520"
"In post","2023","50-59","Black","Female","LGBO","45","40","34430","30530"
"In post","2023","50-59","Black","Female","Undeclared","235","225","34270","31850"
"In post","2023","50-59","Black","Female","Unknown","330","305","33870","32520"
"In post","2023","50-59","Black","Male","Heterosexual / straight","1690","1665","36790","32520"
"In post","2023","50-59","Black","Male","LGBO","45","45","45170","35200"
"In post","2023","50-59","Black","Male","Undeclared","80","80","35360","32960"
"In post","2023","50-59","Black","Male","Unknown","195","190","36690","32520"
"In post","2023","50-59","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Female","Heterosexual / straight","765","715","37230","32520"
"In post","2023","50-59","Mixed","Female","LGBO","40","40","35820","31480"
