"Status","Year","Ethnicity","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Crown Prosecution Service","South West (England)","5","5","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Wales","10","10","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","West Midlands (England)","135","130","36410","28850"
"In post","2023","Asian","Crown Prosecution Service","Yorkshire and The Humber","60","55","40950","38760"
"In post","2023","Asian","Defence Electronics and Components Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","London","45","40","27830","24900"
"In post","2023","Asian","Defence Equipment and Support","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","North West (England)","5","5","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","South West (England)","275","265","37770","34330"
"In post","2023","Asian","Defence Equipment and Support","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","South East (England)","25","25","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","South West (England)","60","60","40340","39890"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","530","525","47640","41540"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","20","20","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","5","5","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","5","5","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","85","80","37840","37470"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","London","110","110","48640","52900"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","10","10","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","East Midlands (England)","25","25","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","East of England","10","10","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","London","250","245","45800","42030"
"In post","2023","Asian","Department for Education (excl. agencies)","North East (England)","10","10","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","North West (England)","100","100","37170","37590"
"In post","2023","Asian","Department for Education (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","South West (England)","15","15","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","West Midlands (England)","200","195","40060","37590"
"In post","2023","Asian","Department for Education (excl. agencies)","Yorkshire and The Humber","85","85","38290","37590"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","5","5","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","205","200","42260","40260"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","15","15","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","25","25","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","25","25","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","25","25","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Asian","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","London","270","265","46040","41550"
"In post","2023","Asian","Department for International Trade","North East (England)","5","5","[c]","[c]"
"In post","2023","Asian","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Overseas","15","15","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","London","200","195","46960","40800"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","5","5","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","60","60","37080","33050"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","London","310","305","48070","43750"
"In post","2023","Asian","Department for Transport (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","West Midlands (England)","30","30","40930","39630"
"In post","2023","Asian","Department for Transport (excl. agencies)","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","East Midlands (England)","595","520","25960","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","East of England","380","325","28780","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","London","2335","2100","33190","32520"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","North East (England)","235","220","30430","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","North West (England)","1160","1055","27160","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Scotland","110","100","25280","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","South East (England)","360","315","30080","31280"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","South West (England)","75","65","27450","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Unknown","30","30","28700","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Wales","65","65","27700","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","West Midlands (England)","1490","1345","26700","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","980","890","28510","28120"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","London","195","190","46280","41950"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","65","60","39260","38120"
"In post","2023","Asian","Disclosure Scotland","Scotland","5","5","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Wales","70","65","29160","22500"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","West Midlands (England)","60","55","23310","22500"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","East Midlands (England)","30","30","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","East of England","15","15","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","London","35","35","31590","31260"
"In post","2023","Asian","Driver and Vehicle Standards Agency","North East (England)","5","5","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","North West (England)","10","10","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","South East (England)","10","10","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","South West (England)","5","5","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Wales","5","5","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","West Midlands (England)","30","25","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Asian","Education Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","London","25","25","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","North West (England)","20","20","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","West Midlands (England)","35","35","40330","37590"
"In post","2023","Asian","Education and Skills Funding Agency","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Asian","Estyn","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","London","10","10","[c]","[c]"
"In post","2023","Asian","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","South East (England)","40","40","37820","32750"
"In post","2023","Asian","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","East of England","10","10","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","London","35","35","43340","34830"
"In post","2023","Asian","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","South East (England)","5","5","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","315","305","45390","39220"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","105","105","50120","53510"
