"Status","Year","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Cabinet Office","Psychology","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Female","55","55","30180","30130"
"In post","2023","Cabinet Office","Science and Engineering","Male","45","45","30350","30130"
"In post","2023","Cabinet Office","Security","Female","175","165","41790","34650"
"In post","2023","Cabinet Office","Security","Male","230","220","42250","34800"
"In post","2023","Cabinet Office","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Female","55","55","31110","30130"
"In post","2023","Cabinet Office","Statistics","Male","65","65","33190","30130"
"In post","2023","Cabinet Office","Unknown","Female","1965","1905","41530","33020"
"In post","2023","Cabinet Office","Unknown","Male","1410","1400","45230","35680"
"In post","2023","Chancellor's other departments","Commercial","Female","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","Male","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","Female","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","Male","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","Female","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","Male","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","Female","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Other","Female","110","100","62900","58970"
"In post","2023","Chancellor's other departments","Other","Male","145","145","70970","65230"
"In post","2023","Chancellor's other departments","Project Delivery","Female","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","Male","25","25","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","Male","5","5","[c]","[c]"
"In post","2023","Charity Commission","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","Female","20","15","[c]","[c]"
"In post","2023","Charity Commission","Communications","Male","10","10","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","Male","40","40","37420","31360"
"In post","2023","Charity Commission","Finance","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","Female","15","15","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Legal","Female","20","20","[c]","[c]"
"In post","2023","Charity Commission","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","Female","200","190","33270","30170"
"In post","2023","Charity Commission","Operational Delivery","Male","125","120","32800","30170"
"In post","2023","Charity Commission","Policy","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Policy","Male","5","5","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","Female","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Corporate Finance","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","Male","50","50","55130","55130"
"In post","2023","Competition and Markets Authority","Economics","Female","40","35","66820","60410"
"In post","2023","Competition and Markets Authority","Economics","Male","65","65","63340","57660"
"In post","2023","Competition and Markets Authority","Human Resources","Female","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","Human Resources","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","Male","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Legal","Female","75","75","66910","73510"
"In post","2023","Competition and Markets Authority","Legal","Male","65","60","79290","74600"
"In post","2023","Competition and Markets Authority","Policy","Female","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Policy","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Project Delivery","Female","240","225","60580","56150"
"In post","2023","Competition and Markets Authority","Project Delivery","Male","200","195","63940","61040"
"In post","2023","Competition and Markets Authority","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Commercial","Female","35","35","43840","43950"
"In post","2023","Department for Business, Energy and Industrial Strategy","Commercial","Male","35","35","44760","44660"
"In post","2023","Department for Business, Energy and Industrial Strategy","Communications","Female","145","135","45190","41360"
"In post","2023","Department for Business, Energy and Industrial Strategy","Communications","Male","110","105","42770","39720"
"In post","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","Male","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","Female","220","200","32330","31350"
"In post","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","Male","205","200","36390","36930"
"In post","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Female","310","300","42990","40500"
"In post","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Male","775","765","43770","41540"
"In post","2023","Department for Business, Energy and Industrial Strategy","Economics","Female","110","105","47760","42930"
"In post","2023","Department for Business, Energy and Industrial Strategy","Economics","Male","160","160","48350","42040"
"In post","2023","Department for Business, Energy and Industrial Strategy","Finance","Female","185","175","44440","41880"
"In post","2023","Department for Business, Energy and Industrial Strategy","Finance","Male","165","160","45960","44100"
"In post","2023","Department for Business, Energy and Industrial Strategy","Human Resources","Female","300","285","42140","40680"
"In post","2023","Department for Business, Energy and Industrial Strategy","Human Resources","Male","115","110","45360","40680"
"In post","2023","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Female","25","20","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Male","25","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Internal Audit","Female","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","International Trade","Male","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Female","35","30","37050","35210"
"In post","2023","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Male","30","30","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Legal","Female","90","85","48690","44580"
"In post","2023","Department for Business, Energy and Industrial Strategy","Legal","Male","50","45","55400","53730"
"In post","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","Female","2370","2165","31970","28300"
"In post","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","Male","1735","1680","35310","31750"
"In post","2023","Department for Business, Energy and Industrial Strategy","Operational Research","Female","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Operational Research","Male","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Other","Female","200","185","36800","37420"
"In post","2023","Department for Business, Energy and Industrial Strategy","Other","Male","135","130","37000","37420"
"In post","2023","Department for Business, Energy and Industrial Strategy","Policy","Female","2550","2465","49750","50310"
"In post","2023","Department for Business, Energy and Industrial Strategy","Policy","Male","2515","2490","51980","54710"
"In post","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","Female","235","225","44740","44640"
"In post","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","Male","195","190","47810","45150"
"In post","2023","Department for Business, Energy and Industrial Strategy","Property","Female","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Property","Male","15","15","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Science and Engineering","Female","340","305","42120","39650"
"In post","2023","Department for Business, Energy and Industrial Strategy","Science and Engineering","Male","815","775","45040","43040"
"In post","2023","Department for Business, Energy and Industrial Strategy","Security","Female","25","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Security","Male","40","40","46760","44140"
"In post","2023","Department for Business, Energy and Industrial Strategy","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Statistics","Female","25","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Statistics","Male","40","40","46400","45570"
"In post","2023","Department for Digital, Culture, Media and Sport","Commercial","Female","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Commercial","Male","15","15","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Communications","Female","30","30","53510","54010"
"In post","2023","Department for Digital, Culture, Media and Sport","Communications","Male","20","20","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Counter Fraud","Female","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Male","20","20","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Economics","Female","25","25","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Economics","Male","50","50","52230","56760"
"In post","2023","Department for Digital, Culture, Media and Sport","Finance","Female","45","40","52240","48310"
"In post","2023","Department for Digital, Culture, Media and Sport","Finance","Male","55","55","55680","57060"
"In post","2023","Department for Digital, Culture, Media and Sport","Human Resources","Female","55","50","45090","36540"
"In post","2023","Department for Digital, Culture, Media and Sport","Human Resources","Male","20","20","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","International Trade","Female","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","International Trade","Male","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Operational Research","Female","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Operational Research","Male","15","15","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Other","Female","65","60","37390","34380"
"In post","2023","Department for Digital, Culture, Media and Sport","Other","Male","50","50","34360","31880"
"In post","2023","Department for Digital, Culture, Media and Sport","Policy","Female","645","625","49200","52760"
"In post","2023","Department for Digital, Culture, Media and Sport","Policy","Male","485","480","48980","52760"
"In post","2023","Department for Digital, Culture, Media and Sport","Project Delivery","Female","120","120","48680","53030"
"In post","2023","Department for Digital, Culture, Media and Sport","Project Delivery","Male","110","110","51150","53030"
"In post","2023","Department for Digital, Culture, Media and Sport","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Security","Female","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Security","Male","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Social Research","Female","15","15","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Social Research","Male","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Statistics","Female","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Statistics","Male","10","10","[c]","[c]"
"In post","2023","Department for Education","Commercial","Female","140","135","42280","39090"
"In post","2023","Department for Education","Commercial","Male","115","115","44130","41590"
"In post","2023","Department for Education","Communications","Female","190","180","42050","38070"
"In post","2023","Department for Education","Communications","Male","100","100","40960","37790"
"In post","2023","Department for Education","Counter Fraud","Female","10","10","[c]","[c]"
"In post","2023","Department for Education","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2023","Department for Education","Digital, Data and Technology","Female","460","440","43040","38210"
"In post","2023","Department for Education","Digital, Data and Technology","Male","560","555","44460","41440"
"In post","2023","Department for Education","Economics","Female","35","35","47950","46600"
"In post","2023","Department for Education","Economics","Male","50","50","50900","51800"
"In post","2023","Department for Education","Finance","Female","320","300","43150","38210"
"In post","2023","Department for Education","Finance","Male","260","260","46670","43790"
"In post","2023","Department for Education","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Human Resources","Female","145","135","38640","34400"
"In post","2023","Department for Education","Human Resources","Male","40","40","42060","37590"
"In post","2023","Department for Education","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2023","Department for Education","Knowledge and Information Management","Male","10","10","[c]","[c]"
"In post","2023","Department for Education","Legal","Female","45","40","55590","59320"
"In post","2023","Department for Education","Legal","Male","25","25","[c]","[c]"
"In post","2023","Department for Education","Operational Delivery","Female","1225","1165","42520","37710"
"In post","2023","Department for Education","Operational Delivery","Male","710","705","44300","38210"
"In post","2023","Department for Education","Operational Research","Female","40","35","47800","46600"
"In post","2023","Department for Education","Operational Research","Male","65","65","47930","46600"
"In post","2023","Department for Education","Policy","Female","1515","1425","46790","41510"
"In post","2023","Department for Education","Policy","Male","735","720","48860","51360"
"In post","2023","Department for Education","Project Delivery","Female","645","620","46810","51360"
"In post","2023","Department for Education","Project Delivery","Male","480","475","50920","51400"
"In post","2023","Department for Education","Property","Female","10","10","[c]","[c]"
"In post","2023","Department for Education","Property","Male","15","15","[c]","[c]"
"In post","2023","Department for Education","Science and Engineering","Female","5","5","[c]","[c]"
"In post","2023","Department for Education","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Security","Female","5","5","[c]","[c]"
"In post","2023","Department for Education","Security","Male","10","10","[c]","[c]"
"In post","2023","Department for Education","Social Research","Female","110","105","46190","44910"
"In post","2023","Department for Education","Social Research","Male","30","30","50150","47010"
"In post","2023","Department for Education","Statistics","Female","165","155","43940","43250"
"In post","2023","Department for Education","Statistics","Male","150","150","45660","43250"
"In post","2023","Department for Education","Unknown","Female","20","20","[c]","[c]"
"In post","2023","Department for Education","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Commercial","Female","115","105","36440","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Commercial","Male","70","70","39660","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Communications","Female","155","140","41460","37710"
"In post","2023","Department for Environment, Food and Rural Affairs","Communications","Male","80","75","42400","38300"
"In post","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Female","395","375","42990","41830"
"In post","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Male","545","540","44670","49400"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","Female","35","35","49010","44830"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","Male","25","25","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","Female","245","235","40720","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","Male","200","200","46150","49400"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","Female","230","215","43890","40250"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","Male","80","80","45540","46510"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Female","30","30","32070","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Male","25","25","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","Female","2870","2610","27530","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","Male","2060","2010","28510","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Other","Female","60","55","33470","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Other","Male","55","55","38830","31350"
"In post","2023","Department for Environment, Food and Rural Affairs","Policy","Female","2065","1970","43770","40260"
"In post","2023","Department for Environment, Food and Rural Affairs","Policy","Male","1630","1605","44810","40260"
"In post","2023","Department for Environment, Food and Rural Affairs","Project Delivery","Female","145","130","37760","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Project Delivery","Male","110","105","37420","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Property","Female","245","230","37840","33830"
"In post","2023","Department for Environment, Food and Rural Affairs","Property","Male","180","175","44030","39290"
"In post","2023","Department for Environment, Food and Rural Affairs","Science and Engineering","Female","585","555","32910","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Science and Engineering","Male","460","450","36530","32880"
"In post","2023","Department for Environment, Food and Rural Affairs","Unknown","Female","35","30","41570","40260"
"In post","2023","Department for Environment, Food and Rural Affairs","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Veterinarian","Female","185","175","43450","38960"
"In post","2023","Department for Environment, Food and Rural Affairs","Veterinarian","Male","140","135","44930","40280"
"In post","2023","Department for International Trade","Commercial","Female","25","20","[c]","[c]"
"In post","2023","Department for International Trade","Commercial","Male","15","15","[c]","[c]"
"In post","2023","Department for International Trade","Communications","Female","65","65","47470","42530"
"In post","2023","Department for International Trade","Communications","Male","50","50","49250","42530"
"In post","2023","Department for International Trade","Digital, Data and Technology","Female","90","85","52370","52000"
"In post","2023","Department for International Trade","Digital, Data and Technology","Male","110","110","51800","52220"
"In post","2023","Department for International Trade","Economics","Female","60","55","45650","41550"
"In post","2023","Department for International Trade","Economics","Male","110","110","50100","55370"
"In post","2023","Department for International Trade","Finance","Female","40","40","50440","55340"
"In post","2023","Department for International Trade","Finance","Male","45","45","52040","55370"
"In post","2023","Department for International Trade","Human Resources","Female","95","90","44400","41550"
"In post","2023","Department for International Trade","Human Resources","Male","40","40","43800","36620"
"In post","2023","Department for International Trade","International Trade","Female","935","910","47930","43000"
"In post","2023","Department for International Trade","International Trade","Male","1025","1015","50140","45350"
"In post","2023","Department for International Trade","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2023","Department for International Trade","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2023","Department for International Trade","Operational Delivery","Female","85","80","39740","35150"
"In post","2023","Department for International Trade","Operational Delivery","Male","80","80","47370","38390"
"In post","2023","Department for International Trade","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Other","Female","80","80","44490","36620"
"In post","2023","Department for International Trade","Other","Male","60","60","51690","41550"
"In post","2023","Department for International Trade","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Policy","Female","105","105","47840","41750"
"In post","2023","Department for International Trade","Policy","Male","125","125","49490","42300"
