"Status","Year","Ethnicity","Parent_department","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Competition and Markets Authority","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","London","London","625","615","46190","41360"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","40","40","34330","31350"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","10","5","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","35","35","34690","33430"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Wales","Outside London","50","50","39170","40500"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","155","150","33420","31350"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","London","London","130","130","47770","52760"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","East Midlands (England)","Outside London","30","30","42990","38210"
"In post","2023","Asian","Department for Education","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Education","London","London","295","285","46120","42170"
"In post","2023","Asian","Department for Education","North East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Department for Education","North West (England)","Outside London","125","125","37680","37590"
"In post","2023","Asian","Department for Education","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Department for Education","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","West Midlands (England)","Outside London","275","270","39580","37590"
"In post","2023","Asian","Department for Education","Yorkshire and The Humber","Outside London","100","100","39010","37590"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","East of England","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","London","London","215","210","41670","38140"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","North East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","North West (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","South East (England)","Outside London","105","105","34270","29150"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","40","40","32090","25920"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","35","35","34910","30320"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","30","30","32670","30320"
"In post","2023","Asian","Department for International Trade","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","London","London","270","265","46040","41550"
"In post","2023","Asian","Department for International Trade","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Department for International Trade","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Overseas","Overseas","15","15","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","London","London","210","205","47050","40800"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","West Midlands (England)","Outside London","60","60","37650","33990"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Department for Transport","East Midlands (England)","Outside London","35","35","30850","31660"
"In post","2023","Asian","Department for Transport","East of England","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Department for Transport","London","London","350","340","46320","43750"
"In post","2023","Asian","Department for Transport","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Transport","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Transport","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Transport","South East (England)","Outside London","40","40","37140","31510"
"In post","2023","Asian","Department for Transport","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport","Wales","Outside London","80","75","30770","22500"
"In post","2023","Asian","Department for Transport","West Midlands (England)","Outside London","120","115","28890","26960"
"In post","2023","Asian","Department for Transport","Yorkshire and The Humber","Outside London","30","30","34750","31350"
"In post","2023","Asian","Department for Work and Pensions","East Midlands (England)","Outside London","600","525","26100","28120"
"In post","2023","Asian","Department for Work and Pensions","East of England","Outside London","385","335","28990","28120"
"In post","2023","Asian","Department for Work and Pensions","London","London","2350","2115","33230","32520"
"In post","2023","Asian","Department for Work and Pensions","North East (England)","Outside London","235","220","30600","28120"
"In post","2023","Asian","Department for Work and Pensions","North West (England)","Outside London","1175","1070","27420","28120"
"In post","2023","Asian","Department for Work and Pensions","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions","Scotland","Outside London","120","110","28940","28120"
"In post","2023","Asian","Department for Work and Pensions","South East (England)","Outside London","360","320","30160","31280"
"In post","2023","Asian","Department for Work and Pensions","South West (England)","Outside London","75","65","27450","28120"
"In post","2023","Asian","Department for Work and Pensions","Unknown","Unknown","30","30","28700","28120"
"In post","2023","Asian","Department for Work and Pensions","Wales","Outside London","65","65","27700","28120"
"In post","2023","Asian","Department for Work and Pensions","West Midlands (England)","Outside London","1500","1355","26870","28120"
"In post","2023","Asian","Department for Work and Pensions","Yorkshire and The Humber","Outside London","990","900","28590","28120"
"In post","2023","Asian","Department of Health and Social Care","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care","East of England","Outside London","65","65","51210","41900"
"In post","2023","Asian","Department of Health and Social Care","London","London","830","805","44970","41190"
"In post","2023","Asian","Department of Health and Social Care","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care","North West (England)","Outside London","35","35","33700","27060"
"In post","2023","Asian","Department of Health and Social Care","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care","South East (England)","Outside London","30","30","49070","41030"
"In post","2023","Asian","Department of Health and Social Care","South West (England)","Outside London","45","40","43500","35570"
"In post","2023","Asian","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care","West Midlands (England)","Outside London","60","55","40010","29480"
"In post","2023","Asian","Department of Health and Social Care","Yorkshire and The Humber","Outside London","85","80","42750","34190"
"In post","2023","Asian","Estyn","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","London","London","35","35","43340","34830"
"In post","2023","Asian","Food Standards Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","London","London","325","315","45160","39220"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Overseas","Overseas","110","110","49450","53020"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","South East (England)","Outside London","50","50","37920","32750"
"In post","2023","Asian","HM Land Registry","East Midlands (England)","Outside London","85","80","29700","28080"
"In post","2023","Asian","HM Land Registry","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","HM Land Registry","London","London","45","45","38200","31680"
"In post","2023","Asian","HM Land Registry","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Land Registry","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","HM Land Registry","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","HM Land Registry","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Land Registry","West Midlands (England)","Outside London","35","30","32570","28080"
"In post","2023","Asian","HM Land Registry","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Revenue and Customs","East Midlands (England)","Outside London","570","535","32770","28130"
"In post","2023","Asian","HM Revenue and Customs","East of England","Outside London","15","10","[c]","[c]"
"In post","2023","Asian","HM Revenue and Customs","London","London","1770","1685","42390","39450"
"In post","2023","Asian","HM Revenue and Customs","North East (England)","Outside London","245","235","30360","27890"
"In post","2023","Asian","HM Revenue and Customs","North West (England)","Outside London","1165","1095","31360","28000"
"In post","2023","Asian","HM Revenue and Customs","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","HM Revenue and Customs","Scotland","Outside London","170","155","27860","22520"
"In post","2023","Asian","HM Revenue and Customs","South East (England)","Outside London","95","90","33610","29730"
"In post","2023","Asian","HM Revenue and Customs","South West (England)","Outside London","75","70","35660","34700"
"In post","2023","Asian","HM Revenue and Customs","Wales","Outside London","165","160","30080","28130"
"In post","2023","Asian","HM Revenue and Customs","West Midlands (England)","Outside London","1135","1090","32890","29730"
"In post","2023","Asian","HM Revenue and Customs","Yorkshire and The Humber","Outside London","1070","1005","29760","27890"
"In post","2023","Asian","HM Treasury","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury","London","London","290","290","44680","40070"
"In post","2023","Asian","HM Treasury","North East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","HM Treasury","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","HM Treasury","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","HM Treasury","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Home Office","East Midlands (England)","Outside London","35","35","26490","25980"
"In post","2023","Asian","Home Office","East of England","Outside London","250","210","25480","22400"
"In post","2023","Asian","Home Office","London","London","3080","2875","36200","30410"
"In post","2023","Asian","Home Office","North East (England)","Outside London","40","35","25960","25880"
"In post","2023","Asian","Home Office","North West (England)","Outside London","260","245","28970","25980"
"In post","2023","Asian","Home Office","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Home Office","Overseas","Overseas","20","20","[c]","[c]"
"In post","2023","Asian","Home Office","Scotland","Outside London","45","40","26990","25880"
"In post","2023","Asian","Home Office","South East (England)","Outside London","115","105","28660","27180"
"In post","2023","Asian","Home Office","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Home Office","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Home Office","Wales","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Home Office","West Midlands (England)","Outside London","295","270","29030","26180"
"In post","2023","Asian","Home Office","Yorkshire and The Humber","Outside London","390","365","27840","25880"
"In post","2023","Asian","Ministry of Defence","East Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","East of England","Outside London","135","130","41280","38020"
"In post","2023","Asian","Ministry of Defence","London","London","395","380","39420","38020"
"In post","2023","Asian","Ministry of Defence","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","North West (England)","Outside London","45","45","30480","27080"
"In post","2023","Asian","Ministry of Defence","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","Overseas","Overseas","20","20","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","Scotland","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","South East (England)","Outside London","270","265","32150","27500"
"In post","2023","Asian","Ministry of Defence","South West (England)","Outside London","500","480","38540","35000"
"In post","2023","Asian","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","West Midlands (England)","Outside London","80","80","34390","33830"
"In post","2023","Asian","Ministry of Defence","Yorkshire and The Humber","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","East Midlands (England)","Outside London","550","495","27310","23640"
"In post","2023","Asian","Ministry of Justice","East of England","Outside London","245","230","29820","28480"
"In post","2023","Asian","Ministry of Justice","London","London","1780","1690","36270","33800"
"In post","2023","Asian","Ministry of Justice","North East (England)","Outside London","60","50","31520","30070"
"In post","2023","Asian","Ministry of Justice","North West (England)","Outside London","345","315","29740","25830"
"In post","2023","Asian","Ministry of Justice","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","South East (England)","Outside London","320","300","30560","28880"
"In post","2023","Asian","Ministry of Justice","South West (England)","Outside London","80","70","28760","25830"
"In post","2023","Asian","Ministry of Justice","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","Wales","Outside London","50","45","28540","28480"
"In post","2023","Asian","Ministry of Justice","West Midlands (England)","Outside London","1255","1165","26740","21780"
"In post","2023","Asian","Ministry of Justice","Yorkshire and The Humber","Outside London","350","320","30300","28320"
"In post","2023","Asian","National Crime Agency","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","National Crime Agency","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","National Crime Agency","London","London","160","155","41430","39930"
"In post","2023","Asian","National Crime Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","North West (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","National Crime Agency","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","West Midlands (England)","Outside London","55","50","36490","38310"
"In post","2023","Asian","National Crime Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","London","London","5","5","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","London","London","40","40","43990","43850"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","North West (England)","Outside London","30","25","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","London","London","160","160","44150","40000"
"In post","2023","Asian","Office of Gas and Electricity Markets","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","Scotland","Outside London","35","35","33800","31170"
"In post","2023","Asian","Office of Gas and Electricity Markets","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","West Midlands (England)","Outside London","35","35","39170","36800"
"In post","2023","Asian","Office of Rail and Road","London","London","25","25","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","London","London","[c]","[c]","[c]","[c]"
