"Status","Year","Disability","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Finance","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of the Secretary of State for Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Scottish Government","AO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Scottish Government","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Scottish Government","G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Scottish Government","HEO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Scottish Government","SEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Export Finance","EO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Export Finance","G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Export Finance","HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Export Finance","SEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Statistics Authority","AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Statistics Authority","G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Water Services Regulation Authority","HEO","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Welsh Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Welsh Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","AO","720","655","22130","22150"
"In post","2023","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","EO","375","355","26050","25920"
"In post","2023","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","G6","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","G7","35","35","50260","49400"
"In post","2023","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","HEO","160","150","30820","30320"
"In post","2023","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","SEO","75","70","37800","37300"
"In post","2023","Declared non-disabled","Grants Management","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Home Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Home Office","G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Home Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Home Office","SEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Attorney General's Departments","AO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Attorney General's Departments","EO","30","30","27910","27760"
"In post","2023","Declared non-disabled","Human Resources","Attorney General's Departments","G6","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Attorney General's Departments","G7","40","35","55770","54990"
"In post","2023","Declared non-disabled","Human Resources","Attorney General's Departments","HEO","55","50","32660","32520"
"In post","2023","Declared non-disabled","Human Resources","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Attorney General's Departments","SEO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Cabinet Office","AO","75","70","21770","21720"
"In post","2023","Declared non-disabled","Human Resources","Cabinet Office","EO","95","90","26630","26300"
"In post","2023","Declared non-disabled","Human Resources","Cabinet Office","G6","45","45","66250","66530"
"In post","2023","Declared non-disabled","Human Resources","Cabinet Office","G7","135","130","55940","56430"
"In post","2023","Declared non-disabled","Human Resources","Cabinet Office","HEO","135","130","33690","33020"
"In post","2023","Declared non-disabled","Human Resources","Cabinet Office","SCS level","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Cabinet Office","SEO","125","120","40330","39870"
"In post","2023","Declared non-disabled","Human Resources","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Chancellor's other departments","SEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Charity Commission","HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Competition and Markets Authority","G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Competition and Markets Authority","HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Competition and Markets Authority","SEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","AO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","EO","35","35","26670","25610"
"In post","2023","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","G6","30","30","66300","66490"
"In post","2023","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","G7","75","75","53330","54710"
"In post","2023","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","HEO","75","70","32480","32430"
"In post","2023","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","SEO","75","70","41140","41070"
"In post","2023","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","G7","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Education","AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Education","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Education","G6","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Education","G7","30","30","53260","51840"
"In post","2023","Declared non-disabled","Human Resources","Department for Education","HEO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Education","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Education","SEO","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","EO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","G6","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","G7","70","65","51390","49970"
"In post","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","HEO","30","30","31060","30320"
"In post","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","SEO","50","50","38710","38030"
"In post","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for International Trade","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for International Trade","G6","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for International Trade","G7","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for International Trade","HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for International Trade","SEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","EO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","G6","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","G7","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","SEO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Transport","AO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Transport","EO","65","60","28240","27260"
"In post","2023","Declared non-disabled","Human Resources","Department for Transport","G6","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Transport","G7","45","45","53330","51540"
"In post","2023","Declared non-disabled","Human Resources","Department for Transport","HEO","105","100","33120","32240"
"In post","2023","Declared non-disabled","Human Resources","Department for Transport","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Transport","SEO","85","80","41310","40180"
"In post","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","AO","40","35","22190","21690"
"In post","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","EO","505","465","28670","28120"
"In post","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","G6","55","55","68360","66860"
"In post","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","G7","160","155","52720","50160"
"In post","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","HEO","265","245","34830","34170"
"In post","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","SEO","175","165","39720","38470"
"In post","2023","Declared non-disabled","Human Resources","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department of Health and Social Care","AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department of Health and Social Care","EO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department of Health and Social Care","G6","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department of Health and Social Care","G7","35","35","53790","53640"
"In post","2023","Declared non-disabled","Human Resources","Department of Health and Social Care","HEO","35","35","32660","32980"
"In post","2023","Declared non-disabled","Human Resources","Department of Health and Social Care","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department of Health and Social Care","SEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Estyn","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Food Standards Agency","EO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Food Standards Agency","G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Food Standards Agency","HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Food Standards Agency","SEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","AO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","EO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","G6","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","G7","45","40","57980","56130"
"In post","2023","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","HEO","65","65","38120","38540"
"In post","2023","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","SCS level","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","SEO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Land Registry","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Land Registry","G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Land Registry","HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Land Registry","SEO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Revenue and Customs","AO","60","60","22810","22520"
"In post","2023","Declared non-disabled","Human Resources","HM Revenue and Customs","EO","185","175","28410","28130"
"In post","2023","Declared non-disabled","Human Resources","HM Revenue and Customs","G6","70","70","72210","71300"
"In post","2023","Declared non-disabled","Human Resources","HM Revenue and Customs","G7","190","185","58580","57970"
"In post","2023","Declared non-disabled","Human Resources","HM Revenue and Customs","HEO","295","280","35160","35000"
"In post","2023","Declared non-disabled","Human Resources","HM Revenue and Customs","SCS level","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Revenue and Customs","SEO","200","190","42960","42510"
"In post","2023","Declared non-disabled","Human Resources","HM Treasury","AO","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Treasury","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Treasury","G6","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Treasury","G7","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Treasury","HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Treasury","SEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Home Office","AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Home Office","EO","35","35","29330","29980"
"In post","2023","Declared non-disabled","Human Resources","Home Office","G6","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Home Office","G7","65","65","58670","59290"
"In post","2023","Declared non-disabled","Human Resources","Home Office","HEO","70","65","35520","36180"
"In post","2023","Declared non-disabled","Human Resources","Home Office","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Home Office","SEO","65","60","43020","43210"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Defence","AA","35","30","21090","21380"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Defence","AO","320","305","22420","22220"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Defence","EO","890","870","28960","27500"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Defence","G6","55","55","69020","68040"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Defence","G7","175","170","55500","56180"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Defence","HEO","695","680","35360","34300"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Defence","SCS level","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Defence","SEO","350","340","43880","41800"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Defence","Unknown","45","40","39750","39130"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Justice","AO","30","25","22560","21780"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Justice","EO","85","80","27570","27110"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Justice","G6","50","50","71720","70800"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Justice","G7","135","130","58050","58000"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Justice","HEO","300","290","33070","32410"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Justice","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Justice","SEO","255","250","43210","41510"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Justice","Unknown","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","National Crime Agency","EO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","National Crime Agency","G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","National Crime Agency","HEO","35","30","41590","41140"
"In post","2023","Declared non-disabled","Human Resources","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","National Crime Agency","SEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","EO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","SEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","G6","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","SEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Scottish Government","AO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Scottish Government","EO","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Scottish Government","G6","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Scottish Government","G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Scottish Government","HEO","35","30","36560","36800"
"In post","2023","Declared non-disabled","Human Resources","Scottish Government","SEO","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","The National Archives","EO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","The National Archives","G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Export Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Export Finance","G7","[c]","[c]","[c]","[c]"
