"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","SEO","345","335","39240","39890"
"In post","2023","Analysis","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Social Research","EO","20","20","28490","27140"
"In post","2023","Analysis","Social Research","G6","85","80","69350","69140"
"In post","2023","Analysis","Social Research","G7","365","345","56620","55730"
"In post","2023","Analysis","Social Research","HEO","435","420","33690","32150"
"In post","2023","Analysis","Social Research","SCS level","15","15","80310","79150"
"In post","2023","Analysis","Social Research","SEO","510","485","41550","41050"
"In post","2023","Analysis","Statistics","AA","25","25","23180","23500"
"In post","2023","Analysis","Statistics","AO","25","20","24060","23560"
"In post","2023","Analysis","Statistics","EO","215","205","28830","28580"
"In post","2023","Analysis","Statistics","G6","180","175","68970","68020"
"In post","2023","Analysis","Statistics","G7","655","625","56870","55720"
"In post","2023","Analysis","Statistics","HEO","780","760","34180","34170"
"In post","2023","Analysis","Statistics","SCS level","70","65","86460","80500"
"In post","2023","Analysis","Statistics","SEO","780","755","42290","42140"
"In post","2023","Analysis","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","EO","25","25","27330","26500"
"In post","2023","Analysis","Unknown","G6","30","30","71360","69640"
"In post","2023","Analysis","Unknown","G7","40","40","53460","53180"
"In post","2023","Analysis","Unknown","HEO","40","40","34930","34170"
"In post","2023","Analysis","Unknown","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Unknown","SEO","30","30","40910","40000"
"In post","2023","Commercial","Commercial","AA","30","25","21640","22920"
"In post","2023","Commercial","Commercial","AO","300","280","23810","22500"
"In post","2023","Commercial","Commercial","EO","615","590","27580","27140"
"In post","2023","Commercial","Commercial","G6","620","610","74520","71800"
"In post","2023","Commercial","Commercial","G7","1375","1345","59420","56180"
"In post","2023","Commercial","Commercial","HEO","1280","1240","33490","33500"
"In post","2023","Commercial","Commercial","SCS level","265","260","115500","110130"
"In post","2023","Commercial","Commercial","SEO","1615","1570","41810","41950"
"In post","2023","Commercial","Commercial","Unknown","165","165","42960","42620"
"In post","2023","Commercial","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","G7","10","10","55430","56000"
"In post","2023","Commercial","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","G7","25","25","56210","56430"
"In post","2023","Commercial","Human Resources","HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","AO","15","15","22740","22150"
"In post","2023","Commercial","Operational Delivery","EO","65","60","29550","29150"
"In post","2023","Commercial","Operational Delivery","G6","30","25","74710","76800"
"In post","2023","Commercial","Operational Delivery","G7","85","85","57930","56570"
"In post","2023","Commercial","Operational Delivery","HEO","60","60","34840","34430"
"In post","2023","Commercial","Operational Delivery","SCS level","10","10","118720","117760"
"In post","2023","Commercial","Operational Delivery","SEO","100","95","44840","43680"
"In post","2023","Commercial","Other","AA","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Other","AO","5","5","[c]","[c]"
"In post","2023","Commercial","Other","EO","15","10","27140","26340"
"In post","2023","Commercial","Other","G6","15","15","60840","60490"
"In post","2023","Commercial","Other","G7","55","55","47430","47960"
"In post","2023","Commercial","Other","HEO","45","45","32870","31880"
"In post","2023","Commercial","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Other","SEO","40","35","38380","37420"
"In post","2023","Commercial","Policy","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Policy","G6","15","10","63900","64000"
"In post","2023","Commercial","Policy","G7","25","20","53940","52870"
"In post","2023","Commercial","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Policy","SEO","15","15","40910","41060"
"In post","2023","Commercial","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","EO","10","10","27810","28120"
"In post","2023","Commercial","Project Delivery","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Project Delivery","G7","15","15","53500","51360"
"In post","2023","Commercial","Project Delivery","HEO","30","30","33960","34170"
"In post","2023","Commercial","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","SEO","15","15","40680","41060"
"In post","2023","Commercial","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","AO","5","5","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Tax","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","EO","15","15","27750","27970"
"In post","2023","Commercial","Unknown","G6","20","20","76280","70410"
"In post","2023","Commercial","Unknown","G7","65","60","60670","56490"
"In post","2023","Commercial","Unknown","HEO","25","25","34190","34400"
"In post","2023","Commercial","Unknown","SCS level","10","10","118990","121960"
"In post","2023","Commercial","Unknown","SEO","35","35","41630","41780"
"In post","2023","Commercial","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","AO","150","145","23100","22340"
"In post","2023","Communications","Communications","EO","455","430","28590","28120"
"In post","2023","Communications","Communications","G6","255","245","69310","68610"
"In post","2023","Communications","Communications","G7","680","660","56410","56000"
"In post","2023","Communications","Communications","HEO","960","930","35240","34690"
"In post","2023","Communications","Communications","SCS level","100","100","89440","83770"
"In post","2023","Communications","Communications","SEO","1020","990","42850","42510"
"In post","2023","Communications","Communications","Unknown","25","25","36910","34080"
"In post","2023","Communications","Digital, Data and Technology","G7","5","5","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","HEO","5","5","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","SEO","10","10","41890","41870"
"In post","2023","Communications","Finance","EO","5","5","[c]","[c]"
"In post","2023","Communications","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Communications","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","HEO","5","5","[c]","[c]"
"In post","2023","Communications","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","SEO","5","5","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","AO","5","5","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","EO","25","25","32730","32520"
"In post","2023","Communications","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","G7","15","15","57190","57240"
"In post","2023","Communications","Knowledge and Information Management","HEO","25","25","40270","39150"
"In post","2023","Communications","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","SEO","20","15","46860","48790"
"In post","2023","Communications","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","EO","10","10","26580","26260"
"In post","2023","Communications","Operational Delivery","G6","5","5","[c]","[c]"
"In post","2023","Communications","Operational Delivery","G7","15","15","53470","54100"
"In post","2023","Communications","Operational Delivery","HEO","25","25","31590","30840"
"In post","2023","Communications","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2023","Communications","Operational Delivery","SEO","30","30","40270","39620"
"In post","2023","Communications","Other","AO","5","5","[c]","[c]"
"In post","2023","Communications","Other","EO","5","5","[c]","[c]"
"In post","2023","Communications","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","G7","10","10","[c]","[c]"
"In post","2023","Communications","Other","HEO","10","10","35440","35040"
"In post","2023","Communications","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","SEO","5","5","[c]","[c]"
"In post","2023","Communications","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","G7","10","10","[c]","[c]"
"In post","2023","Communications","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","SEO","5","5","[c]","[c]"
"In post","2023","Communications","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","G7","5","5","[c]","[c]"
"In post","2023","Communications","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Psychology","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Psychology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","EO","15","15","28660","28370"
"In post","2023","Communications","Unknown","G6","20","20","68560","67780"
"In post","2023","Communications","Unknown","G7","40","40","56980","56430"
"In post","2023","Communications","Unknown","HEO","40","40","35170","35240"
"In post","2023","Communications","Unknown","SCS level","20","20","97420","87400"
"In post","2023","Communications","Unknown","SEO","45","45","42740","41950"
"In post","2023","Counter Fraud","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","AA","15","10","21860","22200"
"In post","2023","Counter Fraud","Counter Fraud","AO","1575","1370","23160","21690"
"In post","2023","Counter Fraud","Counter Fraud","EO","4765","4375","29060","28120"
"In post","2023","Counter Fraud","Counter Fraud","G6","105","100","71950","71300"
"In post","2023","Counter Fraud","Counter Fraud","G7","220","210","58320","57970"
"In post","2023","Counter Fraud","Counter Fraud","HEO","2015","1930","35850","34700"
"In post","2023","Counter Fraud","Counter Fraud","SCS level","20","20","90780","84550"
"In post","2023","Counter Fraud","Counter Fraud","SEO","620","590","42680","42510"
"In post","2023","Counter Fraud","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","G6","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","EO","55","55","29710","28130"
"In post","2023","Counter Fraud","Intelligence Analysis","G6","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","G7","25","25","61330","61530"
"In post","2023","Counter Fraud","Intelligence Analysis","HEO","85","85","36680","35000"
"In post","2023","Counter Fraud","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","SEO","50","50","43590","42510"
"In post","2023","Counter Fraud","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","G7","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","HEO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","SEO","15","15","43820","42510"
"In post","2023","Counter Fraud","Legal","AO","180","155","23060","22520"
"In post","2023","Counter Fraud","Legal","EO","805","760","29760","28130"
"In post","2023","Counter Fraud","Legal","G6","20","20","74160","72920"
"In post","2023","Counter Fraud","Legal","G7","90","90","60060","57970"
"In post","2023","Counter Fraud","Legal","HEO","635","615","36700","35000"
"In post","2023","Counter Fraud","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Legal","SEO","245","240","43820","42510"
"In post","2023","Counter Fraud","Operational Delivery","AA","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Operational Delivery","AO","475","415","23200","22520"
"In post","2023","Counter Fraud","Operational Delivery","EO","1230","1135","28940","28130"
"In post","2023","Counter Fraud","Operational Delivery","G6","30","30","71740","71300"
"In post","2023","Counter Fraud","Operational Delivery","G7","145","135","59460","57970"
"In post","2023","Counter Fraud","Operational Delivery","HEO","935","880","35510","35000"
"In post","2023","Counter Fraud","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Operational Delivery","SEO","375","355","42900","42510"
"In post","2023","Counter Fraud","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Other","AO","10","10","26560","26920"
"In post","2023","Counter Fraud","Other","EO","60","50","30130","29730"
"In post","2023","Counter Fraud","Other","G6","20","20","72700","71300"
"In post","2023","Counter Fraud","Other","G7","85","75","58410","57970"
"In post","2023","Counter Fraud","Other","HEO","55","55","36110","35000"
"In post","2023","Counter Fraud","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Other","SEO","45","45","43220","42510"
"In post","2023","Counter Fraud","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tax","AO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Tax","EO","405","375","29370","28130"
"In post","2023","Counter Fraud","Tax","G6","105","100","72820","71300"
"In post","2023","Counter Fraud","Tax","G7","355","335","58910","57970"
"In post","2023","Counter Fraud","Tax","HEO","550","520","36000","35000"
"In post","2023","Counter Fraud","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tax","SEO","285","270","43200","42510"
"In post","2023","Counter Fraud","Unknown","AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","EO","105","100","29920","28920"
"In post","2023","Counter Fraud","Unknown","G6","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","G7","25","25","56070","55780"
"In post","2023","Counter Fraud","Unknown","HEO","95","90","35850","34700"
"In post","2023","Counter Fraud","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","SEO","30","30","41950","42140"
"In post","2023","Debt","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Operational Delivery","AO","3235","2930","23090","22520"
"In post","2023","Debt","Operational Delivery","EO","855","785","29130","28130"
"In post","2023","Debt","Operational Delivery","G6","10","10","72360","71300"
"In post","2023","Debt","Operational Delivery","G7","30","30","58510","57970"
"In post","2023","Debt","Operational Delivery","HEO","195","180","35680","35000"
"In post","2023","Debt","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Operational Delivery","SEO","85","80","43160","42510"
"In post","2023","Debt","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Other","AA","30","25","21250","21250"
"In post","2023","Debt","Other","AO","2100","1805","21830","21690"
"In post","2023","Debt","Other","EO","380","330","28270","28120"
"In post","2023","Debt","Other","HEO","100","90","34350","34170"
"In post","2023","Debt","Other","SEO","5","5","[c]","[c]"
"In post","2023","Debt","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Policy","HEO","5","5","[c]","[c]"
"In post","2023","Debt","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Tax","AO","535","505","22710","22520"
"In post","2023","Debt","Tax","EO","105","105","28210","27890"
"In post","2023","Debt","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Tax","HEO","5","5","[c]","[c]"
"In post","2023","Debt","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Unknown","AO","25","25","23030","22520"
"In post","2023","Debt","Unknown","EO","35","35","29170","28120"
