"Status","Year","Age","Ethnicity","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Asian","EO","Undeclared","50","45","28620","28120"
"In post","2023","20-29","Asian","EO","Unknown","90","90","28660","28120"
"In post","2023","20-29","Asian","G6/G7","Heterosexual / straight","295","290","56390","55190"
"In post","2023","20-29","Asian","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Asian","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Asian","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Asian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","SEO/HEO","Heterosexual / straight","1805","1795","36810","35410"
"In post","2023","20-29","Asian","SEO/HEO","LGBO","90","90","37200","36190"
"In post","2023","20-29","Asian","SEO/HEO","Undeclared","80","80","37310","36350"
"In post","2023","20-29","Asian","SEO/HEO","Unknown","215","215","33230","30130"
"In post","2023","20-29","Asian","Unknown","Heterosexual / straight","220","220","25490","23640"
"In post","2023","20-29","Asian","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","AA/AO","Heterosexual / straight","525","510","26080","25490"
"In post","2023","20-29","Black","AA/AO","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Black","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Black","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Black","EO","Heterosexual / straight","655","650","29990","29660"
"In post","2023","20-29","Black","EO","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Black","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Black","EO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Black","G6/G7","Heterosexual / straight","80","80","56570","55150"
"In post","2023","20-29","Black","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","SEO/HEO","Heterosexual / straight","545","545","36910","35620"
"In post","2023","20-29","Black","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2023","20-29","Black","SEO/HEO","Undeclared","30","30","37170","35880"
"In post","2023","20-29","Black","SEO/HEO","Unknown","55","55","34320","32260"
"In post","2023","20-29","Black","Unknown","Heterosexual / straight","155","150","27700","27640"
"In post","2023","20-29","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","AA/AO","Heterosexual / straight","490","475","25270","23230"
"In post","2023","20-29","Mixed","AA/AO","LGBO","85","85","25160","23230"
"In post","2023","20-29","Mixed","AA/AO","Undeclared","40","40","24710","22520"
"In post","2023","20-29","Mixed","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","EO","Heterosexual / straight","435","425","29040","28120"
"In post","2023","20-29","Mixed","EO","LGBO","75","75","28650","28120"
"In post","2023","20-29","Mixed","EO","Undeclared","45","45","29130","28120"
"In post","2023","20-29","Mixed","EO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","G6/G7","Heterosexual / straight","135","135","56160","55120"
"In post","2023","20-29","Mixed","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","SEO/HEO","Heterosexual / straight","645","645","36600","35410"
"In post","2023","20-29","Mixed","SEO/HEO","LGBO","95","95","35930","35000"
"In post","2023","20-29","Mixed","SEO/HEO","Undeclared","45","45","36530","34970"
"In post","2023","20-29","Mixed","SEO/HEO","Unknown","110","110","32460","30130"
"In post","2023","20-29","Mixed","Unknown","Heterosexual / straight","145","140","26270","24570"
"In post","2023","20-29","Mixed","Unknown","LGBO","30","30","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","AA/AO","Heterosexual / straight","90","90","25620","24280"
"In post","2023","20-29","Other ethnicity","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","EO","Heterosexual / straight","120","120","29260","28510"
"In post","2023","20-29","Other ethnicity","EO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","G6/G7","Heterosexual / straight","35","35","57220","55120"
"In post","2023","20-29","Other ethnicity","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SEO/HEO","Heterosexual / straight","130","130","36760","35650"
"In post","2023","20-29","Other ethnicity","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SEO/HEO","Undeclared","40","40","35660","34430"
"In post","2023","20-29","Other ethnicity","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","AA/AO","Heterosexual / straight","85","80","25180","24600"
"In post","2023","20-29","Undeclared","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","AA/AO","Undeclared","210","205","25190","22520"
"In post","2023","20-29","Undeclared","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","EO","Heterosexual / straight","70","70","29380","28850"
"In post","2023","20-29","Undeclared","EO","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","EO","Undeclared","170","165","29540","28120"
"In post","2023","20-29","Undeclared","EO","Unknown","30","30","[c]","[c]"
"In post","2023","20-29","Undeclared","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","G6/G7","Undeclared","70","70","56870","55790"
"In post","2023","20-29","Undeclared","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SEO/HEO","Heterosexual / straight","65","65","36930","35410"
"In post","2023","20-29","Undeclared","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","SEO/HEO","Undeclared","285","285","36940","35410"
"In post","2023","20-29","Undeclared","SEO/HEO","Unknown","85","85","36310","35000"
"In post","2023","20-29","Undeclared","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Undeclared","35","35","28050","26840"
"In post","2023","20-29","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","AA/AO","Heterosexual / straight","180","180","25800","24070"
"In post","2023","20-29","Unknown","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","AA/AO","Undeclared","45","45","25860","24750"
"In post","2023","20-29","Unknown","AA/AO","Unknown","8345","8125","24420","22520"
"In post","2023","20-29","Unknown","EO","Heterosexual / straight","135","130","28870","28120"
"In post","2023","20-29","Unknown","EO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","EO","Undeclared","110","110","27960","28770"
"In post","2023","20-29","Unknown","EO","Unknown","5340","5290","28200","27890"
"In post","2023","20-29","Unknown","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","G6/G7","Undeclared","95","95","55990","54690"
"In post","2023","20-29","Unknown","G6/G7","Unknown","930","925","57110","55740"
"In post","2023","20-29","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SEO/HEO","Heterosexual / straight","145","145","36580","35250"
"In post","2023","20-29","Unknown","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","SEO/HEO","Undeclared","205","205","36460","34190"
"In post","2023","20-29","Unknown","SEO/HEO","Unknown","5005","4985","36930","35650"
"In post","2023","20-29","Unknown","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Unknown","1340","1305","26820","24570"
"In post","2023","20-29","White","AA/AO","Heterosexual / straight","11950","11675","25020","23230"
"In post","2023","20-29","White","AA/AO","LGBO","1900","1870","24510","22520"
"In post","2023","20-29","White","AA/AO","Undeclared","670","650","23890","22520"
"In post","2023","20-29","White","AA/AO","Unknown","490","475","23440","22520"
"In post","2023","20-29","White","EO","Heterosexual / straight","9160","9045","28490","28120"
"In post","2023","20-29","White","EO","LGBO","1365","1355","28210","28120"
"In post","2023","20-29","White","EO","Undeclared","585","580","28460","28120"
"In post","2023","20-29","White","EO","Unknown","460","455","28010","28080"
"In post","2023","20-29","White","G6/G7","Heterosexual / straight","2725","2715","55710","55020"
"In post","2023","20-29","White","G6/G7","LGBO","510","505","56300","55150"
"In post","2023","20-29","White","G6/G7","Undeclared","170","170","55870","55120"
"In post","2023","20-29","White","G6/G7","Unknown","105","105","56450","56000"
"In post","2023","20-29","White","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","White","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","SEO/HEO","Heterosexual / straight","12065","12015","36350","35000"
"In post","2023","20-29","White","SEO/HEO","LGBO","2020","2010","36310","35010"
"In post","2023","20-29","White","SEO/HEO","Undeclared","860","855","36230","34730"
"In post","2023","20-29","White","SEO/HEO","Unknown","1220","1220","32510","30130"
"In post","2023","20-29","White","Unknown","Heterosexual / straight","2790","2745","26710","24570"
"In post","2023","20-29","White","Unknown","LGBO","400","390","25220","24330"
"In post","2023","20-29","White","Unknown","Undeclared","100","100","26350","24570"
"In post","2023","20-29","White","Unknown","Unknown","35","35","28910","26840"
"In post","2023","30-39","Asian","AA/AO","Heterosexual / straight","1705","1530","23810","22520"
"In post","2023","30-39","Asian","AA/AO","LGBO","30","30","24100","22520"
"In post","2023","30-39","Asian","AA/AO","Undeclared","105","95","23220","22520"
"In post","2023","30-39","Asian","AA/AO","Unknown","145","125","22970","22520"
"In post","2023","30-39","Asian","EO","Heterosexual / straight","2440","2315","29000","28120"
"In post","2023","30-39","Asian","EO","LGBO","40","35","28560","28120"
"In post","2023","30-39","Asian","EO","Undeclared","90","85","28670","28120"
"In post","2023","30-39","Asian","EO","Unknown","155","145","29110","28120"
"In post","2023","30-39","Asian","G6/G7","Heterosexual / straight","1310","1285","59110","56830"
"In post","2023","30-39","Asian","G6/G7","LGBO","50","50","57460","55720"
"In post","2023","30-39","Asian","G6/G7","Undeclared","60","60","57940","56390"
"In post","2023","30-39","Asian","G6/G7","Unknown","85","80","60290","57970"
"In post","2023","30-39","Asian","SCS level","Heterosexual / straight","60","55","84890","78240"
"In post","2023","30-39","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","SEO/HEO","Heterosexual / straight","2780","2710","38060","37280"
"In post","2023","30-39","Asian","SEO/HEO","LGBO","70","70","39460","39790"
"In post","2023","30-39","Asian","SEO/HEO","Undeclared","105","105","37720","37640"
"In post","2023","30-39","Asian","SEO/HEO","Unknown","195","190","38310","38470"
"In post","2023","30-39","Asian","Unknown","Heterosexual / straight","230","215","29350","27790"
"In post","2023","30-39","Asian","Unknown","LGBO","10","5","[c]","[c]"
"In post","2023","30-39","Asian","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","AA/AO","Heterosexual / straight","705","665","26370","25280"
"In post","2023","30-39","Black","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Black","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Black","AA/AO","Unknown","35","35","25070","22520"
"In post","2023","30-39","Black","EO","Heterosexual / straight","835","800","29980","29660"
"In post","2023","30-39","Black","EO","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Black","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Black","EO","Unknown","65","55","30950","31980"
"In post","2023","30-39","Black","G6/G7","Heterosexual / straight","360","355","57650","55380"
"In post","2023","30-39","Black","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Black","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Black","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","30-39","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","SEO/HEO","Heterosexual / straight","1050","1040","38310","38020"
"In post","2023","30-39","Black","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Black","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Black","SEO/HEO","Unknown","50","50","39380","39450"
"In post","2023","30-39","Black","Unknown","Heterosexual / straight","255","245","30660","29300"
"In post","2023","30-39","Black","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Black","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","AA/AO","Heterosexual / straight","400","365","25660","23180"
"In post","2023","30-39","Mixed","AA/AO","LGBO","40","40","25740","24270"
"In post","2023","30-39","Mixed","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Mixed","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2023","30-39","Mixed","EO","Heterosexual / straight","490","465","29540","28120"
"In post","2023","30-39","Mixed","EO","LGBO","65","65","29450","28120"
"In post","2023","30-39","Mixed","EO","Undeclared","45","45","29270","28120"
"In post","2023","30-39","Mixed","EO","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Mixed","G6/G7","Heterosexual / straight","470","455","58970","56490"
"In post","2023","30-39","Mixed","G6/G7","LGBO","65","65","58760","58000"
"In post","2023","30-39","Mixed","G6/G7","Undeclared","30","30","58880","55420"
"In post","2023","30-39","Mixed","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2023","30-39","Mixed","SCS level","Heterosexual / straight","35","35","81080","77360"
"In post","2023","30-39","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","SEO/HEO","Heterosexual / straight","650","635","38800","38630"
