"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","EO","Male","Heterosexual / straight","205","200","27830","27250"
"In post","2023","Commercial","EO","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Commercial","EO","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Commercial","EO","Male","Unknown","55","55","27580","27080"
"In post","2023","Commercial","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","G6","Female","Heterosexual / straight","250","245","73300","71060"
"In post","2023","Commercial","G6","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","G6","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Commercial","G6","Female","Unknown","45","45","74460","72500"
"In post","2023","Commercial","G6","Male","Heterosexual / straight","275","270","75730","71940"
"In post","2023","Commercial","G6","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","G6","Male","Undeclared","30","30","73170","70950"
"In post","2023","Commercial","G6","Male","Unknown","70","70","75670","72460"
"In post","2023","Commercial","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","G7","Female","Heterosexual / straight","535","515","58210","56000"
"In post","2023","Commercial","G7","Female","LGBO","30","30","60440","58750"
"In post","2023","Commercial","G7","Female","Undeclared","65","60","55780","56000"
"In post","2023","Commercial","G7","Female","Unknown","140","135","59440","56100"
"In post","2023","Commercial","G7","Male","Heterosexual / straight","515","510","60000","56200"
"In post","2023","Commercial","G7","Male","LGBO","35","35","59270","56340"
"In post","2023","Commercial","G7","Male","Undeclared","55","55","58840","56200"
"In post","2023","Commercial","G7","Male","Unknown","190","185","60860","57600"
"In post","2023","Commercial","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HEO","Female","Heterosexual / straight","715","680","33830","34170"
"In post","2023","Commercial","HEO","Female","LGBO","30","30","34240","34080"
"In post","2023","Commercial","HEO","Female","Undeclared","55","55","34320","34180"
"In post","2023","Commercial","HEO","Female","Unknown","150","145","32840","32960"
"In post","2023","Commercial","HEO","Male","Heterosexual / straight","445","435","34100","33990"
"In post","2023","Commercial","HEO","Male","LGBO","35","35","33600","33500"
"In post","2023","Commercial","HEO","Male","Undeclared","50","50","34360","34300"
"In post","2023","Commercial","HEO","Male","Unknown","130","130","33230","33540"
"In post","2023","Commercial","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SCS level","Female","Heterosexual / straight","95","95","105480","99500"
"In post","2023","Commercial","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SCS level","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","SCS level","Male","Heterosexual / straight","135","130","119070","117800"
"In post","2023","Commercial","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","SCS level","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","SCS level","Male","Unknown","30","30","119570","115640"
"In post","2023","Commercial","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SEO","Female","Heterosexual / straight","875","845","41870","41780"
"In post","2023","Commercial","SEO","Female","LGBO","35","35","42580","41000"
"In post","2023","Commercial","SEO","Female","Undeclared","95","90","42820","42620"
"In post","2023","Commercial","SEO","Female","Unknown","140","135","41850","41340"
"In post","2023","Commercial","SEO","Male","Heterosexual / straight","650","635","42780","42550"
"In post","2023","Commercial","SEO","Male","LGBO","45","45","42250","41730"
"In post","2023","Commercial","SEO","Male","Undeclared","75","70","43260","42760"
"In post","2023","Commercial","SEO","Male","Unknown","130","130","42210","41670"
"In post","2023","Commercial","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","Heterosexual / straight","85","85","40840","42250"
"In post","2023","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","Heterosexual / straight","65","65","46050","43360"
"In post","2023","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AO","Female","Heterosexual / straight","70","65","23070","22500"
"In post","2023","Communications","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Communications","AO","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Communications","AO","Male","Heterosexual / straight","45","45","23610","22500"
"In post","2023","Communications","AO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","AO","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Communications","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","EO","Female","Heterosexual / straight","210","195","28440","27860"
"In post","2023","Communications","EO","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Communications","EO","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Communications","EO","Female","Unknown","45","40","29000","29080"
"In post","2023","Communications","EO","Male","Heterosexual / straight","145","140","28660","28420"
"In post","2023","Communications","EO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","EO","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Communications","EO","Male","Unknown","30","30","28720","28140"
"In post","2023","Communications","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","G6","Female","Heterosexual / straight","120","115","68560","68000"
"In post","2023","Communications","G6","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","G6","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Communications","G6","Female","Unknown","35","35","69190","68540"
"In post","2023","Communications","G6","Male","Heterosexual / straight","70","70","70510","70550"
"In post","2023","Communications","G6","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Communications","G6","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","G6","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Communications","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","G7","Female","Heterosexual / straight","350","335","56680","56430"
"In post","2023","Communications","G7","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Communications","G7","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Communications","G7","Female","Unknown","100","95","56210","55790"
"In post","2023","Communications","G7","Male","Heterosexual / straight","180","180","56170","55740"
"In post","2023","Communications","G7","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Communications","G7","Male","Undeclared","30","30","56510","55430"
"In post","2023","Communications","G7","Male","Unknown","45","45","55450","55740"
"In post","2023","Communications","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HEO","Female","Heterosexual / straight","450","425","35070","34300"
"In post","2023","Communications","HEO","Female","LGBO","35","35","34770","34440"
"In post","2023","Communications","HEO","Female","Undeclared","35","35","34670","34110"
"In post","2023","Communications","HEO","Female","Unknown","135","130","35770","35510"
"In post","2023","Communications","HEO","Male","Heterosexual / straight","245","240","35640","34890"
"In post","2023","Communications","HEO","Male","LGBO","30","30","34560","34400"
"In post","2023","Communications","HEO","Male","Undeclared","35","35","35560","34750"
"In post","2023","Communications","HEO","Male","Unknown","120","120","35760","35320"
"In post","2023","Communications","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SCS level","Female","Heterosexual / straight","40","40","86060","81600"
"In post","2023","Communications","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","SCS level","Male","Heterosexual / straight","35","35","92740","87750"
"In post","2023","Communications","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SCS level","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Communications","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SEO","Female","Heterosexual / straight","480","455","42550","41870"
"In post","2023","Communications","SEO","Female","LGBO","35","35","44310","43700"
"In post","2023","Communications","SEO","Female","Undeclared","50","50","43250","43210"
"In post","2023","Communications","SEO","Female","Unknown","130","125","42860","42850"
"In post","2023","Communications","SEO","Male","Heterosexual / straight","285","285","43160","42650"
"In post","2023","Communications","SEO","Male","LGBO","45","45","43000","42630"
"In post","2023","Communications","SEO","Male","Undeclared","30","30","[c]","[c]"
"In post","2023","Communications","SEO","Male","Unknown","90","90","43650","43720"
"In post","2023","Communications","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","EO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Corporate Finance","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","EO","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Corporate Finance","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G6","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Corporate Finance","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G7","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Corporate Finance","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G7","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Corporate Finance","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G7","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Corporate Finance","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","HEO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Corporate Finance","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","HEO","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Corporate Finance","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","HEO","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Corporate Finance","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SEO","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Corporate Finance","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SEO","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Corporate Finance","SEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Counter Fraud","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Counter Fraud","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AO","Female","Heterosexual / straight","695","580","23170","21690"
"In post","2023","Counter Fraud","AO","Female","LGBO","35","35","23130","21690"
"In post","2023","Counter Fraud","AO","Female","Undeclared","125","100","22990","21690"
"In post","2023","Counter Fraud","AO","Female","Unknown","175","135","23350","22520"
"In post","2023","Counter Fraud","AO","Male","Heterosexual / straight","380","365","23150","21690"
"In post","2023","Counter Fraud","AO","Male","LGBO","30","30","23180","21690"
"In post","2023","Counter Fraud","AO","Male","Undeclared","60","55","22790","21690"
"In post","2023","Counter Fraud","AO","Male","Unknown","95","90","22970","22520"
"In post","2023","Counter Fraud","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","EO","Female","Heterosexual / straight","2060","1870","28950","28120"
"In post","2023","Counter Fraud","EO","Female","LGBO","110","105","28660","28120"
"In post","2023","Counter Fraud","EO","Female","Undeclared","200","175","28780","28120"
"In post","2023","Counter Fraud","EO","Female","Unknown","515","450","29080","28120"
"In post","2023","Counter Fraud","EO","Male","Heterosexual / straight","1315","1250","28980","28120"
"In post","2023","Counter Fraud","EO","Male","LGBO","90","90","29280","28120"
"In post","2023","Counter Fraud","EO","Male","Undeclared","185","170","28990","28120"
"In post","2023","Counter Fraud","EO","Male","Unknown","435","405","29230","28120"
"In post","2023","Counter Fraud","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G6","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Counter Fraud","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G6","Male","Heterosexual / straight","50","45","72190","71300"
"In post","2023","Counter Fraud","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G6","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Counter Fraud","G6","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Counter Fraud","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G7","Female","Heterosexual / straight","55","55","57140","57970"
"In post","2023","Counter Fraud","G7","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","G7","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Counter Fraud","G7","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Counter Fraud","G7","Male","Heterosexual / straight","105","100","58490","57970"
"In post","2023","Counter Fraud","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G7","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Counter Fraud","G7","Male","Unknown","30","30","59420","59290"
"In post","2023","Counter Fraud","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HEO","Female","Heterosexual / straight","715","670","35420","34500"
"In post","2023","Counter Fraud","HEO","Female","LGBO","50","50","35410","34400"
"In post","2023","Counter Fraud","HEO","Female","Undeclared","65","60","35920","35000"
"In post","2023","Counter Fraud","HEO","Female","Unknown","220","205","36350","35000"
"In post","2023","Counter Fraud","HEO","Male","Heterosexual / straight","670","650","35790","34700"
"In post","2023","Counter Fraud","HEO","Male","LGBO","45","45","36070","35000"
"In post","2023","Counter Fraud","HEO","Male","Undeclared","100","95","36070","35000"
"In post","2023","Counter Fraud","HEO","Male","Unknown","190","185","36680","35000"
"In post","2023","Counter Fraud","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SEO","Female","Heterosexual / straight","195","190","41730","41840"
"In post","2023","Counter Fraud","SEO","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","SEO","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Counter Fraud","SEO","Female","Unknown","45","45","42230","42140"
"In post","2023","Counter Fraud","SEO","Male","Heterosexual / straight","235","225","42760","42510"
"In post","2023","Counter Fraud","SEO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","SEO","Male","Undeclared","30","30","[c]","[c]"
"In post","2023","Counter Fraud","SEO","Male","Unknown","90","85","43400","42510"
"In post","2023","Counter Fraud","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","AA","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","AA","Male","LGBO","[c]","[c]","[c]","[c]"
