"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Property","West Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","West Midlands (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","West Midlands (England)","SEO","Heterosexual / straight","95","90","42740","41800"
"In post","2023","Property","West Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","West Midlands (England)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Property","West Midlands (England)","SEO","Unknown","15","15","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","AA","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","AO","Heterosexual / straight","40","35","22580","22520"
"In post","2023","Property","Yorkshire and The Humber","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","AO","Unknown","15","15","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","EO","Heterosexual / straight","90","85","27570","27740"
"In post","2023","Property","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","EO","Unknown","30","25","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","G7","Heterosexual / straight","95","90","53420","53040"
"In post","2023","Property","Yorkshire and The Humber","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","HEO","Heterosexual / straight","115","110","33500","34170"
"In post","2023","Property","Yorkshire and The Humber","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","HEO","Unknown","30","30","31740","31460"
"In post","2023","Property","Yorkshire and The Humber","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","SEO","Heterosexual / straight","110","105","41590","41460"
"In post","2023","Property","Yorkshire and The Humber","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","SEO","Undeclared","15","10","[c]","[c]"
"In post","2023","Property","Yorkshire and The Humber","SEO","Unknown","20","20","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","EO","Heterosexual / straight","40","40","28370","28480"
"In post","2023","Psychology","East Midlands (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","HEO","Heterosexual / straight","50","50","32320","31670"
"In post","2023","Psychology","East Midlands (England)","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","SEO","Heterosexual / straight","45","40","47280","49570"
"In post","2023","Psychology","East Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East Midlands (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East of England","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Psychology","East of England","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East of England","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East of England","EO","Heterosexual / straight","45","45","28710","28480"
"In post","2023","Psychology","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East of England","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East of England","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Psychology","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East of England","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Psychology","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East of England","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East of England","HEO","Heterosexual / straight","45","45","32550","32420"
"In post","2023","Psychology","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East of England","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East of England","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Psychology","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East of England","SEO","Heterosexual / straight","35","30","48190","49960"
"In post","2023","Psychology","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East of England","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","East of England","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Psychology","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Psychology","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Psychology","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Psychology","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Psychology","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North East (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North East (England)","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Psychology","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North East (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North East (England)","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Psychology","North East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North East (England)","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Psychology","North East (England)","SEO","Heterosexual / straight","30","30","48840","50120"
"In post","2023","Psychology","North East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Psychology","North West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","EO","Heterosexual / straight","45","45","28610","28480"
"In post","2023","Psychology","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Psychology","North West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","HEO","Heterosexual / straight","45","40","32330","31670"
"In post","2023","Psychology","North West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Psychology","North West (England)","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Psychology","North West (England)","SEO","Heterosexual / straight","35","35","49250","51550"
"In post","2023","Psychology","North West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Psychology","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","EO","Unknown","30","30","35030","37060"
"In post","2023","Psychology","Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Psychology","Scotland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Scotland","SEO","Unknown","15","10","[c]","[c]"
"In post","2023","Psychology","South East (England)","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Psychology","South East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South East (England)","EO","Heterosexual / straight","50","45","28530","28480"
"In post","2023","Psychology","South East (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Psychology","South East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South East (England)","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Psychology","South East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South East (England)","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Psychology","South East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South East (England)","HEO","Heterosexual / straight","60","60","32430","32420"
"In post","2023","Psychology","South East (England)","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Psychology","South East (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South East (England)","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Psychology","South East (England)","SEO","Heterosexual / straight","40","35","48320","50190"
"In post","2023","Psychology","South East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South East (England)","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Psychology","South East (England)","SEO","Unknown","15","10","[c]","[c]"
"In post","2023","Psychology","South West (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South West (England)","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Psychology","South West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South West (England)","G7","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Psychology","South West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South West (England)","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Psychology","South West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South West (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South West (England)","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Psychology","South West (England)","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Psychology","South West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South West (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","South West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Wales","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Wales","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Psychology","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Wales","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Wales","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Wales","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Wales","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Psychology","Wales","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Wales","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Psychology","Wales","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Wales","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","EO","Heterosexual / straight","35","35","28500","28480"
"In post","2023","Psychology","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","HEO","Heterosexual / straight","50","45","32100","31670"
"In post","2023","Psychology","West Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","SEO","Heterosexual / straight","30","30","46270","45060"
"In post","2023","Psychology","West Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","West Midlands (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","EO","Heterosexual / straight","45","45","28650","28480"
"In post","2023","Psychology","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","HEO","Heterosexual / straight","50","50","32220","32420"
"In post","2023","Psychology","Yorkshire and The Humber","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","SEO","Heterosexual / straight","45","40","47100","46420"
"In post","2023","Psychology","Yorkshire and The Humber","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","EO","Heterosexual / straight","40","40","26870","27080"
"In post","2023","Science and Engineering","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","G7","Heterosexual / straight","55","50","56580","55320"
"In post","2023","Science and Engineering","East Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","HEO","Heterosexual / straight","120","115","34570","33860"
"In post","2023","Science and Engineering","East Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","SEO","Heterosexual / straight","105","100","43830","44000"
"In post","2023","Science and Engineering","East Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","SEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East of England","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East of England","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East of England","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East of England","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Science and Engineering","East of England","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","East of England","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Science and Engineering","East of England","AO","Unknown","15","15","[c]","[c]"
"In post","2023","Science and Engineering","East of England","EO","Heterosexual / straight","60","55","26960","25970"
"In post","2023","Science and Engineering","East of England","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Science and Engineering","East of England","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Science and Engineering","East of England","EO","Unknown","30","30","26370","25950"
