"Status","Year","Age","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Unknown","Female","Heterosexual / straight","3150","2880","34010","33340"
"In post","2023","40-49","Unknown","Female","LGBO","165","160","34370","32050"
"In post","2023","40-49","Unknown","Female","Undeclared","255","235","35400","38290"
"In post","2023","40-49","Unknown","Female","Unknown","535","480","31800","29050"
"In post","2023","40-49","Unknown","Male","Heterosexual / straight","1105","1080","36640","34820"
"In post","2023","40-49","Unknown","Male","LGBO","90","85","34560","30810"
"In post","2023","40-49","Unknown","Male","Undeclared","140","135","37210","38290"
"In post","2023","40-49","Unknown","Male","Unknown","460","450","41270","38290"
"In post","2023","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","AA/AO","Female","Heterosexual / straight","14200","12330","23020","22220"
"In post","2023","50-59","AA/AO","Female","LGBO","400","370","24290","22520"
"In post","2023","50-59","AA/AO","Female","Undeclared","2215","1895","23010","22220"
"In post","2023","50-59","AA/AO","Female","Unknown","4680","3955","23270","22520"
"In post","2023","50-59","AA/AO","Male","Heterosexual / straight","9695","9315","25180","22520"
"In post","2023","50-59","AA/AO","Male","LGBO","460","435","24280","22520"
"In post","2023","50-59","AA/AO","Male","Undeclared","1490","1415","25250","22500"
"In post","2023","50-59","AA/AO","Male","Unknown","3465","3280","25390","22520"
"In post","2023","50-59","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","EO","Female","Heterosexual / straight","15260","13840","28750","28120"
"In post","2023","50-59","EO","Female","LGBO","390","365","29300","28120"
"In post","2023","50-59","EO","Female","Undeclared","2185","1970","28800","28120"
"In post","2023","50-59","EO","Female","Unknown","3730","3310","29220","28120"
"In post","2023","50-59","EO","Male","Heterosexual / straight","10025","9750","29970","28120"
"In post","2023","50-59","EO","Male","LGBO","530","515","29250","28120"
"In post","2023","50-59","EO","Male","Undeclared","1830","1770","29830","28120"
"In post","2023","50-59","EO","Male","Unknown","2960","2830","30680","28730"
"In post","2023","50-59","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","G6/G7","Female","Heterosexual / straight","7490","7205","61590","59290"
"In post","2023","50-59","G6/G7","Female","LGBO","205","200","63250","61100"
"In post","2023","50-59","G6/G7","Female","Undeclared","830","795","62360","59580"
"In post","2023","50-59","G6/G7","Female","Unknown","1340","1265","62670","61250"
"In post","2023","50-59","G6/G7","Male","Heterosexual / straight","8140","8055","62650","60490"
"In post","2023","50-59","G6/G7","Male","LGBO","410","405","62980","61870"
"In post","2023","50-59","G6/G7","Male","Undeclared","1155","1135","62980","60490"
"In post","2023","50-59","G6/G7","Male","Unknown","1735","1710","62830","60300"
"In post","2023","50-59","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","SCS level","Female","Heterosexual / straight","950","925","93560","85200"
"In post","2023","50-59","SCS level","Female","LGBO","45","45","95050","87320"
"In post","2023","50-59","SCS level","Female","Undeclared","85","85","90820","84500"
"In post","2023","50-59","SCS level","Female","Unknown","165","160","99310","89330"
"In post","2023","50-59","SCS level","Male","Heterosexual / straight","1105","1095","98330","90400"
"In post","2023","50-59","SCS level","Male","LGBO","65","65","93770","85680"
"In post","2023","50-59","SCS level","Male","Undeclared","95","95","95860","85790"
"In post","2023","50-59","SCS level","Male","Unknown","240","235","105140","97350"
"In post","2023","50-59","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","SEO/HEO","Female","Heterosexual / straight","14690","14005","38710","38180"
"In post","2023","50-59","SEO/HEO","Female","LGBO","400","390","39330","38210"
"In post","2023","50-59","SEO/HEO","Female","Undeclared","1945","1840","39280","38490"
"In post","2023","50-59","SEO/HEO","Female","Unknown","2390","2275","39260","38470"
"In post","2023","50-59","SEO/HEO","Male","Heterosexual / straight","13335","13155","40300","39690"
"In post","2023","50-59","SEO/HEO","Male","LGBO","600","585","39000","37760"
"In post","2023","50-59","SEO/HEO","Male","Undeclared","2240","2205","40210","39610"
"In post","2023","50-59","SEO/HEO","Male","Unknown","2600","2545","40510","39890"
"In post","2023","50-59","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Female","Heterosexual / straight","2765","2595","32730","29050"
"In post","2023","50-59","Unknown","Female","LGBO","110","105","35210","37910"
"In post","2023","50-59","Unknown","Female","Undeclared","250","235","33910","33050"
"In post","2023","50-59","Unknown","Female","Unknown","375","335","31240","29050"
"In post","2023","50-59","Unknown","Male","Heterosexual / straight","1350","1300","37950","33340"
"In post","2023","50-59","Unknown","Male","LGBO","80","80","37630","31930"
"In post","2023","50-59","Unknown","Male","Undeclared","180","170","40880","38290"
"In post","2023","50-59","Unknown","Male","Unknown","695","670","41620","38590"
"In post","2023","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","AA/AO","Female","Heterosexual / straight","6020","4750","22750","22220"
"In post","2023","60-64","AA/AO","Female","LGBO","115","95","23400","22520"
"In post","2023","60-64","AA/AO","Female","Undeclared","1015","770","22550","22220"
"In post","2023","60-64","AA/AO","Female","Unknown","1825","1385","23000","22520"
"In post","2023","60-64","AA/AO","Male","Heterosexual / straight","4100","3580","24120","22400"
"In post","2023","60-64","AA/AO","Male","LGBO","140","120","23140","22310"
"In post","2023","60-64","AA/AO","Male","Undeclared","595","510","23910","22220"
"In post","2023","60-64","AA/AO","Male","Unknown","1305","1095","25150","22520"
"In post","2023","60-64","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","EO","Female","Heterosexual / straight","4820","3775","28850","28120"
"In post","2023","60-64","EO","Female","LGBO","90","70","28980","28120"
"In post","2023","60-64","EO","Female","Undeclared","785","610","28870","28120"
"In post","2023","60-64","EO","Female","Unknown","1080","825","29320","28120"
"In post","2023","60-64","EO","Male","Heterosexual / straight","3355","2840","29750","28120"
"In post","2023","60-64","EO","Male","LGBO","145","125","29530","28120"
"In post","2023","60-64","EO","Male","Undeclared","665","535","29530","28120"
"In post","2023","60-64","EO","Male","Unknown","955","770","30700","29730"
"In post","2023","60-64","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","G6/G7","Female","Heterosexual / straight","1155","1010","62490","60790"
"In post","2023","60-64","G6/G7","Female","LGBO","30","25","62280","61220"
"In post","2023","60-64","G6/G7","Female","Undeclared","155","130","61640","59590"
"In post","2023","60-64","G6/G7","Female","Unknown","210","180","61870","59290"
"In post","2023","60-64","G6/G7","Male","Heterosexual / straight","1755","1560","63410","61480"
"In post","2023","60-64","G6/G7","Male","LGBO","65","55","64500","63840"
"In post","2023","60-64","G6/G7","Male","Undeclared","255","220","64140","61850"
"In post","2023","60-64","G6/G7","Male","Unknown","400","355","63280","60460"
"In post","2023","60-64","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","SCS level","Female","Heterosexual / straight","110","100","98600","94400"
"In post","2023","60-64","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","SCS level","Female","Undeclared","20","15","[c]","[c]"
"In post","2023","60-64","SCS level","Female","Unknown","30","30","111550","96500"
"In post","2023","60-64","SCS level","Male","Heterosexual / straight","200","185","105670","98840"
"In post","2023","60-64","SCS level","Male","LGBO","15","10","[c]","[c]"
"In post","2023","60-64","SCS level","Male","Undeclared","25","20","[c]","[c]"
"In post","2023","60-64","SCS level","Male","Unknown","55","50","99230","93850"
"In post","2023","60-64","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","SEO/HEO","Female","Heterosexual / straight","3100","2575","38490","37500"
"In post","2023","60-64","SEO/HEO","Female","LGBO","65","55","40100","39030"
"In post","2023","60-64","SEO/HEO","Female","Undeclared","515","430","39180","38410"
"In post","2023","60-64","SEO/HEO","Female","Unknown","550","460","39060","38470"
"In post","2023","60-64","SEO/HEO","Male","Heterosexual / straight","3765","3300","40380","39690"
"In post","2023","60-64","SEO/HEO","Male","LGBO","130","115","39500","39140"
"In post","2023","60-64","SEO/HEO","Male","Undeclared","645","545","40210","39250"
"In post","2023","60-64","SEO/HEO","Male","Unknown","740","630","41100","40320"
"In post","2023","60-64","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Female","Heterosexual / straight","870","760","31420","29050"
"In post","2023","60-64","Unknown","Female","LGBO","25","20","[c]","[c]"
"In post","2023","60-64","Unknown","Female","Undeclared","80","65","32450","29050"
"In post","2023","60-64","Unknown","Female","Unknown","115","100","30210","29050"
"In post","2023","60-64","Unknown","Male","Heterosexual / straight","555","495","36930","33820"
"In post","2023","60-64","Unknown","Male","LGBO","15","15","[c]","[c]"
"In post","2023","60-64","Unknown","Male","Undeclared","65","55","40960","38490"
"In post","2023","60-64","Unknown","Male","Unknown","265","240","38790","36360"
"In post","2023","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","AA/AO","Female","Heterosexual / straight","2095","1560","22900","22220"
"In post","2023","65+","AA/AO","Female","LGBO","35","25","23820","22760"
"In post","2023","65+","AA/AO","Female","Undeclared","395","275","22790","22330"
"In post","2023","65+","AA/AO","Female","Unknown","650","470","23230","22520"
"In post","2023","65+","AA/AO","Male","Heterosexual / straight","1765","1450","23340","22330"
