"Status","Year","Age","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Chancellor's other departments","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","Heterosexual / straight","30","30","29610","30170"
"In post","2023","20-29","Charity Commission","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Unknown","35","35","26230","25300"
"In post","2023","20-29","Competition and Markets Authority","Heterosexual / straight","130","130","37450","34110"
"In post","2023","20-29","Competition and Markets Authority","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","1940","1930","38640","37420"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","LGBO","335","335","38790","37470"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Undeclared","240","240","37870","37420"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Unknown","605","600","37270","34670"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Heterosexual / straight","410","410","41260","36140"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","LGBO","100","100","40500","35620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Undeclared","70","70","37350","35620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","Unknown","85","85","37920","35620"
"In post","2023","20-29","Department for Education","Heterosexual / straight","1145","1140","37260","35610"
"In post","2023","20-29","Department for Education","LGBO","170","170","37480","37590"
"In post","2023","20-29","Department for Education","Undeclared","90","85","36520","36670"
"In post","2023","20-29","Department for Education","Unknown","175","175","37360","34030"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1535","1520","32010","30320"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","LGBO","290","285","31420","30320"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Undeclared","175","175","31860","30320"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Unknown","405","400","30250","26170"
"In post","2023","20-29","Department for International Trade","Heterosexual / straight","665","665","40960","41310"
"In post","2023","20-29","Department for International Trade","LGBO","125","125","39680","35010"
"In post","2023","20-29","Department for International Trade","Undeclared","40","40","41200","41550"
"In post","2023","20-29","Department for International Trade","Unknown","325","325","41300","41430"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Heterosexual / straight","595","590","39910","37540"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","LGBO","130","130","40230","38920"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Undeclared","65","65","39630","37540"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Unknown","140","140","37050","34310"
"In post","2023","20-29","Department for Transport","Heterosexual / straight","1350","1315","32310","30720"
"In post","2023","20-29","Department for Transport","LGBO","195","195","34380","31350"
"In post","2023","20-29","Department for Transport","Undeclared","85","85","32890","30820"
"In post","2023","20-29","Department for Transport","Unknown","625","610","31600","27490"
"In post","2023","20-29","Department for Work and Pensions","Heterosexual / straight","6735","6595","28110","28120"
"In post","2023","20-29","Department for Work and Pensions","LGBO","890","870","27780","28120"
"In post","2023","20-29","Department for Work and Pensions","Undeclared","450","440","28320","28120"
"In post","2023","20-29","Department for Work and Pensions","Unknown","935","910","29040","28120"
"In post","2023","20-29","Department of Health and Social Care","Heterosexual / straight","1195","1180","35920","33940"
"In post","2023","20-29","Department of Health and Social Care","LGBO","180","180","37400","34190"
"In post","2023","20-29","Department of Health and Social Care","Undeclared","520","520","37750","34190"
"In post","2023","20-29","Department of Health and Social Care","Unknown","310","300","33870","32980"
"In post","2023","20-29","Estyn","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","Heterosexual / straight","105","100","34900","33320"
"In post","2023","20-29","Food Standards Agency","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","Unknown","40","40","33900","31260"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Heterosexual / straight","840","840","36310","34950"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","LGBO","115","115","36440","35300"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Unknown","610","605","38520","37050"
"In post","2023","20-29","HM Land Registry","Heterosexual / straight","490","475","28070","28080"
"In post","2023","20-29","HM Land Registry","LGBO","60","60","26880","23390"
"In post","2023","20-29","HM Land Registry","Undeclared","25","20","[c]","[c]"
"In post","2023","20-29","HM Land Registry","Unknown","460","455","27700","28080"
"In post","2023","20-29","HM Revenue and Customs","Heterosexual / straight","5960","5865","30880","27890"
"In post","2023","20-29","HM Revenue and Customs","LGBO","780","770","30650","27890"
"In post","2023","20-29","HM Revenue and Customs","Undeclared","390","385","31170","27890"
"In post","2023","20-29","HM Revenue and Customs","Unknown","4335","4240","28940","27890"
"In post","2023","20-29","HM Treasury","Heterosexual / straight","665","665","39010","33820"
"In post","2023","20-29","HM Treasury","LGBO","120","120","38200","33820"
"In post","2023","20-29","HM Treasury","Undeclared","130","130","38250","33820"
"In post","2023","20-29","HM Treasury","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Home Office","Heterosexual / straight","2895","2845","30680","26130"
"In post","2023","20-29","Home Office","LGBO","285","285","32050","26400"
"In post","2023","20-29","Home Office","Undeclared","185","180","31970","26270"
"In post","2023","20-29","Home Office","Unknown","4420","4365","28170","25880"
"In post","2023","20-29","Ministry of Defence","Heterosexual / straight","4780","4755","31670","30650"
"In post","2023","20-29","Ministry of Defence","LGBO","450","450","32000","30650"
"In post","2023","20-29","Ministry of Defence","Undeclared","340","340","31590","30650"
"In post","2023","20-29","Ministry of Defence","Unknown","2310","2300","30380","27830"
"In post","2023","20-29","Ministry of Justice","Heterosexual / straight","11170","10975","28840","28880"
"In post","2023","20-29","Ministry of Justice","LGBO","1525","1500","28450","28880"
"In post","2023","20-29","Ministry of Justice","Undeclared","665","655","29340","28880"
"In post","2023","20-29","Ministry of Justice","Unknown","4335","4245","28610","28880"
"In post","2023","20-29","National Crime Agency","Heterosexual / straight","595","595","36190","36040"
"In post","2023","20-29","National Crime Agency","LGBO","70","70","36510","36040"
"In post","2023","20-29","National Crime Agency","Undeclared","50","50","37570","36040"
"In post","2023","20-29","National Crime Agency","Unknown","45","45","36500","36140"
"In post","2023","20-29","Northern Ireland Office","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","135","135","30050","27140"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Heterosexual / straight","255","255","32220","30950"
"In post","2023","20-29","Office of Gas and Electricity Markets","LGBO","55","55","28570","25750"
"In post","2023","20-29","Office of Gas and Electricity Markets","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Office of Gas and Electricity Markets","Unknown","45","45","35820","34030"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Heterosexual / straight","40","40","32000","31310"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Scottish Government","Heterosexual / straight","2130","2100","31990","29450"
"In post","2023","20-29","Scottish Government","LGBO","375","370","31620","29450"
"In post","2023","20-29","Scottish Government","Undeclared","140","140","31500","29450"
"In post","2023","20-29","Scottish Government","Unknown","1970","1940","29120","28540"
"In post","2023","20-29","The National Archives","Heterosexual / straight","50","45","30830","28920"
"In post","2023","20-29","The National Archives","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","The National Archives","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","The National Archives","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","UK Export Finance","Heterosexual / straight","100","100","39880","36790"
"In post","2023","20-29","UK Export Finance","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","UK Export Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","UK Statistics Authority","Heterosexual / straight","815","795","32700","31560"
"In post","2023","20-29","UK Statistics Authority","LGBO","135","135","32990","31560"
"In post","2023","20-29","UK Statistics Authority","Undeclared","80","75","32030","31560"
"In post","2023","20-29","UK Statistics Authority","Unknown","255","250","32310","31310"
"In post","2023","20-29","UK Supreme Court","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Water Services Regulation Authority","Heterosexual / straight","30","30","35420","33660"
"In post","2023","20-29","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Water Services Regulation Authority","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Water Services Regulation Authority","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Welsh Government","Heterosexual / straight","400","395","29860","27890"
"In post","2023","20-29","Welsh Government","LGBO","50","50","30720","27890"
"In post","2023","20-29","Welsh Government","Undeclared","45","40","27720","26260"
"In post","2023","20-29","Welsh Government","Unknown","60","60","29480","26900"
"In post","2023","30-39","Attorney General's Departments","Heterosexual / straight","1785","1695","45500","49050"
"In post","2023","30-39","Attorney General's Departments","LGBO","140","140","44640","49050"
"In post","2023","30-39","Attorney General's Departments","Undeclared","110","110","46940","52020"
"In post","2023","30-39","Attorney General's Departments","Unknown","235","220","47230","52020"
"In post","2023","30-39","Cabinet Office","Heterosexual / straight","1640","1600","49600","51290"
"In post","2023","30-39","Cabinet Office","LGBO","210","210","47590","50690"
"In post","2023","30-39","Cabinet Office","Undeclared","160","155","49770","55630"
"In post","2023","30-39","Cabinet Office","Unknown","615","605","49730","51290"
"In post","2023","30-39","Chancellor's other departments","Heterosexual / straight","100","95","61970","58200"
"In post","2023","30-39","Chancellor's other departments","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Chancellor's other departments","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Chancellor's other departments","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Charity Commission","Heterosexual / straight","60","60","35240","30170"
"In post","2023","30-39","Charity Commission","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Charity Commission","Unknown","45","40","35170","30170"
"In post","2023","30-39","Competition and Markets Authority","Heterosexual / straight","260","255","61220","58560"
"In post","2023","30-39","Competition and Markets Authority","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Competition and Markets Authority","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","2645","2555","45310","42760"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","LGBO","305","300","43960","41360"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","Undeclared","330","320","44730","41360"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","Unknown","580","560","40080","37470"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","Heterosexual / straight","530","520","52060","53030"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","LGBO","85","85","51350","53030"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","Undeclared","50","45","51920","53030"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","Unknown","70","65","49770","53030"
"In post","2023","30-39","Department for Education","Heterosexual / straight","1750","1685","44860","42010"
"In post","2023","30-39","Department for Education","LGBO","185","180","45560","42010"
"In post","2023","30-39","Department for Education","Undeclared","200","195","46300","50610"
"In post","2023","30-39","Department for Education","Unknown","245","235","46280","43250"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Heterosexual / straight","2025","1935","37780","37300"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","LGBO","280","275","37660","37300"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Undeclared","205","200","37350","37300"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Unknown","500","475","36930","35070"
"In post","2023","30-39","Department for International Trade","Heterosexual / straight","605","595","51430","55370"
"In post","2023","30-39","Department for International Trade","LGBO","75","70","51640","55370"
"In post","2023","30-39","Department for International Trade","Undeclared","60","55","51700","55370"
"In post","2023","30-39","Department for International Trade","Unknown","265","265","51520","55370"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Heterosexual / straight","830","805","49040","49700"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","LGBO","105","105","49220","49700"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Undeclared","70","70","46990","49180"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Unknown","115","115","48150","48660"
"In post","2023","30-39","Department for Transport","Heterosexual / straight","2445","2315","35790","31350"
"In post","2023","30-39","Department for Transport","LGBO","215","210","37710","31570"
"In post","2023","30-39","Department for Transport","Undeclared","300","275","32850","27260"
"In post","2023","30-39","Department for Transport","Unknown","740","700","34730","27400"
"In post","2023","30-39","Department for Work and Pensions","Heterosexual / straight","10180","9435","30010","28120"
"In post","2023","30-39","Department for Work and Pensions","LGBO","1010","980","30340","28120"
"In post","2023","30-39","Department for Work and Pensions","Undeclared","880","825","30490","28120"
"In post","2023","30-39","Department for Work and Pensions","Unknown","2235","2000","29760","28120"
"In post","2023","30-39","Department of Health and Social Care","Heterosexual / straight","1635","1565","45670","41950"
"In post","2023","30-39","Department of Health and Social Care","LGBO","160","160","45570","41950"
"In post","2023","30-39","Department of Health and Social Care","Undeclared","515","495","48280","50830"
"In post","2023","30-39","Department of Health and Social Care","Unknown","380","360","45400","40880"
"In post","2023","30-39","Estyn","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Heterosexual / straight","260","255","39440","38100"
"In post","2023","30-39","Food Standards Agency","LGBO","30","30","38480","37720"
"In post","2023","30-39","Food Standards Agency","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Unknown","35","35","36360","33140"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Heterosexual / straight","1320","1300","48120","49960"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","LGBO","160","160","48340","51420"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Undeclared","30","30","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Unknown","820","810","50070","53050"
"In post","2023","30-39","HM Land Registry","Heterosexual / straight","660","620","31360","28080"
"In post","2023","30-39","HM Land Registry","LGBO","55","55","31070","28080"
"In post","2023","30-39","HM Land Registry","Undeclared","35","30","29700","28080"
"In post","2023","30-39","HM Land Registry","Unknown","475","450","30240","28080"
"In post","2023","30-39","HM Revenue and Customs","Heterosexual / straight","10380","9970","36530","34700"
"In post","2023","30-39","HM Revenue and Customs","LGBO","1040","1015","36420","34700"
"In post","2023","30-39","HM Revenue and Customs","Undeclared","795","765","36900","34700"
"In post","2023","30-39","HM Revenue and Customs","Unknown","5195","4955","32660","28130"
"In post","2023","30-39","HM Treasury","Heterosexual / straight","625","610","54030","54440"
"In post","2023","30-39","HM Treasury","LGBO","65","60","51890","54090"
"In post","2023","30-39","HM Treasury","Undeclared","100","100","52630","54090"
"In post","2023","30-39","HM Treasury","Unknown","35","35","56710","56560"
"In post","2023","30-39","Home Office","Heterosexual / straight","6570","6215","34130","30040"
"In post","2023","30-39","Home Office","LGBO","455","445","35000","30140"
"In post","2023","30-39","Home Office","Undeclared","525","500","34570","29890"
"In post","2023","30-39","Home Office","Unknown","2735","2650","30730","25880"
"In post","2023","30-39","Ministry of Defence","Heterosexual / straight","7670","7410","38230","36300"
"In post","2023","30-39","Ministry of Defence","LGBO","420","415","37840","37860"
"In post","2023","30-39","Ministry of Defence","Undeclared","650","635","39980","39670"
"In post","2023","30-39","Ministry of Defence","Unknown","2205","2140","38500","37850"
"In post","2023","30-39","Ministry of Justice","Heterosexual / straight","15360","14585","32430","31270"
"In post","2023","30-39","Ministry of Justice","LGBO","1505","1475","32890","31290"
