"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SEO/HEO","60","60","40600","39430"
"In post","2023","Declared disabled","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G6/G7","50","45","58860","55500"
"In post","2023","Declared disabled","International Trade","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SEO/HEO","80","75","38120","38050"
"In post","2023","Declared disabled","Knowledge and Information Management","AA/AO","65","60","23240","22220"
"In post","2023","Declared disabled","Knowledge and Information Management","EO","100","95","28510","28120"
"In post","2023","Declared disabled","Knowledge and Information Management","G6/G7","40","35","58370","57560"
"In post","2023","Declared disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","SEO/HEO","120","115","37010","35280"
"In post","2023","Declared disabled","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Legal","AA/AO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Legal","EO","110","105","29030","28130"
"In post","2023","Declared disabled","Legal","G6/G7","620","570","60480","58740"
"In post","2023","Declared disabled","Legal","SCS level","35","35","87150","85200"
"In post","2023","Declared disabled","Legal","SEO/HEO","285","265","39890","39780"
"In post","2023","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Medicine","EO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Medicine","G6/G7","40","35","81600","83970"
"In post","2023","Declared disabled","Medicine","SCS level","15","10","[c]","[c]"
"In post","2023","Declared disabled","Medicine","SEO/HEO","45","40","41720","40880"
"In post","2023","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","AA/AO","13815","12030","23520","22220"
"In post","2023","Declared disabled","Operational Delivery","EO","12515","11185","28900","28120"
"In post","2023","Declared disabled","Operational Delivery","G6/G7","815","790","59560","57120"
"In post","2023","Declared disabled","Operational Delivery","SCS level","80","80","96040","86670"
"In post","2023","Declared disabled","Operational Delivery","SEO/HEO","4850","4585","37810","35620"
"In post","2023","Declared disabled","Operational Delivery","Unknown","4070","3795","31140","29050"
"In post","2023","Declared disabled","Operational Research","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","G6/G7","45","45","54800","51770"
"In post","2023","Declared disabled","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","SEO/HEO","85","80","38070","39240"
"In post","2023","Declared disabled","Other","AA/AO","785","695","21980","21690"
"In post","2023","Declared disabled","Other","EO","495","450","28530","28120"
"In post","2023","Declared disabled","Other","G6/G7","145","135","59070","57410"
"In post","2023","Declared disabled","Other","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other","SEO/HEO","475","450","36950","36180"
"In post","2023","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","AA/AO","55","50","25840","25620"
"In post","2023","Declared disabled","Policy","EO","255","245","29000","28850"
"In post","2023","Declared disabled","Policy","G6/G7","1205","1170","59070","56500"
"In post","2023","Declared disabled","Policy","SCS level","150","145","86640","79270"
"In post","2023","Declared disabled","Policy","SEO/HEO","1505","1470","38010","37560"
"In post","2023","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","AA/AO","35","30","23800","23390"
"In post","2023","Declared disabled","Project Delivery","EO","165","155","28310","28120"
"In post","2023","Declared disabled","Project Delivery","G6/G7","535","520","58660","56970"
"In post","2023","Declared disabled","Project Delivery","SCS level","30","25","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","SEO/HEO","1090","1045","37670","37680"
"In post","2023","Declared disabled","Project Delivery","Unknown","50","45","45400","41800"
"In post","2023","Declared disabled","Property","AA/AO","75","70","21810","22500"
"In post","2023","Declared disabled","Property","EO","110","100","28100","27600"
"In post","2023","Declared disabled","Property","G6/G7","115","110","58530","57650"
"In post","2023","Declared disabled","Property","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Property","SEO/HEO","310","295","37660","35410"
"In post","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","AA/AO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Psychology","EO","55","55","28740","28480"
"In post","2023","Declared disabled","Psychology","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","SEO/HEO","75","75","37630","32420"
"In post","2023","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","AA/AO","125","125","23590","23430"
"In post","2023","Declared disabled","Science and Engineering","EO","140","135","27100","26960"
"In post","2023","Declared disabled","Science and Engineering","G6/G7","330","315","54660","51460"
"In post","2023","Declared disabled","Science and Engineering","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","SEO/HEO","705","680","37840","39650"
"In post","2023","Declared disabled","Science and Engineering","Unknown","95","95","41870","42620"
"In post","2023","Declared disabled","Security","AA/AO","355","340","28170","23500"
"In post","2023","Declared disabled","Security","EO","135","130","32930","28220"
"In post","2023","Declared disabled","Security","G6/G7","65","65","59650","58970"
"In post","2023","Declared disabled","Security","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Security","SEO/HEO","235","230","38590","37150"
"In post","2023","Declared disabled","Security","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","G6/G7","40","40","57580","55450"
"In post","2023","Declared disabled","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","SEO/HEO","115","105","37950","39190"
"In post","2023","Declared disabled","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","EO","30","30","29250","29610"
"In post","2023","Declared disabled","Statistics","G6/G7","80","75","60760","58520"
"In post","2023","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","SEO/HEO","185","175","37880","38210"
"In post","2023","Declared disabled","Tax","AA/AO","155","135","22750","22520"
"In post","2023","Declared disabled","Tax","EO","330","300","29040","28130"
"In post","2023","Declared disabled","Tax","G6/G7","265","250","61620","57970"
"In post","2023","Declared disabled","Tax","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Tax","SEO/HEO","775","730","37970","35000"
"In post","2023","Declared disabled","Unknown","AA/AO","420","395","24390","24890"
"In post","2023","Declared disabled","Unknown","EO","550","520","29720","29450"
"In post","2023","Declared disabled","Unknown","G6/G7","475","460","63480","63980"
"In post","2023","Declared disabled","Unknown","SCS level","50","50","88840","83530"
"In post","2023","Declared disabled","Unknown","SEO/HEO","1090","1060","38580","38120"
"In post","2023","Declared disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","G6/G7","15","10","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","AA/AO","205","185","22920","22220"
"In post","2023","Declared non-disabled","Commercial","EO","425","405","27930","27470"
"In post","2023","Declared non-disabled","Commercial","G6/G7","1530","1495","64050","65500"
"In post","2023","Declared non-disabled","Commercial","SCS level","215","210","113790","109330"
"In post","2023","Declared non-disabled","Commercial","SEO/HEO","2290","2215","38760","38470"
"In post","2023","Declared non-disabled","Commercial","Unknown","130","130","43790","42620"
"In post","2023","Declared non-disabled","Communications","AA/AO","105","100","23130","22370"
"In post","2023","Declared non-disabled","Communications","EO","300","280","28530","28120"
"In post","2023","Declared non-disabled","Communications","G6/G7","695","675","60060","59030"
"In post","2023","Declared non-disabled","Communications","SCS level","65","65","88450","82650"
"In post","2023","Declared non-disabled","Communications","SEO/HEO","1340","1285","39280","39690"
"In post","2023","Declared non-disabled","Communications","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","AA/AO","1150","1005","23140","21690"
"In post","2023","Declared non-disabled","Counter Fraud","EO","3475","3180","28980","28120"
"In post","2023","Declared non-disabled","Counter Fraud","G6/G7","230","220","62550","60430"
"In post","2023","Declared non-disabled","Counter Fraud","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","SEO/HEO","1850","1770","37420","35000"
"In post","2023","Declared non-disabled","Digital, Data and Technology","AA/AO","315","300","23060","22230"
"In post","2023","Declared non-disabled","Digital, Data and Technology","EO","2015","1915","28560","28120"
"In post","2023","Declared non-disabled","Digital, Data and Technology","G6/G7","4805","4710","59720","57970"
"In post","2023","Declared non-disabled","Digital, Data and Technology","SCS level","255","255","93960","87400"
"In post","2023","Declared non-disabled","Digital, Data and Technology","SEO/HEO","7105","6925","39020","38470"
"In post","2023","Declared non-disabled","Digital, Data and Technology","Unknown","35","35","38810","34810"
"In post","2023","Declared non-disabled","Economics","AA/AO","35","35","22430","21200"
"In post","2023","Declared non-disabled","Economics","EO","105","105","27520","28130"
"In post","2023","Declared non-disabled","Economics","G6/G7","635","615","61960","59600"
"In post","2023","Declared non-disabled","Economics","SCS level","80","75","90170","83200"
"In post","2023","Declared non-disabled","Economics","SEO/HEO","485","480","38050","37300"
"In post","2023","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","AA/AO","600","540","23070","22520"
"In post","2023","Declared non-disabled","Finance","EO","1045","990","28290","27890"
"In post","2023","Declared non-disabled","Finance","G6/G7","1855","1805","60340","59070"
"In post","2023","Declared non-disabled","Finance","SCS level","240","230","93470","84320"
"In post","2023","Declared non-disabled","Finance","SEO/HEO","3130","3015","39250","38470"
"In post","2023","Declared non-disabled","Finance","Unknown","45","45","53910","48680"
"In post","2023","Declared non-disabled","Geography","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","EO","105","95","28390","27610"
"In post","2023","Declared non-disabled","Geography","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","SEO/HEO","165","155","37100","34370"
"In post","2023","Declared non-disabled","Human Resources","AA/AO","730","680","22710","22220"
"In post","2023","Declared non-disabled","Human Resources","EO","1705","1630","28580","27740"
"In post","2023","Declared non-disabled","Human Resources","G6/G7","1765","1705","59300","57970"
"In post","2023","Declared non-disabled","Human Resources","SCS level","175","170","90880","82500"
"In post","2023","Declared non-disabled","Human Resources","SEO/HEO","3730","3570","37960","37420"
"In post","2023","Declared non-disabled","Human Resources","Unknown","65","60","39940","38790"
"In post","2023","Declared non-disabled","Inspector of Education and Training","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","G6/G7","560","555","77700","77470"
"In post","2023","Declared non-disabled","Inspector of Education and Training","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","SEO/HEO","370","360","50900","52750"
"In post","2023","Declared non-disabled","Intelligence Analysis","AA/AO","75","65","24500","25060"
"In post","2023","Declared non-disabled","Intelligence Analysis","EO","1080","1015","28550","28480"
"In post","2023","Declared non-disabled","Intelligence Analysis","G6/G7","170","165","61230","59940"
"In post","2023","Declared non-disabled","Intelligence Analysis","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","SEO/HEO","850","830","38320","37300"
"In post","2023","Declared non-disabled","Intelligence Analysis","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","EO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","G6/G7","160","155","58980","57990"
"In post","2023","Declared non-disabled","Internal Audit","SCS level","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","SEO/HEO","305","285","42170","42700"
"In post","2023","Declared non-disabled","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","EO","65","65","28740","29280"
"In post","2023","Declared non-disabled","International Trade","G6/G7","400","395","59180","56060"
"In post","2023","Declared non-disabled","International Trade","SCS level","65","65","83830","77060"
"In post","2023","Declared non-disabled","International Trade","SEO/HEO","520","515","39080","41140"
"In post","2023","Declared non-disabled","Knowledge and Information Management","AA/AO","255","240","23240","22220"
"In post","2023","Declared non-disabled","Knowledge and Information Management","EO","415","395","28550","28120"
"In post","2023","Declared non-disabled","Knowledge and Information Management","G6/G7","255","230","58950","57840"
"In post","2023","Declared non-disabled","Knowledge and Information Management","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","SEO/HEO","710","690","37420","36310"
"In post","2023","Declared non-disabled","Knowledge and Information Management","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","AA/AO","120","110","23200","22520"
"In post","2023","Declared non-disabled","Legal","EO","820","785","29550","28130"
"In post","2023","Declared non-disabled","Legal","G6/G7","4865","4525","60900","59200"
"In post","2023","Declared non-disabled","Legal","SCS level","360","340","89300","85000"
"In post","2023","Declared non-disabled","Legal","SEO/HEO","1670","1560","40150","39780"
"In post","2023","Declared non-disabled","Legal","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Medicine","AA/AO","175","160","25170","24680"
"In post","2023","Declared non-disabled","Medicine","EO","180","160","33170","32930"
"In post","2023","Declared non-disabled","Medicine","G6/G7","390","340","77730","79390"
"In post","2023","Declared non-disabled","Medicine","SCS level","160","140","107770","104400"
"In post","2023","Declared non-disabled","Medicine","SEO/HEO","440","395","42230","41190"
"In post","2023","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Operational Delivery","AA/AO","65820","58775","24350","22520"
"In post","2023","Declared non-disabled","Operational Delivery","EO","54335","49565","28880","28120"
"In post","2023","Declared non-disabled","Operational Delivery","G6/G7","6260","6100","59930","57610"
"In post","2023","Declared non-disabled","Operational Delivery","SCS level","625","615","90270","82730"
"In post","2023","Declared non-disabled","Operational Delivery","SEO/HEO","30235","28895","37900","36180"
"In post","2023","Declared non-disabled","Operational Delivery","Unknown","13685","12800","31050","29050"
"In post","2023","Declared non-disabled","Operational Research","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Operational Research","EO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Operational Research","G6/G7","290","270","58000","57970"
"In post","2023","Declared non-disabled","Operational Research","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Operational Research","SEO/HEO","265","260","39200","39890"
"In post","2023","Declared non-disabled","Other","AA/AO","3485","3185","21750","21690"
"In post","2023","Declared non-disabled","Other","EO","2065","1905","28430","28120"
"In post","2023","Declared non-disabled","Other","G6/G7","1160","1110","62210","59290"
"In post","2023","Declared non-disabled","Other","SCS level","160","155","101650","93330"
"In post","2023","Declared non-disabled","Other","SEO/HEO","2600","2470","38270","37690"
"In post","2023","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Planning","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Planning","EO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Planning","G6/G7","60","55","60730","57320"
"In post","2023","Declared non-disabled","Planning","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Planning","SEO/HEO","80","75","40150","39690"
"In post","2023","Declared non-disabled","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Planning Inspectors","G6/G7","355","320","59670","60050"
"In post","2023","Declared non-disabled","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Planning Inspectors","SEO/HEO","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Policy","AA/AO","335","320","24560","25340"
"In post","2023","Declared non-disabled","Policy","EO","1355","1310","29170","29080"
"In post","2023","Declared non-disabled","Policy","G6/G7","9210","8925","59660","58290"
"In post","2023","Declared non-disabled","Policy","SCS level","1465","1410","85460","79000"
"In post","2023","Declared non-disabled","Policy","SEO/HEO","8895","8670","38700","38540"
"In post","2023","Declared non-disabled","Policy","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","AA/AO","150","140","23180","23200"
"In post","2023","Declared non-disabled","Project Delivery","EO","825","775","28110","28090"
"In post","2023","Declared non-disabled","Project Delivery","G6/G7","4100","3985","59390","57970"
"In post","2023","Declared non-disabled","Project Delivery","SCS level","355","345","91920","84000"
"In post","2023","Declared non-disabled","Project Delivery","SEO/HEO","6025","5790","38600","38920"
"In post","2023","Declared non-disabled","Project Delivery","Unknown","360","350","47460","42620"
"In post","2023","Declared non-disabled","Property","AA/AO","570","540","21440","21780"
"In post","2023","Declared non-disabled","Property","EO","840","785","28320","27810"
"In post","2023","Declared non-disabled","Property","G6/G7","875","850","58910","58460"
"In post","2023","Declared non-disabled","Property","SCS level","55","55","89750","85210"
"In post","2023","Declared non-disabled","Property","SEO/HEO","2160","2070","38860","38020"
"In post","2023","Declared non-disabled","Property","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Psychology","AA/AO","50","45","25040","24910"
"In post","2023","Declared non-disabled","Psychology","EO","315","305","28690","28480"
"In post","2023","Declared non-disabled","Psychology","G6/G7","100","95","67880","68140"
"In post","2023","Declared non-disabled","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Psychology","SEO/HEO","680","650","39390","36690"
"In post","2023","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Science and Engineering","AA/AO","550","535","23410","23430"
"In post","2023","Declared non-disabled","Science and Engineering","EO","940","915","27540","27320"
"In post","2023","Declared non-disabled","Science and Engineering","G6/G7","2165","2060","57470","56180"
"In post","2023","Declared non-disabled","Science and Engineering","SCS level","55","50","90680","85160"
"In post","2023","Declared non-disabled","Science and Engineering","SEO/HEO","4055","3915","38920","39710"
"In post","2023","Declared non-disabled","Science and Engineering","Unknown","530","525","45070","43360"
"In post","2023","Declared non-disabled","Security","AA/AO","2955","2880","28060","22590"
"In post","2023","Declared non-disabled","Security","EO","730","710","33460","29400"
"In post","2023","Declared non-disabled","Security","G6/G7","465","455","61780","59840"
"In post","2023","Declared non-disabled","Security","SCS level","55","50","94910","89480"
"In post","2023","Declared non-disabled","Security","SEO/HEO","1345","1310","40030","38470"
"In post","2023","Declared non-disabled","Security","Unknown","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Social Research","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Social Research","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Social Research","G6/G7","355","340","59760","58370"
"In post","2023","Declared non-disabled","Social Research","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Social Research","SEO/HEO","565","540","38370","39190"
"In post","2023","Declared non-disabled","Statistics","AA/AO","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Statistics","EO","145","140","28780","28310"
"In post","2023","Declared non-disabled","Statistics","G6/G7","655","625","59790","59190"
"In post","2023","Declared non-disabled","Statistics","SCS level","55","55","84290","80410"
"In post","2023","Declared non-disabled","Statistics","SEO/HEO","980","945","39080","39260"
"In post","2023","Declared non-disabled","Tax","AA/AO","1005","925","22680","22520"
"In post","2023","Declared non-disabled","Tax","EO","2505","2370","28700","28130"
"In post","2023","Declared non-disabled","Tax","G6/G7","2010","1915","62210","57970"
"In post","2023","Declared non-disabled","Tax","SCS level","55","55","82100","79270"
"In post","2023","Declared non-disabled","Tax","SEO/HEO","5040","4805","37990","35000"
"In post","2023","Declared non-disabled","Unknown","AA/AO","2215","2110","25160","24890"
"In post","2023","Declared non-disabled","Unknown","EO","2835","2730","30010","29450"
"In post","2023","Declared non-disabled","Unknown","G6/G7","3710","3585","64660","65280"
"In post","2023","Declared non-disabled","Unknown","SCS level","510","495","93200","85200"
"In post","2023","Declared non-disabled","Unknown","SEO/HEO","5950","5760","40310","39430"
"In post","2023","Declared non-disabled","Unknown","Unknown","120","115","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinarian","EO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinarian","G6/G7","110","110","55300","54880"
"In post","2023","Declared non-disabled","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinarian","SEO/HEO","170","160","39730","38200"
