"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","South East (England)","SCS level","10","10","112380","112720"
"In post","2023","Commercial","South East (England)","SEO/HEO","310","305","39400","40220"
"In post","2023","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","AA/AO","135","130","23540","22320"
"In post","2023","Commercial","South West (England)","EO","135","130","26860","27080"
"In post","2023","Commercial","South West (England)","G6/G7","410","395","60350","56000"
"In post","2023","Commercial","South West (England)","SCS level","45","45","106840","99300"
"In post","2023","Commercial","South West (England)","SEO/HEO","885","845","38170","37300"
"In post","2023","Commercial","South West (England)","Unknown","140","140","43740","42620"
"In post","2023","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","AA/AO","45","40","21670","22500"
"In post","2023","Commercial","Wales","EO","70","65","27340","27250"
"In post","2023","Commercial","Wales","G6/G7","70","65","59340","56000"
"In post","2023","Commercial","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","SEO/HEO","225","220","37030","37420"
"In post","2023","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","AA/AO","25","25","22370","21780"
"In post","2023","Commercial","West Midlands (England)","EO","60","60","26890","26350"
"In post","2023","Commercial","West Midlands (England)","G6/G7","110","110","66140","65890"
"In post","2023","Commercial","West Midlands (England)","SCS level","10","10","134430","128000"
"In post","2023","Commercial","West Midlands (England)","SEO/HEO","175","170","38130","37680"
"In post","2023","Commercial","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","AA/AO","40","35","21680","21690"
"In post","2023","Commercial","Yorkshire and The Humber","EO","65","60","27300","28100"
"In post","2023","Commercial","Yorkshire and The Humber","G6/G7","260","250","62130","63190"
"In post","2023","Commercial","Yorkshire and The Humber","SCS level","15","15","106030","102010"
"In post","2023","Commercial","Yorkshire and The Humber","SEO/HEO","405","390","37290","37700"
"In post","2023","Commercial","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","EO","15","15","28340","27470"
"In post","2023","Communications","East Midlands (England)","G6/G7","25","25","56820","57970"
"In post","2023","Communications","East Midlands (England)","SEO/HEO","75","75","37700","37680"
"In post","2023","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","East of England","EO","15","15","27990","28550"
"In post","2023","Communications","East of England","G6/G7","10","10","56130","56850"
"In post","2023","Communications","East of England","SEO/HEO","40","40","37050","37010"
"In post","2023","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","AA/AO","30","30","25340","25450"
"In post","2023","Communications","London","EO","160","155","30150","29660"
"In post","2023","Communications","London","G6/G7","685","665","61360","59510"
"In post","2023","Communications","London","SCS level","90","90","90780","85000"
"In post","2023","Communications","London","SEO/HEO","1030","1015","41090","41360"
"In post","2023","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","AA/AO","10","10","22160","22370"
"In post","2023","Communications","North East (England)","EO","20","15","27050","26940"
"In post","2023","Communications","North East (England)","G6/G7","15","15","59600","57970"
"In post","2023","Communications","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","SEO/HEO","75","75","37270","37590"
"In post","2023","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","AA/AO","10","10","22150","22020"
"In post","2023","Communications","North West (England)","EO","35","35","27210","26940"
"In post","2023","Communications","North West (England)","G6/G7","55","55","57770","55340"
"In post","2023","Communications","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","SEO/HEO","150","145","37110","37300"
"In post","2023","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","SEO/HEO","20","20","38200","38370"
"In post","2023","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","EO","15","15","28600","27600"
"In post","2023","Communications","Scotland","G6/G7","20","20","58940","57380"
"In post","2023","Communications","Scotland","SEO/HEO","65","60","37390","38050"
"In post","2023","Communications","South East (England)","AA/AO","30","30","22790","22220"
"In post","2023","Communications","South East (England)","EO","70","65","28350","27600"
"In post","2023","Communications","South East (England)","G6/G7","35","35","57280","56180"
"In post","2023","Communications","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South East (England)","SEO/HEO","150","140","36850","36300"
"In post","2023","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West (England)","AA/AO","25","20","22500","22220"
"In post","2023","Communications","South West (England)","EO","60","55","27530","27450"
"In post","2023","Communications","South West (England)","G6/G7","50","50","56390","55470"
"In post","2023","Communications","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West (England)","SEO/HEO","180","170","36400","37300"
"In post","2023","Communications","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","AA/AO","35","30","23360","22500"
"In post","2023","Communications","Wales","EO","85","80","28220","27450"
"In post","2023","Communications","Wales","G6/G7","75","75","58100","57860"
"In post","2023","Communications","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","SEO/HEO","230","215","38810","39690"
"In post","2023","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","AA/AO","10","10","21730","22220"
"In post","2023","Communications","West Midlands (England)","EO","25","25","27160","27140"
"In post","2023","Communications","West Midlands (England)","G6/G7","40","40","55570","54440"
"In post","2023","Communications","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","SEO/HEO","95","90","37260","37300"
"In post","2023","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","EO","15","15","26930","26920"
"In post","2023","Communications","Yorkshire and The Humber","G6/G7","45","45","56910","54300"
"In post","2023","Communications","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","SEO/HEO","120","115","39600","39730"
"In post","2023","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","London","EO","10","10","[c]","[c]"
"In post","2023","Corporate Finance","London","G6/G7","25","25","75710","70650"
"In post","2023","Corporate Finance","London","SCS level","5","5","[c]","[c]"
"In post","2023","Corporate Finance","London","SEO/HEO","30","30","39740","38550"
"In post","2023","Corporate Finance","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","AA/AO","55","45","21870","21690"
"In post","2023","Counter Fraud","East Midlands (England)","EO","295","270","28160","28120"
"In post","2023","Counter Fraud","East Midlands (England)","G6/G7","15","15","63260","59290"
"In post","2023","Counter Fraud","East Midlands (England)","SEO/HEO","175","165","36230","34700"
"In post","2023","Counter Fraud","East of England","AA/AO","85","80","23260","22520"
"In post","2023","Counter Fraud","East of England","EO","265","250","29820","29730"
"In post","2023","Counter Fraud","East of England","G6/G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","East of England","SEO/HEO","105","100","36650","36990"
"In post","2023","Counter Fraud","London","AA/AO","330","290","25310","25610"
"In post","2023","Counter Fraud","London","EO","795","755","32210","32520"
"In post","2023","Counter Fraud","London","G6/G7","160","155","65420","65230"
"In post","2023","Counter Fraud","London","SCS level","15","15","93850","84930"
"In post","2023","Counter Fraud","London","SEO/HEO","670","650","40960","39790"
"In post","2023","Counter Fraud","North East (England)","AA/AO","105","85","21600","21690"
"In post","2023","Counter Fraud","North East (England)","EO","505","470","27970","28120"
"In post","2023","Counter Fraud","North East (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Counter Fraud","North East (England)","SEO/HEO","185","175","35280","34170"
"In post","2023","Counter Fraud","North West (England)","AA/AO","85","80","21800","21690"
"In post","2023","Counter Fraud","North West (England)","EO","550","500","28110","28120"
"In post","2023","Counter Fraud","North West (England)","G6/G7","40","40","58360","57970"
"In post","2023","Counter Fraud","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","SEO/HEO","345","325","36580","34970"
"In post","2023","Counter Fraud","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","EO","70","65","27800","28000"
"In post","2023","Counter Fraud","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","SEO/HEO","35","35","36770","35000"
"In post","2023","Counter Fraud","Scotland","AA/AO","240","215","21740","21690"
"In post","2023","Counter Fraud","Scotland","EO","435","400","27950","28120"
"In post","2023","Counter Fraud","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","SEO/HEO","155","145","35550","34170"
"In post","2023","Counter Fraud","South East (England)","AA/AO","295","255","24530","25610"
"In post","2023","Counter Fraud","South East (England)","EO","455","415","29780","28410"
"In post","2023","Counter Fraud","South East (England)","G6/G7","20","15","61150","57970"
"In post","2023","Counter Fraud","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","SEO/HEO","200","195","37410","37520"
"In post","2023","Counter Fraud","South West (England)","AA/AO","40","30","21760","21690"
"In post","2023","Counter Fraud","South West (England)","EO","325","290","28160","28120"
"In post","2023","Counter Fraud","South West (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","SEO/HEO","140","135","36200","34700"
"In post","2023","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","AA/AO","200","180","22120","21690"
"In post","2023","Counter Fraud","Wales","EO","340","305","27830","28120"
"In post","2023","Counter Fraud","Wales","G6/G7","10","10","59990","57970"
"In post","2023","Counter Fraud","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","SEO/HEO","185","175","35860","34700"
"In post","2023","Counter Fraud","West Midlands (England)","AA/AO","90","75","21920","21690"
"In post","2023","Counter Fraud","West Midlands (England)","EO","405","365","28280","28120"
"In post","2023","Counter Fraud","West Midlands (England)","G6/G7","25","25","58600","57970"
"In post","2023","Counter Fraud","West Midlands (England)","SEO/HEO","235","220","35700","34170"
"In post","2023","Counter Fraud","Yorkshire and The Humber","AA/AO","85","70","21790","21690"
"In post","2023","Counter Fraud","Yorkshire and The Humber","EO","465","420","28140","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","G6/G7","45","40","59560","57970"
"In post","2023","Counter Fraud","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Yorkshire and The Humber","SEO/HEO","265","260","36660","35000"
"In post","2023","Digital, Data and Technology","East Midlands (England)","AA/AO","20","20","22820","22900"
"In post","2023","Digital, Data and Technology","East Midlands (England)","EO","85","80","28250","28120"
"In post","2023","Digital, Data and Technology","East Midlands (England)","G6/G7","95","95","57280","54210"
"In post","2023","Digital, Data and Technology","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Midlands (England)","SEO/HEO","210","205","37530","37300"
"In post","2023","Digital, Data and Technology","East of England","AA/AO","25","25","22900","22220"
"In post","2023","Digital, Data and Technology","East of England","EO","135","130","29010","28120"
"In post","2023","Digital, Data and Technology","East of England","G6/G7","90","85","55830","54260"
"In post","2023","Digital, Data and Technology","East of England","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","East of England","SEO/HEO","280","270","37230","37300"
"In post","2023","Digital, Data and Technology","London","AA/AO","55","55","25900","25900"
"In post","2023","Digital, Data and Technology","London","EO","420","410","30920","30560"
"In post","2023","Digital, Data and Technology","London","G6/G7","2335","2295","62980","61530"
"In post","2023","Digital, Data and Technology","London","SCS level","170","165","99700","94330"
"In post","2023","Digital, Data and Technology","London","SEO/HEO","2320","2280","41030","41780"
"In post","2023","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","North East (England)","AA/AO","50","50","21740","21690"
"In post","2023","Digital, Data and Technology","North East (England)","EO","335","315","27970","28120"
"In post","2023","Digital, Data and Technology","North East (England)","G6/G7","785","770","58690","56870"
"In post","2023","Digital, Data and Technology","North East (England)","SCS level","30","30","88960","80500"
"In post","2023","Digital, Data and Technology","North East (England)","SEO/HEO","1225","1185","37750","37760"
"In post","2023","Digital, Data and Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","North West (England)","AA/AO","50","45","22020","21690"
"In post","2023","Digital, Data and Technology","North West (England)","EO","510","485","27780","28120"
"In post","2023","Digital, Data and Technology","North West (England)","G6/G7","1095","1075","58330","56460"
"In post","2023","Digital, Data and Technology","North West (England)","SCS level","40","35","97110","93400"
"In post","2023","Digital, Data and Technology","North West (England)","SEO/HEO","1765","1730","37320","37590"
"In post","2023","Digital, Data and Technology","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Northern Ireland","EO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Northern Ireland","G6/G7","15","15","59810","56870"
"In post","2023","Digital, Data and Technology","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Northern Ireland","SEO/HEO","50","50","36150","35000"
"In post","2023","Digital, Data and Technology","Overseas","EO","15","15","43110","38680"
"In post","2023","Digital, Data and Technology","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","SEO/HEO","25","25","44350","43670"
"In post","2023","Digital, Data and Technology","Scotland","AA/AO","50","50","24650","24710"
"In post","2023","Digital, Data and Technology","Scotland","EO","225","220","29890","28540"
"In post","2023","Digital, Data and Technology","Scotland","G6/G7","225","225","57640","56570"
"In post","2023","Digital, Data and Technology","Scotland","SCS level","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Scotland","SEO/HEO","535","530","39440","38170"
"In post","2023","Digital, Data and Technology","South East (England)","AA/AO","35","35","23690","22220"
"In post","2023","Digital, Data and Technology","South East (England)","EO","240","225","28210","27470"
"In post","2023","Digital, Data and Technology","South East (England)","G6/G7","300","295","57830","56760"
"In post","2023","Digital, Data and Technology","South East (England)","SCS level","20","20","92720","87460"
"In post","2023","Digital, Data and Technology","South East (England)","SEO/HEO","615","600","37940","37520"
"In post","2023","Digital, Data and Technology","South East (England)","Unknown","15","15","25300","23800"
"In post","2023","Digital, Data and Technology","South West (England)","AA/AO","120","115","22620","22220"
"In post","2023","Digital, Data and Technology","South West (England)","EO","470","450","28680","28080"
"In post","2023","Digital, Data and Technology","South West (England)","G6/G7","615","605","56860","56040"
"In post","2023","Digital, Data and Technology","South West (England)","SCS level","35","35","103290","100450"
"In post","2023","Digital, Data and Technology","South West (England)","SEO/HEO","1545","1490","38920","39460"
"In post","2023","Digital, Data and Technology","South West (England)","Unknown","45","40","40220","39460"
"In post","2023","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","G6/G7","15","15","60220","57970"
"In post","2023","Digital, Data and Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","SEO/HEO","15","15","38170","38470"
"In post","2023","Digital, Data and Technology","Wales","AA/AO","95","95","23470","22500"
"In post","2023","Digital, Data and Technology","Wales","EO","425","410","28130","27450"
"In post","2023","Digital, Data and Technology","Wales","G6/G7","585","575","60080","59030"
"In post","2023","Digital, Data and Technology","Wales","SCS level","20","20","88940","81600"
"In post","2023","Digital, Data and Technology","Wales","SEO/HEO","1315","1290","39970","39640"
"In post","2023","Digital, Data and Technology","West Midlands (England)","AA/AO","55","55","22490","22220"
"In post","2023","Digital, Data and Technology","West Midlands (England)","EO","230","225","27800","27650"
"In post","2023","Digital, Data and Technology","West Midlands (England)","G6/G7","420","415","57830","56870"
"In post","2023","Digital, Data and Technology","West Midlands (England)","SCS level","30","30","86780","79380"
"In post","2023","Digital, Data and Technology","West Midlands (England)","SEO/HEO","780","760","38100","37590"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","AA/AO","25","20","22350","22520"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","EO","245","230","27880","28120"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","G6/G7","695","685","58240","56500"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","SCS level","25","25","89570","90000"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","SEO/HEO","795","770","37480","37680"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","London","AA/AO","25","25","25020","23210"
"In post","2023","Economics","London","EO","115","115","28720","28940"
"In post","2023","Economics","London","G6/G7","755","730","61840","59370"
"In post","2023","Economics","London","SCS level","100","95","91710","83420"
"In post","2023","Economics","London","SEO/HEO","620","615","38210","36710"
"In post","2023","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","North East (England)","AA/AO","10","10","21710","21200"
"In post","2023","Economics","North East (England)","EO","10","10","25090","24840"
"In post","2023","Economics","North East (England)","G6/G7","10","10","61640","60120"
"In post","2023","Economics","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Economics","North East (England)","SEO/HEO","15","15","33410","31930"
"In post","2023","Economics","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","North West (England)","EO","20","20","26990","27290"
"In post","2023","Economics","North West (England)","G6/G7","25","25","57510","55780"
"In post","2023","Economics","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Economics","North West (England)","SEO/HEO","60","60","37140","35000"
"In post","2023","Economics","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Scotland","G6/G7","15","15","59070","56470"
"In post","2023","Economics","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Scotland","SEO/HEO","20","20","35810","34620"
"In post","2023","Economics","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","South East (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Economics","South East (England)","SEO/HEO","20","20","32940","31560"
"In post","2023","Economics","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","South West (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Economics","South West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Wales","AA/AO","20","20","21770","21200"
"In post","2023","Economics","Wales","EO","15","15","26410","24840"
"In post","2023","Economics","Wales","G6/G7","50","45","60980","61240"
"In post","2023","Economics","Wales","SCS level","5","5","[c]","[c]"
"In post","2023","Economics","Wales","SEO/HEO","75","75","35540","32460"
"In post","2023","Economics","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","Economics","West Midlands (England)","G6/G7","15","15","72320","66960"
"In post","2023","Economics","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Economics","West Midlands (England)","SEO/HEO","30","30","38410","36340"
"In post","2023","Economics","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2023","Economics","Yorkshire and The Humber","G6/G7","30","30","57330","53710"
"In post","2023","Economics","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Yorkshire and The Humber","SEO/HEO","30","30","35810","37300"
"In post","2023","Finance","East Midlands (England)","AA/AO","30","30","22000","22220"
"In post","2023","Finance","East Midlands (England)","EO","50","45","27340","27180"
"In post","2023","Finance","East Midlands (England)","G6/G7","50","45","58020","56870"
"In post","2023","Finance","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","East Midlands (England)","SEO/HEO","100","100","36800","35000"
"In post","2023","Finance","East of England","AA/AO","45","40","22620","22220"
"In post","2023","Finance","East of England","EO","60","60","28010","27470"
"In post","2023","Finance","East of England","G6/G7","60","60","58520","59180"
"In post","2023","Finance","East of England","SCS level","10","10","88130","79660"
"In post","2023","Finance","East of England","SEO/HEO","140","135","38380","37850"
"In post","2023","Finance","London","AA/AO","90","85","25870","25500"
"In post","2023","Finance","London","EO","295","285","30650","30730"
"In post","2023","Finance","London","G6/G7","965","940","63750","62310"
"In post","2023","Finance","London","SCS level","170","165","94580","86110"
"In post","2023","Finance","London","SEO/HEO","1115","1090","41140","41270"
"In post","2023","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","North East (England)","AA/AO","25","20","21940","21720"
"In post","2023","Finance","North East (England)","EO","65","60","27670","28120"
"In post","2023","Finance","North East (England)","G6/G7","175","170","58320","57210"
"In post","2023","Finance","North East (England)","SCS level","10","10","86170","80080"
"In post","2023","Finance","North East (England)","SEO/HEO","295","285","37510","37590"
"In post","2023","Finance","North West (England)","AA/AO","140","115","21780","21690"
"In post","2023","Finance","North West (England)","EO","175","170","27510","27890"
"In post","2023","Finance","North West (England)","G6/G7","270","260","57640","56180"
"In post","2023","Finance","North West (England)","SCS level","10","10","86740","77890"
"In post","2023","Finance","North West (England)","SEO/HEO","505","485","37400","37710"
