"Status","Year","Ethnicity","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Department for Digital, Culture, Media and Sport","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","395","385","46270","41870"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Cabinet Office","Heterosexual / straight","45","45","32470","32960"
"In post","2023","Asian","Central Civil Service Fast Stream","Cabinet Office","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","Cabinet Office","Unknown","135","135","30210","30130"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Charity Commission","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","115","110","49150","38190"
"In post","2023","Asian","Competition and Markets Authority","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Competition and Markets Authority","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Cabinet Office","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","60","55","42280","37940"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","715","675","39920","34460"
"In post","2023","Asian","Crown Prosecution Service","Attorney General's Departments","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Attorney General's Departments","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","Attorney General's Departments","Unknown","95","80","40410","32520"
"In post","2023","Asian","Defence Electronics and Components Agency","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","300","290","36630","33530"
"In post","2023","Asian","Defence Equipment and Support","Ministry of Defence","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Ministry of Defence","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Ministry of Defence","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","80","80","40550","39890"
"In post","2023","Asian","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","575","570","45900","41360"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","30","30","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","35","35","47360","43740"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Heterosexual / straight","110","105","48150","52010"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","625","615","41580","37590"
"In post","2023","Asian","Department for Education (excl. agencies)","Department for Education","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Department for Education","Undeclared","30","30","39580","37590"
"In post","2023","Asian","Department for Education (excl. agencies)","Department for Education","Unknown","30","30","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","300","295","41490","37300"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Department for International Trade","Heterosexual / straight","275","275","45870","41550"
"In post","2023","Asian","Department for International Trade","Department for International Trade","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Department for International Trade","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Heterosexual / straight","260","250","43610","37540"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Undeclared","20","20","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","320","320","47480","43750"
"In post","2023","Asian","Department for Transport (excl. agencies)","Department for Transport","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Department for Transport","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Department for Transport","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","6270","5735","29520","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","115","105","29920","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","440","380","28300","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","985","815","27890","28120"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","230","220","45080","41950"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Disclosure Scotland","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Disclosure Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Disclosure Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Disclosure Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","115","105","26080","22500"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","125","120","30250","30960"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Education Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","80","75","42040","38070"
"In post","2023","Asian","Education and Skills Funding Agency","Department for Education","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Department for Education","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Department for Education","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Estyn","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","50","50","37810","32750"
"In post","2023","Asian","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","Heterosexual / straight","60","60","41070","37720"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","355","345","45840","39220"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","65","65","47200","42450"
"In post","2023","Asian","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","35","30","50150","44440"
"In post","2023","Asian","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","Heterosexual / straight","45","45","70660","66270"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","Unknown","25","25","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","75","70","45980","43160"
"In post","2023","Asian","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","HM Treasury","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Legal Department","Attorney General's Departments","Heterosexual / straight","285","270","49070","52020"
"In post","2023","Asian","Government Legal Department","Attorney General's Departments","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Government Legal Department","Attorney General's Departments","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Government Legal Department","Attorney General's Departments","Unknown","30","25","[c]","[c]"
"In post","2023","Asian","Government Property Agency","Cabinet Office","Heterosexual / straight","35","35","40060","37200"
"In post","2023","Asian","Government Property Agency","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Property Agency","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Property Agency","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","1495","1350","27810","25480"
"In post","2023","Asian","HM Courts and Tribunals Service","Ministry of Justice","LGBO","35","30","25920","21780"
"In post","2023","Asian","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","120","105","27180","25480"
"In post","2023","Asian","HM Courts and Tribunals Service","Ministry of Justice","Unknown","35","30","30710","25480"
"In post","2023","Asian","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Land Registry","HM Land Registry","Heterosexual / straight","165","155","32450","28080"
"In post","2023","Asian","HM Land Registry","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Land Registry","HM Land Registry","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","HM Land Registry","HM Land Registry","Unknown","40","35","28160","28080"
"In post","2023","Asian","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","1970","1845","32150","30630"
"In post","2023","Asian","HM Prison and Probation Service","Ministry of Justice","LGBO","55","50","28820","27530"
"In post","2023","Asian","HM Prison and Probation Service","Ministry of Justice","Undeclared","85","80","32170","31100"
"In post","2023","Asian","HM Prison and Probation Service","Ministry of Justice","Unknown","60","55","36840","32920"
"In post","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","4880","4655","34730","32580"
"In post","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","135","125","31990","28130"
"In post","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Undeclared","260","240","32820","28130"
"In post","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","965","890","33700","29730"
"In post","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","205","200","44520","39050"
"In post","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","Undeclared","20","15","[c]","[c]"
"In post","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","75","75","45620","40820"
"In post","2023","Asian","Health and Safety Executive","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Health and Safety Executive","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Health and Safety Executive","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Home Office","Home Office","Heterosexual / straight","4095","3805","33710","30160"
"In post","2023","Asian","Home Office","Home Office","LGBO","45","40","35300","30200"
"In post","2023","Asian","Home Office","Home Office","Undeclared","355","320","31220","29890"
"In post","2023","Asian","Home Office","Home Office","Unknown","80","80","31530","28700"
"In post","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","30","30","48640","51460"
"In post","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","35","35","40360","41240"
"In post","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","70","65","27540","21780"
"In post","2023","Asian","Legal Aid Agency","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal Aid Agency","Ministry of Justice","Undeclared","10","5","[c]","[c]"
"In post","2023","Asian","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","55","50","44380","47430"
"In post","2023","Asian","Maritime and Coastguard Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Maritime and Coastguard Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Maritime and Coastguard Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","225","225","42130","39310"
"In post","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","40","40","51600","42150"
"In post","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","35","35","33430","33150"
"In post","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","905","880","37490","34300"
"In post","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","20","20","[c]","[c]"
"In post","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","60","55","38020","33830"
"In post","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","60","60","37490","33710"
"In post","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","590","580","42540","39000"
"In post","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","National Crime Agency","National Crime Agency","Heterosexual / straight","270","260","39520","38640"
"In post","2023","Asian","National Crime Agency","National Crime Agency","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","National Crime Agency","National Crime Agency","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","National Crime Agency","National Crime Agency","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","National Infrastructure Commission","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Infrastructure Commission","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Infrastructure Commission","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Infrastructure Commission","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Records of Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
