"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Male","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Female","1260","1175","28240","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Male","850","830","29580","26030"
"In post","2023","Animal and Plant Health Agency","Other","Female","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Male","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Female","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Male","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Female","355","340","32130","29080"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Male","220","210","34490","29950"
"In post","2023","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Female","180","170","42880","38550"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Male","135","130","44340","39430"
"In post","2023","Attorney General's Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Legal","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Office","Legal","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","Male","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","Female","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Finance","Female","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Finance","Male","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","Female","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","Male","15","15","[c]","[c]"
"In post","2023","Building Digital UK","Other","Female","30","25","[c]","[c]"
"In post","2023","Building Digital UK","Other","Male","20","20","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","Female","55","55","47330","52760"
"In post","2023","Building Digital UK","Project Delivery","Male","60","60","49550","52900"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Female","85","80","50920","51290"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Male","80","80","61820","51290"
"In post","2023","Cabinet Office (excl. agencies)","Communications","Female","90","90","49770","55790"
"In post","2023","Cabinet Office (excl. agencies)","Communications","Male","60","60","53470","44770"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Female","395","385","51710","55790"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Male","635","625","52880","56430"
"In post","2023","Cabinet Office (excl. agencies)","Economics","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Female","50","50","55790","41870"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Male","65","60","56230","41870"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Female","615","580","42060","38460"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Male","270","265","41330","38460"
"In post","2023","Cabinet Office (excl. agencies)","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","Female","30","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","Female","35","30","78360","81600"
"In post","2023","Cabinet Office (excl. agencies)","Legal","Male","35","35","84670","81600"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Female","210","200","49930","51290"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Male","175","175","51510","52040"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Female","50","45","54330","54010"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Male","40","40","59480","57170"
"In post","2023","Cabinet Office (excl. agencies)","Property","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Psychology","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Security","Female","170","160","41330","34650"
"In post","2023","Cabinet Office (excl. agencies)","Security","Male","225","215","41270","34650"
"In post","2023","Cabinet Office (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Female","1390","1335","44970","38460"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Male","1100","1090","47810","41870"
"In post","2023","Central Civil Service Fast Stream","Commercial","Female","50","50","30390","30130"
"In post","2023","Central Civil Service Fast Stream","Commercial","Male","45","45","30510","30130"
"In post","2023","Central Civil Service Fast Stream","Communications","Female","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Digital, Data and Technology","Female","75","75","30650","30130"
"In post","2023","Central Civil Service Fast Stream","Digital, Data and Technology","Male","80","80","30870","30130"
"In post","2023","Central Civil Service Fast Stream","Finance","Female","45","45","31090","30130"
"In post","2023","Central Civil Service Fast Stream","Finance","Male","45","45","31480","30130"
"In post","2023","Central Civil Service Fast Stream","Project Delivery","Female","165","165","30690","30130"
"In post","2023","Central Civil Service Fast Stream","Project Delivery","Male","100","100","30810","30130"
"In post","2023","Central Civil Service Fast Stream","Property","Female","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Property","Male","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Science and Engineering","Female","55","55","30180","30130"
"In post","2023","Central Civil Service Fast Stream","Science and Engineering","Male","45","45","30350","30130"
"In post","2023","Central Civil Service Fast Stream","Statistics","Female","55","55","31030","30130"
"In post","2023","Central Civil Service Fast Stream","Statistics","Male","55","55","31200","30130"
"In post","2023","Central Civil Service Fast Stream","Unknown","Female","530","530","30690","30130"
"In post","2023","Central Civil Service Fast Stream","Unknown","Male","270","270","30640","30130"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Female","15","15","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Communications","Female","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Male","40","40","35510","30820"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Finance","Female","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Female","10","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Other","Female","25","20","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Other","Male","20","20","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Female","35","35","35610","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Male","20","15","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Female","220","210","33410","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Male","230","225","37690","37300"
"In post","2023","Charity Commission","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","Female","20","15","[c]","[c]"
"In post","2023","Charity Commission","Communications","Male","10","10","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","Male","40","40","37420","31360"
"In post","2023","Charity Commission","Finance","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","Female","15","15","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Legal","Female","20","20","[c]","[c]"
"In post","2023","Charity Commission","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","Female","200","190","33270","30170"
"In post","2023","Charity Commission","Operational Delivery","Male","125","120","32800","30170"
"In post","2023","Charity Commission","Policy","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Policy","Male","5","5","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Communications","Female","15","15","[c]","[c]"
"In post","2023","Companies House","Communications","Male","10","10","[c]","[c]"
"In post","2023","Companies House","Counter Fraud","Female","120","105","25560","23240"
"In post","2023","Companies House","Counter Fraud","Male","70","65","27240","25610"
"In post","2023","Companies House","Digital, Data and Technology","Female","90","90","40320","38000"
"In post","2023","Companies House","Digital, Data and Technology","Male","165","165","41400","38000"
"In post","2023","Companies House","Finance","Female","40","35","34140","31350"
"In post","2023","Companies House","Finance","Male","35","35","31880","25610"
"In post","2023","Companies House","Human Resources","Female","45","40","38510","34840"
"In post","2023","Companies House","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","Companies House","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2023","Companies House","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Legal","Female","5","5","[c]","[c]"
"In post","2023","Companies House","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Operational Delivery","Female","295","255","25420","23240"
"In post","2023","Companies House","Operational Delivery","Male","185","180","27340","25610"
"In post","2023","Companies House","Other","Female","10","10","[c]","[c]"
"In post","2023","Companies House","Other","Male","10","10","[c]","[c]"
"In post","2023","Companies House","Policy","Female","15","15","[c]","[c]"
"In post","2023","Companies House","Policy","Male","20","20","[c]","[c]"
"In post","2023","Companies House","Project Delivery","Female","15","15","[c]","[c]"
"In post","2023","Companies House","Project Delivery","Male","10","10","[c]","[c]"
"In post","2023","Companies House","Property","Female","5","5","[c]","[c]"
"In post","2023","Companies House","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Statistics","Female","5","5","[c]","[c]"
"In post","2023","Companies House","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","Female","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Corporate Finance","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","Male","50","50","55130","55130"
"In post","2023","Competition and Markets Authority","Economics","Female","40","35","66820","60410"
"In post","2023","Competition and Markets Authority","Economics","Male","65","65","63340","57660"
"In post","2023","Competition and Markets Authority","Human Resources","Female","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","Human Resources","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","Male","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Legal","Female","75","75","66910","73510"
"In post","2023","Competition and Markets Authority","Legal","Male","65","60","79290","74600"
"In post","2023","Competition and Markets Authority","Policy","Female","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Policy","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Project Delivery","Female","240","225","60580","56150"
"In post","2023","Competition and Markets Authority","Project Delivery","Male","200","195","63940","61040"
"In post","2023","Competition and Markets Authority","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Operational Delivery","Female","185","165","27910","25830"
"In post","2023","Criminal Injuries Compensation Authority","Operational Delivery","Male","145","140","27270","25830"
"In post","2023","Criminal Injuries Compensation Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Commercial","Female","190","180","36590","33200"
"In post","2023","Crown Commercial Service","Commercial","Male","150","150","38590","40000"
"In post","2023","Crown Commercial Service","Communications","Female","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Digital, Data and Technology","Female","50","45","48240","41900"
"In post","2023","Crown Commercial Service","Digital, Data and Technology","Male","80","75","44700","40940"
"In post","2023","Crown Commercial Service","Finance","Female","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Finance","Male","20","20","[c]","[c]"
"In post","2023","Crown Commercial Service","Human Resources","Female","30","25","[c]","[c]"
"In post","2023","Crown Commercial Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Operational Delivery","Female","100","95","41050","40560"
"In post","2023","Crown Commercial Service","Operational Delivery","Male","75","75","43850","40620"
"In post","2023","Crown Commercial Service","Policy","Female","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","Policy","Male","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","Project Delivery","Female","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","Project Delivery","Male","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Property","Female","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Communications","Female","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Communications","Male","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Male","45","45","43820","39730"
"In post","2023","Crown Office and Procurator Fiscal Service","Finance","Female","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Finance","Male","10","10","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Human Resources","Female","35","30","36980","33120"
"In post","2023","Crown Office and Procurator Fiscal Service","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Male","10","10","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Legal","Female","490","455","62370","58850"
"In post","2023","Crown Office and Procurator Fiscal Service","Legal","Male","210","210","62450","58850"
"In post","2023","Crown Office and Procurator Fiscal Service","Operational Delivery","Female","1145","1060","29300","28700"
"In post","2023","Crown Office and Procurator Fiscal Service","Operational Delivery","Male","415","405","30090","28700"
"In post","2023","Crown Office and Procurator Fiscal Service","Policy","Female","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Commercial","Female","20","20","[c]","[c]"
"In post","2023","Crown Prosecution Service","Commercial","Male","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","Communications","Female","45","40","42480","40540"
"In post","2023","Crown Prosecution Service","Communications","Male","25","25","[c]","[c]"
"In post","2023","Crown Prosecution Service","Digital, Data and Technology","Female","60","55","41950","38940"
"In post","2023","Crown Prosecution Service","Digital, Data and Technology","Male","70","70","43060","38940"
"In post","2023","Crown Prosecution Service","Finance","Female","100","90","29180","26900"
"In post","2023","Crown Prosecution Service","Finance","Male","80","80","33420","28200"
"In post","2023","Crown Prosecution Service","Human Resources","Female","130","125","39570","32980"
"In post","2023","Crown Prosecution Service","Human Resources","Male","40","40","40460","38940"
"In post","2023","Crown Prosecution Service","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Internal Audit","Male","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Knowledge and Information Management","Female","35","30","39990","36970"
"In post","2023","Crown Prosecution Service","Knowledge and Information Management","Male","30","30","[c]","[c]"
"In post","2023","Crown Prosecution Service","Legal","Female","2130","1945","54870","55170"
"In post","2023","Crown Prosecution Service","Legal","Male","1255","1215","57720","56450"
"In post","2023","Crown Prosecution Service","Operational Delivery","Female","2385","2185","27670","26900"
"In post","2023","Crown Prosecution Service","Operational Delivery","Male","850","830","28350","26900"
"In post","2023","Crown Prosecution Service","Other","Female","15","15","[c]","[c]"
"In post","2023","Crown Prosecution Service","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Policy","Female","80","80","50180","52880"
"In post","2023","Crown Prosecution Service","Policy","Male","30","30","[c]","[c]"
"In post","2023","Crown Prosecution Service","Project Delivery","Female","40","40","37180","38940"
"In post","2023","Crown Prosecution Service","Project Delivery","Male","40","40","39750","37250"
"In post","2023","Crown Prosecution Service","Property","Female","15","15","[c]","[c]"
"In post","2023","Crown Prosecution Service","Property","Male","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","Security","Female","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Security","Male","10","10","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Commercial","Female","10","10","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Commercial","Male","15","15","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Medicine","Male","15","15","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Operational Delivery","Female","30","30","28980","27250"
