"Status","Year","Disability","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Chancellor's other departments","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AO","Heterosexual / straight","85","75","22830","22440"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AO","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AO","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","145","135","27140","26650"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","LGBO","30","30","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G6","Heterosexual / straight","70","70","68450","66790"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G6","LGBO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G7","Heterosexual / straight","215","205","54910","55120"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G7","LGBO","35","35","55470","55120"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","HEO","Heterosexual / straight","265","250","34030","33430"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","HEO","LGBO","45","45","33590","34400"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","HEO","Undeclared","35","30","33840","33430"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","HEO","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO","Heterosexual / straight","230","225","42260","41360"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO","LGBO","55","50","41640","41360"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO","Undeclared","35","30","41250","41060"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G7","Heterosexual / straight","50","45","54420","53030"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G7","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","Heterosexual / straight","40","40","36460","35620"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","EO","Heterosexual / straight","70","65","27450","26940"
"In post","2023","Declared disabled","Department for Education","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","G6","Heterosexual / straight","55","55","65600","65780"
"In post","2023","Declared disabled","Department for Education","G6","LGBO","15","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","G7","Heterosexual / straight","155","150","53650","51950"
"In post","2023","Declared disabled","Department for Education","G7","LGBO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","HEO","Heterosexual / straight","130","120","31950","31090"
"In post","2023","Declared disabled","Department for Education","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","SEO","Heterosexual / straight","180","170","39960","38070"
"In post","2023","Declared disabled","Department for Education","SEO","LGBO","40","40","40020","38070"
"In post","2023","Declared disabled","Department for Education","SEO","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AO","Heterosexual / straight","315","285","22520","22150"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AO","LGBO","55","50","22620","22150"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AO","Undeclared","40","35","22430","22150"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","245","230","26910","25920"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","EO","LGBO","40","35","26600","25920"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Undeclared","30","25","27080","26770"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6","Heterosexual / straight","65","65","62200","61610"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G7","Heterosexual / straight","205","200","51950","50340"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G7","LGBO","35","35","52170","50650"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","Heterosexual / straight","265","255","31700","30830"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","LGBO","50","50","32140","30930"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","Undeclared","30","30","31530","30580"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","Heterosexual / straight","240","230","38710","37710"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","LGBO","40","40","39110","37300"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","Undeclared","35","35","39550","38280"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","EO","LGBO","5","5","[c]","[c]"
