"Status","Year","Disability","Ethnicity","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Operational Delivery","Female","1295","1115","28870","28120"
"In post","2023","Declared disabled","Asian","Operational Delivery","Male","845","790","28950","28120"
"In post","2023","Declared disabled","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Other","Female","65","55","28800","28120"
"In post","2023","Declared disabled","Asian","Other","Male","45","40","30560","28120"
"In post","2023","Declared disabled","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Policy","Female","145","140","44370","40900"
"In post","2023","Declared disabled","Asian","Policy","Male","95","95","44170","40400"
"In post","2023","Declared disabled","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Project Delivery","Female","70","65","41770","39790"
"In post","2023","Declared disabled","Asian","Project Delivery","Male","55","55","42120","38510"
"In post","2023","Declared disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Property","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Property","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Science and Engineering","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Science and Engineering","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Security","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Security","Male","30","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Statistics","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Statistics","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Tax","Female","55","50","36640","34370"
"In post","2023","Declared disabled","Asian","Tax","Male","75","70","38520","35000"
"In post","2023","Declared disabled","Asian","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","Female","80","75","37250","34190"
"In post","2023","Declared disabled","Asian","Unknown","Male","55","55","36840","32960"
"In post","2023","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Commercial","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Communications","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Counter Fraud","Female","70","60","30190","30330"
"In post","2023","Declared disabled","Black","Counter Fraud","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Digital, Data and Technology","Female","30","30","40270","37460"
"In post","2023","Declared disabled","Black","Digital, Data and Technology","Male","40","40","44200","40970"
"In post","2023","Declared disabled","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Economics","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Finance","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Black","Finance","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Human Resources","Female","50","45","44920","43020"
"In post","2023","Declared disabled","Black","Human Resources","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","International Trade","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Knowledge and Information Management","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Legal","Female","45","40","50580","54100"
"In post","2023","Declared disabled","Black","Legal","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Operational Delivery","Female","1080","985","30880","29750"
"In post","2023","Declared disabled","Black","Operational Delivery","Male","350","335","31530","30410"
"In post","2023","Declared disabled","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Other","Female","35","30","32840","32000"
"In post","2023","Declared disabled","Black","Other","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Policy","Female","110","110","40840","38840"
"In post","2023","Declared disabled","Black","Policy","Male","40","40","41690","38010"
"In post","2023","Declared disabled","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Project Delivery","Female","55","55","45620","42430"
"In post","2023","Declared disabled","Black","Project Delivery","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Property","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Property","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Security","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Security","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Statistics","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Tax","Female","30","30","38030","39450"
"In post","2023","Declared disabled","Black","Tax","Male","20","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Female","45","45","36420","34400"
"In post","2023","Declared disabled","Black","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Commercial","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Commercial","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Communications","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Counter Fraud","Female","25","20","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Counter Fraud","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Digital, Data and Technology","Male","35","35","45120","40930"
"In post","2023","Declared disabled","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Finance","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Finance","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Human Resources","Female","45","45","43340","39350"
"In post","2023","Declared disabled","Mixed","Human Resources","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Intelligence Analysis","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Legal","Female","30","25","54950","59600"
"In post","2023","Declared disabled","Mixed","Legal","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Medicine","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Operational Delivery","Female","575","520","29620","28120"
"In post","2023","Declared disabled","Mixed","Operational Delivery","Male","310","290","30810","28120"
"In post","2023","Declared disabled","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Other","Female","30","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Other","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Policy","Female","100","95","43390","41060"
"In post","2023","Declared disabled","Mixed","Policy","Male","60","55","44110","40020"
"In post","2023","Declared disabled","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Project Delivery","Female","35","35","38130","36950"
"In post","2023","Declared disabled","Mixed","Project Delivery","Male","20","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Property","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Property","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Science and Engineering","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Science and Engineering","Male","20","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Security","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Security","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Statistics","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Tax","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Tax","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Female","50","50","36810","32960"
"In post","2023","Declared disabled","Mixed","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Counter Fraud","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Finance","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Human Resources","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
