"Status","Year","Organisation","Parent_department","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","York","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Planning","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","Tower Hamlets","45","45","51700","54090"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","York","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Project Delivery","Hertfordshire CC","5","5","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Project Delivery","Tower Hamlets","10","10","43760","41190"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Property","Hertfordshire CC","15","15","40090","34280"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Property","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","Hertfordshire CC","160","160","50440","46550"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","Tower Hamlets","185","175","55140","54270"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Statistics","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Statistics","Tower Hamlets","5","5","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Tax","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Commercial","Devon CC","20","20","45170","42460"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Communications","Devon CC","30","30","35830","35110"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Communications","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Communications","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Devon CC","320","310","39180","35550"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Finance","Devon CC","25","20","36410","33050"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","Devon CC","65","60","37490","36130"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Internal Audit","Devon CC","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Devon CC","10","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Legal","Devon CC","15","10","41370","45150"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Aberdeen City and Aberdeenshire","25","25","37030","38200"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Antrim and Newtownabbey","10","10","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","City of Edinburgh","15","15","35960","37420"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Devon CC","245","230","37430","39650"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Harrow and Hillingdon","20","20","33310","30930"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Hertfordshire CC","10","10","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Inverness and Nairn, Moray, and Badenoch and Strathspey","15","15","28820","30930"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Isle of Anglesey","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Lincolnshire CC","20","20","31810","32730"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","North Hampshire","10","10","34130","32160"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","30","30","34770","37420"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Oxfordshire CC","25","20","32130","32650"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Shetland Islands","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","South Hampshire","10","10","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Suffolk CC","10","10","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Wiltshire","10","10","31140","32730"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","York","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","Devon CC","265","255","34750","37420"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Policy","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Policy","Devon CC","80","80","65110","62610"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Policy","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Policy","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","Devon CC","105","105","43130","45150"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Property","Devon CC","20","20","35100","33050"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Bedford","10","10","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Berkshire","25","20","43250","39650"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Devon CC","675","630","40610","39650"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","South Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Southampton","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Security","Devon CC","20","20","43940","43650"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","245","235","40400","41200"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Buckinghamshire","60","60","38260","37800"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Cambridgeshire CC","50","45","36050","35800"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Central Hampshire","125","120","36550","35490"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Glasgow City","120","120","34490","33990"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Lincolnshire CC","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Lisburn and Castlereagh","10","10","31690","28800"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","North Yorkshire CC","15","10","35830","41200"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Overseas","25","25","71410","70700"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Oxfordshire CC","15","15","35450","34140"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Plymouth","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Portsmouth","45","45","34690","35490"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","South Hampshire","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Staffordshire CC","50","50","37700","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Westminster","55","55","42760","38680"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Wiltshire","130","125","34830","35490"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","10","10","38700","37750"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Berkshire","15","15","25920","24440"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Buckinghamshire","35","35","38040","35990"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Central Hampshire","55","50","33830","33830"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Dorset","15","15","27950","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Hertfordshire CC","10","10","46360","45540"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Lancaster and Wyre","15","10","33930","33990"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Lincolnshire CC","10","10","29700","28650"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","North Hampshire","10","10","37350","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Oxfordshire CC","20","20","30780","28650"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Portsmouth","45","40","34910","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Shropshire","10","10","27570","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","South Hampshire","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Staffordshire CC","35","35","36380","33990"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Suffolk CC","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Westminster","105","105","49360","48540"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Wiltshire","35","30","32370","29570"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","York","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Counter Fraud","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Counter Fraud","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Counter Fraud","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Counter Fraud","Westminster","15","15","57540","60830"
