"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Knowledge and Information Management","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","London","EO","55","55","29160","28500"
"In post","2023","Analysis","Operational Delivery","London","G6/G7","15","15","61900","60150"
"In post","2023","Analysis","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","London","SEO/HEO","60","55","38220","36310"
"In post","2023","Analysis","Operational Delivery","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North East (England)","SEO/HEO","15","15","34120","34170"
"In post","2023","Analysis","Operational Delivery","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","EO","15","15","26490","25920"
"In post","2023","Analysis","Operational Delivery","North West (England)","G6/G7","10","10","56820","55780"
"In post","2023","Analysis","Operational Delivery","North West (England)","SEO/HEO","35","35","35660","35330"
"In post","2023","Analysis","Operational Delivery","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","EO","30","25","25820","25100"
"In post","2023","Analysis","Operational Delivery","South East (England)","G6/G7","10","10","53600","51460"
"In post","2023","Analysis","Operational Delivery","South East (England)","SEO/HEO","65","65","34010","31060"
"In post","2023","Analysis","Operational Delivery","South West (England)","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Wales","AA/AO","15","15","21330","21200"
"In post","2023","Analysis","Operational Delivery","Wales","EO","80","70","25810","25100"
"In post","2023","Analysis","Operational Delivery","Wales","G6/G7","35","30","52510","51460"
"In post","2023","Analysis","Operational Delivery","Wales","SEO/HEO","225","215","34870","34370"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","SEO/HEO","20","15","33390","32160"
"In post","2023","Analysis","Operational Research","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","London","EO","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","London","G6/G7","130","120","62580","61530"
"In post","2023","Analysis","Operational Research","London","SCS level","10","10","81710","80500"
"In post","2023","Analysis","Operational Research","London","SEO/HEO","170","165","41370","40540"
"In post","2023","Analysis","Operational Research","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North West (England)","G6/G7","35","30","59530","57970"
"In post","2023","Analysis","Operational Research","North West (England)","SEO/HEO","45","45","38550","36990"
"In post","2023","Analysis","Operational Research","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","G6/G7","85","80","52700","49260"
"In post","2023","Analysis","Operational Research","South East (England)","SEO/HEO","85","85","33990","32670"
"In post","2023","Analysis","Operational Research","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South West (England)","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","South West (England)","G6/G7","15","15","51770","49260"
"In post","2023","Analysis","Operational Research","South West (England)","SEO/HEO","25","25","36420","35330"
"In post","2023","Analysis","Operational Research","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Wales","SEO/HEO","20","20","34760","33480"
"In post","2023","Analysis","Operational Research","West Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","AA/AO","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","G6/G7","35","30","55810","53280"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","SEO/HEO","45","40","38490","38470"
"In post","2023","Analysis","Other","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East Midlands (England)","SEO/HEO","10","10","34220","33810"
"In post","2023","Analysis","Other","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East of England","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Other","East of England","G6/G7","10","10","57030","52710"
"In post","2023","Analysis","Other","East of England","SEO/HEO","25","20","36060","37310"
"In post","2023","Analysis","Other","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","Other","London","EO","60","55","30430","30090"
"In post","2023","Analysis","Other","London","G6/G7","170","155","78910","69950"
"In post","2023","Analysis","Other","London","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Other","London","SEO/HEO","155","150","40780","39150"
"In post","2023","Analysis","Other","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North East (England)","SEO/HEO","10","10","35440","37400"
"In post","2023","Analysis","Other","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","SEO/HEO","15","15","34730","34170"
"In post","2023","Analysis","Other","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Scotland","G6/G7","10","10","76600","71780"
"In post","2023","Analysis","Other","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Other","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Other","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2023","Analysis","Other","Yorkshire and The Humber","SEO/HEO","30","25","35800","34170"
"In post","2023","Analysis","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","London","EO","10","10","[c]","[c]"
"In post","2023","Analysis","Policy","London","G6/G7","60","60","62640","58830"
"In post","2023","Analysis","Policy","London","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Policy","London","SEO/HEO","70","70","40820","39380"
"In post","2023","Analysis","Policy","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Policy","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","North West (England)","SEO/HEO","15","15","35730","34170"
"In post","2023","Analysis","Policy","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Yorkshire and The Humber","G6/G7","35","30","60210","54260"
"In post","2023","Analysis","Policy","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Yorkshire and The Humber","SEO/HEO","30","25","38270","37380"
"In post","2023","Analysis","Project Delivery","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Project Delivery","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","East Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","East Midlands (England)","SEO/HEO","15","15","37920","38710"
"In post","2023","Analysis","Science and Engineering","East of England","AA/AO","15","15","21520","22150"
"In post","2023","Analysis","Science and Engineering","East of England","EO","45","45","26000","25920"
"In post","2023","Analysis","Science and Engineering","East of England","G6/G7","70","70","53320","49400"
"In post","2023","Analysis","Science and Engineering","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","East of England","SEO/HEO","175","170","33930","31050"
"In post","2023","Analysis","Science and Engineering","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","North West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","South East (England)","G6/G7","215","205","54630","49260"
"In post","2023","Analysis","Science and Engineering","South East (England)","SEO/HEO","150","145","36550","39890"
"In post","2023","Analysis","Science and Engineering","South West (England)","AA/AO","30","30","23450","23340"
"In post","2023","Analysis","Science and Engineering","South West (England)","EO","60","55","26020","25970"
"In post","2023","Analysis","Science and Engineering","South West (England)","G6/G7","240","230","55120","49400"
"In post","2023","Analysis","Science and Engineering","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","South West (England)","SEO/HEO","280","275","34600","36940"
"In post","2023","Analysis","Science and Engineering","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
