"Status","Year","Age","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Asian","Undeclared","375","350","34590","31070"
"In post","2023","30-39","Asian","Unknown","585","550","35340","32520"
"In post","2023","30-39","Black","Heterosexual / straight","3205","3105","35130","32520"
"In post","2023","30-39","Black","LGBO","90","85","36960","32520"
"In post","2023","30-39","Black","Undeclared","90","90","36640","33520"
"In post","2023","30-39","Black","Unknown","175","165","35790","32520"
"In post","2023","30-39","Mixed","Heterosexual / straight","2205","2100","38690","34700"
"In post","2023","30-39","Mixed","LGBO","285","285","39120","35250"
"In post","2023","30-39","Mixed","Undeclared","175","170","38390","34170"
"In post","2023","30-39","Mixed","Unknown","120","115","39310","35000"
"In post","2023","30-39","Other ethnicity","Heterosexual / straight","560","540","39440","35640"
"In post","2023","30-39","Other ethnicity","LGBO","55","55","39860","35700"
"In post","2023","30-39","Other ethnicity","Undeclared","70","70","48590","54090"
"In post","2023","30-39","Other ethnicity","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Heterosexual / straight","645","615","36590","32680"
"In post","2023","30-39","Undeclared","LGBO","85","85","32310","30410"
"In post","2023","30-39","Undeclared","Undeclared","2125","2065","38600","34870"
"In post","2023","30-39","Undeclared","Unknown","475","450","40550","37060"
"In post","2023","30-39","Unknown","Heterosexual / straight","815","775","35980","32520"
"In post","2023","30-39","Unknown","LGBO","75","70","39960","34170"
"In post","2023","30-39","Unknown","Undeclared","585","565","43730","41950"
"In post","2023","30-39","Unknown","Unknown","19880","19055","34930","30940"
"In post","2023","30-39","White","Heterosexual / straight","61420","58540","37450","34060"
"In post","2023","30-39","White","LGBO","6655","6525","37460","34170"
"In post","2023","30-39","White","Undeclared","3570","3410","37650","34320"
"In post","2023","30-39","White","Unknown","3260","3025","35670","31840"
"In post","2023","40-49","Asian","Heterosexual / straight","7895","7350","37610","32540"
"In post","2023","40-49","Asian","LGBO","160","150","37410","32400"
"In post","2023","40-49","Asian","Undeclared","510","465","35390","30410"
"In post","2023","40-49","Asian","Unknown","990","860","34890","29080"
"In post","2023","40-49","Black","Heterosexual / straight","3460","3330","36290","32520"
"In post","2023","40-49","Black","LGBO","60","60","36330","32520"
"In post","2023","40-49","Black","Undeclared","145","135","36760","32790"
"In post","2023","40-49","Black","Unknown","255","235","36000","32520"
"In post","2023","40-49","Mixed","Heterosexual / straight","1650","1560","41220","36140"
"In post","2023","40-49","Mixed","LGBO","175","170","42460","35710"
"In post","2023","40-49","Mixed","Undeclared","135","130","38860","32160"
"In post","2023","40-49","Mixed","Unknown","130","120","40730","36620"
"In post","2023","40-49","Other ethnicity","Heterosexual / straight","470","445","40190","35000"
"In post","2023","40-49","Other ethnicity","LGBO","50","50","45580","41890"
"In post","2023","40-49","Other ethnicity","Undeclared","75","70","50050","42060"
"In post","2023","40-49","Other ethnicity","Unknown","55","50","40370","32670"
"In post","2023","40-49","Undeclared","Heterosexual / straight","665","630","36230","32310"
"In post","2023","40-49","Undeclared","LGBO","60","55","40140","34590"
"In post","2023","40-49","Undeclared","Undeclared","2990","2870","39810","35000"
"In post","2023","40-49","Undeclared","Unknown","805","750","39620","35000"
"In post","2023","40-49","Unknown","Heterosexual / straight","790","740","38820","34370"
"In post","2023","40-49","Unknown","LGBO","55","50","43100","38290"
"In post","2023","40-49","Unknown","Undeclared","460","435","44620","41000"
"In post","2023","40-49","Unknown","Unknown","13135","12415","37050","31310"
"In post","2023","40-49","White","Heterosexual / straight","68050","64160","39850","34700"
"In post","2023","40-49","White","LGBO","3955","3845","41000","35000"
"In post","2023","40-49","White","Undeclared","5020","4690","37430","32920"
"In post","2023","40-49","White","Unknown","6185","5620","36850","32510"
"In post","2023","50-59","Asian","Heterosexual / straight","5075","4790","36590","32260"
"In post","2023","50-59","Asian","LGBO","100","95","35500","30300"
"In post","2023","50-59","Asian","Undeclared","470","435","33430","30140"
"In post","2023","50-59","Asian","Unknown","755","685","34320","28130"
"In post","2023","50-59","Black","Heterosexual / straight","4505","4365","36210","32520"
"In post","2023","50-59","Black","LGBO","90","85","39980","32520"
"In post","2023","50-59","Black","Undeclared","315","300","34540","32520"
"In post","2023","50-59","Black","Unknown","525","495","34910","32520"
"In post","2023","50-59","Mixed","Heterosexual / straight","1330","1270","38930","34170"
"In post","2023","50-59","Mixed","LGBO","110","105","37480","32920"
"In post","2023","50-59","Mixed","Undeclared","155","145","36800","32320"
"In post","2023","50-59","Mixed","Unknown","135","125","40110","32090"
"In post","2023","50-59","Other ethnicity","Heterosexual / straight","420","400","38640","32790"
"In post","2023","50-59","Other ethnicity","LGBO","35","30","42270","36590"
"In post","2023","50-59","Other ethnicity","Undeclared","100","95","42000","35520"
"In post","2023","50-59","Other ethnicity","Unknown","80","75","41650","32920"
"In post","2023","50-59","Undeclared","Heterosexual / straight","995","950","35640","31520"
"In post","2023","50-59","Undeclared","LGBO","85","80","37430","32920"
"In post","2023","50-59","Undeclared","Undeclared","4765","4540","37510","33980"
"In post","2023","50-59","Undeclared","Unknown","1330","1220","36900","32520"
"In post","2023","50-59","Unknown","Heterosexual / straight","910","855","38030","33040"
"In post","2023","50-59","Unknown","LGBO","40","40","40530","35260"
"In post","2023","50-59","Unknown","Undeclared","535","505","42770","38480"
"In post","2023","50-59","Unknown","Unknown","11975","11270","36020","29860"
"In post","2023","50-59","White","Heterosexual / straight","85780","80945","37780","32910"
"In post","2023","50-59","White","LGBO","3245","3120","38820","32920"
"In post","2023","50-59","White","Undeclared","8165","7595","35750","30610"
"In post","2023","50-59","White","Unknown","9575","8700","35260","29560"
"In post","2023","60-64","Asian","Heterosexual / straight","1275","1095","34420","30400"
"In post","2023","60-64","Asian","LGBO","40","35","33490","28120"
"In post","2023","60-64","Asian","Undeclared","175","145","29800","28120"
"In post","2023","60-64","Asian","Unknown","225","190","32730","29730"
"In post","2023","60-64","Black","Heterosexual / straight","1335","1235","33720","30930"
"In post","2023","60-64","Black","LGBO","25","20","[c]","[c]"
"In post","2023","60-64","Black","Undeclared","105","95","31290","29750"
"In post","2023","60-64","Black","Unknown","180","155","33970","32520"
"In post","2023","60-64","Mixed","Heterosexual / straight","345","300","35400","30780"
"In post","2023","60-64","Mixed","LGBO","25","25","[c]","[c]"
"In post","2023","60-64","Mixed","Undeclared","50","40","35370","29570"
"In post","2023","60-64","Mixed","Unknown","40","30","33940","28120"
"In post","2023","60-64","Other ethnicity","Heterosexual / straight","120","105","37370","32520"
"In post","2023","60-64","Other ethnicity","LGBO","20","20","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Undeclared","30","25","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Unknown","30","25","39800","32710"
"In post","2023","60-64","Undeclared","Heterosexual / straight","350","300","32400","28550"
"In post","2023","60-64","Undeclared","LGBO","30","25","35630","30510"
"In post","2023","60-64","Undeclared","Undeclared","1460","1225","35440","31270"
"In post","2023","60-64","Undeclared","Unknown","445","350","35370","29730"
"In post","2023","60-64","Unknown","Heterosexual / straight","305","255","33910","28120"
"In post","2023","60-64","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","60-64","Unknown","Undeclared","165","145","40340","34370"
"In post","2023","60-64","Unknown","Unknown","3365","2880","33140","28130"
"In post","2023","60-64","White","Heterosexual / straight","26075","21640","33830","28120"
"In post","2023","60-64","White","LGBO","685","585","35180","29050"
"In post","2023","60-64","White","Undeclared","2825","2245","32260","28120"
"In post","2023","60-64","White","Unknown","3250","2495","32470","28120"
"In post","2023","65+","Asian","Heterosexual / straight","585","465","32530","28730"
"In post","2023","65+","Asian","LGBO","20","15","[c]","[c]"
"In post","2023","65+","Asian","Undeclared","105","75","28400","26580"
"In post","2023","65+","Asian","Unknown","120","90","31100","26920"
"In post","2023","65+","Black","Heterosexual / straight","380","330","31390","28410"
"In post","2023","65+","Black","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Black","Undeclared","35","25","28120","26450"
"In post","2023","65+","Black","Unknown","75","60","34380","29930"
"In post","2023","65+","Mixed","Heterosexual / straight","115","100","34060","30320"
"In post","2023","65+","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Undeclared","15","15","[c]","[c]"
"In post","2023","65+","Mixed","Unknown","20","15","[c]","[c]"
"In post","2023","65+","Other ethnicity","Heterosexual / straight","45","35","32190","29450"
"In post","2023","65+","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Undeclared","10","10","[c]","[c]"
"In post","2023","65+","Other ethnicity","Unknown","15","10","[c]","[c]"
"In post","2023","65+","Undeclared","Heterosexual / straight","110","85","29610","28120"
"In post","2023","65+","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Undeclared","450","355","36070","31230"
"In post","2023","65+","Undeclared","Unknown","180","130","32110","28120"
"In post","2023","65+","Unknown","Heterosexual / straight","110","85","31540","27450"
"In post","2023","65+","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Undeclared","70","50","37770","29730"
"In post","2023","65+","Unknown","Unknown","1085","835","32960","28120"
"In post","2023","65+","White","Heterosexual / straight","8025","6195","32320","28120"
"In post","2023","65+","White","LGBO","180","140","33020","28120"
"In post","2023","65+","White","Undeclared","970","715","31660","27970"
"In post","2023","65+","White","Unknown","1130","805","32060","28120"
"In post","2023","Unknown","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","White","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Unknown","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","100","[c]","21080","21780"
"Leaver CS","2023","16-19","White","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Heterosexual / straight","775","[c]","28320","27570"
"Leaver CS","2023","20-29","Asian","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Unknown","165","[c]","29500","27440"
"Leaver CS","2023","20-29","Black","Heterosexual / straight","395","[c]","29680","28620"
"Leaver CS","2023","20-29","Black","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Heterosexual / straight","285","[c]","29900","27960"
"Leaver CS","2023","20-29","Mixed","LGBO","55","[c]","29630","28120"
"Leaver CS","2023","20-29","Mixed","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Heterosexual / straight","75","[c]","28000","27220"
"Leaver CS","2023","20-29","Other ethnicity","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Heterosexual / straight","45","[c]","28540","25310"
"Leaver CS","2023","20-29","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Undeclared","130","[c]","30060","27570"
"Leaver CS","2023","20-29","Undeclared","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Heterosexual / straight","80","[c]","28090","24430"
"Leaver CS","2023","20-29","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Undeclared","95","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","3320","[c]","27620","25480"
"Leaver CS","2023","20-29","White","Heterosexual / straight","4015","[c]","28920","27480"
"Leaver CS","2023","20-29","White","LGBO","815","[c]","29340","27570"
"Leaver CS","2023","20-29","White","Undeclared","280","[c]","29790","27570"
"Leaver CS","2023","20-29","White","Unknown","615","[c]","28570","27420"
"Leaver CS","2023","30-39","Asian","Heterosexual / straight","550","[c]","36480","32520"
"Leaver CS","2023","30-39","Asian","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Heterosexual / straight","450","[c]","34590","32520"
"Leaver CS","2023","30-39","Black","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Heterosexual / straight","225","[c]","37520","33000"
"Leaver CS","2023","30-39","Mixed","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Heterosexual / straight","50","[c]","37030","33210"
"Leaver CS","2023","30-39","Other ethnicity","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Heterosexual / straight","50","[c]","35350","32120"
"Leaver CS","2023","30-39","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Undeclared","140","[c]","37190","33710"
"Leaver CS","2023","30-39","Undeclared","Unknown","50","[c]","40990","39890"
"Leaver CS","2023","30-39","Unknown","Heterosexual / straight","90","[c]","34840","32100"
"Leaver CS","2023","30-39","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Undeclared","90","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Unknown","2095","[c]","36070","31340"
"Leaver CS","2023","30-39","White","Heterosexual / straight","3730","[c]","36970","32910"
"Leaver CS","2023","30-39","White","LGBO","520","[c]","37670","33570"
"Leaver CS","2023","30-39","White","Undeclared","250","[c]","36480","32420"
"Leaver CS","2023","30-39","White","Unknown","550","[c]","37830","34360"
"Leaver CS","2023","40-49","Asian","Heterosexual / straight","355","[c]","39850","32520"
"Leaver CS","2023","40-49","Asian","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Heterosexual / straight","285","[c]","36740","32520"
"Leaver CS","2023","40-49","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Heterosexual / straight","105","[c]","39160","32520"
"Leaver CS","2023","40-49","Mixed","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Heterosexual / straight","40","[c]","36510","32240"
"Leaver CS","2023","40-49","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Undeclared","135","[c]","39030","33000"
"Leaver CS","2023","40-49","Undeclared","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Heterosexual / straight","60","[c]","36890","30810"
"Leaver CS","2023","40-49","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Undeclared","55","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","1225","[c]","40950","32790"
"Leaver CS","2023","40-49","White","Heterosexual / straight","2995","[c]","39310","31460"
"Leaver CS","2023","40-49","White","LGBO","215","[c]","42820","35730"
"Leaver CS","2023","40-49","White","Undeclared","220","[c]","39540","33990"
"Leaver CS","2023","40-49","White","Unknown","520","[c]","38240","30180"
"Leaver CS","2023","50-59","Asian","Heterosexual / straight","195","[c]","37860","30560"
"Leaver CS","2023","50-59","Asian","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Heterosexual / straight","200","[c]","34790","30100"
"Leaver CS","2023","50-59","Black","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Heterosexual / straight","60","[c]","36050","29350"
"Leaver CS","2023","50-59","Mixed","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Heterosexual / straight","50","[c]","34040","28090"
"Leaver CS","2023","50-59","Undeclared","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Undeclared","215","[c]","40460","38470"
"Leaver CS","2023","50-59","Undeclared","Unknown","100","[c]","33330","27570"
"Leaver CS","2023","50-59","Unknown","Heterosexual / straight","70","[c]","36610","28350"
"Leaver CS","2023","50-59","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","1230","[c]","36990","28120"
"Leaver CS","2023","50-59","White","Heterosexual / straight","4180","[c]","37250","29290"
"Leaver CS","2023","50-59","White","LGBO","180","[c]","39980","31060"
"Leaver CS","2023","50-59","White","Undeclared","360","[c]","34110","28130"
"Leaver CS","2023","50-59","White","Unknown","1090","[c]","36820","28120"
"Leaver CS","2023","60-64","Asian","Heterosexual / straight","80","[c]","33350","30360"
"Leaver CS","2023","60-64","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Heterosexual / straight","95","[c]","37040","31280"
"Leaver CS","2023","60-64","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Undeclared","[c]","[c]","[c]","[c]"
