"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","White","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","G6/G7","Female","2995","2845","59470","57290"
"In post","2023","Declared disabled","White","G6/G7","Male","2375","2310","60480","58550"
"In post","2023","Declared disabled","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","SCS level","Female","260","245","88910","81600"
"In post","2023","Declared disabled","White","SCS level","Male","230","225","95470","84870"
"In post","2023","Declared disabled","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","SEO/HEO","Female","7315","6895","37490","36180"
"In post","2023","Declared disabled","White","SEO/HEO","Male","5325","5160","38520","37680"
"In post","2023","Declared disabled","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","Female","2625","2430","30910","29050"
"In post","2023","Declared disabled","White","Unknown","Male","795","755","33110","29050"
"In post","2023","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","AA/AO","Female","3930","3290","23420","22520"
"In post","2023","Declared non-disabled","Asian","AA/AO","Male","3035","2895","24060","22520"
"In post","2023","Declared non-disabled","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","EO","Female","4450","3990","29380","28200"
"In post","2023","Declared non-disabled","Asian","EO","Male","3430","3355","29190","28120"
"In post","2023","Declared non-disabled","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","G6/G7","Female","1705","1640","60140","58070"
"In post","2023","Declared non-disabled","Asian","G6/G7","Male","1495","1475","60840","59200"
"In post","2023","Declared non-disabled","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","SCS level","Female","125","120","89750","82170"
"In post","2023","Declared non-disabled","Asian","SCS level","Male","115","110","93960","89880"
"In post","2023","Declared non-disabled","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","SEO/HEO","Female","3990","3840","38370","37680"
"In post","2023","Declared non-disabled","Asian","SEO/HEO","Male","3555","3500","38920","38350"
"In post","2023","Declared non-disabled","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Female","505","470","29320","27190"
"In post","2023","Declared non-disabled","Asian","Unknown","Male","275","260","30550","27640"
"In post","2023","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","AA/AO","Female","1835","1660","24890","25340"
"In post","2023","Declared non-disabled","Black","AA/AO","Male","1410","1375","27300","25610"
"In post","2023","Declared non-disabled","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","EO","Female","2505","2355","30370","30410"
"In post","2023","Declared non-disabled","Black","EO","Male","1340","1315","30300","30000"
"In post","2023","Declared non-disabled","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","G6/G7","Female","730","715","59650","58070"
"In post","2023","Declared non-disabled","Black","G6/G7","Male","475","470","60380","58970"
"In post","2023","Declared non-disabled","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","SCS level","Female","40","40","89340","80050"
"In post","2023","Declared non-disabled","Black","SCS level","Male","30","30","94980","84390"
"In post","2023","Declared non-disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","SEO/HEO","Female","2130","2095","38940","38790"
"In post","2023","Declared non-disabled","Black","SEO/HEO","Male","1395","1380","39440","39150"
"In post","2023","Declared non-disabled","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","Female","630","605","31550","29300"
"In post","2023","Declared non-disabled","Black","Unknown","Male","310","300","31800","29300"
"In post","2023","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","AA/AO","Female","830","745","24560","22520"
"In post","2023","Declared non-disabled","Mixed","AA/AO","Male","625","605","26190","23930"
"In post","2023","Declared non-disabled","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","EO","Female","925","850","29150","28120"
"In post","2023","Declared non-disabled","Mixed","EO","Male","565","550","29430","28120"
"In post","2023","Declared non-disabled","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","G6/G7","Female","635","605","59890","57970"
"In post","2023","Declared non-disabled","Mixed","G6/G7","Male","525","515","60230","57970"
"In post","2023","Declared non-disabled","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","SCS level","Female","55","50","86420","81550"
"In post","2023","Declared non-disabled","Mixed","SCS level","Male","55","55","89950","81340"
"In post","2023","Declared non-disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","SEO/HEO","Female","1065","1035","38300","37680"
"In post","2023","Declared non-disabled","Mixed","SEO/HEO","Male","840","830","38980","38790"
"In post","2023","Declared non-disabled","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","Female","365","345","30270","27640"
"In post","2023","Declared non-disabled","Mixed","Unknown","Male","115","115","32150","29050"
"In post","2023","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","AA/AO","Female","220","195","24190","23420"
"In post","2023","Declared non-disabled","Other ethnicity","AA/AO","Male","195","190","26680","25340"
"In post","2023","Declared non-disabled","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","EO","Female","265","245","29720","29560"
"In post","2023","Declared non-disabled","Other ethnicity","EO","Male","190","185","29780","28430"
"In post","2023","Declared non-disabled","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","G6/G7","Female","165","160","60730","58090"
"In post","2023","Declared non-disabled","Other ethnicity","G6/G7","Male","160","155","60410","58940"
"In post","2023","Declared non-disabled","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","SEO/HEO","Female","295","285","39200","38760"
"In post","2023","Declared non-disabled","Other ethnicity","SEO/HEO","Male","250","245","39860","38880"
"In post","2023","Declared non-disabled","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Female","60","55","30270","27640"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","AA/AO","Female","1020","840","22960","21780"
"In post","2023","Declared non-disabled","Undeclared","AA/AO","Male","930","880","24440","22400"
"In post","2023","Declared non-disabled","Undeclared","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","EO","Female","1140","990","29070","28120"
"In post","2023","Declared non-disabled","Undeclared","EO","Male","1215","1140","29400","28120"
"In post","2023","Declared non-disabled","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","G6/G7","Female","385","365","61450","59590"
"In post","2023","Declared non-disabled","Undeclared","G6/G7","Male","705","685","61540","59370"
"In post","2023","Declared non-disabled","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","SCS level","Male","35","35","95400","84780"
"In post","2023","Declared non-disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","SEO/HEO","Female","850","795","38470","37860"
"In post","2023","Declared non-disabled","Undeclared","SEO/HEO","Male","1270","1230","39650","38790"
"In post","2023","Declared non-disabled","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Female","140","130","32720","31490"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Male","110","105","37460","37910"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","AA/AO","Female","1235","1000","22990","22180"
"In post","2023","Declared non-disabled","Unknown","AA/AO","Male","865","820","24790","22520"
"In post","2023","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","EO","Female","1095","955","28890","28120"
"In post","2023","Declared non-disabled","Unknown","EO","Male","795","770","29570","28120"
"In post","2023","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","G6/G7","Female","410","385","59830","57660"
"In post","2023","Declared non-disabled","Unknown","G6/G7","Male","525","505","60820","59340"
"In post","2023","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SCS level","Female","40","40","91200","85200"
"In post","2023","Declared non-disabled","Unknown","SCS level","Male","35","30","92050","82540"
"In post","2023","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SEO/HEO","Female","855","795","38580","37690"
"In post","2023","Declared non-disabled","Unknown","SEO/HEO","Male","945","910","39690","38640"
"In post","2023","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Female","190","170","35110","38290"
"In post","2023","Declared non-disabled","Unknown","Unknown","Male","105","100","35010","38290"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","AA/AO","Female","37370","32065","23430","22400"
"In post","2023","Declared non-disabled","White","AA/AO","Male","27485","26395","25430","22520"
"In post","2023","Declared non-disabled","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","EO","Female","35475","31575","28420","28120"
"In post","2023","Declared non-disabled","White","EO","Male","25350","24360","29150","28120"
"In post","2023","Declared non-disabled","White","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","G6/G7","Female","20710","19595","60380","57970"
"In post","2023","Declared non-disabled","White","G6/G7","Male","21595","21140","61260","59290"
"In post","2023","Declared non-disabled","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","SCS level","Female","2130","2020","89140","81750"
"In post","2023","Declared non-disabled","White","SCS level","Male","2390","2345","93240","85200"
"In post","2023","Declared non-disabled","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","SEO/HEO","Female","40385","38065","38100","37540"
"In post","2023","Declared non-disabled","White","SEO/HEO","Male","36235","35405","39060","38470"
"In post","2023","Declared non-disabled","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Unknown","Female","8820","8195","31100","29050"
"In post","2023","Declared non-disabled","White","Unknown","Male","3430","3310","35800","31920"
"In post","2023","Declared non-disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","AA/AO","Female","210","175","23390","22520"
"In post","2023","Undeclared","Asian","AA/AO","Male","160","145","24510","22520"
"In post","2023","Undeclared","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","EO","Female","225","200","29590","28130"
"In post","2023","Undeclared","Asian","EO","Male","200","195","29570","28120"
"In post","2023","Undeclared","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","G6/G7","Female","125","120","60870","59510"
"In post","2023","Undeclared","Asian","G6/G7","Male","105","105","60700","57970"
"In post","2023","Undeclared","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","SCS level","Female","20","20","[c]","[c]"
"In post","2023","Undeclared","Asian","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","SEO/HEO","Female","230","225","38630","38470"
"In post","2023","Undeclared","Asian","SEO/HEO","Male","215","210","38820","37760"
"In post","2023","Undeclared","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","Female","35","35","30860","27640"
"In post","2023","Undeclared","Asian","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","AA/AO","Female","145","125","26380","25480"
"In post","2023","Undeclared","Black","AA/AO","Male","115","105","28700","26920"
"In post","2023","Undeclared","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","EO","Female","140","130","31130","31280"
"In post","2023","Undeclared","Black","EO","Male","75","70","32410","32520"
"In post","2023","Undeclared","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","G6/G7","Female","45","45","57440","55730"
"In post","2023","Undeclared","Black","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Undeclared","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Black","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","SEO/HEO","Female","130","130","38780","39000"
"In post","2023","Undeclared","Black","SEO/HEO","Male","75","75","41140","41360"
"In post","2023","Undeclared","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","Female","30","30","33370","33050"
"In post","2023","Undeclared","Black","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","AA/AO","Female","50","45","24250","22520"
"In post","2023","Undeclared","Mixed","AA/AO","Male","60","60","26400","23840"
"In post","2023","Undeclared","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","EO","Female","60","55","29690","28130"
"In post","2023","Undeclared","Mixed","EO","Male","45","45","30180","29130"
"In post","2023","Undeclared","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","G6/G7","Female","45","45","61190","59530"
"In post","2023","Undeclared","Mixed","G6/G7","Male","30","30","64120","65350"
"In post","2023","Undeclared","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Mixed","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","SEO/HEO","Female","65","65","39220","38480"
"In post","2023","Undeclared","Mixed","SEO/HEO","Male","75","75","38340","38580"
"In post","2023","Undeclared","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","Female","20","20","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","AA/AO","Male","25","20","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","EO","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","EO","Male","30","25","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","G6/G7","Male","40","40","60430","56580"
"In post","2023","Undeclared","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","SEO/HEO","Female","35","30","37330","36780"
"In post","2023","Undeclared","Other ethnicity","SEO/HEO","Male","40","35","38330","35710"
"In post","2023","Undeclared","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","AA/AO","Female","535","460","23460","22500"
"In post","2023","Undeclared","Undeclared","AA/AO","Male","860","820","25210","22520"
"In post","2023","Undeclared","Undeclared","EO","Female","615","545","28860","28120"
"In post","2023","Undeclared","Undeclared","EO","Male","975","925","29520","28120"
"In post","2023","Undeclared","Undeclared","G6/G7","Female","400","385","61120","58280"
"In post","2023","Undeclared","Undeclared","G6/G7","Male","870","855","61810","59290"
