"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Corporate Finance","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G6/G7","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Corporate Finance","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SEO/HEO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Corporate Finance","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SEO/HEO","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Corporate Finance","SEO/HEO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Corporate Finance","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SEO/HEO","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Corporate Finance","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA/AO","Female","Heterosexual / straight","700","585","23150","21690"
"In post","2023","Counter Fraud","AA/AO","Female","LGBO","40","35","23100","21690"
"In post","2023","Counter Fraud","AA/AO","Female","Undeclared","125","100","22960","21690"
"In post","2023","Counter Fraud","AA/AO","Female","Unknown","180","135","23330","22520"
"In post","2023","Counter Fraud","AA/AO","Male","Heterosexual / straight","380","365","23140","21690"
"In post","2023","Counter Fraud","AA/AO","Male","LGBO","35","30","23060","21690"
"In post","2023","Counter Fraud","AA/AO","Male","Undeclared","60","55","22780","21690"
"In post","2023","Counter Fraud","AA/AO","Male","Unknown","100","95","22900","22360"
"In post","2023","Counter Fraud","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","EO","Female","Heterosexual / straight","2060","1870","28950","28120"
"In post","2023","Counter Fraud","EO","Female","LGBO","110","105","28660","28120"
"In post","2023","Counter Fraud","EO","Female","Undeclared","200","175","28780","28120"
"In post","2023","Counter Fraud","EO","Female","Unknown","515","450","29080","28120"
"In post","2023","Counter Fraud","EO","Male","Heterosexual / straight","1315","1250","28980","28120"
"In post","2023","Counter Fraud","EO","Male","LGBO","90","90","29280","28120"
"In post","2023","Counter Fraud","EO","Male","Undeclared","185","170","28990","28120"
"In post","2023","Counter Fraud","EO","Male","Unknown","435","405","29230","28120"
"In post","2023","Counter Fraud","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G6/G7","Female","Heterosexual / straight","85","80","61840","57970"
"In post","2023","Counter Fraud","G6/G7","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","G6/G7","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Counter Fraud","G6/G7","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Counter Fraud","G6/G7","Male","Heterosexual / straight","150","145","62850","60880"
"In post","2023","Counter Fraud","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G6/G7","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Counter Fraud","G6/G7","Male","Unknown","45","45","63030","63870"
"In post","2023","Counter Fraud","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SEO/HEO","Female","Heterosexual / straight","910","860","36770","35000"
"In post","2023","Counter Fraud","SEO/HEO","Female","LGBO","65","60","36750","35000"
"In post","2023","Counter Fraud","SEO/HEO","Female","Undeclared","85","80","37840","36960"
"In post","2023","Counter Fraud","SEO/HEO","Female","Unknown","265","250","37360","35000"
"In post","2023","Counter Fraud","SEO/HEO","Male","Heterosexual / straight","905","875","37610","35710"
"In post","2023","Counter Fraud","SEO/HEO","Male","LGBO","55","55","37510","35150"
"In post","2023","Counter Fraud","SEO/HEO","Male","Undeclared","130","120","37850","35560"
"In post","2023","Counter Fraud","SEO/HEO","Male","Unknown","280","275","38830","39110"
"In post","2023","Counter Fraud","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","AA/AO","Female","Heterosexual / straight","145","130","23260","22500"
"In post","2023","Digital, Data and Technology","AA/AO","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","AA/AO","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Digital, Data and Technology","AA/AO","Female","Unknown","40","35","23510","23390"
"In post","2023","Digital, Data and Technology","AA/AO","Male","Heterosexual / straight","250","245","23210","22220"
"In post","2023","Digital, Data and Technology","AA/AO","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Digital, Data and Technology","AA/AO","Male","Undeclared","30","30","22840","22350"
"In post","2023","Digital, Data and Technology","AA/AO","Male","Unknown","75","75","22950","22520"
"In post","2023","Digital, Data and Technology","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","EO","Female","Heterosexual / straight","800","740","28410","28120"
"In post","2023","Digital, Data and Technology","EO","Female","LGBO","65","65","28120","27650"
"In post","2023","Digital, Data and Technology","EO","Female","Undeclared","95","90","28930","28120"
"In post","2023","Digital, Data and Technology","EO","Female","Unknown","210","190","28390","28120"
"In post","2023","Digital, Data and Technology","EO","Male","Heterosexual / straight","1385","1340","28780","28120"
"In post","2023","Digital, Data and Technology","EO","Male","LGBO","80","75","27990","28120"
"In post","2023","Digital, Data and Technology","EO","Male","Undeclared","220","210","28970","28120"
"In post","2023","Digital, Data and Technology","EO","Male","Unknown","510","495","28880","28120"
"In post","2023","Digital, Data and Technology","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","G6/G7","Female","Heterosexual / straight","1740","1680","58400","56430"
"In post","2023","Digital, Data and Technology","G6/G7","Female","LGBO","145","140","57880","56430"
"In post","2023","Digital, Data and Technology","G6/G7","Female","Undeclared","215","205","59800","57970"
"In post","2023","Digital, Data and Technology","G6/G7","Female","Unknown","420","405","59040","57910"
"In post","2023","Digital, Data and Technology","G6/G7","Male","Heterosexual / straight","3240","3205","60340","58970"
"In post","2023","Digital, Data and Technology","G6/G7","Male","LGBO","200","195","59310","57970"
"In post","2023","Digital, Data and Technology","G6/G7","Male","Undeclared","435","430","60300","58160"
"In post","2023","Digital, Data and Technology","G6/G7","Male","Unknown","890","880","60780","59290"
"In post","2023","Digital, Data and Technology","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","SCS level","Female","Heterosexual / straight","95","90","90180","83030"
"In post","2023","Digital, Data and Technology","SCS level","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","SCS level","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","SCS level","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Digital, Data and Technology","SCS level","Male","Heterosexual / straight","190","190","98100","92260"
"In post","2023","Digital, Data and Technology","SCS level","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","SCS level","Male","Unknown","50","50","97520","94760"
"In post","2023","Digital, Data and Technology","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","SEO/HEO","Female","Heterosexual / straight","2780","2655","38280","38460"
"In post","2023","Digital, Data and Technology","SEO/HEO","Female","LGBO","230","225","37250","37270"
"In post","2023","Digital, Data and Technology","SEO/HEO","Female","Undeclared","345","330","38630","38670"
"In post","2023","Digital, Data and Technology","SEO/HEO","Female","Unknown","730","705","37940","37690"
"In post","2023","Digital, Data and Technology","SEO/HEO","Male","Heterosexual / straight","4740","4675","39350","38760"
"In post","2023","Digital, Data and Technology","SEO/HEO","Male","LGBO","315","315","37770","37590"
"In post","2023","Digital, Data and Technology","SEO/HEO","Male","Undeclared","725","710","39840","39460"
"In post","2023","Digital, Data and Technology","SEO/HEO","Male","Unknown","1605","1585","38760","38470"
"In post","2023","Digital, Data and Technology","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Male","Heterosexual / straight","45","45","38350","38790"
"In post","2023","Digital, Data and Technology","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","AA/AO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Economics","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Economics","AA/AO","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Economics","AA/AO","Male","Heterosexual / straight","30","30","22670","21820"
"In post","2023","Economics","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","AA/AO","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Economics","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","EO","Female","Heterosexual / straight","60","60","27820","28620"
"In post","2023","Economics","EO","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Economics","EO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Economics","EO","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Economics","EO","Male","Heterosexual / straight","65","65","27490","27890"
"In post","2023","Economics","EO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Economics","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Economics","EO","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Economics","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","G6/G7","Female","Heterosexual / straight","240","225","61920","59370"
"In post","2023","Economics","G6/G7","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Economics","G6/G7","Female","Undeclared","25","20","[c]","[c]"
"In post","2023","Economics","G6/G7","Female","Unknown","45","40","59540","56900"
"In post","2023","Economics","G6/G7","Male","Heterosexual / straight","420","410","61370","59370"
"In post","2023","Economics","G6/G7","Male","LGBO","40","40","61150","61260"
"In post","2023","Economics","G6/G7","Male","Undeclared","55","55","62520","60560"
"In post","2023","Economics","G6/G7","Male","Unknown","80","80","62690","60190"
"In post","2023","Economics","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","SCS level","Female","Heterosexual / straight","35","30","89600","84090"
"In post","2023","Economics","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Economics","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","SCS level","Male","Heterosexual / straight","45","45","89490","80640"
"In post","2023","Economics","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Economics","SCS level","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Economics","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","SEO/HEO","Female","Heterosexual / straight","200","200","38070","37380"
