"Status","Year","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Tax","Outside London","10","10","37960","38430"
"In post","2023","Commercial","Unknown","London","65","65","58100","56430"
"In post","2023","Commercial","Unknown","Outside London","105","100","53770","50690"
"In post","2023","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","London","1815","1780","49110","44940"
"In post","2023","Communications","Communications","Outside London","1825","1740","38620","36920"
"In post","2023","Communications","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","London","20","20","48240","43060"
"In post","2023","Communications","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","Outside London","10","10","35030","34170"
"In post","2023","Communications","Human Resources","London","10","10","43160","40820"
"In post","2023","Communications","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","London","85","85","42570","39150"
"In post","2023","Communications","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2023","Communications","Operational Delivery","London","35","35","63990","54750"
"In post","2023","Communications","Operational Delivery","Outside London","65","55","34950","31410"
"In post","2023","Communications","Other","London","25","25","41160","38890"
"In post","2023","Communications","Other","Outside London","15","15","41960","35620"
"In post","2023","Communications","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","London","20","20","62920","64400"
"In post","2023","Communications","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","London","5","5","[c]","[c]"
"In post","2023","Communications","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","Communications","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","London","170","165","51930","43780"
"In post","2023","Communications","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","London","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","Outside London","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","London","1930","1820","37100","32540"
"In post","2023","Counter Fraud","Counter Fraud","Outside London","7400","6780","30320","28120"
"In post","2023","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","London","15","15","52290","56430"
"In post","2023","Counter Fraud","Digital, Data and Technology","Outside London","10","10","43840","39290"
"In post","2023","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","Outside London","10","10","47860","42570"
"In post","2023","Counter Fraud","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","London","90","85","45950","39790"
"In post","2023","Counter Fraud","Intelligence Analysis","Outside London","140","135","37580","35000"
"In post","2023","Counter Fraud","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","London","15","15","48420","45560"
"In post","2023","Counter Fraud","Knowledge and Information Management","Outside London","25","20","45660","42510"
"In post","2023","Counter Fraud","Legal","London","605","585","39730","39450"
"In post","2023","Counter Fraud","Legal","Outside London","1380","1300","33130","29730"
"In post","2023","Counter Fraud","Operational Delivery","London","445","420","38730","34370"
"In post","2023","Counter Fraud","Operational Delivery","Outside London","2760","2545","32730","29730"
"In post","2023","Counter Fraud","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","Outside London","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Other","London","60","55","43920","39790"
"In post","2023","Counter Fraud","Other","Outside London","225","205","45340","42510"
"In post","2023","Counter Fraud","Policy","London","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Policy","Outside London","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tax","London","325","310","45880","39790"
"In post","2023","Counter Fraud","Tax","Outside London","1390","1305","41930","35070"
"In post","2023","Counter Fraud","Unknown","London","110","105","39580","35240"
"In post","2023","Counter Fraud","Unknown","Outside London","150","145","34840","34400"
"In post","2023","Counter Fraud","Unknown","Unknown","10","10","38210","33940"
"In post","2023","Debt","Operational Delivery","London","580","520","29700","26920"
"In post","2023","Debt","Operational Delivery","Outside London","3840","3505","24990","22520"
"In post","2023","Debt","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Other","London","10","10","25610","25610"
"In post","2023","Debt","Other","Outside London","2595","2245","23240","21690"
"In post","2023","Debt","Other","Unknown","5","5","[c]","[c]"
"In post","2023","Debt","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Policy","Outside London","10","10","[c]","[c]"
"In post","2023","Debt","Tax","London","30","30","29620","26920"
"In post","2023","Debt","Tax","Outside London","615","590","23660","22520"
"In post","2023","Debt","Unknown","London","15","15","30980","31980"
"In post","2023","Debt","Unknown","Outside London","50","50","26330","27650"
"In post","2023","Digital, Data & Technology","Commercial","London","10","10","52010","56430"
"In post","2023","Digital, Data & Technology","Commercial","Outside London","10","10","44550","40340"
"In post","2023","Digital, Data & Technology","Communications","London","10","10","42790","38220"
"In post","2023","Digital, Data & Technology","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","London","4525","4445","50860","46790"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","Outside London","16980","16505","42300","38840"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","Overseas","35","35","43880","43300"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","Unknown","30","30","48640","45750"
"In post","2023","Digital, Data & Technology","Economics","London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Finance","London","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Finance","Outside London","100","90","38220","34970"
"In post","2023","Digital, Data & Technology","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Human Resources","London","55","55","46590","42540"
"In post","2023","Digital, Data & Technology","Human Resources","Outside London","20","20","38030","33020"
"In post","2023","Digital, Data & Technology","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","London","260","255","40670","37850"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","Outside London","780","755","30950","27470"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","Overseas","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Operational Delivery","London","120","115","46530","43650"
"In post","2023","Digital, Data & Technology","Operational Delivery","Outside London","920","880","37350","37420"
"In post","2023","Digital, Data & Technology","Operational Delivery","Overseas","30","30","34770","37420"
"In post","2023","Digital, Data & Technology","Operational Research","Outside London","25","25","53460","57420"
"In post","2023","Digital, Data & Technology","Other","London","115","110","40700","36180"
"In post","2023","Digital, Data & Technology","Other","Outside London","175","165","33260","32160"
"In post","2023","Digital, Data & Technology","Policy","London","35","35","52190","56430"
"In post","2023","Digital, Data & Technology","Policy","Outside London","40","40","55660","58830"
"In post","2023","Digital, Data & Technology","Project Delivery","London","135","130","42390","36690"
"In post","2023","Digital, Data & Technology","Project Delivery","Outside London","145","140","40380","38940"
"In post","2023","Digital, Data & Technology","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","Outside London","560","520","41310","39750"
"In post","2023","Digital, Data & Technology","Security","London","10","10","48840","55150"
"In post","2023","Digital, Data & Technology","Security","Outside London","40","40","46930","50160"
"In post","2023","Digital, Data & Technology","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","Outside London","25","25","43750","43370"
"In post","2023","Digital, Data & Technology","Tax","London","10","10","51860","45970"
"In post","2023","Digital, Data & Technology","Tax","Outside London","90","85","39420","35000"
"In post","2023","Digital, Data & Technology","Unknown","London","250","245","58710","56430"
"In post","2023","Digital, Data & Technology","Unknown","Outside London","760","750","44950","42080"
"In post","2023","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Commercial","London","120","120","44190","42810"
"In post","2023","Finance","Commercial","Outside London","625","580","37520","34970"
"In post","2023","Finance","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","London","60","60","54340","44610"
"In post","2023","Finance","Corporate Finance","Outside London","25","25","45190","41620"
"In post","2023","Finance","Counter Fraud","London","5","5","[c]","[c]"
"In post","2023","Finance","Counter Fraud","Outside London","20","20","43200","38170"
"In post","2023","Finance","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","Outside London","10","10","41230","37590"
"In post","2023","Finance","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Finance","London","2435","2370","51350","46470"
"In post","2023","Finance","Finance","Outside London","6815","6495","39850","36800"
"In post","2023","Finance","Finance","Overseas","45","45","50250","48980"
"In post","2023","Finance","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Human Resources","London","5","5","[c]","[c]"
"In post","2023","Finance","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2023","Finance","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","London","150","140","38370","33270"
"In post","2023","Finance","Operational Delivery","Outside London","1490","1295","27860","22520"
"In post","2023","Finance","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","London","25","20","45000","43210"
"In post","2023","Finance","Other","Outside London","10","10","[c]","[c]"
"In post","2023","Finance","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","London","15","15","52650","51290"
"In post","2023","Finance","Policy","Outside London","15","15","42930","38940"
"In post","2023","Finance","Project Delivery","London","20","20","55090","54690"
"In post","2023","Finance","Project Delivery","Outside London","20","20","47800","41030"
"In post","2023","Finance","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","London","80","75","48030","43760"
"In post","2023","Finance","Security","Outside London","285","270","42230","38470"
"In post","2023","Finance","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","Outside London","5","5","[c]","[c]"
"In post","2023","Finance","Tax","London","35","35","45010","45560"
"In post","2023","Finance","Tax","Outside London","95","90","33500","28130"
"In post","2023","Finance","Unknown","London","180","180","52790","51610"
"In post","2023","Finance","Unknown","Outside London","220","215","41020","35000"
"In post","2023","Grants Management","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","London","5","5","[c]","[c]"
"In post","2023","Grants Management","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","Outside London","2545","2350","25920","22150"
"In post","2023","Grants Management","Policy","London","45","45","52520","59000"
"In post","2023","Grants Management","Policy","Outside London","10","10","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","Outside London","5","5","[c]","[c]"
"In post","2023","Human Resources","Communications","London","5","5","[c]","[c]"
"In post","2023","Human Resources","Communications","Outside London","10","10","35450","38070"
"In post","2023","Human Resources","Digital, Data and Technology","London","10","10","48750","49150"
"In post","2023","Human Resources","Digital, Data and Technology","Outside London","30","30","38420","36600"
"In post","2023","Human Resources","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","Outside London","10","10","[c]","[c]"
"In post","2023","Human Resources","Human Resources","London","2665","2580","48730","43760"
"In post","2023","Human Resources","Human Resources","Outside London","9255","8840","36920","34170"
"In post","2023","Human Resources","Human Resources","Overseas","240","240","56720","56420"
"In post","2023","Human Resources","Human Resources","Unknown","30","25","46310","41510"
"In post","2023","Human Resources","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","London","15","15","41240","36410"
"In post","2023","Human Resources","Knowledge and Information Management","Outside London","15","15","35840","32000"
"In post","2023","Human Resources","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","London","135","130","40450","36940"
"In post","2023","Human Resources","Operational Delivery","Outside London","1185","1110","32390","28120"
"In post","2023","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","London","25","25","35070","30600"
"In post","2023","Human Resources","Other","Outside London","30","30","37650","40020"
"In post","2023","Human Resources","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","London","20","20","48410","41870"
"In post","2023","Human Resources","Policy","Outside London","25","25","46530","47090"
"In post","2023","Human Resources","Project Delivery","London","30","30","51600","56390"
"In post","2023","Human Resources","Project Delivery","Outside London","30","30","46140","50340"
"In post","2023","Human Resources","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Outside London","5","5","[c]","[c]"
"In post","2023","Human Resources","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","London","20","20","48490","42060"
"In post","2023","Human Resources","Tax","Outside London","190","180","36940","34700"
"In post","2023","Human Resources","Unknown","London","135","130","50990","46170"
"In post","2023","Human Resources","Unknown","Outside London","265","255","41830","38290"
"In post","2023","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","London","195","190","53970","52620"
"In post","2023","Internal Audit","Internal Audit","Outside London","515","485","45770","43890"
"In post","2023","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Unknown","20","20","49540","44070"
"In post","2023","Internal Audit","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","London","5","5","[c]","[c]"
"In post","2023","Legal","Communications","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","London","20","20","25140","24480"
"In post","2023","Legal","Finance","Outside London","60","55","25080","22870"
"In post","2023","Legal","Human Resources","London","5","5","[c]","[c]"
"In post","2023","Legal","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","London","45","35","52530","57910"
"In post","2023","Legal","Knowledge and Information Management","Outside London","125","105","40270","34170"
"In post","2023","Legal","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","London","3695","3475","61500","63040"
"In post","2023","Legal","Legal","Outside London","4490","4180","54440","54800"
"In post","2023","Legal","Legal","Overseas","10","10","[c]","[c]"
"In post","2023","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","London","1225","1160","31070","28200"
"In post","2023","Legal","Operational Delivery","Outside London","2835","2625","27720","26900"
"In post","2023","Legal","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","London","30","30","60840","55500"
"In post","2023","Legal","Other","Outside London","50","50","52620","51340"
"In post","2023","Legal","Policy","London","80","80","55960","55360"
"In post","2023","Legal","Policy","Outside London","55","55","49430","49870"
"In post","2023","Legal","Project Delivery","London","15","15","39890","32660"
"In post","2023","Legal","Project Delivery","Outside London","20","20","40730","33300"
"In post","2023","Legal","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Property","Outside London","15","15","32620","32660"
"In post","2023","Legal","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","London","5","5","[c]","[c]"
"In post","2023","Legal","Security","Outside London","10","10","32100","32130"
"In post","2023","Legal","Tax","London","35","35","53930","53740"
"In post","2023","Legal","Tax","Outside London","305","290","43530","42140"
"In post","2023","Legal","Unknown","London","115","110","59580","63990"
"In post","2023","Legal","Unknown","Outside London","100","100","40700","35000"
"In post","2023","No function","Commercial","London","150","145","50750","48460"
"In post","2023","No function","Commercial","Outside London","350","340","49250","47950"
"In post","2023","No function","Communications","London","135","135","49620","45350"
"In post","2023","No function","Communications","Outside London","60","60","38690","37870"
"In post","2023","No function","Corporate Finance","London","10","10","71440","76420"
"In post","2023","No function","Corporate Finance","Outside London","10","10","[c]","[c]"
"In post","2023","No function","Counter Fraud","London","30","30","36140","30930"
"In post","2023","No function","Counter Fraud","Outside London","195","175","28110","26180"
"In post","2023","No function","Digital, Data and Technology","London","570","560","57850","59290"
"In post","2023","No function","Digital, Data and Technology","Outside London","290","280","44160","39590"
"In post","2023","No function","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Economics","London","240","235","54600","58960"
"In post","2023","No function","Economics","Outside London","40","40","44190","40240"
"In post","2023","No function","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","London","95","90","44740","41950"
"In post","2023","No function","Finance","Outside London","75","70","37330","32160"
"In post","2023","No function","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","No function","Geography","Outside London","475","450","33020","34370"
"In post","2023","No function","Human Resources","London","145","135","46170","43000"
"In post","2023","No function","Human Resources","Outside London","155","145","36320","32310"
"In post","2023","No function","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","London","105","105","69160","72470"
"In post","2023","No function","Inspector of Education and Training","Outside London","885","865","66570","66170"
"In post","2023","No function","Intelligence Analysis","London","955","910","38540","36180"
"In post","2023","No function","Intelligence Analysis","Outside London","1740","1665","30500","28480"
"In post","2023","No function","Intelligence Analysis","Overseas","15","15","54410","56400"
"In post","2023","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","London","1385","1370","50450","46700"
"In post","2023","No function","International Trade","Outside London","580","560","42560","41780"
"In post","2023","No function","International Trade","Overseas","175","175","57480","55370"
"In post","2023","No function","Knowledge and Information Management","London","370","355","40580","36340"
"In post","2023","No function","Knowledge and Information Management","Outside London","455","430","32210","30340"
"In post","2023","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal","London","335","310","53560","54580"
"In post","2023","No function","Legal","Outside London","840","755","43560","42960"
"In post","2023","No function","Medicine","London","255","220","76160","59800"
"In post","2023","No function","Medicine","Outside London","1880","1650","55540","41190"
"In post","2023","No function","Medicine","Overseas","40","35","69930","55350"
"In post","2023","No function","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Operational Delivery","London","30980","29220","35620","32520"
"In post","2023","No function","Operational Delivery","Outside London","216250","197600","28940","28120"
"In post","2023","No function","Operational Delivery","Overseas","240","235","47450","47380"
"In post","2023","No function","Operational Delivery","Unknown","625","585","30840","28120"
"In post","2023","No function","Operational Research","London","35","35","48580","43830"
"In post","2023","No function","Operational Research","Outside London","130","125","29890","22520"
"In post","2023","No function","Other","London","1540","1495","41960","35960"
"In post","2023","No function","Other","Outside London","7125","6725","30340","27760"
"In post","2023","No function","Other","Overseas","15","15","46750","45950"
"In post","2023","No function","Other","Unknown","10","10","37380","28120"
"In post","2023","No function","Planning","London","95","95","49540","44180"
"In post","2023","No function","Planning","Outside London","60","55","38350","38450"
"In post","2023","No function","Planning Inspectors","London","30","25","61320","60050"
