"Status","Year","Age","Disability","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Undeclared","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Undeclared","East Midlands (England)","50","45","32880","30200"
"In post","2023","30-39","Undeclared","Undeclared","East of England","45","45","32250","31280"
"In post","2023","30-39","Undeclared","Undeclared","London","340","335","48410","45840"
"In post","2023","30-39","Undeclared","Undeclared","North East (England)","70","70","34220","29980"
"In post","2023","30-39","Undeclared","Undeclared","North West (England)","145","140","35770","32160"
"In post","2023","30-39","Undeclared","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Undeclared","Overseas","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Undeclared","Scotland","65","65","36620","33760"
"In post","2023","30-39","Undeclared","Undeclared","South East (England)","115","110","35410","33990"
"In post","2023","30-39","Undeclared","Undeclared","South West (England)","130","130","39030","37310"
"In post","2023","30-39","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Undeclared","Wales","75","75","34170","30840"
"In post","2023","30-39","Undeclared","Undeclared","West Midlands (England)","80","75","33380","28120"
"In post","2023","30-39","Undeclared","Undeclared","Yorkshire and The Humber","95","95","34940","34170"
"In post","2023","30-39","Undeclared","Unknown","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","East of England","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","London","90","90","48600","42310"
"In post","2023","30-39","Undeclared","Unknown","North East (England)","15","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","North West (England)","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","Scotland","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","South East (England)","30","30","35080","33880"
"In post","2023","30-39","Undeclared","Unknown","South West (England)","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","Wales","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","White","East Midlands (England)","165","155","32510","31260"
"In post","2023","30-39","Undeclared","White","East of England","115","110","32790","31890"
"In post","2023","30-39","Undeclared","White","London","510","495","50330","54090"
"In post","2023","30-39","Undeclared","White","North East (England)","240","220","32200","28130"
"In post","2023","30-39","Undeclared","White","North West (England)","370","355","33040","29050"
"In post","2023","30-39","Undeclared","White","Northern Ireland","30","30","35560","31880"
"In post","2023","30-39","Undeclared","White","Overseas","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","White","Scotland","240","230","34390","28560"
"In post","2023","30-39","Undeclared","White","South East (England)","250","240","34000","32420"
"In post","2023","30-39","Undeclared","White","South West (England)","290","275","36080","32910"
"In post","2023","30-39","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","White","Wales","260","245","30050","28120"
"In post","2023","30-39","Undeclared","White","West Midlands (England)","170","160","33200","31920"
"In post","2023","30-39","Undeclared","White","Yorkshire and The Humber","265","250","33890","32060"
"In post","2023","30-39","Unknown","Asian","East Midlands (England)","45","45","34260","30540"
"In post","2023","30-39","Unknown","Asian","East of England","30","30","36000","34320"
"In post","2023","30-39","Unknown","Asian","London","440","430","43660","41480"
"In post","2023","30-39","Unknown","Asian","North East (England)","15","15","[c]","[c]"
"In post","2023","30-39","Unknown","Asian","North West (England)","105","100","35130","34400"
"In post","2023","30-39","Unknown","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Asian","Overseas","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","Asian","Scotland","35","35","36620","33930"
"In post","2023","30-39","Unknown","Asian","South East (England)","45","40","32220","29080"
"In post","2023","30-39","Unknown","Asian","South West (England)","30","30","39190","36880"
"In post","2023","30-39","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Asian","Wales","30","30","33710","31060"
"In post","2023","30-39","Unknown","Asian","West Midlands (England)","135","130","32710","31150"
"In post","2023","30-39","Unknown","Asian","Yorkshire and The Humber","80","80","32200","28720"
"In post","2023","30-39","Unknown","Black","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Black","East of England","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Black","London","185","180","40400","39450"
"In post","2023","30-39","Unknown","Black","North East (England)","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Black","North West (England)","30","30","33760","33590"
"In post","2023","30-39","Unknown","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Black","Overseas","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Black","Scotland","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Black","South East (England)","15","15","[c]","[c]"
"In post","2023","30-39","Unknown","Black","South West (England)","15","15","[c]","[c]"
"In post","2023","30-39","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Black","Wales","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Black","West Midlands (England)","35","30","32630","30370"
"In post","2023","30-39","Unknown","Black","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","Mixed","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Mixed","East of England","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Mixed","London","120","120","48590","46600"
"In post","2023","30-39","Unknown","Mixed","North East (England)","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Mixed","North West (England)","25","20","[c]","[c]"
"In post","2023","30-39","Unknown","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Mixed","Overseas","15","15","[c]","[c]"
"In post","2023","30-39","Unknown","Mixed","Scotland","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","Mixed","South East (England)","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","Mixed","South West (England)","25","25","[c]","[c]"
"In post","2023","30-39","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Mixed","Wales","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","Mixed","West Midlands (England)","20","15","[c]","[c]"
"In post","2023","30-39","Unknown","Mixed","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","London","55","55","47040","44020"
"In post","2023","30-39","Unknown","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","North West (England)","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","Scotland","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Undeclared","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Undeclared","East of England","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Undeclared","London","105","100","51240","53180"
"In post","2023","30-39","Unknown","Undeclared","North East (England)","20","15","[c]","[c]"
"In post","2023","30-39","Unknown","Undeclared","North West (England)","35","35","35260","33130"
"In post","2023","30-39","Unknown","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Undeclared","Overseas","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Undeclared","Scotland","100","95","36790","37060"
"In post","2023","30-39","Unknown","Undeclared","South East (England)","45","45","40550","39890"
"In post","2023","30-39","Unknown","Undeclared","South West (England)","60","60","42880","39890"
"In post","2023","30-39","Unknown","Undeclared","Wales","45","40","37180","33440"
"In post","2023","30-39","Unknown","Undeclared","West Midlands (England)","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","Undeclared","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","East Midlands (England)","725","690","29880","28130"
"In post","2023","30-39","Unknown","Unknown","East of England","465","435","29310","27470"
"In post","2023","30-39","Unknown","Unknown","London","4130","4055","46680","43210"
"In post","2023","30-39","Unknown","Unknown","North East (England)","1135","1080","30290","28120"
"In post","2023","30-39","Unknown","Unknown","North West (England)","2455","2340","30060","27890"
"In post","2023","30-39","Unknown","Unknown","Northern Ireland","290","280","27990","25880"
"In post","2023","30-39","Unknown","Unknown","Overseas","230","230","52370","53530"
"In post","2023","30-39","Unknown","Unknown","Scotland","3425","3300","33610","31290"
"In post","2023","30-39","Unknown","Unknown","South East (England)","1010","965","31410","28130"
"In post","2023","30-39","Unknown","Unknown","South West (England)","985","930","34400","31920"
"In post","2023","30-39","Unknown","Unknown","Unknown","425","420","41290","40690"
"In post","2023","30-39","Unknown","Unknown","Wales","1280","1210","31450","28130"
"In post","2023","30-39","Unknown","Unknown","West Midlands (England)","1155","1105","30910","28120"
"In post","2023","30-39","Unknown","Unknown","Yorkshire and The Humber","1495","1425","31080","28120"
"In post","2023","30-39","Unknown","White","East Midlands (England)","175","165","33880","32110"
"In post","2023","30-39","Unknown","White","East of England","240","230","34620","32110"
"In post","2023","30-39","Unknown","White","London","1440","1405","50150","50980"
"In post","2023","30-39","Unknown","White","North East (England)","360","340","32840","28130"
"In post","2023","30-39","Unknown","White","North West (England)","965","940","34520","32540"
"In post","2023","30-39","Unknown","White","Northern Ireland","90","85","32840","30740"
"In post","2023","30-39","Unknown","White","Overseas","170","170","54450","54580"
"In post","2023","30-39","Unknown","White","Scotland","1250","1205","38390","37060"
"In post","2023","30-39","Unknown","White","South East (England)","580","550","35280","32480"
"In post","2023","30-39","Unknown","White","South West (England)","835","795","37500","35190"
"In post","2023","30-39","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","White","Wales","560","530","34450","31350"
"In post","2023","30-39","Unknown","White","West Midlands (England)","290","285","35890","34370"
"In post","2023","30-39","Unknown","White","Yorkshire and The Humber","430","410","37720","35950"
"In post","2023","40-49","Declared disabled","Asian","East Midlands (England)","70","60","29140","28120"
"In post","2023","40-49","Declared disabled","Asian","East of England","45","35","32000","28660"
"In post","2023","40-49","Declared disabled","Asian","London","415","390","39560","35330"
"In post","2023","40-49","Declared disabled","Asian","North East (England)","25","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Asian","North West (England)","125","110","29040","28120"
"In post","2023","40-49","Declared disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Asian","Scotland","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Asian","South East (England)","40","40","33840","31280"
"In post","2023","40-49","Declared disabled","Asian","South West (England)","25","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Asian","Wales","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Asian","West Midlands (England)","195","175","31160","28120"
"In post","2023","40-49","Declared disabled","Asian","Yorkshire and The Humber","105","95","30540","28120"
"In post","2023","40-49","Declared disabled","Black","East Midlands (England)","20","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Black","East of England","15","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Black","London","270","255","36650","32520"
"In post","2023","40-49","Declared disabled","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Black","North West (England)","30","30","33730","32610"
"In post","2023","40-49","Declared disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Black","Scotland","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Black","South East (England)","20","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Black","South West (England)","20","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Black","Wales","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Black","West Midlands (England)","35","35","31340","28120"
"In post","2023","40-49","Declared disabled","Black","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Mixed","East Midlands (England)","20","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Mixed","East of England","20","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Mixed","London","115","110","46410","42020"
"In post","2023","40-49","Declared disabled","Mixed","North East (England)","15","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Mixed","North West (England)","50","45","30130","28120"
"In post","2023","40-49","Declared disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Mixed","Scotland","15","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Mixed","South East (England)","35","35","34950","31280"
"In post","2023","40-49","Declared disabled","Mixed","South West (England)","30","30","[c]","[c]"
"In post","2023","40-49","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Mixed","Wales","20","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Mixed","West Midlands (England)","25","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Mixed","Yorkshire and The Humber","30","25","33590","28120"
"In post","2023","40-49","Declared disabled","Other ethnicity","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Other ethnicity","London","45","45","43880","36070"
"In post","2023","40-49","Declared disabled","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Other ethnicity","North West (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Other ethnicity","Wales","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Other ethnicity","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Undeclared","East Midlands (England)","35","30","29990","28120"
"In post","2023","40-49","Declared disabled","Undeclared","East of England","25","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Undeclared","London","90","80","41850","36180"
"In post","2023","40-49","Declared disabled","Undeclared","North East (England)","30","30","31210","28120"
"In post","2023","40-49","Declared disabled","Undeclared","North West (England)","70","65","30130","28120"
"In post","2023","40-49","Declared disabled","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Undeclared","Overseas","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Undeclared","Scotland","40","35","30440","28120"
"In post","2023","40-49","Declared disabled","Undeclared","South East (England)","60","55","36310","33160"
"In post","2023","40-49","Declared disabled","Undeclared","South West (England)","85","80","40020","39890"
"In post","2023","40-49","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Undeclared","Wales","20","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Undeclared","West Midlands (England)","40","35","29850","28120"
"In post","2023","40-49","Declared disabled","Undeclared","Yorkshire and The Humber","40","40","34810","28850"
"In post","2023","40-49","Declared disabled","Unknown","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","East of England","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","London","55","55","43600","37920"
"In post","2023","40-49","Declared disabled","Unknown","North East (England)","20","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","North West (England)","35","30","29820","25750"
"In post","2023","40-49","Declared disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","Scotland","45","45","35210","33520"
"In post","2023","40-49","Declared disabled","Unknown","South East (England)","20","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","South West (England)","25","25","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","Wales","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","White","East Midlands (England)","620","575","32420","28120"
"In post","2023","40-49","Declared disabled","White","East of England","570","530","32700","30850"
"In post","2023","40-49","Declared disabled","White","London","1275","1225","52200","47520"
"In post","2023","40-49","Declared disabled","White","North East (England)","900","825","30530","28120"
"In post","2023","40-49","Declared disabled","White","North West (England)","1725","1595","32290","28120"
"In post","2023","40-49","Declared disabled","White","Northern Ireland","85","80","31250","28130"
"In post","2023","40-49","Declared disabled","White","Overseas","45","45","52140","52630"
"In post","2023","40-49","Declared disabled","White","Scotland","1040","970","35450","29560"
"In post","2023","40-49","Declared disabled","White","South East (England)","925","855","34770","31280"
"In post","2023","40-49","Declared disabled","White","South West (England)","1095","1020","36920","34170"
"In post","2023","40-49","Declared disabled","White","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","White","Wales","915","840","32410","28120"
"In post","2023","40-49","Declared disabled","White","West Midlands (England)","720","675","33880","29050"
"In post","2023","40-49","Declared disabled","White","Yorkshire and The Humber","945","875","34600","30440"
"In post","2023","40-49","Declared non-disabled","Asian","East Midlands (England)","425","380","30680","28120"
"In post","2023","40-49","Declared non-disabled","Asian","East of England","255","230","32570","28120"
"In post","2023","40-49","Declared non-disabled","Asian","London","3005","2810","42700","37140"
"In post","2023","40-49","Declared non-disabled","Asian","North East (England)","135","130","35670","28130"
"In post","2023","40-49","Declared non-disabled","Asian","North West (England)","735","660","31590","28120"
"In post","2023","40-49","Declared non-disabled","Asian","Northern Ireland","5","5","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Asian","Overseas","50","50","54050","56100"
"In post","2023","40-49","Declared non-disabled","Asian","Scotland","180","170","37260","32280"
"In post","2023","40-49","Declared non-disabled","Asian","South East (England)","320","290","33400","30880"
"In post","2023","40-49","Declared non-disabled","Asian","South West (England)","215","205","38910","34760"
"In post","2023","40-49","Declared non-disabled","Asian","Unknown","20","20","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Asian","Wales","130","125","35850","28480"
"In post","2023","40-49","Declared non-disabled","Asian","West Midlands (England)","1085","1000","32280","28120"
"In post","2023","40-49","Declared non-disabled","Asian","Yorkshire and The Humber","640","570","32590","28120"
"In post","2023","40-49","Declared non-disabled","Black","East Midlands (England)","125","120","28140","27890"
"In post","2023","40-49","Declared non-disabled","Black","East of England","110","105","31820","30880"
"In post","2023","40-49","Declared non-disabled","Black","London","1530","1470","39330","35410"
"In post","2023","40-49","Declared non-disabled","Black","North East (England)","60","55","30520","28120"
"In post","2023","40-49","Declared non-disabled","Black","North West (England)","220","215","31810","28130"
"In post","2023","40-49","Declared non-disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Black","Overseas","20","20","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Black","Scotland","125","120","34190","28120"
"In post","2023","40-49","Declared non-disabled","Black","South East (England)","205","195","32160","31280"
"In post","2023","40-49","Declared non-disabled","Black","South West (England)","145","140","36800","35020"
"In post","2023","40-49","Declared non-disabled","Black","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Black","Wales","70","70","32090","28280"
"In post","2023","40-49","Declared non-disabled","Black","West Midlands (England)","230","220","31780","28120"
"In post","2023","40-49","Declared non-disabled","Black","Yorkshire and The Humber","135","130","32340","28880"
"In post","2023","40-49","Declared non-disabled","Mixed","East Midlands (England)","70","65","35840","32420"
"In post","2023","40-49","Declared non-disabled","Mixed","East of England","75","70","36220","31280"
"In post","2023","40-49","Declared non-disabled","Mixed","London","505","485","49580","45960"
"In post","2023","40-49","Declared non-disabled","Mixed","North East (England)","45","40","34080","28130"
"In post","2023","40-49","Declared non-disabled","Mixed","North West (England)","160","150","35300","32160"
"In post","2023","40-49","Declared non-disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Mixed","Overseas","25","25","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Mixed","Scotland","65","60","42530","37940"
"In post","2023","40-49","Declared non-disabled","Mixed","South East (England)","110","100","36420","32080"
"In post","2023","40-49","Declared non-disabled","Mixed","South West (England)","125","115","37590","34170"
"In post","2023","40-49","Declared non-disabled","Mixed","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Mixed","Wales","70","65","36300","30610"
"In post","2023","40-49","Declared non-disabled","Mixed","West Midlands (England)","90","85","37330","31260"
"In post","2023","40-49","Declared non-disabled","Mixed","Yorkshire and The Humber","100","90","35600","30980"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","East of England","15","15","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","London","210","205","46500","41060"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","North East (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","North West (England)","30","30","32920","27890"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","Overseas","10","10","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","Scotland","25","25","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","South East (England)","30","30","35640","32790"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","South West (England)","25","25","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","Wales","20","20","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","West Midlands (England)","30","30","33610","30090"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Undeclared","East Midlands (England)","85","85","31970","28120"
"In post","2023","40-49","Declared non-disabled","Undeclared","East of England","70","65","33080","31280"
"In post","2023","40-49","Declared non-disabled","Undeclared","London","420","395","46000","41960"
"In post","2023","40-49","Declared non-disabled","Undeclared","North East (England)","100","95","32810","28120"
"In post","2023","40-49","Declared non-disabled","Undeclared","North West (England)","200","185","31370","28120"
"In post","2023","40-49","Declared non-disabled","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Undeclared","Overseas","25","25","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Undeclared","Scotland","140","135","37260","28140"
"In post","2023","40-49","Declared non-disabled","Undeclared","South East (England)","155","145","36540","32160"
"In post","2023","40-49","Declared non-disabled","Undeclared","South West (England)","165","155","38440","37300"
"In post","2023","40-49","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Undeclared","Wales","125","115","33690","28120"
"In post","2023","40-49","Declared non-disabled","Undeclared","West Midlands (England)","100","95","33090","28130"
"In post","2023","40-49","Declared non-disabled","Undeclared","Yorkshire and The Humber","150","145","34510","28960"
"In post","2023","40-49","Declared non-disabled","Unknown","East Midlands (England)","100","90","34690","31310"
"In post","2023","40-49","Declared non-disabled","Unknown","East of England","70","65","34170","30560"
"In post","2023","40-49","Declared non-disabled","Unknown","London","340","320","45710","39190"
"In post","2023","40-49","Declared non-disabled","Unknown","North East (England)","120","105","31980","28120"
"In post","2023","40-49","Declared non-disabled","Unknown","North West (England)","260","235","32550","28120"
"In post","2023","40-49","Declared non-disabled","Unknown","Northern Ireland","10","10","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Unknown","Overseas","10","10","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Unknown","Scotland","135","125","30960","27890"
"In post","2023","40-49","Declared non-disabled","Unknown","South East (England)","135","120","35870","33910"
"In post","2023","40-49","Declared non-disabled","Unknown","South West (England)","220","205","38650","35730"
"In post","2023","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Unknown","Wales","140","130","35590","28120"
"In post","2023","40-49","Declared non-disabled","Unknown","West Midlands (England)","145","135","35170","30010"
"In post","2023","40-49","Declared non-disabled","Unknown","Yorkshire and The Humber","150","135","35220","29050"
"In post","2023","40-49","Declared non-disabled","White","East Midlands (England)","2685","2515","35750","32060"
"In post","2023","40-49","Declared non-disabled","White","East of England","2795","2600","35110","31290"
"In post","2023","40-49","Declared non-disabled","White","London","8820","8385","56660","56040"
"In post","2023","40-49","Declared non-disabled","White","North East (England)","5205","4850","34380","29050"
"In post","2023","40-49","Declared non-disabled","White","North West (England)","8570","8080","35050","30450"
"In post","2023","40-49","Declared non-disabled","White","Northern Ireland","665","630","33190","28130"
"In post","2023","40-49","Declared non-disabled","White","Overseas","450","450","57070","56100"
"In post","2023","40-49","Declared non-disabled","White","Scotland","6140","5820","39880","34300"
"In post","2023","40-49","Declared non-disabled","White","South East (England)","5000","4715","37120","32930"
"In post","2023","40-49","Declared non-disabled","White","South West (England)","6340","5960","40150","38100"
"In post","2023","40-49","Declared non-disabled","White","Unknown","110","105","39380","33020"
