"Status","Year","Ethnicity","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Analysis","Department for Levelling Up, Housing and Communities","Male","20","20","[c]","[c]"
"In post","2023","Asian","Analysis","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Department for Transport","Female","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Department for Transport","Male","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Department for Work and Pensions","Female","25","25","[c]","[c]"
"In post","2023","Asian","Analysis","Department for Work and Pensions","Male","20","20","[c]","[c]"
"In post","2023","Asian","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Department of Health and Social Care","Female","30","25","[c]","[c]"
"In post","2023","Asian","Analysis","Department of Health and Social Care","Male","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","HM Revenue and Customs","Female","55","50","49000","45170"
"In post","2023","Asian","Analysis","HM Revenue and Customs","Male","55","50","45600","44930"
"In post","2023","Asian","Analysis","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","HM Treasury","Female","20","20","[c]","[c]"
"In post","2023","Asian","Analysis","HM Treasury","Male","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Home Office","Female","25","20","[c]","[c]"
"In post","2023","Asian","Analysis","Home Office","Male","20","20","[c]","[c]"
"In post","2023","Asian","Analysis","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Ministry of Defence","Female","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Ministry of Defence","Male","20","20","[c]","[c]"
"In post","2023","Asian","Analysis","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Ministry of Justice","Female","40","40","46560","43650"
"In post","2023","Asian","Analysis","Ministry of Justice","Male","35","35","44690","43650"
"In post","2023","Asian","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Office for Standards in Education, Children's Services and Skills","Female","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Office for Standards in Education, Children's Services and Skills","Male","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Office of Gas and Electricity Markets","Female","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Office of Gas and Electricity Markets","Male","20","20","[c]","[c]"
"In post","2023","Asian","Analysis","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","UK Statistics Authority","Female","45","45","36310","34560"
"In post","2023","Asian","Analysis","UK Statistics Authority","Male","30","25","[c]","[c]"
"In post","2023","Asian","Analysis","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Water Services Regulation Authority","Male","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Cabinet Office","Female","45","45","60180","59610"
"In post","2023","Asian","Commercial","Cabinet Office","Male","55","55","66820","65500"
"In post","2023","Asian","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Digital, Culture, Media and Sport","Male","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Education","Female","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Education","Male","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Environment, Food and Rural Affairs","Female","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for International Trade","Female","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Transport","Female","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Transport","Male","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Department of Health and Social Care","Female","25","20","[c]","[c]"
"In post","2023","Asian","Commercial","Department of Health and Social Care","Male","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","HM Revenue and Customs","Male","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Home Office","Female","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Home Office","Male","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Ministry of Defence","Female","30","25","[c]","[c]"
"In post","2023","Asian","Commercial","Ministry of Defence","Male","20","20","[c]","[c]"
"In post","2023","Asian","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Ministry of Justice","Female","15","10","[c]","[c]"
"In post","2023","Asian","Commercial","Ministry of Justice","Male","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","UK Export Finance","Female","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","UK Export Finance","Male","25","25","[c]","[c]"
"In post","2023","Asian","Commercial","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Cabinet Office","Female","15","15","[c]","[c]"
"In post","2023","Asian","Communications","Cabinet Office","Male","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Education","Female","15","15","[c]","[c]"
"In post","2023","Asian","Communications","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","Female","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","Female","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","Female","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department of Health and Social Care","Female","15","15","[c]","[c]"
"In post","2023","Asian","Communications","Department of Health and Social Care","Male","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Revenue and Customs","Female","5","5","[c]","[c]"
"In post","2023","Asian","Communications","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Defence","Female","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Justice","Female","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","Female","5","5","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Welsh Government","Female","[c]","[c]","[c]","[c]"
