"Status","Year","Age","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2023","16-19","Debt","Operational Delivery","Male","25","25","[c]","[c]"
"In post","2023","16-19","Debt","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Digital, Data and Technology","Male","25","25","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Finance","Female","15","10","[c]","[c]"
"In post","2023","16-19","Finance","Finance","Male","20","20","[c]","[c]"
"In post","2023","16-19","Finance","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2023","16-19","Human Resources","Human Resources","Female","15","15","[c]","[c]"
"In post","2023","16-19","Human Resources","Human Resources","Male","5","5","[c]","[c]"
"In post","2023","16-19","Human Resources","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Operational Delivery","Female","40","40","21260","20980"
"In post","2023","16-19","Legal","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2023","16-19","No function","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Operational Delivery","Female","425","405","23840","22520"
"In post","2023","16-19","No function","Operational Delivery","Male","345","330","24080","23230"
"In post","2023","16-19","No function","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Other","Female","10","10","[c]","[c]"
"In post","2023","16-19","No function","Other","Male","10","10","[c]","[c]"
"In post","2023","16-19","No function","Policy","Female","5","5","[c]","[c]"
"In post","2023","16-19","No function","Policy","Male","10","10","[c]","[c]"
"In post","2023","16-19","No function","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Science and Engineering","Female","10","10","[c]","[c]"
"In post","2023","16-19","No function","Science and Engineering","Male","60","60","19000","18780"
"In post","2023","16-19","No function","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Unknown","Female","10","10","[c]","[c]"
"In post","2023","16-19","No function","Unknown","Male","15","15","[c]","[c]"
"In post","2023","16-19","No function","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Project Delivery","Female","10","10","[c]","[c]"
"In post","2023","16-19","Project Delivery","Project Delivery","Male","10","10","[c]","[c]"
"In post","2023","16-19","Project Delivery","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Science and Engineering","Male","15","15","[c]","[c]"
"In post","2023","16-19","Property","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Other","Male","5","5","[c]","[c]"
"In post","2023","16-19","Property","Property","Female","5","5","[c]","[c]"
"In post","2023","16-19","Property","Property","Male","35","35","23550","22750"
"In post","2023","16-19","Security","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Unknown","Male","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other","Female","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Other","Male","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Female","35","35","22960","22180"
"In post","2023","16-19","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2023","20-29","Analysis","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Digital, Data and Technology","Male","25","25","[c]","[c]"
"In post","2023","20-29","Analysis","Economics","Female","370","370","39190","35700"
"In post","2023","20-29","Analysis","Economics","Male","690","690","39930","36460"
"In post","2023","20-29","Analysis","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Finance","Male","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Intelligence Analysis","Female","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Intelligence Analysis","Male","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Operational Delivery","Female","85","85","32180","31060"
"In post","2023","20-29","Analysis","Operational Delivery","Male","80","80","32920","31410"
"In post","2023","20-29","Analysis","Operational Research","Female","120","120","38340","37870"
"In post","2023","20-29","Analysis","Operational Research","Male","145","140","37490","35410"
"In post","2023","20-29","Analysis","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Other","Female","65","65","35410","32280"
"In post","2023","20-29","Analysis","Other","Male","75","75","38020","35410"
"In post","2023","20-29","Analysis","Policy","Female","50","50","38670","38130"
"In post","2023","20-29","Analysis","Policy","Male","50","50","39680","38470"
"In post","2023","20-29","Analysis","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Science and Engineering","Female","110","110","30160","30350"
"In post","2023","20-29","Analysis","Science and Engineering","Male","195","195","32510","30650"
"In post","2023","20-29","Analysis","Social Research","Female","430","425","38590","39040"
"In post","2023","20-29","Analysis","Social Research","Male","145","145","39090","36690"
"In post","2023","20-29","Analysis","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Statistics","Female","455","455","37660","35410"
"In post","2023","20-29","Analysis","Statistics","Male","500","495","37210","35000"
"In post","2023","20-29","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Unknown","Female","15","15","[c]","[c]"
"In post","2023","20-29","Analysis","Unknown","Male","35","35","36600","33400"
"In post","2023","20-29","Commercial","Commercial","Female","550","550","35350","32730"
"In post","2023","20-29","Commercial","Commercial","Male","475","475","35020","32110"
"In post","2023","20-29","Commercial","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Operational Delivery","Female","40","40","39580","37270"
"In post","2023","20-29","Commercial","Operational Delivery","Male","40","40","37470","34550"
"In post","2023","20-29","Commercial","Other","Female","15","15","[c]","[c]"
"In post","2023","20-29","Commercial","Other","Male","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Policy","Female","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Project Delivery","Female","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Project Delivery","Male","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Unknown","Female","20","20","[c]","[c]"
"In post","2023","20-29","Commercial","Unknown","Male","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Communications","Female","490","490","36140","35410"
"In post","2023","20-29","Communications","Communications","Male","250","250","36380","35010"
"In post","2023","20-29","Communications","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Other","Female","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Unknown","Female","30","30","38210","35400"
"In post","2023","20-29","Communications","Unknown","Male","20","20","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Counter Fraud","Female","685","675","29620","28120"
"In post","2023","20-29","Counter Fraud","Counter Fraud","Male","515","515","29440","28120"
"In post","2023","20-29","Counter Fraud","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Intelligence Analysis","Female","25","25","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Intelligence Analysis","Male","20","20","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Legal","Female","105","105","30470","28130"
"In post","2023","20-29","Counter Fraud","Legal","Male","105","105","30880","32260"
"In post","2023","20-29","Counter Fraud","Operational Delivery","Female","145","145","29740","27890"
"In post","2023","20-29","Counter Fraud","Operational Delivery","Male","130","125","29890","28120"
"In post","2023","20-29","Counter Fraud","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Other","Female","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Other","Male","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Tax","Female","85","85","35060","34550"
"In post","2023","20-29","Counter Fraud","Tax","Male","80","80","35830","32540"
"In post","2023","20-29","Counter Fraud","Unknown","Female","35","35","33280","32260"
"In post","2023","20-29","Counter Fraud","Unknown","Male","30","30","36010","32580"
"In post","2023","20-29","Debt","Operational Delivery","Female","550","525","23680","22520"
"In post","2023","20-29","Debt","Operational Delivery","Male","515","505","23830","22520"
"In post","2023","20-29","Debt","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Debt","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Debt","Other","Female","210","200","22380","21690"
"In post","2023","20-29","Debt","Other","Male","180","180","22440","21690"
"In post","2023","20-29","Debt","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Debt","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Debt","Tax","Female","125","120","23380","22520"
"In post","2023","20-29","Debt","Tax","Male","115","110","23180","22520"
"In post","2023","20-29","Debt","Unknown","Female","10","10","[c]","[c]"
"In post","2023","20-29","Debt","Unknown","Male","10","10","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","Female","1185","1175","36250","34700"
"In post","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","Male","2100","2085","35560","34170"
"In post","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Human Resources","Female","15","15","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Knowledge and Information Management","Female","50","50","30780","28200"
"In post","2023","20-29","Digital, Data & Technology","Knowledge and Information Management","Male","50","50","29850","28020"
"In post","2023","20-29","Digital, Data & Technology","Operational Delivery","Female","125","125","32040","30930"
"In post","2023","20-29","Digital, Data & Technology","Operational Delivery","Male","85","85","30130","30930"
"In post","2023","20-29","Digital, Data & Technology","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Other","Female","35","35","30020","29890"
"In post","2023","20-29","Digital, Data & Technology","Other","Male","25","25","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Policy","Female","10","10","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Project Delivery","Female","30","30","37630","36180"
"In post","2023","20-29","Digital, Data & Technology","Project Delivery","Male","20","20","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Science and Engineering","Female","25","25","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Science and Engineering","Male","45","45","28750","26650"
"In post","2023","20-29","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Tax","Female","10","10","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Tax","Male","10","10","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Unknown","Female","70","70","39350","35240"
"In post","2023","20-29","Digital, Data & Technology","Unknown","Male","90","90","37850","35000"
"In post","2023","20-29","Finance","Commercial","Female","35","35","34940","34170"
"In post","2023","20-29","Finance","Commercial","Male","30","30","34870","34170"
"In post","2023","20-29","Finance","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Corporate Finance","Male","5","5","[c]","[c]"
"In post","2023","20-29","Finance","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Finance","Female","635","625","33110","30330"
"In post","2023","20-29","Finance","Finance","Male","685","680","33680","31780"
"In post","2023","20-29","Finance","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Operational Delivery","Female","70","65","26620","22520"
"In post","2023","20-29","Finance","Operational Delivery","Male","75","70","26830","22520"
"In post","2023","20-29","Finance","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Security","Female","15","15","[c]","[c]"
"In post","2023","20-29","Finance","Security","Male","20","20","[c]","[c]"
"In post","2023","20-29","Finance","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Tax","Female","15","15","[c]","[c]"
"In post","2023","20-29","Finance","Tax","Male","10","10","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","Female","40","40","35320","34300"
"In post","2023","20-29","Finance","Unknown","Male","55","55","41380","41780"
"In post","2023","20-29","Grants Management","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","Operational Delivery","Female","225","215","23750","22150"
"In post","2023","20-29","Grants Management","Operational Delivery","Male","185","185","23280","22150"
"In post","2023","20-29","Grants Management","Policy","Female","5","5","[c]","[c]"
"In post","2023","20-29","Grants Management","Policy","Male","5","5","[c]","[c]"
"In post","2023","20-29","Grants Management","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Human Resources","Female","1010","995","33340","31060"
"In post","2023","20-29","Human Resources","Human Resources","Male","390","390","32080","30130"
"In post","2023","20-29","Human Resources","Knowledge and Information Management","Female","5","5","[c]","[c]"
