"Status","Year","Parent_department","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Bradford","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bradford","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bridgend and Neath Port Talbot","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","Heterosexual / straight","90","85","41720","32660"
"In post","2023","Attorney General's Departments","Brighton and Hove","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","Heterosexual / straight","170","160","42430","38940"
"In post","2023","Attorney General's Departments","Bristol, City of","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","Unknown","35","35","50570","54150"
"In post","2023","Attorney General's Departments","Bromley","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bromley","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Buckinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Buckinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Calderdale and Kirklees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Calderdale and Kirklees","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Calderdale and Kirklees","Unknown","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","Heterosexual / straight","180","165","42200","39630"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","LGBO","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","Unknown","40","35","40060","32240"
"In post","2023","Attorney General's Departments","Central Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Conwy and Denbighshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Conwy and Denbighshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","Heterosexual / straight","40","35","38250","32660"
"In post","2023","Attorney General's Departments","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Darlington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","Heterosexual / straight","85","80","40850","38940"
"In post","2023","Attorney General's Departments","Devon CC","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","Unknown","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dudley","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dudley","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Ealing","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Ealing","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","Unknown","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","Heterosexual / straight","85","80","40210","34410"
"In post","2023","Attorney General's Departments","East Kent","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","Unknown","30","25","41640","30560"
"In post","2023","Attorney General's Departments","East Merseyside","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Surrey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Haven Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","Heterosexual / straight","65","60","38620","38350"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","Unknown","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gwent Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gwent Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","Heterosexual / straight","170","160","42520","40340"
"In post","2023","Attorney General's Departments","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","Unknown","30","25","45430","36780"
"In post","2023","Attorney General's Departments","Herefordshire, County of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, County of","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","Heterosexual / straight","145","135","43770","40800"
"In post","2023","Attorney General's Departments","Hertfordshire CC","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","Unknown","35","30","50900","62640"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","Heterosexual / straight","60","55","39970","38760"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancaster and Wyre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","Heterosexual / straight","410","385","45050","49050"
"In post","2023","Attorney General's Departments","Leeds","LGBO","30","30","40170","31860"
"In post","2023","Attorney General's Departments","Leeds","Undeclared","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","Unknown","110","95","42420","38560"
"In post","2023","Attorney General's Departments","Leicester","Heterosexual / straight","120","110","37660","31180"
"In post","2023","Attorney General's Departments","Leicester","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire CC and Rutland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Liverpool","Heterosexual / straight","330","315","37360","31180"
"In post","2023","Attorney General's Departments","Liverpool","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Liverpool","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Liverpool","Unknown","65","60","40360","34410"
"In post","2023","Attorney General's Departments","Luton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Luton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Manchester","Heterosexual / straight","310","290","40270","34410"
"In post","2023","Attorney General's Departments","Manchester","LGBO","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Manchester","Unknown","50","45","43040","35000"
"In post","2023","Attorney General's Departments","Medway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","Heterosexual / straight","140","135","40210","38760"
"In post","2023","Attorney General's Departments","Mid Lancashire","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","Unknown","50","45","43820","49050"
"In post","2023","Attorney General's Departments","Monmouthshire and Newport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Monmouthshire and Newport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North and North East Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","Heterosexual / straight","70","65","36230","26900"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Nottingham","Heterosexual / straight","235","225","37390","31180"
"In post","2023","Attorney General's Departments","Nottingham","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Nottingham","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Nottingham","Unknown","55","50","42790","46050"
"In post","2023","Attorney General's Departments","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Oxfordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Oxfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Peterborough","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","Heterosexual / straight","100","95","42130","30560"
"In post","2023","Attorney General's Departments","Portsmouth","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","Undeclared","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sefton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sheffield","Heterosexual / straight","115","110","34680","28850"
"In post","2023","Attorney General's Departments","Sheffield","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Sheffield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sheffield","Unknown","35","30","39300","31740"
"In post","2023","Attorney General's Departments","Shropshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Somerset CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Somerset CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","Heterosexual / straight","130","125","43600","40540"
"In post","2023","Attorney General's Departments","South Hampshire","LGBO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","Undeclared","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","South Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Teesside","Heterosexual / straight","75","65","39860","33300"
"In post","2023","Attorney General's Departments","South Teesside","LGBO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South Teesside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Teesside","Unknown","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","South West Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South and West Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Staffordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","Heterosexual / straight","50","45","41220","38760"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Stoke-on-Trent","Unknown","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Suffolk CC","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Suffolk CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Suffolk CC","Unknown","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Swansea","Heterosexual / straight","75","70","39210","38760"
"In post","2023","Attorney General's Departments","Swansea","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Swansea","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Swansea","Unknown","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Swindon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Swindon","LGBO","[c]","[c]","[c]","[c]"
