"Status","Year","Ethnicity","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Economics","Female","Heterosexual / straight","85","80","43310","37680"
"In post","2023","Asian","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Female","Undeclared","10","5","[c]","[c]"
"In post","2023","Asian","Economics","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Economics","Male","Heterosexual / straight","120","120","46580","41700"
"In post","2023","Asian","Economics","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Economics","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Economics","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Female","Heterosexual / straight","400","385","41920","38770"
"In post","2023","Asian","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Finance","Female","Unknown","35","30","36840","36520"
"In post","2023","Asian","Finance","Male","Heterosexual / straight","435","430","43070","39430"
"In post","2023","Asian","Finance","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Finance","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Finance","Male","Unknown","30","30","42470","36320"
"In post","2023","Asian","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Geography","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Female","Heterosexual / straight","435","415","39490","36240"
"In post","2023","Asian","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Asian","Human Resources","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Human Resources","Male","Heterosexual / straight","175","170","38060","35000"
"In post","2023","Asian","Human Resources","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Human Resources","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Female","Heterosexual / straight","90","85","32000","30200"
"In post","2023","Asian","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Male","Heterosexual / straight","85","85","36100","31230"
"In post","2023","Asian","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Female","Heterosexual / straight","50","50","45040","43160"
"In post","2023","Asian","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Male","Heterosexual / straight","40","40","49720","44480"
"In post","2023","Asian","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Female","Heterosexual / straight","75","75","47370","41750"
"In post","2023","Asian","International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","International Trade","Male","Heterosexual / straight","65","65","46520","41550"
"In post","2023","Asian","International Trade","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Female","Heterosexual / straight","80","75","36270","34570"
"In post","2023","Asian","Knowledge and Information Management","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Male","Heterosexual / straight","40","40","38330","35230"
"In post","2023","Asian","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Female","Heterosexual / straight","630","585","51150","52020"
"In post","2023","Asian","Legal","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Legal","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Asian","Legal","Female","Unknown","65","55","53610","54580"
"In post","2023","Asian","Legal","Male","Heterosexual / straight","295","290","50100","50490"
"In post","2023","Asian","Legal","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Legal","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Legal","Male","Unknown","35","30","50960","53670"
"In post","2023","Asian","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Medicine","Female","Heterosexual / straight","90","85","62980","50260"
"In post","2023","Asian","Medicine","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Medicine","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Medicine","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Medicine","Male","Heterosexual / straight","45","40","89510","88360"
"In post","2023","Asian","Medicine","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Medicine","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Medicine","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Delivery","Female","Heterosexual / straight","8735","7775","29100","28120"
"In post","2023","Asian","Operational Delivery","Female","LGBO","170","150","27770","26920"
"In post","2023","Asian","Operational Delivery","Female","Undeclared","710","610","28030","26490"
"In post","2023","Asian","Operational Delivery","Female","Unknown","1035","840","28040","27720"
"In post","2023","Asian","Operational Delivery","Male","Heterosexual / straight","6805","6550","29720","28120"
"In post","2023","Asian","Operational Delivery","Male","LGBO","145","140","28380","26780"
"In post","2023","Asian","Operational Delivery","Male","Undeclared","370","350","28950","28120"
"In post","2023","Asian","Operational Delivery","Male","Unknown","615","580","28980","28080"
"In post","2023","Asian","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","Female","Heterosexual / straight","40","35","45730","39810"
"In post","2023","Asian","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","Male","Heterosexual / straight","30","30","46120","43650"
"In post","2023","Asian","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Other","Female","Heterosexual / straight","520","465","31720","28120"
"In post","2023","Asian","Other","Female","LGBO","15","10","[c]","[c]"
"In post","2023","Asian","Other","Female","Undeclared","35","30","29830","25880"
"In post","2023","Asian","Other","Female","Unknown","65","55","26240","23180"
"In post","2023","Asian","Other","Male","Heterosexual / straight","335","325","30930","27030"
"In post","2023","Asian","Other","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Other","Male","Undeclared","20","15","[c]","[c]"
"In post","2023","Asian","Other","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Asian","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Policy","Female","Heterosexual / straight","1295","1260","46060","42010"
"In post","2023","Asian","Policy","Female","LGBO","45","45","45680","41360"
"In post","2023","Asian","Policy","Female","Undeclared","70","65","42240","40930"
"In post","2023","Asian","Policy","Female","Unknown","70","65","48920","45960"
"In post","2023","Asian","Policy","Male","Heterosexual / straight","800","800","45760","41540"
"In post","2023","Asian","Policy","Male","LGBO","50","50","48540","43470"
"In post","2023","Asian","Policy","Male","Undeclared","45","45","46010","40540"
"In post","2023","Asian","Policy","Male","Unknown","45","40","55340","53970"
"In post","2023","Asian","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Female","Heterosexual / straight","580","560","43630","40040"
"In post","2023","Asian","Project Delivery","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Project Delivery","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Project Delivery","Female","Unknown","50","45","40500","38960"
"In post","2023","Asian","Project Delivery","Male","Heterosexual / straight","465","465","44690","41400"
"In post","2023","Asian","Project Delivery","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Project Delivery","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Project Delivery","Male","Unknown","45","45","44290","39790"
"In post","2023","Asian","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Female","Heterosexual / straight","105","100","36170","33830"
"In post","2023","Asian","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Property","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Property","Male","Heterosexual / straight","140","140","39630","34440"
"In post","2023","Asian","Property","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Asian","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Female","Heterosexual / straight","40","40","35840","32420"
"In post","2023","Asian","Psychology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Female","Heterosexual / straight","225","220","39690","37420"
"In post","2023","Asian","Science and Engineering","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Female","Unknown","40","40","43580","41680"
"In post","2023","Asian","Science and Engineering","Male","Heterosexual / straight","250","250","39290","38340"
"In post","2023","Asian","Science and Engineering","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Female","Heterosexual / straight","100","95","36780","34870"
"In post","2023","Asian","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Security","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Security","Male","Heterosexual / straight","205","205","32610","29990"
"In post","2023","Asian","Security","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Security","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Security","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","Female","Heterosexual / straight","45","45","44550","40050"
"In post","2023","Asian","Social Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
