"Status","Year","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Security","Unknown","25","25","36510","35740"
"In post","2023","Social Research","London","600","580","50320","45790"
"In post","2023","Social Research","Outside London","980","935","41590","39300"
"In post","2023","Statistics","London","1245","1205","47740","44250"
"In post","2023","Statistics","Outside London","1700","1630","42760","39300"
"In post","2023","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Tax","London","2340","2210","45910","39880"
"In post","2023","Tax","Outside London","15045","14255","36700","34700"
"In post","2023","Unknown","London","6065","5930","49090","42120"
"In post","2023","Unknown","Outside London","23915","22975","40670","34730"
"In post","2023","Unknown","Overseas","170","165","63630","60080"
"In post","2023","Unknown","Unknown","120","115","40710","32830"
"In post","2023","Veterinarian","London","10","10","53480","56440"
"In post","2023","Veterinarian","Outside London","385","365","44420","39110"
"Leaver CS","2023","Commercial","London","85","[c]","40120","35410"
"Leaver CS","2023","Commercial","Outside London","335","[c]","39900","37590"
"Leaver CS","2023","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","255","[c]","44460","41190"
"Leaver CS","2023","Communications","Outside London","140","[c]","36890","33780"
"Leaver CS","2023","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","120","[c]","37700","34020"
"Leaver CS","2023","Counter Fraud","Outside London","370","[c]","27490","27570"
"Leaver CS","2023","Digital, Data and Technology","London","520","[c]","49820","44700"
"Leaver CS","2023","Digital, Data and Technology","Outside London","1400","[c]","41600","38640"
"Leaver CS","2023","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","London","150","[c]","40420","33630"
"Leaver CS","2023","Economics","Outside London","65","[c]","28810","19860"
"Leaver CS","2023","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","210","[c]","48560","43760"
"Leaver CS","2023","Finance","Outside London","555","[c]","38690","34300"
"Leaver CS","2023","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Geography","Outside London","15","[c]","30790","30750"
"Leaver CS","2023","Human Resources","London","230","[c]","46660","41480"
"Leaver CS","2023","Human Resources","Outside London","1050","[c]","31470","27470"
"Leaver CS","2023","Human Resources","Overseas","55","[c]","50410","48580"
"Leaver CS","2023","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","Outside London","135","[c]","68090","77470"
"Leaver CS","2023","Intelligence Analysis","London","75","[c]","37000","37000"
"Leaver CS","2023","Intelligence Analysis","Outside London","100","[c]","30150","28110"
"Leaver CS","2023","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","25","[c]","58400","51290"
"Leaver CS","2023","Internal Audit","Outside London","45","[c]","41220","39200"
"Leaver CS","2023","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","London","75","[c]","48270","51710"
"Leaver CS","2023","International Trade","Outside London","30","[c]","38970","37590"
"Leaver CS","2023","International Trade","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","London","30","[c]","39140","32410"
"Leaver CS","2023","Knowledge and Information Management","Outside London","70","[c]","30790","27530"
"Leaver CS","2023","Legal","London","415","[c]","55660","54250"
"Leaver CS","2023","Legal","Outside London","445","[c]","49980","49050"
"Leaver CS","2023","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","London","60","[c]","73510","67340"
"Leaver CS","2023","Medicine","Outside London","315","[c]","49660","40590"
"Leaver CS","2023","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","London","3955","[c]","35420","31060"
"Leaver CS","2023","Operational Delivery","Outside London","21655","[c]","27070","25600"
"Leaver CS","2023","Operational Delivery","Overseas","15","[c]","54790","51930"
"Leaver CS","2023","Operational Delivery","Unknown","90","[c]","28630","27570"
"Leaver CS","2023","Operational Research","London","25","[c]","49070","41850"
"Leaver CS","2023","Operational Research","Outside London","25","[c]","43360","38900"
"Leaver CS","2023","Other","London","285","[c]","42450","34020"
"Leaver CS","2023","Other","Outside London","980","[c]","27950","21690"
"Leaver CS","2023","Other","Unknown","215","[c]","36050","33580"
"Leaver CS","2023","Planning","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Outside London","10","[c]","30580","29810"
"Leaver CS","2023","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","Outside London","20","[c]","59820","60050"
"Leaver CS","2023","Policy","London","1470","[c]","48010","43560"
"Leaver CS","2023","Policy","Outside London","560","[c]","39190","34300"
"Leaver CS","2023","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","315","[c]","48900","43210"
"Leaver CS","2023","Project Delivery","Outside London","875","[c]","42010","39890"
"Leaver CS","2023","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","85","[c]","44690","45540"
"Leaver CS","2023","Property","Outside London","430","[c]","34730","33000"
"Leaver CS","2023","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","110","[c]","42600","39470"
"Leaver CS","2023","Science and Engineering","London","165","[c]","42420","38200"
"Leaver CS","2023","Science and Engineering","Outside London","1280","[c]","36360","33820"
"Leaver CS","2023","Science and Engineering","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","90","[c]","36520","33460"
"Leaver CS","2023","Security","Outside London","735","[c]","31910","27500"
"Leaver CS","2023","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","45","[c]","36830","36180"
"Leaver CS","2023","Social Research","Outside London","45","[c]","35080","32820"
"Leaver CS","2023","Statistics","London","110","[c]","32090","26870"
"Leaver CS","2023","Statistics","Outside London","100","[c]","34110","31560"
"Leaver CS","2023","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","London","145","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Outside London","900","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","1545","[c]","51000","46250"
"Leaver CS","2023","Unknown","Outside London","2130","[c]","39460","33940"
"Leaver CS","2023","Unknown","Overseas","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","75","[c]","51260","30630"
"Leaver CS","2023","Veterinarian","London","10","[c]","48050","45400"
"Leaver CS","2023","Veterinarian","Outside London","35","[c]","43640","38230"
"Leaver Dept.","2023","Commercial","London","50","[c]","38060","34430"
"Leaver Dept.","2023","Commercial","Outside London","190","[c]","38140","38980"
"Leaver Dept.","2023","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","180","[c]","41620","38140"
"Leaver Dept.","2023","Communications","Outside London","75","[c]","35240","31940"
"Leaver Dept.","2023","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","50","[c]","36380","32520"
"Leaver Dept.","2023","Counter Fraud","Outside London","135","[c]","29180","28120"
"Leaver Dept.","2023","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","190","[c]","48400","43650"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","455","[c]","39130","37590"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","140","[c]","46920","38850"
"Leaver Dept.","2023","Economics","Outside London","20","[c]","41340","38340"
"Leaver Dept.","2023","Finance","London","175","[c]","48770","40000"
"Leaver Dept.","2023","Finance","Outside London","240","[c]","41070","35570"
"Leaver Dept.","2023","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","10","[c]","33260","32630"
"Leaver Dept.","2023","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","160","[c]","43400","38020"
"Leaver Dept.","2023","Human Resources","Outside London","385","[c]","34920","32000"
"Leaver Dept.","2023","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","London","35","[c]","40360","38020"
"Leaver Dept.","2023","Intelligence Analysis","Outside London","25","[c]","31640","27370"
"Leaver Dept.","2023","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","15","[c]","49260","42810"
"Leaver Dept.","2023","International Trade","London","70","[c]","40630","38160"
"Leaver Dept.","2023","International Trade","Outside London","10","[c]","41280","31590"
"Leaver Dept.","2023","International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","London","20","[c]","38480","34260"
"Leaver Dept.","2023","Knowledge and Information Management","Outside London","25","[c]","34230","32060"
"Leaver Dept.","2023","Legal","London","145","[c]","57810","54120"
"Leaver Dept.","2023","Legal","Outside London","95","[c]","48400","49050"
"Leaver Dept.","2023","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","London","1125","[c]","37200","32520"
"Leaver Dept.","2023","Operational Delivery","Outside London","4580","[c]","27930","27570"
"Leaver Dept.","2023","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Unknown","30","[c]","30040","28120"
"Leaver Dept.","2023","Operational Research","London","25","[c]","43290","41990"
"Leaver Dept.","2023","Operational Research","Outside London","30","[c]","37260","35200"
"Leaver Dept.","2023","Other","London","165","[c]","41290","35070"
"Leaver Dept.","2023","Other","Outside London","175","[c]","30220","26130"
"Leaver Dept.","2023","Other","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","1725","[c]","46640","41750"
"Leaver Dept.","2023","Policy","Outside London","505","[c]","39420","37540"
"Leaver Dept.","2023","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","London","240","[c]","43000","39150"
"Leaver Dept.","2023","Project Delivery","Outside London","325","[c]","39370","37590"
"Leaver Dept.","2023","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","20","[c]","50480","43650"
"Leaver Dept.","2023","Property","Outside London","95","[c]","35320","34300"
"Leaver Dept.","2023","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","London","35","[c]","37540","32960"
"Leaver Dept.","2023","Science and Engineering","Outside London","90","[c]","38950","38070"
"Leaver Dept.","2023","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","35","[c]","40610","36180"
"Leaver Dept.","2023","Security","Outside London","80","[c]","30190","27500"
"Leaver Dept.","2023","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Research","London","50","[c]","45170","42710"
"Leaver Dept.","2023","Social Research","Outside London","45","[c]","38440","37760"
"Leaver Dept.","2023","Statistics","London","115","[c]","39060","34250"
"Leaver Dept.","2023","Statistics","Outside London","70","[c]","36920","33540"
"Leaver Dept.","2023","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","Outside London","240","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","1740","[c]","44970","38330"
"Leaver Dept.","2023","Unknown","Outside London","685","[c]","37190","33020"
"Leaver Dept.","2023","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","70","[c]","37750","33020"
"Leaver Dept.","2023","Veterinarian","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","London","115","[c]","41210","35010"
"New entrant CS","2023","Commercial","Outside London","550","[c]","37270","32500"
"New entrant CS","2023","Communications","London","260","[c]","39680","37870"
"New entrant CS","2023","Communications","Outside London","290","[c]","35450","32800"
"New entrant CS","2023","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","London","15","[c]","40310","42000"
"New entrant CS","2023","Corporate Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","London","100","[c]","32650","32260"
"New entrant CS","2023","Counter Fraud","Outside London","435","[c]","26960","25610"
"New entrant CS","2023","Digital, Data and Technology","London","685","[c]","45770","41320"
"New entrant CS","2023","Digital, Data and Technology","Outside London","2165","[c]","38900","36300"
"New entrant CS","2023","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Economics","London","235","[c]","35580","34480"
"New entrant CS","2023","Economics","Outside London","145","[c]","31010","31060"
"New entrant CS","2023","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","170","[c]","39600","35410"
"New entrant CS","2023","Finance","Outside London","605","[c]","32230","27600"
"New entrant CS","2023","Finance","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Geography","Outside London","50","[c]","27650","27610"
"New entrant CS","2023","Human Resources","London","180","[c]","37710","31290"
"New entrant CS","2023","Human Resources","Outside London","995","[c]","31500","27650"
"New entrant CS","2023","Human Resources","Overseas","20","[c]","45280","45690"
"New entrant CS","2023","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","London","30","[c]","66920","72470"
"New entrant CS","2023","Inspector of Education and Training","Outside London","280","[c]","59560","52750"
"New entrant CS","2023","Intelligence Analysis","London","40","[c]","34550","31470"
"New entrant CS","2023","Intelligence Analysis","Outside London","115","[c]","28350","27080"
"New entrant CS","2023","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","London","20","[c]","45050","43160"
"New entrant CS","2023","Internal Audit","Outside London","35","[c]","44130","39200"
"New entrant CS","2023","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","London","140","[c]","41220","35010"
"New entrant CS","2023","International Trade","Outside London","355","[c]","41040","41850"
"New entrant CS","2023","Knowledge and Information Management","London","80","[c]","33270","31960"
"New entrant CS","2023","Knowledge and Information Management","Outside London","120","[c]","29970","27110"
"New entrant CS","2023","Legal","London","360","[c]","46730","52020"
"New entrant CS","2023","Legal","Outside London","480","[c]","42960","40800"
"New entrant CS","2023","Legal","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","London","50","[c]","76340","61730"
"New entrant CS","2023","Medicine","Outside London","280","[c]","48470","40590"
"New entrant CS","2023","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","London","3945","[c]","30640","28400"
"New entrant CS","2023","Operational Delivery","Outside London","28420","[c]","25160","23230"
"New entrant CS","2023","Operational Delivery","Overseas","15","[c]","41690","39680"
"New entrant CS","2023","Operational Delivery","Unknown","135","[c]","26340","25750"
"New entrant CS","2023","Operational Research","London","40","[c]","38020","36030"
"New entrant CS","2023","Operational Research","Outside London","170","[c]","28280","22520"
"New entrant CS","2023","Other","London","250","[c]","34640","29890"
"New entrant CS","2023","Other","Outside London","1320","[c]","26300","21690"
"New entrant CS","2023","Other","Unknown","155","[c]","22660","17660"
"New entrant CS","2023","Planning","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectors","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectors","Outside London","80","[c]","48380","43740"
"New entrant CS","2023","Policy","London","1225","[c]","39180","35040"
"New entrant CS","2023","Policy","Outside London","900","[c]","35400","31350"
"New entrant CS","2023","Policy","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","London","395","[c]","39670","35400"
"New entrant CS","2023","Project Delivery","Outside London","1050","[c]","37130","33990"
"New entrant CS","2023","Property","London","95","[c]","38140","35410"
"New entrant CS","2023","Property","Outside London","580","[c]","32360","27650"
"New entrant CS","2023","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Psychology","London","15","[c]","31980","31310"
"New entrant CS","2023","Psychology","Outside London","145","[c]","30660","28480"
"New entrant CS","2023","Science and Engineering","London","140","[c]","39360","33500"
"New entrant CS","2023","Science and Engineering","Outside London","1385","[c]","32620","30650"
"New entrant CS","2023","Science and Engineering","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Security","London","75","[c]","37600","34940"
"New entrant CS","2023","Security","Outside London","740","[c]","29630","27500"
"New entrant CS","2023","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","London","80","[c]","37660","36670"
"New entrant CS","2023","Social Research","Outside London","140","[c]","34180","31560"
"New entrant CS","2023","Statistics","London","175","[c]","30900","28840"
"New entrant CS","2023","Statistics","Outside London","200","[c]","32530","31310"
"New entrant CS","2023","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Tax","London","40","[c]","40700","39110"
"New entrant CS","2023","Tax","Outside London","200","[c]","34070","34400"
"New entrant CS","2023","Unknown","London","770","[c]","35020","28840"
"New entrant CS","2023","Unknown","Outside London","4285","[c]","31770","29100"
"New entrant CS","2023","Unknown","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","45","[c]","37720","24330"
"New entrant CS","2023","Veterinarian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Veterinarian","Outside London","35","[c]","34790","37300"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
