"Status","Year","Ethnicity","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","80","75","48640","53030"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","60","60","44830","38580"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Female","Heterosexual / straight","465","445","40830","37590"
"In post","2023","Asian","Department for Education","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Department for Education","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Department for Education","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Department for Education","Male","Heterosexual / straight","305","305","42840","37880"
"In post","2023","Asian","Department for Education","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Department for Education","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Department for Education","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Female","Heterosexual / straight","275","270","36160","33830"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","180","175","38740","33830"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Female","Heterosexual / straight","140","140","44910","41550"
"In post","2023","Asian","Department for International Trade","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Male","Heterosexual / straight","135","135","46890","41880"
"In post","2023","Asian","Department for International Trade","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Female","Heterosexual / straight","155","150","43470","37540"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Male","Heterosexual / straight","120","115","43640","39330"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport","Female","Heterosexual / straight","270","255","40050","35760"
"In post","2023","Asian","Department for Transport","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Asian","Department for Transport","Female","Unknown","10","5","[c]","[c]"
"In post","2023","Asian","Department for Transport","Male","Heterosexual / straight","360","350","39260","34850"
"In post","2023","Asian","Department for Transport","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Asian","Department for Transport","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Department for Transport","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions","Female","Heterosexual / straight","3595","3140","29430","28120"
"In post","2023","Asian","Department for Work and Pensions","Female","LGBO","70","55","28410","28120"
"In post","2023","Asian","Department for Work and Pensions","Female","Undeclared","315","260","28260","28120"
"In post","2023","Asian","Department for Work and Pensions","Female","Unknown","665","510","28040","28120"
"In post","2023","Asian","Department for Work and Pensions","Male","Heterosexual / straight","2745","2670","30080","28120"
"In post","2023","Asian","Department for Work and Pensions","Male","LGBO","50","50","32010","28120"
"In post","2023","Asian","Department for Work and Pensions","Male","Undeclared","130","125","28670","28120"
"In post","2023","Asian","Department for Work and Pensions","Male","Unknown","325","305","27910","28120"
"In post","2023","Asian","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care","Female","Heterosexual / straight","625","595","43150","35860"
"In post","2023","Asian","Department of Health and Social Care","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care","Female","Undeclared","55","55","43420","41780"
"In post","2023","Asian","Department of Health and Social Care","Female","Unknown","80","75","51960","41680"
"In post","2023","Asian","Department of Health and Social Care","Male","Heterosexual / straight","310","300","45670","40880"
"In post","2023","Asian","Department of Health and Social Care","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care","Male","Undeclared","30","30","42060","41190"
"In post","2023","Asian","Department of Health and Social Care","Male","Unknown","45","40","52610","46000"
"In post","2023","Asian","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Female","Heterosexual / straight","35","35","43310","37720"
"In post","2023","Asian","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","235","225","43720","38540"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Female","Unknown","45","40","44320","39900"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","175","175","46280","38680"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Male","Unknown","30","30","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Land Registry","Female","Heterosexual / straight","85","80","31390","28080"
"In post","2023","Asian","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Land Registry","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","HM Land Registry","Female","Unknown","30","25","[c]","[c]"
"In post","2023","Asian","HM Land Registry","Male","Heterosexual / straight","75","75","33650","28080"
"In post","2023","Asian","HM Land Registry","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Land Registry","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","HM Land Registry","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Land Registry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Land Registry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Revenue and Customs","Female","Heterosexual / straight","2290","2115","34910","32540"
"In post","2023","Asian","HM Revenue and Customs","Female","LGBO","60","55","29610","27290"
"In post","2023","Asian","HM Revenue and Customs","Female","Undeclared","145","125","32100","28130"
"In post","2023","Asian","HM Revenue and Customs","Female","Unknown","530","475","32250","28130"
"In post","2023","Asian","HM Revenue and Customs","Male","Heterosexual / straight","2775","2710","34580","34370"
"In post","2023","Asian","HM Revenue and Customs","Male","LGBO","85","80","33830","28130"
"In post","2023","Asian","HM Revenue and Customs","Male","Undeclared","135","130","33650","32540"
"In post","2023","Asian","HM Revenue and Customs","Male","Unknown","470","445","35280","34370"
"In post","2023","Asian","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Revenue and Customs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury","Female","Heterosexual / straight","180","175","44470","42700"
"In post","2023","Asian","HM Treasury","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Asian","HM Treasury","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury","Male","Heterosexual / straight","110","110","45710","39050"
"In post","2023","Asian","HM Treasury","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","HM Treasury","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","HM Treasury","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Home Office","Female","Heterosexual / straight","2345","2120","33550","30200"
"In post","2023","Asian","Home Office","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Home Office","Female","Undeclared","240","210","30840","29890"
"In post","2023","Asian","Home Office","Female","Unknown","45","45","30300","29750"
"In post","2023","Asian","Home Office","Male","Heterosexual / straight","1750","1685","33940","30140"
"In post","2023","Asian","Home Office","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Asian","Home Office","Male","Undeclared","120","110","32000","29890"
"In post","2023","Asian","Home Office","Male","Unknown","35","35","33110","26400"
"In post","2023","Asian","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","Female","Heterosexual / straight","580","550","36920","33830"
"In post","2023","Asian","Ministry of Defence","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","Female","Undeclared","40","35","39170","33830"
"In post","2023","Asian","Ministry of Defence","Female","Unknown","35","35","35180","30650"
"In post","2023","Asian","Ministry of Defence","Male","Heterosexual / straight","760","750","38190","34760"
"In post","2023","Asian","Ministry of Defence","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","Male","Undeclared","35","35","37330","33990"
"In post","2023","Asian","Ministry of Defence","Male","Unknown","45","45","36190","32500"
"In post","2023","Asian","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","Female","Heterosexual / straight","2600","2370","30380","25830"
"In post","2023","Asian","Ministry of Justice","Female","LGBO","55","50","27120","25830"
"In post","2023","Asian","Ministry of Justice","Female","Undeclared","160","140","29710","25480"
"In post","2023","Asian","Ministry of Justice","Female","Unknown","65","55","34100","29290"
"In post","2023","Asian","Ministry of Justice","Male","Heterosexual / straight","1965","1875","32150","29660"
"In post","2023","Asian","Ministry of Justice","Male","LGBO","50","50","32060","27140"
"In post","2023","Asian","Ministry of Justice","Male","Undeclared","95","90","30490","26630"
"In post","2023","Asian","Ministry of Justice","Male","Unknown","65","60","35150","31310"
"In post","2023","Asian","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Female","Heterosexual / straight","155","150","39000","38640"
"In post","2023","Asian","National Crime Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Male","Heterosexual / straight","110","110","40260","39630"
"In post","2023","Asian","National Crime Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
