"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HM Revenue and Customs","Security","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","South West (England)","SEO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","West Midlands (England)","EO","20","15","28300","28130"
"In post","2023","HM Revenue and Customs","Security","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","West Midlands (England)","G7","10","10","58030","57970"
"In post","2023","HM Revenue and Customs","Security","West Midlands (England)","HEO","10","10","35000","35000"
"In post","2023","HM Revenue and Customs","Security","West Midlands (England)","SEO","20","20","43070","42510"
"In post","2023","HM Revenue and Customs","Security","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","Yorkshire and The Humber","SEO","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","London","G6","10","10","78350","78600"
"In post","2023","HM Revenue and Customs","Social Research","London","G7","25","25","63810","65230"
"In post","2023","HM Revenue and Customs","Social Research","London","HEO","25","25","39110","39450"
"In post","2023","HM Revenue and Customs","Social Research","London","SEO","15","10","46030","45960"
"In post","2023","HM Revenue and Customs","Social Research","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","North West (England)","G7","20","15","57240","57970"
"In post","2023","HM Revenue and Customs","Social Research","North West (England)","HEO","10","10","34600","34700"
"In post","2023","HM Revenue and Customs","Social Research","North West (England)","SEO","20","20","42070","41780"
"In post","2023","HM Revenue and Customs","Social Research","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","London","EO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","London","G6","20","20","78340","78600"
"In post","2023","HM Revenue and Customs","Statistics","London","G7","55","55","64300","65230"
"In post","2023","HM Revenue and Customs","Statistics","London","HEO","35","35","39690","39790"
"In post","2023","HM Revenue and Customs","Statistics","London","SCS level","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","London","SEO","60","55","45960","45950"
"In post","2023","HM Revenue and Customs","Statistics","North East (England)","G7","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","North East (England)","SEO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","North West (England)","EO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","North West (England)","G6","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","North West (England)","G7","30","30","57420","57970"
"In post","2023","HM Revenue and Customs","Statistics","North West (England)","HEO","45","40","34790","35000"
"In post","2023","HM Revenue and Customs","Statistics","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","North West (England)","SEO","45","45","42160","42140"
"In post","2023","HM Revenue and Customs","Statistics","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Tax","East Midlands (England)","AO","115","105","22520","22520"
"In post","2023","HM Revenue and Customs","Tax","East Midlands (England)","EO","380","365","28140","28130"
"In post","2023","HM Revenue and Customs","Tax","East Midlands (England)","G6","45","45","71150","71300"
"In post","2023","HM Revenue and Customs","Tax","East Midlands (England)","G7","190","185","57640","57970"
"In post","2023","HM Revenue and Customs","Tax","East Midlands (England)","HEO","470","450","35020","35000"
"In post","2023","HM Revenue and Customs","Tax","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Tax","East Midlands (England)","SEO","185","175","42530","42510"
"In post","2023","HM Revenue and Customs","Tax","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Tax","East of England","EO","15","10","29510","29730"
"In post","2023","HM Revenue and Customs","Tax","East of England","G6","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Tax","East of England","G7","10","10","58470","57970"
"In post","2023","HM Revenue and Customs","Tax","East of England","HEO","45","40","35520","35070"
"In post","2023","HM Revenue and Customs","Tax","East of England","SEO","20","15","43070","42590"
"In post","2023","HM Revenue and Customs","Tax","London","AO","55","50","26610","26920"
"In post","2023","HM Revenue and Customs","Tax","London","EO","475","445","33030","32540"
"In post","2023","HM Revenue and Customs","Tax","London","G6","140","130","78540","78600"
"In post","2023","HM Revenue and Customs","Tax","London","G7","365","350","64840","65230"
"In post","2023","HM Revenue and Customs","Tax","London","HEO","925","880","40140","39790"
"In post","2023","HM Revenue and Customs","Tax","London","SCS level","20","20","87160","85040"
"In post","2023","HM Revenue and Customs","Tax","London","SEO","355","340","46560","45960"
"In post","2023","HM Revenue and Customs","Tax","North East (England)","AO","440","400","22520","22520"
"In post","2023","HM Revenue and Customs","Tax","North East (England)","EO","700","670","28150","28130"
"In post","2023","HM Revenue and Customs","Tax","North East (England)","G6","50","45","71040","71300"
"In post","2023","HM Revenue and Customs","Tax","North East (England)","G7","190","180","57670","57970"
"In post","2023","HM Revenue and Customs","Tax","North East (England)","HEO","605","585","34900","35000"
"In post","2023","HM Revenue and Customs","Tax","North East (England)","SCS level","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Tax","North East (England)","SEO","200","190","42330","42510"
"In post","2023","HM Revenue and Customs","Tax","North West (England)","AO","510","465","22520","22520"
"In post","2023","HM Revenue and Customs","Tax","North West (England)","EO","710","680","28150","27890"
"In post","2023","HM Revenue and Customs","Tax","North West (England)","G6","140","135","71260","71300"
"In post","2023","HM Revenue and Customs","Tax","North West (England)","G7","420","400","57640","57970"
"In post","2023","HM Revenue and Customs","Tax","North West (England)","HEO","920","885","34980","35000"
"In post","2023","HM Revenue and Customs","Tax","North West (England)","SCS level","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Tax","North West (England)","SEO","430","410","42440","42510"
"In post","2023","HM Revenue and Customs","Tax","Northern Ireland","AO","105","100","22520","22520"
"In post","2023","HM Revenue and Customs","Tax","Northern Ireland","EO","165","155","28060","27890"
"In post","2023","HM Revenue and Customs","Tax","Northern Ireland","G6","20","20","70790","71300"
"In post","2023","HM Revenue and Customs","Tax","Northern Ireland","G7","110","105","57480","57970"
"In post","2023","HM Revenue and Customs","Tax","Northern Ireland","HEO","255","245","34920","34700"
"In post","2023","HM Revenue and Customs","Tax","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Tax","Northern Ireland","SEO","95","90","42530","42510"
"In post","2023","HM Revenue and Customs","Tax","Scotland","AO","365","345","22520","22520"
"In post","2023","HM Revenue and Customs","Tax","Scotland","EO","415","375","28380","28130"
"In post","2023","HM Revenue and Customs","Tax","Scotland","G6","70","65","70980","71300"
"In post","2023","HM Revenue and Customs","Tax","Scotland","G7","230","220","57560","57970"
"In post","2023","HM Revenue and Customs","Tax","Scotland","HEO","655","620","35010","35000"
"In post","2023","HM Revenue and Customs","Tax","Scotland","SCS level","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Tax","Scotland","SEO","235","220","42390","42510"
"In post","2023","HM Revenue and Customs","Tax","South East (England)","AO","60","55","22600","22520"
"In post","2023","HM Revenue and Customs","Tax","South East (England)","EO","110","95","29500","29730"
"In post","2023","HM Revenue and Customs","Tax","South East (England)","G6","25","25","72840","71300"
"In post","2023","HM Revenue and Customs","Tax","South East (England)","G7","45","45","58840","58180"
"In post","2023","HM Revenue and Customs","Tax","South East (England)","HEO","165","150","35980","35070"
"In post","2023","HM Revenue and Customs","Tax","South East (England)","SEO","65","60","43120","42510"
"In post","2023","HM Revenue and Customs","Tax","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Tax","South West (England)","EO","60","55","28820","28130"
"In post","2023","HM Revenue and Customs","Tax","South West (England)","G6","50","45","71200","71300"
"In post","2023","HM Revenue and Customs","Tax","South West (England)","G7","135","130","57710","57970"
"In post","2023","HM Revenue and Customs","Tax","South West (England)","HEO","200","190","35090","35000"
"In post","2023","HM Revenue and Customs","Tax","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Tax","South West (England)","SEO","95","90","42550","42510"
"In post","2023","HM Revenue and Customs","Tax","Wales","AO","150","140","22520","22520"
"In post","2023","HM Revenue and Customs","Tax","Wales","EO","525","500","28120","28130"
"In post","2023","HM Revenue and Customs","Tax","Wales","G6","30","30","71230","71300"
"In post","2023","HM Revenue and Customs","Tax","Wales","G7","160","155","57500","57970"
"In post","2023","HM Revenue and Customs","Tax","Wales","HEO","565","545","34910","35000"
"In post","2023","HM Revenue and Customs","Tax","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Tax","Wales","SEO","175","170","42390","42510"
"In post","2023","HM Revenue and Customs","Tax","West Midlands (England)","AO","90","85","22520","22520"
"In post","2023","HM Revenue and Customs","Tax","West Midlands (England)","EO","360","340","28250","27890"
"In post","2023","HM Revenue and Customs","Tax","West Midlands (England)","G6","55","50","71190","71300"
"In post","2023","HM Revenue and Customs","Tax","West Midlands (England)","G7","180","170","57670","57970"
"In post","2023","HM Revenue and Customs","Tax","West Midlands (England)","HEO","490","470","35020","35000"
"In post","2023","HM Revenue and Customs","Tax","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Tax","West Midlands (England)","SEO","200","190","42510","42510"
"In post","2023","HM Revenue and Customs","Tax","Yorkshire and The Humber","AO","155","145","22520","22520"
"In post","2023","HM Revenue and Customs","Tax","Yorkshire and The Humber","EO","485","465","28150","28130"
"In post","2023","HM Revenue and Customs","Tax","Yorkshire and The Humber","G6","50","45","70980","71300"
"In post","2023","HM Revenue and Customs","Tax","Yorkshire and The Humber","G7","175","165","57590","57970"
"In post","2023","HM Revenue and Customs","Tax","Yorkshire and The Humber","HEO","490","465","34980","35000"
"In post","2023","HM Revenue and Customs","Tax","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Tax","Yorkshire and The Humber","SEO","135","125","42350","42510"
"In post","2023","HM Revenue and Customs","Unknown","East Midlands (England)","AO","60","60","22520","22520"
"In post","2023","HM Revenue and Customs","Unknown","East Midlands (England)","EO","60","55","27920","27890"
"In post","2023","HM Revenue and Customs","Unknown","East Midlands (England)","G6","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","East Midlands (England)","G7","30","30","56550","56870"
"In post","2023","HM Revenue and Customs","Unknown","East Midlands (England)","HEO","140","140","34800","34700"
"In post","2023","HM Revenue and Customs","Unknown","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","East Midlands (England)","SEO","55","55","42280","42140"
"In post","2023","HM Revenue and Customs","Unknown","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","East of England","HEO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","London","AO","45","45","26920","26920"
"In post","2023","HM Revenue and Customs","Unknown","London","EO","180","180","32350","32260"
"In post","2023","HM Revenue and Customs","Unknown","London","G6","125","120","76490","78220"
"In post","2023","HM Revenue and Customs","Unknown","London","G7","270","270","63060","63990"
"In post","2023","HM Revenue and Customs","Unknown","London","HEO","250","250","39540","39450"
"In post","2023","HM Revenue and Customs","Unknown","London","SCS level","50","50","100480","86460"
"In post","2023","HM Revenue and Customs","Unknown","London","SEO","170","170","45670","45560"
"In post","2023","HM Revenue and Customs","Unknown","North East (England)","AA","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","North East (England)","AO","115","105","22520","22520"
"In post","2023","HM Revenue and Customs","Unknown","North East (England)","EO","125","120","27970","27890"
"In post","2023","HM Revenue and Customs","Unknown","North East (England)","G6","15","15","68840","69940"
"In post","2023","HM Revenue and Customs","Unknown","North East (England)","G7","55","55","55360","55780"
"In post","2023","HM Revenue and Customs","Unknown","North East (England)","HEO","130","125","34720","34700"
"In post","2023","HM Revenue and Customs","Unknown","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","North East (England)","SEO","85","80","42090","41780"
"In post","2023","HM Revenue and Customs","Unknown","North West (England)","AO","110","105","22520","22520"
"In post","2023","HM Revenue and Customs","Unknown","North West (England)","EO","185","180","27990","27890"
"In post","2023","HM Revenue and Customs","Unknown","North West (England)","G6","30","30","69920","71300"
"In post","2023","HM Revenue and Customs","Unknown","North West (England)","G7","75","75","55420","54680"
"In post","2023","HM Revenue and Customs","Unknown","North West (England)","HEO","300","295","34750","34700"
"In post","2023","HM Revenue and Customs","Unknown","North West (England)","SCS level","15","15","85980","77320"
"In post","2023","HM Revenue and Customs","Unknown","North West (England)","SEO","115","110","42110","42140"
"In post","2023","HM Revenue and Customs","Unknown","Northern Ireland","AO","20","20","22520","22520"
"In post","2023","HM Revenue and Customs","Unknown","Northern Ireland","EO","30","30","28000","27890"
"In post","2023","HM Revenue and Customs","Unknown","Northern Ireland","G7","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","Northern Ireland","HEO","35","35","34860","35000"
"In post","2023","HM Revenue and Customs","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","Northern Ireland","SEO","10","10","42110","42140"
"In post","2023","HM Revenue and Customs","Unknown","Scotland","AO","100","95","22520","22520"
"In post","2023","HM Revenue and Customs","Unknown","Scotland","EO","45","40","28080","27890"
"In post","2023","HM Revenue and Customs","Unknown","Scotland","G6","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","Scotland","G7","15","15","56020","57970"
"In post","2023","HM Revenue and Customs","Unknown","Scotland","HEO","75","75","34760","34700"
"In post","2023","HM Revenue and Customs","Unknown","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","Scotland","SEO","20","20","42180","42140"
"In post","2023","HM Revenue and Customs","Unknown","South East (England)","AO","20","20","22520","22520"
"In post","2023","HM Revenue and Customs","Unknown","South East (England)","EO","30","25","27970","28120"
"In post","2023","HM Revenue and Customs","Unknown","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","South East (England)","G7","30","30","57750","57970"
"In post","2023","HM Revenue and Customs","Unknown","South East (England)","HEO","35","35","35290","35000"
"In post","2023","HM Revenue and Customs","Unknown","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","South East (England)","SEO","40","40","43790","44650"
"In post","2023","HM Revenue and Customs","Unknown","South West (England)","AO","20","20","22520","22520"
"In post","2023","HM Revenue and Customs","Unknown","South West (England)","EO","35","30","28040","27890"
"In post","2023","HM Revenue and Customs","Unknown","South West (England)","G6","20","15","68900","69280"
"In post","2023","HM Revenue and Customs","Unknown","South West (England)","G7","35","35","54830","54680"
"In post","2023","HM Revenue and Customs","Unknown","South West (England)","HEO","85","85","34920","35000"
"In post","2023","HM Revenue and Customs","Unknown","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","South West (England)","SEO","25","25","41970","41780"
"In post","2023","HM Revenue and Customs","Unknown","Wales","AO","70","70","22520","22520"
"In post","2023","HM Revenue and Customs","Unknown","Wales","EO","55","55","28020","27890"
"In post","2023","HM Revenue and Customs","Unknown","Wales","G6","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","Wales","G7","20","20","55410","54680"
"In post","2023","HM Revenue and Customs","Unknown","Wales","HEO","80","80","34880","35000"
"In post","2023","HM Revenue and Customs","Unknown","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","Wales","SEO","40","40","42010","42140"
"In post","2023","HM Revenue and Customs","Unknown","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","West Midlands (England)","AO","25","25","22520","22520"
"In post","2023","HM Revenue and Customs","Unknown","West Midlands (England)","EO","105","100","28090","27890"
"In post","2023","HM Revenue and Customs","Unknown","West Midlands (England)","G6","15","15","70160","71300"
"In post","2023","HM Revenue and Customs","Unknown","West Midlands (England)","G7","65","65","56260","56870"
"In post","2023","HM Revenue and Customs","Unknown","West Midlands (England)","HEO","210","210","35150","34700"
"In post","2023","HM Revenue and Customs","Unknown","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","West Midlands (England)","SEO","115","115","43160","42510"
"In post","2023","HM Revenue and Customs","Unknown","Yorkshire and The Humber","AO","75","70","22520","22520"
"In post","2023","HM Revenue and Customs","Unknown","Yorkshire and The Humber","EO","65","65","28100","27890"
"In post","2023","HM Revenue and Customs","Unknown","Yorkshire and The Humber","G6","10","10","69550","71300"
"In post","2023","HM Revenue and Customs","Unknown","Yorkshire and The Humber","G7","40","40","55700","55230"
"In post","2023","HM Revenue and Customs","Unknown","Yorkshire and The Humber","HEO","95","90","34750","34700"
"In post","2023","HM Revenue and Customs","Unknown","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Unknown","Yorkshire and The Humber","SEO","35","35","42220","42140"
"In post","2023","HM Treasury","Commercial","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Commercial","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Commercial","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","London","G7","15","15","55660","54640"
"In post","2023","HM Treasury","Communications","London","HEO","15","15","34370","33630"
"In post","2023","HM Treasury","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Corporate Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Corporate Finance","London","G7","5","5","[c]","[c]"
"In post","2023","HM Treasury","Corporate Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Corporate Finance","London","SEO","5","5","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","London","G6","5","5","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","London","G7","20","20","62750","60880"
"In post","2023","HM Treasury","Digital, Data and Technology","London","HEO","10","10","37450","38810"
"In post","2023","HM Treasury","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","London","SEO","10","10","49050","43270"
"In post","2023","HM Treasury","Digital, Data and Technology","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Economics","London","AO","10","10","[c]","[c]"
"In post","2023","HM Treasury","Economics","London","EO","20","20","24940","24790"
"In post","2023","HM Treasury","Economics","London","G6","25","25","66870","65320"
"In post","2023","HM Treasury","Economics","London","G7","65","65","55250","54130"
"In post","2023","HM Treasury","Economics","London","HEO","65","65","35630","35400"
"In post","2023","HM Treasury","Economics","London","SCS level","10","10","90320","82400"
"In post","2023","HM Treasury","Economics","London","SEO","10","10","[c]","[c]"
"In post","2023","HM Treasury","Economics","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Economics","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Economics","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Economics","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Economics","North East (England)","HEO","5","5","[c]","[c]"
"In post","2023","HM Treasury","Economics","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Economics","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","London","EO","10","10","[c]","[c]"
"In post","2023","HM Treasury","Finance","London","G6","10","10","69690","65850"
"In post","2023","HM Treasury","Finance","London","G7","25","25","56430","54440"
"In post","2023","HM Treasury","Finance","London","HEO","10","10","35830","33630"
"In post","2023","HM Treasury","Finance","London","SCS level","5","5","[c]","[c]"
"In post","2023","HM Treasury","Finance","London","SEO","10","10","44490","44460"
"In post","2023","HM Treasury","Finance","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","East of England","AO","10","10","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","East of England","EO","15","10","25360","25460"
"In post","2023","HM Treasury","Human Resources","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","East of England","HEO","10","10","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","London","EO","5","5","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","London","G6","10","10","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","London","G7","25","25","55470","54090"
"In post","2023","HM Treasury","Human Resources","London","HEO","10","10","41960","41850"
"In post","2023","HM Treasury","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","London","SEO","5","5","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","North East (England)","EO","[c]","[c]","[c]","[c]"
