"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","London","G7","20","20","57690","56430"
"In post","2023","Commercial","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Commercial","Human Resources","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","International Trade","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","London","EO","35","35","31690","32300"
"In post","2023","Commercial","Operational Delivery","London","G6","20","20","80290","80170"
"In post","2023","Commercial","Operational Delivery","London","G7","60","60","59640","57910"
"In post","2023","Commercial","Operational Delivery","London","HEO","35","35","35920","35040"
"In post","2023","Commercial","Operational Delivery","London","SCS level","10","10","118720","117760"
"In post","2023","Commercial","Operational Delivery","London","SEO","70","70","46590","45130"
"In post","2023","Commercial","Operational Delivery","Outside London","AO","15","15","22470","22150"
"In post","2023","Commercial","Operational Delivery","Outside London","EO","30","25","27150","27320"
"In post","2023","Commercial","Operational Delivery","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","Outside London","G7","25","25","53830","52000"
"In post","2023","Commercial","Operational Delivery","Outside London","HEO","25","25","33350","34400"
"In post","2023","Commercial","Operational Delivery","Outside London","SEO","25","25","40000","39890"
"In post","2023","Commercial","Other","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Other","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Other","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Other","London","HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Other","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Other","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Commercial","Other","Outside London","EO","10","5","26820","26240"
"In post","2023","Commercial","Other","Outside London","G6","10","10","61360","60490"
"In post","2023","Commercial","Other","Outside London","G7","50","50","47140","47960"
"In post","2023","Commercial","Other","Outside London","HEO","40","35","32150","31750"
"In post","2023","Commercial","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Other","Outside London","SEO","40","35","38380","37420"
"In post","2023","Commercial","Policy","London","G7","5","5","[c]","[c]"
"In post","2023","Commercial","Policy","London","SEO","10","10","[c]","[c]"
"In post","2023","Commercial","Policy","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Policy","Outside London","G6","15","10","63900","64000"
"In post","2023","Commercial","Policy","Outside London","G7","15","15","52350","52790"
"In post","2023","Commercial","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Policy","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Commercial","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Policy","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","London","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","Outside London","EO","10","10","27810","28120"
"In post","2023","Commercial","Project Delivery","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Project Delivery","Outside London","G7","10","10","52890","51360"
"In post","2023","Commercial","Project Delivery","Outside London","HEO","30","30","33370","34170"
"In post","2023","Commercial","Project Delivery","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Commercial","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Tax","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","London","G6","10","10","[c]","[c]"
"In post","2023","Commercial","Unknown","London","G7","30","30","62100","58050"
"In post","2023","Commercial","Unknown","London","HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","London","SEO","10","10","[c]","[c]"
"In post","2023","Commercial","Unknown","Outside London","EO","10","10","27010","27650"
"In post","2023","Commercial","Unknown","Outside London","G6","10","10","74590","67190"
"In post","2023","Commercial","Unknown","Outside London","G7","35","30","59360","56000"
"In post","2023","Commercial","Unknown","Outside London","HEO","15","15","33640","34400"
"In post","2023","Commercial","Unknown","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Commercial","Unknown","Outside London","SEO","25","25","41030","41780"
"In post","2023","Commercial","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","London","AO","30","30","25490","25650"
"In post","2023","Communications","Communications","London","EO","150","145","30190","29660"
"In post","2023","Communications","Communications","London","G6","175","170","70580","70730"
"In post","2023","Communications","Communications","London","G7","435","420","57730","56430"
