"Status","Year","Age","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Department for Education","Outside London","Undeclared","50","50","33080","30890"
"In post","2023","20-29","Department for Education","Outside London","Unknown","95","95","33940","30700"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","520","515","38620","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","London","LGBO","75","75","40020","40260"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","London","Undeclared","55","55","39160","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","London","Unknown","135","135","37930","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","1015","1000","28640","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Outside London","LGBO","215","210","28390","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","120","120","28630","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Outside London","Unknown","265","265","26410","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","London","Heterosexual / straight","590","590","41690","41550"
"In post","2023","20-29","Department for International Trade","London","LGBO","110","110","40470","35010"
"In post","2023","20-29","Department for International Trade","London","Undeclared","30","30","43160","41550"
"In post","2023","20-29","Department for International Trade","London","Unknown","280","280","41970","41550"
"In post","2023","20-29","Department for International Trade","Outside London","Heterosexual / straight","65","65","33810","31440"
"In post","2023","20-29","Department for International Trade","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Outside London","Unknown","30","30","34640","31690"
"In post","2023","20-29","Department for International Trade","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","London","Heterosexual / straight","405","405","42240","40390"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","London","LGBO","95","95","41930","40390"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","London","Undeclared","50","45","42050","40390"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","London","Unknown","100","100","40090","34310"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Outside London","Heterosexual / straight","190","190","34990","31420"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Outside London","LGBO","35","35","35730","31550"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Outside London","Unknown","40","40","29380","30790"
"In post","2023","20-29","Department for Transport","London","Heterosexual / straight","460","460","43140","43320"
"In post","2023","20-29","Department for Transport","London","LGBO","80","80","45050","43750"
"In post","2023","20-29","Department for Transport","London","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Department for Transport","London","Unknown","230","230","41710","37150"
"In post","2023","20-29","Department for Transport","Outside London","Heterosexual / straight","890","855","26720","22500"
"In post","2023","20-29","Department for Transport","Outside London","LGBO","115","115","26950","22500"
"In post","2023","20-29","Department for Transport","Outside London","Undeclared","60","60","28070","26780"
"In post","2023","20-29","Department for Transport","Outside London","Unknown","395","385","25680","22500"
"In post","2023","20-29","Department for Transport","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","London","Heterosexual / straight","1020","1005","34540","32520"
"In post","2023","20-29","Department for Work and Pensions","London","LGBO","90","90","36610","32520"
"In post","2023","20-29","Department for Work and Pensions","London","Undeclared","60","55","35120","32520"
"In post","2023","20-29","Department for Work and Pensions","London","Unknown","150","145","37360","32520"
"In post","2023","20-29","Department for Work and Pensions","Outside London","Heterosexual / straight","5685","5565","26950","28120"
"In post","2023","20-29","Department for Work and Pensions","Outside London","LGBO","795","780","26720","28120"
"In post","2023","20-29","Department for Work and Pensions","Outside London","Undeclared","390","380","27340","28120"
"In post","2023","20-29","Department for Work and Pensions","Outside London","Unknown","780","755","27480","28120"
"In post","2023","20-29","Department for Work and Pensions","Unknown","Heterosexual / straight","30","30","28790","28120"
"In post","2023","20-29","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","London","Heterosexual / straight","755","750","38560","34190"
"In post","2023","20-29","Department of Health and Social Care","London","LGBO","120","120","41250","40880"
"In post","2023","20-29","Department of Health and Social Care","London","Undeclared","385","380","39820","34190"
"In post","2023","20-29","Department of Health and Social Care","London","Unknown","165","165","37370","33330"
"In post","2023","20-29","Department of Health and Social Care","Outside London","Heterosexual / straight","440","430","31400","29590"
"In post","2023","20-29","Department of Health and Social Care","Outside London","LGBO","60","60","29810","29160"
"In post","2023","20-29","Department of Health and Social Care","Outside London","Undeclared","135","135","31950","29590"
"In post","2023","20-29","Department of Health and Social Care","Outside London","Unknown","140","140","29760","27900"
"In post","2023","20-29","Estyn","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","London","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","London","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","Outside London","Heterosexual / straight","80","75","34290","31730"
"In post","2023","20-29","Food Standards Agency","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","Outside London","Unknown","35","35","32300","31260"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","470","465","39290","37060"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","London","LGBO","70","70","39450","37480"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","London","Unknown","460","460","40260","39000"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","220","215","30040","28540"
