"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Finance","East of England","Essex","Southend-on-Sea","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","Inner London - East","Hackney and Newham","20","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","Inner London - East","Tower Hamlets","30","[c]","44430","39000"
"Leaver CS","2023","Finance","London","Inner London - West","Camden and City of London","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","Inner London - West","Westminster","160","[c]","48270","43760"
"Leaver CS","2023","Finance","London","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","Outer London - South","Croydon","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North East (England)","Northumberland, and Tyne and Wear","Tyneside","35","[c]","42860","38080"
"Leaver CS","2023","Finance","North East (England)","Tees Valley and Durham","Darlington","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North East (England)","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North West (England)","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North West (England)","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North West (England)","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North West (England)","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North West (England)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North West (England)","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North West (England)","Greater Manchester","Manchester","30","[c]","40170","38030"
"Leaver CS","2023","Finance","North West (England)","Lancashire","Blackpool","10","[c]","42510","38470"
"Leaver CS","2023","Finance","North West (England)","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North West (England)","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North West (England)","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North West (England)","Merseyside","East Merseyside","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North West (England)","Merseyside","Liverpool","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North West (England)","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","North West (England)","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Northern Ireland","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Scotland","Eastern Scotland","City of Edinburgh","10","[c]","41520","34300"
"Leaver CS","2023","Finance","Scotland","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Scotland","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Scotland","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Scotland","Southern Scotland","South Lanarkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Scotland","West Central Scotland","Glasgow City","45","[c]","39490","35650"
"Leaver CS","2023","Finance","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","20","[c]","42090","37780"
"Leaver CS","2023","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Hampshire and Isle of Wight","Central Hampshire","20","[c]","45760","40290"
"Leaver CS","2023","Finance","South East (England)","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Hampshire and Isle of Wight","Portsmouth","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Hampshire and Isle of Wight","South Hampshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Kent","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South West (England)","Devon","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South West (England)","Devon","Plymouth","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South West (England)","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South West (England)","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","65","[c]","40530","38240"
"Leaver CS","2023","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","15","[c]","45640","41140"
"Leaver CS","2023","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","20","[c]","40900","35550"
"Leaver CS","2023","Finance","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Wales","East Wales","Cardiff and Vale of Glamorgan","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Wales","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Wales","East Wales","Monmouthshire and Newport","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Wales","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Wales","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Wales","West Wales and The Valleys","Swansea","15","[c]","29810","27400"
"Leaver CS","2023","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","West Midlands (England)","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","West Midlands (England)","West Midlands","Birmingham","15","[c]","39960","37490"
"Leaver CS","2023","Finance","West Midlands (England)","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","West Midlands (England)","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Yorkshire and The Humber","North Yorkshire","York","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Yorkshire and The Humber","South Yorkshire","Sheffield","15","[c]","36140","31990"
"Leaver CS","2023","Finance","Yorkshire and The Humber","West Yorkshire","Bradford","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Yorkshire and The Humber","West Yorkshire","Leeds","40","[c]","38440","34170"
"Leaver CS","2023","Grants Management","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","15","[c]","23080","22150"
"Leaver CS","2023","Grants Management","East Midlands (England)","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","East of England","East Anglia","Cambridgeshire CC","10","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","North East (England)","Northumberland, and Tyne and Wear","Tyneside","20","[c]","24110","22150"
"Leaver CS","2023","Grants Management","North West (England)","Cheshire","Cheshire East","10","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","North West (England)","Cumbria","East Cumbria","10","[c]","25980","22150"
"Leaver CS","2023","Grants Management","North West (England)","Cumbria","West Cumbria","45","[c]","22970","22150"
"Leaver CS","2023","Grants Management","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","South East (England)","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","South West (England)","Devon","Devon CC","20","[c]","23450","22150"
"Leaver CS","2023","Grants Management","South West (England)","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","10","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Wales","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","15","[c]","22590","21720"
"Leaver CS","2023","Grants Management","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Yorkshire and The Humber","North Yorkshire","York","20","[c]","24040","21720"
"Leaver CS","2023","Grants Management","Yorkshire and The Humber","West Yorkshire","Leeds","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","30","[c]","31530","28080"
"Leaver CS","2023","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","East Midlands (England)","Lincolnshire","Lincolnshire CC","25","[c]","25420","22220"
"Leaver CS","2023","Human Resources","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","East of England","East Anglia","Cambridgeshire CC","15","[c]","30630","23330"
"Leaver CS","2023","Human Resources","East of England","East Anglia","North and West Norfolk","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","East of England","East Anglia","Norwich and East Norfolk","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","East of England","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","East of England","East Anglia","Suffolk CC","25","[c]","27450","26960"
"Leaver CS","2023","Human Resources","East of England","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","East of England","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","Inner London - East","Hackney and Newham","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","Inner London - East","Tower Hamlets","40","[c]","50280","43650"
"Leaver CS","2023","Human Resources","London","Inner London - West","Camden and City of London","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","Inner London - West","Westminster","180","[c]","48080","43650"
"Leaver CS","2023","Human Resources","London","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","Outer London - South","Croydon","20","[c]","52140","57430"
"Leaver CS","2023","Human Resources","London","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","Outer London - West and North West","Harrow and Hillingdon","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","Outer London - West and North West","Hounslow and Richmond upon Thames","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North East (England)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North East (England)","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North East (England)","Northumberland, and Tyne and Wear","Tyneside","40","[c]","27760","21720"
"Leaver CS","2023","Human Resources","North East (England)","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North East (England)","Tees Valley and Durham","Durham","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North East (England)","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Cheshire","Cheshire East","25","[c]","26150","22220"
"Leaver CS","2023","Human Resources","North West (England)","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Greater Manchester","Greater Manchester South West","20","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Greater Manchester","Manchester","20","[c]","30160","31920"
"Leaver CS","2023","Human Resources","North West (England)","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Lancashire","Blackpool","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Lancashire","Lancaster and Wyre","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Lancashire","Mid Lancashire","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Merseyside","Liverpool","15","[c]","31670","29200"
"Leaver CS","2023","Human Resources","North West (England)","Merseyside","Sefton","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","North West (England)","Merseyside","Wirral","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","Overseas","Overseas","55","[c]","50410","48580"
"Leaver CS","2023","Human Resources","Scotland","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scotland","Eastern Scotland","City of Edinburgh","15","[c]","39990","38170"
"Leaver CS","2023","Human Resources","Scotland","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scotland","Eastern Scotland","Falkirk","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scotland","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scotland","West Central Scotland","Glasgow City","40","[c]","27710","22330"
"Leaver CS","2023","Human Resources","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Scotland","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","10","[c]","33870","35310"
"Leaver CS","2023","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","15","[c]","31370","25290"
"Leaver CS","2023","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","20","[c]","31090","27070"
"Leaver CS","2023","Human Resources","South East (England)","Hampshire and Isle of Wight","Central Hampshire","45","[c]","26560","23810"
"Leaver CS","2023","Human Resources","South East (England)","Hampshire and Isle of Wight","North Hampshire","20","[c]","29360","27470"
"Leaver CS","2023","Human Resources","South East (England)","Hampshire and Isle of Wight","Portsmouth","30","[c]","36070","32960"
"Leaver CS","2023","Human Resources","South East (England)","Hampshire and Isle of Wight","South Hampshire","35","[c]","36600","33630"
"Leaver CS","2023","Human Resources","South East (England)","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","South East (England)","Kent","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","South East (England)","Kent","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","South East (England)","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","South East (England)","Kent","West Kent","10","[c]","30330","27070"
"Leaver CS","2023","Human Resources","South East (England)","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","South East (England)","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","South East (England)","Surrey, East and West Sussex","West Surrey","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","10","[c]","26840","26350"
"Leaver CS","2023","Human Resources","South West (England)","Devon","Devon CC","15","[c]","31360","26670"
"Leaver CS","2023","Human Resources","South West (England)","Devon","Plymouth","15","[c]","31300","22330"
"Leaver CS","2023","Human Resources","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","South West (England)","Dorset and Somerset","Dorset","20","[c]","28170","26350"
"Leaver CS","2023","Human Resources","South West (England)","Dorset and Somerset","Somerset CC","15","[c]","29090","23890"
"Leaver CS","2023","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","40","[c]","38890","33000"
"Leaver CS","2023","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","30","[c]","34490","27450"
"Leaver CS","2023","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","15","[c]","25860","22330"
"Leaver CS","2023","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","65","[c]","33130","27470"
"Leaver CS","2023","Human Resources","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","East Wales","Cardiff and Vale of Glamorgan","35","[c]","39030","29900"
"Leaver CS","2023","Human Resources","Wales","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","East Wales","Monmouthshire and Newport","25","[c]","34950","33150"
"Leaver CS","2023","Human Resources","Wales","East Wales","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","West Wales and The Valleys","Swansea","15","[c]","37190","35430"
"Leaver CS","2023","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","Shropshire and Staffordshire","Shropshire","40","[c]","29930","30010"
"Leaver CS","2023","Human Resources","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","15","[c]","30820","28520"
"Leaver CS","2023","Human Resources","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","West Midlands","Birmingham","20","[c]","39230","30540"
"Leaver CS","2023","Human Resources","West Midlands (England)","West Midlands","Coventry","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","25","[c]","27730","27470"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","25","[c]","28970","22220"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","North Yorkshire","York","15","[c]","32490","24610"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","South Yorkshire","Sheffield","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","West Yorkshire","Leeds","20","[c]","35730","34170"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","East of England","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","East of England","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","Inner London - West","Westminster","20","[c]","59700","53070"
"Leaver CS","2023","Internal Audit","London","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","North East (England)","Northumberland, and Tyne and Wear","Tyneside","5","[c]","[c]","[c]"
