"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","42020","37300"
"In post","2023","Commercial","East Midlands (England)","Lincolnshire","15","15","37880","34300"
"In post","2023","Commercial","East of England","Bedfordshire and Hertfordshire","25","25","46720","41190"
"In post","2023","Commercial","East of England","East Anglia","220","210","45770","40620"
"In post","2023","Commercial","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Inner London - East","220","215","48550","44970"
"In post","2023","Commercial","London","Inner London - West","1430","1415","61410","56200"
"In post","2023","Commercial","London","Outer London - East and North East","10","5","[c]","[c]"
"In post","2023","Commercial","London","Outer London - South","90","90","51510","44570"
"In post","2023","Commercial","London","Outer London - West and North West","60","60","36830","32090"
"In post","2023","Commercial","North East (England)","Northumberland, and Tyne and Wear","70","70","47200","39260"
"In post","2023","Commercial","North East (England)","Tees Valley and Durham","65","65","44460","41590"
"In post","2023","Commercial","North West (England)","Cheshire","30","30","43140","38790"
"In post","2023","Commercial","North West (England)","Cumbria","15","15","43440","42620"
"In post","2023","Commercial","North West (England)","Greater Manchester","365","360","48250","41780"
"In post","2023","Commercial","North West (England)","Lancashire","55","55","54820","56000"
"In post","2023","Commercial","North West (England)","Merseyside","305","300","43520","40450"
"In post","2023","Commercial","Northern Ireland","Northern Ireland","15","15","34740","33230"
"In post","2023","Commercial","Overseas","Overseas","30","30","67720","60030"
"In post","2023","Commercial","Scotland","Eastern Scotland","105","100","39060","37060"
"In post","2023","Commercial","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","North Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Commercial","Scotland","Southern Scotland","70","70","50720","49960"
"In post","2023","Commercial","Scotland","West Central Scotland","205","200","41730","35800"
"In post","2023","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","185","180","43340","40670"
"In post","2023","Commercial","South East (England)","Hampshire and Isle of Wight","305","295","42430","39890"
"In post","2023","Commercial","South East (England)","Kent","10","10","56400","47620"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","65","60","41960","33830"
"In post","2023","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Devon","200","190","44150","43400"
"In post","2023","Commercial","South West (England)","Dorset and Somerset","50","50","40470","42620"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1590","1530","43620","42340"
"In post","2023","Commercial","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Wales","East Wales","180","175","40120","37300"
"In post","2023","Commercial","Wales","West Wales and The Valleys","225","205","34840","31660"
"In post","2023","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20","20","39020","37300"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","185","180","38510","33990"
"In post","2023","Commercial","West Midlands (England)","West Midlands","175","170","55340","50380"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","105","105","47780","43300"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","135","130","48480","41880"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","280","270","49320","40770"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","100","95","41290","40610"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Lincolnshire","20","15","33240","34300"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","25","25","38650","37270"
"In post","2023","Communications","East of England","East Anglia","45","40","36190","33990"
"In post","2023","Communications","East of England","Essex","5","5","[c]","[c]"
"In post","2023","Communications","London","Inner London - East","215","210","48550","42240"
"In post","2023","Communications","London","Inner London - West","1920","1880","49600","45200"
"In post","2023","Communications","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Outer London - South","30","30","45090","42050"
"In post","2023","Communications","London","Outer London - West and North West","35","30","38480","35470"
"In post","2023","Communications","North East (England)","Northumberland, and Tyne and Wear","90","85","39160","37300"
"In post","2023","Communications","North East (England)","Tees Valley and Durham","50","45","32980","31200"
"In post","2023","Communications","North West (England)","Cheshire","20","20","37640","37300"
"In post","2023","Communications","North West (England)","Cumbria","30","25","33220","30580"
"In post","2023","Communications","North West (England)","Greater Manchester","110","105","39360","36170"
"In post","2023","Communications","North West (England)","Lancashire","40","35","38630","35850"
"In post","2023","Communications","North West (England)","Merseyside","85","80","41230","40450"
"In post","2023","Communications","Northern Ireland","Northern Ireland","25","25","40210","38640"
"In post","2023","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Eastern Scotland","45","45","44100","39590"
"In post","2023","Communications","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Communications","Scotland","West Central Scotland","45","45","37430","34510"
"In post","2023","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","105","100","35670","33830"
"In post","2023","Communications","South East (England)","Hampshire and Isle of Wight","165","155","35580","33990"
"In post","2023","Communications","South East (England)","Kent","5","5","[c]","[c]"
"In post","2023","Communications","South East (England)","Surrey, East and West Sussex","20","20","46720","43220"
"In post","2023","Communications","South West (England)","Cornwall and Isles of Scilly","10","10","24330","22220"
"In post","2023","Communications","South West (England)","Devon","55","50","34340","32730"
"In post","2023","Communications","South West (England)","Dorset and Somerset","45","40","35010","34330"
"In post","2023","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","200","185","39800","37720"
"In post","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","East Wales","185","175","39920","37760"
"In post","2023","Communications","Wales","West Wales and The Valleys","85","80","33370","27450"
"In post","2023","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20","20","39370","37710"
"In post","2023","Communications","West Midlands (England)","Shropshire and Staffordshire","55","55","36460","33990"
"In post","2023","Communications","West Midlands (England)","West Midlands","70","65","43340","41390"
"In post","2023","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","North Yorkshire","20","20","37000","37300"
"In post","2023","Communications","Yorkshire and The Humber","South Yorkshire","90","80","41160","39730"
"In post","2023","Communications","Yorkshire and The Humber","West Yorkshire","70","65","44570","43700"
"In post","2023","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","855","795","35020","34700"
"In post","2023","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","90","85","28860","28120"
"In post","2023","Counter Fraud","East Midlands (England)","Lincolnshire","40","35","28990","28120"
"In post","2023","Counter Fraud","East of England","Bedfordshire and Hertfordshire","110","100","30230","31280"
"In post","2023","Counter Fraud","East of England","East Anglia","475","440","30030","28130"
"In post","2023","Counter Fraud","East of England","Essex","150","140","32410","31280"
"In post","2023","Counter Fraud","London","Inner London - East","1640","1575","39800","39450"
"In post","2023","Counter Fraud","London","Inner London - West","380","365","46920","41400"
"In post","2023","Counter Fraud","London","Outer London - East and North East","475","430","30430","32520"
"In post","2023","Counter Fraud","London","Outer London - South","960","910","40120","39150"
"In post","2023","Counter Fraud","London","Outer London - West and North West","160","150","33640","32520"
"In post","2023","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","1045","985","33480","28130"
"In post","2023","Counter Fraud","North East (England)","Tees Valley and Durham","225","195","26770","28120"
"In post","2023","Counter Fraud","North West (England)","Cheshire","25","20","29340","28120"
"In post","2023","Counter Fraud","North West (England)","Cumbria","25","20","29070","28120"
"In post","2023","Counter Fraud","North West (England)","Greater Manchester","1385","1305","35510","34700"
"In post","2023","Counter Fraud","North West (England)","Lancashire","225","205","30280","28120"
"In post","2023","Counter Fraud","North West (England)","Merseyside","910","845","34170","29730"
"In post","2023","Counter Fraud","Northern Ireland","Northern Ireland","450","430","34670","34700"
"In post","2023","Counter Fraud","Scotland","Eastern Scotland","395","360","32530","28190"
"In post","2023","Counter Fraud","Scotland","Highlands and Islands","10","10","29330","28120"
"In post","2023","Counter Fraud","Scotland","North Eastern Scotland","15","15","29300","28120"
"In post","2023","Counter Fraud","Scotland","Southern Scotland","305","275","26890","28120"
"In post","2023","Counter Fraud","Scotland","West Central Scotland","875","810","32710","28910"
"In post","2023","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","190","175","32290","31280"
"In post","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","300","265","32040","28120"
"In post","2023","Counter Fraud","South East (England)","Kent","510","480","30460","29730"
"In post","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","230","210","31000","29560"
"In post","2023","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","60","55","30550","28120"
"In post","2023","Counter Fraud","South West (England)","Devon","115","100","29290","28120"
"In post","2023","Counter Fraud","South West (England)","Dorset and Somerset","145","140","29890","28120"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","525","485","36310","34170"
"In post","2023","Counter Fraud","Unknown","Unknown","20","20","42400","35240"
"In post","2023","Counter Fraud","Wales","East Wales","665","615","32330","28130"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","405","365","28260","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","70","60","29600","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","100","85","29860","28120"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","1145","1060","33080","29730"
"In post","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","135","120","28150","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","105","100","34470","34170"
"In post","2023","Counter Fraud","Yorkshire and The Humber","South Yorkshire","140","125","29060","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","1055","990","34210","29730"
"In post","2023","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","440","405","23800","22520"
"In post","2023","Debt","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","215","180","22790","21690"
"In post","2023","Debt","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Debt","East of England","Bedfordshire and Hertfordshire","120","100","26640","25610"
"In post","2023","Debt","East of England","East Anglia","35","30","26790","28130"
"In post","2023","Debt","London","Inner London - East","395","360","29510","26920"
"In post","2023","Debt","London","Inner London - West","5","5","[c]","[c]"
"In post","2023","Debt","London","Outer London - South","225","200","29850","26920"
"In post","2023","Debt","London","Outer London - West and North West","10","10","25610","25610"
"In post","2023","Debt","North East (England)","Northumberland, and Tyne and Wear","1020","915","23510","22520"
"In post","2023","Debt","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","Debt","North West (England)","Greater Manchester","270","245","23870","21690"
"In post","2023","Debt","North West (England)","Lancashire","50","40","26260","21690"
"In post","2023","Debt","North West (England)","Merseyside","430","405","25020","22520"
"In post","2023","Debt","Northern Ireland","Northern Ireland","10","10","29000","28130"
"In post","2023","Debt","Scotland","Eastern Scotland","455","425","23790","22520"
"In post","2023","Debt","Scotland","Highlands and Islands","115","105","22950","21690"
"In post","2023","Debt","Scotland","Southern Scotland","440","405","24470","22520"
"In post","2023","Debt","Scotland","West Central Scotland","490","425","25060","22520"
"In post","2023","Debt","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","20","29700","27530"
"In post","2023","Debt","South East (England)","Hampshire and Isle of Wight","15","10","30680","29730"
"In post","2023","Debt","South East (England)","Surrey, East and West Sussex","45","30","29570","29730"
"In post","2023","Debt","South West (England)","Dorset and Somerset","140","120","22990","21690"
"In post","2023","Debt","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","29510","29730"
"In post","2023","Debt","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Debt","Wales","East Wales","430","405","25860","22520"
"In post","2023","Debt","Wales","West Wales and The Valleys","85","75","22960","21690"
"In post","2023","Debt","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","170","140","22870","21690"
"In post","2023","Debt","West Midlands (England)","Shropshire and Staffordshire","25","20","37910","35010"
"In post","2023","Debt","West Midlands (England)","West Midlands","1040","945","23460","22520"
"In post","2023","Debt","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Yorkshire and The Humber","South Yorkshire","220","185","23570","21690"
"In post","2023","Debt","Yorkshire and The Humber","West Yorkshire","820","730","24820","22520"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","305","300","40840","37590"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","90","90","37030","32690"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Lincolnshire","100","100","31310","29940"
"In post","2023","Digital, Data & Technology","East of England","Bedfordshire and Hertfordshire","195","190","38480","37300"
"In post","2023","Digital, Data & Technology","East of England","East Anglia","350","335","36130","33990"
"In post","2023","Digital, Data & Technology","East of England","Essex","110","100","36140","36300"
"In post","2023","Digital, Data & Technology","London","Inner London - East","1725","1700","52470","55720"
"In post","2023","Digital, Data & Technology","London","Inner London - West","2525","2480","50420","45750"
"In post","2023","Digital, Data & Technology","London","Outer London - East and North East","40","35","40690","35490"
"In post","2023","Digital, Data & Technology","London","Outer London - South","865","850","48870","43290"
"In post","2023","Digital, Data & Technology","London","Outer London - West and North West","415","400","42270","39750"
"In post","2023","Digital, Data & Technology","North East (England)","Northumberland, and Tyne and Wear","2510","2425","43420","39780"
"In post","2023","Digital, Data & Technology","North East (England)","Tees Valley and Durham","215","210","38520","35430"
"In post","2023","Digital, Data & Technology","North West (England)","Cheshire","270","260","41190","38640"
"In post","2023","Digital, Data & Technology","North West (England)","Cumbria","35","35","36840","35500"
"In post","2023","Digital, Data & Technology","North West (England)","Greater Manchester","1725","1695","44100","39660"
"In post","2023","Digital, Data & Technology","North West (England)","Lancashire","1030","990","43150","38470"
"In post","2023","Digital, Data & Technology","North West (England)","Merseyside","755","730","39310","35000"
"In post","2023","Digital, Data & Technology","Northern Ireland","Northern Ireland","100","100","36130","34700"
"In post","2023","Digital, Data & Technology","Overseas","Overseas","75","75","39320","37420"
"In post","2023","Digital, Data & Technology","Scotland","Eastern Scotland","400","395","41200","39310"
"In post","2023","Digital, Data & Technology","Scotland","Highlands and Islands","40","40","30500","30320"
"In post","2023","Digital, Data & Technology","Scotland","North Eastern Scotland","30","30","36290","37420"
"In post","2023","Digital, Data & Technology","Scotland","Southern Scotland","255","250","42900","41270"
"In post","2023","Digital, Data & Technology","Scotland","West Central Scotland","390","380","38850","35000"
"In post","2023","Digital, Data & Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","405","390","41090","37680"
"In post","2023","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","765","740","37500","34300"
"In post","2023","Digital, Data & Technology","South East (England)","Kent","45","40","40720","39190"
"In post","2023","Digital, Data & Technology","South East (England)","Surrey, East and West Sussex","390","370","42960","41780"
"In post","2023","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","35","30","35050","33990"
"In post","2023","Digital, Data & Technology","South West (England)","Devon","1740","1655","39380","39460"
"In post","2023","Digital, Data & Technology","South West (England)","Dorset and Somerset","340","330","40330","39460"
"In post","2023","Digital, Data & Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1860","1810","41520","38790"
"In post","2023","Digital, Data & Technology","Unknown","Unknown","35","35","47610","44720"
"In post","2023","Digital, Data & Technology","Wales","East Wales","1355","1320","43180","40500"
"In post","2023","Digital, Data & Technology","Wales","West Wales and The Valleys","965","945","41720","39650"
"In post","2023","Digital, Data & Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","135","130","31510","27470"
"In post","2023","Digital, Data & Technology","West Midlands (England)","Shropshire and Staffordshire","975","955","42760","41780"
"In post","2023","Digital, Data & Technology","West Midlands (England)","West Midlands","820","805","42490","38210"
"In post","2023","Digital, Data & Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","35","30","36410","34300"
"In post","2023","Digital, Data & Technology","Yorkshire and The Humber","North Yorkshire","220","215","41210","38570"
"In post","2023","Digital, Data & Technology","Yorkshire and The Humber","South Yorkshire","705","685","45630","41480"
"In post","2023","Digital, Data & Technology","Yorkshire and The Humber","West Yorkshire","985","955","43790","41280"
"In post","2023","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","265","250","38470","35000"
"In post","2023","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","35","35","37140","34170"
"In post","2023","Finance","East Midlands (England)","Lincolnshire","35","35","28170","27140"
"In post","2023","Finance","East of England","Bedfordshire and Hertfordshire","105","100","44490","39120"
"In post","2023","Finance","East of England","East Anglia","175","170","36720","33990"
"In post","2023","Finance","East of England","Essex","35","30","34820","30140"
"In post","2023","Finance","London","Inner London - East","595","575","45830","43650"
"In post","2023","Finance","London","Inner London - West","2245","2190","51850","47420"
"In post","2023","Finance","London","Outer London - East and North East","10","5","[c]","[c]"
"In post","2023","Finance","London","Outer London - South","255","250","50150","45560"
"In post","2023","Finance","London","Outer London - West and North West","50","50","45000","42820"
"In post","2023","Finance","North East (England)","Northumberland, and Tyne and Wear","770","720","39580","35000"
"In post","2023","Finance","North East (England)","Tees Valley and Durham","125","120","43960","38770"
"In post","2023","Finance","North West (England)","Cheshire","45","45","40110","37300"
"In post","2023","Finance","North West (England)","Cumbria","25","25","41700","40940"
"In post","2023","Finance","North West (England)","Greater Manchester","595","570","40960","37680"
"In post","2023","Finance","North West (England)","Lancashire","505","475","38330","38470"
"In post","2023","Finance","North West (England)","Merseyside","375","345","34550","28260"
"In post","2023","Finance","Northern Ireland","Northern Ireland","50","50","40350","38640"
"In post","2023","Finance","Overseas","Overseas","45","45","50250","48980"
"In post","2023","Finance","Scotland","Eastern Scotland","190","180","39550","37060"
"In post","2023","Finance","Scotland","Highlands and Islands","5","5","[c]","[c]"
"In post","2023","Finance","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Finance","Scotland","Southern Scotland","220","205","35280","28490"
"In post","2023","Finance","Scotland","West Central Scotland","745","635","27980","22520"
"In post","2023","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","455","440","35940","29500"
"In post","2023","Finance","South East (England)","Hampshire and Isle of Wight","425","405","39440","34640"
"In post","2023","Finance","South East (England)","Kent","30","30","41400","40740"
"In post","2023","Finance","South East (England)","Surrey, East and West Sussex","350","315","34090","29730"
"In post","2023","Finance","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Finance","South West (England)","Devon","140","130","38760","36110"
"In post","2023","Finance","South West (England)","Dorset and Somerset","55","50","35810","31270"
"In post","2023","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1225","1180","42260","39170"
"In post","2023","Finance","Unknown","Unknown","15","10","39920","37860"
"In post","2023","Finance","Wales","East Wales","250","235","38610","34170"
"In post","2023","Finance","Wales","West Wales and The Valleys","235","225","37050","33720"
"In post","2023","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","50","50","36800","34170"
"In post","2023","Finance","West Midlands (England)","Shropshire and Staffordshire","175","165","42010","41510"
"In post","2023","Finance","West Midlands (England)","West Midlands","375","365","39910","37590"
"In post","2023","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","20","20","38600","34710"
"In post","2023","Finance","Yorkshire and The Humber","North Yorkshire","120","115","39910","37300"
"In post","2023","Finance","Yorkshire and The Humber","South Yorkshire","470","445","40740","38470"
"In post","2023","Finance","Yorkshire and The Humber","West Yorkshire","980","895","35830","31200"
"In post","2023","Grants Management","East Midlands (England)","Derbyshire and Nottinghamshire","80","80","26330","24030"
"In post","2023","Grants Management","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","East of England","East Anglia","45","45","26040","22150"
"In post","2023","Grants Management","East of England","Essex","5","5","[c]","[c]"
"In post","2023","Grants Management","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","London","Inner London - West","50","50","52560","59000"
"In post","2023","Grants Management","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","Grants Management","North East (England)","Northumberland, and Tyne and Wear","465","430","25510","22150"
"In post","2023","Grants Management","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","North West (England)","Cheshire","150","140","24960","22150"
"In post","2023","Grants Management","North West (England)","Cumbria","835","750","25200","22150"
"In post","2023","Grants Management","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","180","170","28370","22150"
"In post","2023","Grants Management","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","Grants Management","South East (England)","Kent","5","5","[c]","[c]"
"In post","2023","Grants Management","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","South West (England)","Devon","210","190","27000","25920"
"In post","2023","Grants Management","South West (England)","Dorset and Somerset","25","20","26190","22150"
"In post","2023","Grants Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","27560","25920"
"In post","2023","Grants Management","Wales","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","Grants Management","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","175","165","25380","22150"
"In post","2023","Grants Management","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Grants Management","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Yorkshire and The Humber","North Yorkshire","200","190","26900","25920"
"In post","2023","Grants Management","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Yorkshire and The Humber","West Yorkshire","80","75","25980","22150"
"In post","2023","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","495","470","39930","35000"
"In post","2023","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","90","85","34890","32950"
"In post","2023","Human Resources","East Midlands (England)","Lincolnshire","120","115","28670","27470"
"In post","2023","Human Resources","East of England","Bedfordshire and Hertfordshire","135","130","38880","35350"
"In post","2023","Human Resources","East of England","East Anglia","315","300","34280","31470"
"In post","2023","Human Resources","East of England","Essex","65","60","33650","31270"
"In post","2023","Human Resources","London","Inner London - East","520","505","49970","44990"
"In post","2023","Human Resources","London","Inner London - West","2045","1985","48520","43760"
"In post","2023","Human Resources","London","Outer London - East and North East","35","35","37400","32520"
"In post","2023","Human Resources","London","Outer London - South","385","375","48620","43310"
"In post","2023","Human Resources","London","Outer London - West and North West","80","80","37560","32670"
"In post","2023","Human Resources","North East (England)","Northumberland, and Tyne and Wear","725","675","33710","33020"
"In post","2023","Human Resources","North East (England)","Tees Valley and Durham","135","130","35970","32070"
"In post","2023","Human Resources","North West (England)","Cheshire","125","120","38850","38640"
"In post","2023","Human Resources","North West (England)","Cumbria","20","20","38170","36920"
"In post","2023","Human Resources","North West (England)","Greater Manchester","660","635","39360","35000"
