"Status","Year","Disability","Parent_department","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Attorney General's Departments","York","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Berkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Birmingham","Outside London","30","30","46330","38460"
"In post","2023","Declared disabled","Cabinet Office","Blackpool","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Bristol, City of","Outside London","30","30","44360","38440"
"In post","2023","Declared disabled","Cabinet Office","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Cambridgeshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Central Hampshire","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","City of Edinburgh","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Glasgow City","Outside London","55","55","39770","33020"
"In post","2023","Declared disabled","Cabinet Office","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Greater Manchester South West","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Hackney and Newham","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Leeds","Outside London","45","45","44220","40050"
"In post","2023","Declared disabled","Cabinet Office","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Liverpool","Outside London","45","45","43260","39860"
"In post","2023","Declared disabled","Cabinet Office","Manchester","Outside London","45","45","48100","50690"
"In post","2023","Declared disabled","Cabinet Office","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Milton Keynes","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Monmouthshire and Newport","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Norwich and East Norfolk","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Nottingham","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Sheffield","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Tower Hamlets","London","180","175","50840","56430"
"In post","2023","Declared disabled","Cabinet Office","Tyneside","Outside London","75","70","30830","25580"
"In post","2023","Declared disabled","Cabinet Office","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Westminster","London","540","535","45550","35650"
"In post","2023","Declared disabled","Cabinet Office","Wiltshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","York","Outside London","100","100","35390","33020"
"In post","2023","Declared disabled","Chancellor's other departments","Camden and City of London","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Westminster","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Sefton","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Westminster","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Tower Hamlets","London","45","45","55100","44310"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Berkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Birmingham","Outside London","90","85","35870","32710"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Blackpool","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Brighton and Hove","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Bristol, City of","Outside London","15","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Outside London","140","130","33090","30540"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Croydon","London","10","5","[c]","[c]"
