"Status","Year","Function_of_post","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","G6","Female","Heterosexual / straight","265","245","72430","70040"
"In post","2023","Analysis","G6","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","G6","Female","Undeclared","25","20","[c]","[c]"
"In post","2023","Analysis","G6","Female","Unknown","30","25","68720","67830"
"In post","2023","Analysis","G6","Male","Heterosexual / straight","350","340","74260","70550"
"In post","2023","Analysis","G6","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Analysis","G6","Male","Undeclared","30","30","78830","73480"
"In post","2023","Analysis","G6","Male","Unknown","70","70","70120","70270"
"In post","2023","Analysis","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","G7","Female","Heterosexual / straight","830","770","56140","55720"
"In post","2023","Analysis","G7","Female","LGBO","75","75","55620","55020"
"In post","2023","Analysis","G7","Female","Undeclared","55","50","58060","57970"
"In post","2023","Analysis","G7","Female","Unknown","155","145","54900","54720"
"In post","2023","Analysis","G7","Male","Heterosexual / straight","1080","1050","55950","55500"
"In post","2023","Analysis","G7","Male","LGBO","70","70","56290","55370"
"In post","2023","Analysis","G7","Male","Undeclared","120","115","57330","56660"
"In post","2023","Analysis","G7","Male","Unknown","295","290","54950","54090"
"In post","2023","Analysis","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HEO","Female","Heterosexual / straight","860","825","34080","33950"
"In post","2023","Analysis","HEO","Female","LGBO","145","140","32960","31620"
"In post","2023","Analysis","HEO","Female","Undeclared","95","90","34100","33890"
"In post","2023","Analysis","HEO","Female","Unknown","285","275","33110","31660"
"In post","2023","Analysis","HEO","Male","Heterosexual / straight","970","960","34200","34170"
"In post","2023","Analysis","HEO","Male","LGBO","120","115","34190","34190"
"In post","2023","Analysis","HEO","Male","Undeclared","110","110","34940","34560"
"In post","2023","Analysis","HEO","Male","Unknown","360","355","33450","33040"
"In post","2023","Analysis","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","SCS level","Female","Heterosexual / straight","75","70","86010","81310"
"In post","2023","Analysis","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","SCS level","Male","Heterosexual / straight","95","95","90840","83250"
"In post","2023","Analysis","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","SCS level","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","SEO","Female","Heterosexual / straight","875","820","41620","41050"
"In post","2023","Analysis","SEO","Female","LGBO","105","100","41340","40950"
"In post","2023","Analysis","SEO","Female","Undeclared","65","60","41790","41500"
"In post","2023","Analysis","SEO","Female","Unknown","195","190","41350","41000"
"In post","2023","Analysis","SEO","Male","Heterosexual / straight","820","805","41910","41240"
"In post","2023","Analysis","SEO","Male","LGBO","80","80","41420","39890"
"In post","2023","Analysis","SEO","Male","Undeclared","90","85","42880","43250"
"In post","2023","Analysis","SEO","Male","Unknown","295","290","40920","39890"
"In post","2023","Analysis","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","AA","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","AA","Male","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Commercial","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","AA","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","AO","Female","Heterosexual / straight","120","110","23480","22500"
"In post","2023","Commercial","AO","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","AO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","AO","Female","Unknown","50","45","24580","22520"
"In post","2023","Commercial","AO","Male","Heterosexual / straight","75","75","23660","22500"
"In post","2023","Commercial","AO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","AO","Male","Undeclared","15","10","[c]","[c]"
"In post","2023","Commercial","AO","Male","Unknown","45","45","24610","23460"
"In post","2023","Commercial","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","EO","Female","Heterosexual / straight","320","295","27660","27140"
"In post","2023","Commercial","EO","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Commercial","EO","Female","Undeclared","30","30","27450","27400"
"In post","2023","Commercial","EO","Female","Unknown","75","70","28540","27690"
"In post","2023","Commercial","EO","Male","Heterosexual / straight","200","200","27720","27140"
"In post","2023","Commercial","EO","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Commercial","EO","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Commercial","EO","Male","Unknown","55","55","27300","27080"
"In post","2023","Commercial","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","G6","Female","Heterosexual / straight","240","235","72390","70180"
"In post","2023","Commercial","G6","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","G6","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Commercial","G6","Female","Unknown","50","45","73990","72250"
"In post","2023","Commercial","G6","Male","Heterosexual / straight","285","280","75120","71800"
"In post","2023","Commercial","G6","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","G6","Male","Undeclared","35","35","72410","70470"
"In post","2023","Commercial","G6","Male","Unknown","70","70","76040","72460"
"In post","2023","Commercial","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","G7","Female","Heterosexual / straight","555","535","57610","56000"
"In post","2023","Commercial","G7","Female","LGBO","30","30","59500","56470"
"In post","2023","Commercial","G7","Female","Undeclared","70","70","55740","56000"
"In post","2023","Commercial","G7","Female","Unknown","145","140","59770","56000"
"In post","2023","Commercial","G7","Male","Heterosexual / straight","570","565","59200","56180"
"In post","2023","Commercial","G7","Male","LGBO","40","40","58070","56000"
"In post","2023","Commercial","G7","Male","Undeclared","55","55","58760","56430"
"In post","2023","Commercial","G7","Male","Unknown","190","190","61170","58450"
"In post","2023","Commercial","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HEO","Female","Heterosexual / straight","635","605","33570","33830"
"In post","2023","Commercial","HEO","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Commercial","HEO","Female","Undeclared","60","55","34020","34180"
"In post","2023","Commercial","HEO","Female","Unknown","140","135","32680","32300"
"In post","2023","Commercial","HEO","Male","Heterosexual / straight","420","415","33860","33990"
"In post","2023","Commercial","HEO","Male","LGBO","30","30","[c]","[c]"
"In post","2023","Commercial","HEO","Male","Undeclared","50","50","34060","34200"
"In post","2023","Commercial","HEO","Male","Unknown","125","125","33130","32960"
"In post","2023","Commercial","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SCS level","Female","Heterosexual / straight","95","90","106150","99870"
"In post","2023","Commercial","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SCS level","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","SCS level","Male","Heterosexual / straight","140","135","119400","117800"
"In post","2023","Commercial","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","SCS level","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","SCS level","Male","Unknown","30","30","120730","115640"
"In post","2023","Commercial","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SEO","Female","Heterosexual / straight","765","735","41500","41780"
"In post","2023","Commercial","SEO","Female","LGBO","30","30","[c]","[c]"
"In post","2023","Commercial","SEO","Female","Undeclared","95","90","42110","42620"
"In post","2023","Commercial","SEO","Female","Unknown","140","135","41560","41300"
"In post","2023","Commercial","SEO","Male","Heterosexual / straight","615","605","42340","42380"
"In post","2023","Commercial","SEO","Male","LGBO","40","40","41420","41590"
"In post","2023","Commercial","SEO","Male","Undeclared","70","65","42540","42620"
"In post","2023","Commercial","SEO","Male","Unknown","105","105","41950","41550"
"In post","2023","Commercial","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","Heterosexual / straight","70","65","40640","42620"
"In post","2023","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","Heterosexual / straight","60","60","46340","43400"
"In post","2023","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AO","Female","Heterosexual / straight","70","65","23040","22500"
"In post","2023","Communications","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Communications","AO","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Communications","AO","Male","Heterosexual / straight","45","45","23720","22500"
"In post","2023","Communications","AO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","AO","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Communications","AO","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Communications","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","EO","Female","Heterosexual / straight","210","195","28660","28200"
"In post","2023","Communications","EO","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Communications","EO","Female","Undeclared","30","30","28820","28680"
"In post","2023","Communications","EO","Female","Unknown","50","45","29310","29080"
"In post","2023","Communications","EO","Male","Heterosexual / straight","140","135","28690","28370"
"In post","2023","Communications","EO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","EO","Male","Undeclared","25","20","[c]","[c]"
"In post","2023","Communications","EO","Male","Unknown","40","40","29240","28310"
"In post","2023","Communications","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","G6","Female","Heterosexual / straight","115","110","68580","67780"
"In post","2023","Communications","G6","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","G6","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Communications","G6","Female","Unknown","35","35","69000","68390"
"In post","2023","Communications","G6","Male","Heterosexual / straight","70","70","70760","70590"
"In post","2023","Communications","G6","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Communications","G6","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Communications","G6","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Communications","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","G7","Female","Heterosexual / straight","355","335","56740","56430"
"In post","2023","Communications","G7","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Communications","G7","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Communications","G7","Female","Unknown","100","95","56070","55790"
"In post","2023","Communications","G7","Male","Heterosexual / straight","180","175","56100","55780"
"In post","2023","Communications","G7","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Communications","G7","Male","Undeclared","30","30","[c]","[c]"
"In post","2023","Communications","G7","Male","Unknown","55","55","55660","56000"
"In post","2023","Communications","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HEO","Female","Heterosexual / straight","435","410","35020","34300"
"In post","2023","Communications","HEO","Female","LGBO","30","30","[c]","[c]"
"In post","2023","Communications","HEO","Female","Undeclared","50","45","34220","34060"
"In post","2023","Communications","HEO","Female","Unknown","140","135","35920","35620"
"In post","2023","Communications","HEO","Male","Heterosexual / straight","240","235","35420","34700"
"In post","2023","Communications","HEO","Male","LGBO","30","30","34940","34410"
"In post","2023","Communications","HEO","Male","Undeclared","35","35","34900","34300"
"In post","2023","Communications","HEO","Male","Unknown","125","125","35640","35240"
"In post","2023","Communications","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SCS level","Female","Heterosexual / straight","50","50","87900","82060"
"In post","2023","Communications","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","SCS level","Male","Heterosexual / straight","45","45","94740","85820"
"In post","2023","Communications","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","SCS level","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Communications","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SEO","Female","Heterosexual / straight","475","450","42330","41870"
"In post","2023","Communications","SEO","Female","LGBO","35","35","43740","43350"
"In post","2023","Communications","SEO","Female","Undeclared","55","50","42990","41950"
"In post","2023","Communications","SEO","Female","Unknown","135","130","42860","42520"
"In post","2023","Communications","SEO","Male","Heterosexual / straight","280","280","43170","42510"
"In post","2023","Communications","SEO","Male","LGBO","45","45","42620","42000"
"In post","2023","Communications","SEO","Male","Undeclared","30","30","43360","42380"
"In post","2023","Communications","SEO","Male","Unknown","85","85","43780","43750"
"In post","2023","Communications","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Counter Fraud","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Counter Fraud","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AO","Female","Heterosexual / straight","920","775","23190","22520"
"In post","2023","Counter Fraud","AO","Female","LGBO","50","45","23270","22520"
"In post","2023","Counter Fraud","AO","Female","Undeclared","165","130","23090","22520"
"In post","2023","Counter Fraud","AO","Female","Unknown","300","235","23320","22520"
"In post","2023","Counter Fraud","AO","Male","Heterosexual / straight","525","505","23180","22520"
"In post","2023","Counter Fraud","AO","Male","LGBO","40","40","23110","22520"
"In post","2023","Counter Fraud","AO","Male","Undeclared","85","80","23180","22520"
"In post","2023","Counter Fraud","AO","Male","Unknown","170","160","23100","22520"
"In post","2023","Counter Fraud","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","EO","Female","Heterosexual / straight","2850","2575","29100","28120"
"In post","2023","Counter Fraud","EO","Female","LGBO","150","140","28890","28120"
"In post","2023","Counter Fraud","EO","Female","Undeclared","300","260","29080","28120"
"In post","2023","Counter Fraud","EO","Female","Unknown","920","815","29320","28130"
"In post","2023","Counter Fraud","EO","Male","Heterosexual / straight","2025","1935","29110","28120"
"In post","2023","Counter Fraud","EO","Male","LGBO","155","150","29250","28120"
"In post","2023","Counter Fraud","EO","Male","Undeclared","280","260","29230","28130"
"In post","2023","Counter Fraud","EO","Male","Unknown","760","725","29310","28130"
"In post","2023","Counter Fraud","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G6","Female","Heterosexual / straight","75","70","72080","71300"
"In post","2023","Counter Fraud","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G6","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Counter Fraud","G6","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Counter Fraud","G6","Male","Heterosexual / straight","155","150","72450","71300"
"In post","2023","Counter Fraud","G6","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","G6","Male","Undeclared","35","30","72630","71350"
"In post","2023","Counter Fraud","G6","Male","Unknown","25","20","[c]","[c]"
"In post","2023","Counter Fraud","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G7","Female","Heterosexual / straight","275","260","58590","57970"
"In post","2023","Counter Fraud","G7","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Counter Fraud","G7","Female","Undeclared","40","40","58900","57970"
"In post","2023","Counter Fraud","G7","Female","Unknown","45","45","58720","57970"
"In post","2023","Counter Fraud","G7","Male","Heterosexual / straight","405","390","59090","57970"
"In post","2023","Counter Fraud","G7","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Counter Fraud","G7","Male","Undeclared","65","65","59110","57970"
"In post","2023","Counter Fraud","G7","Male","Unknown","95","90","58950","57970"
"In post","2023","Counter Fraud","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HEO","Female","Heterosexual / straight","1480","1380","35690","35000"
"In post","2023","Counter Fraud","HEO","Female","LGBO","90","85","35550","34700"
"In post","2023","Counter Fraud","HEO","Female","Undeclared","150","140","35910","35000"
"In post","2023","Counter Fraud","HEO","Female","Unknown","455","430","36270","35000"
"In post","2023","Counter Fraud","HEO","Male","Heterosexual / straight","1425","1390","35920","35000"
"In post","2023","Counter Fraud","HEO","Male","LGBO","100","100","35750","35000"
"In post","2023","Counter Fraud","HEO","Male","Undeclared","225","215","36360","35000"
"In post","2023","Counter Fraud","HEO","Male","Unknown","480","465","36340","35000"
"In post","2023","Counter Fraud","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SEO","Female","Heterosexual / straight","560","530","42570","42510"
"In post","2023","Counter Fraud","SEO","Female","LGBO","30","30","[c]","[c]"
"In post","2023","Counter Fraud","SEO","Female","Undeclared","60","60","43290","42510"
"In post","2023","Counter Fraud","SEO","Female","Unknown","130","125","43050","42510"
"In post","2023","Counter Fraud","SEO","Male","Heterosexual / straight","600","575","43090","42510"
"In post","2023","Counter Fraud","SEO","Male","LGBO","25","25","[c]","[c]"
