"Status","Year","Age","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Black","Digital, Data and Technology","110","110","35890","33940"
"In post","2023","20-29","Black","Economics","30","30","[c]","[c]"
"In post","2023","20-29","Black","Finance","30","30","32270","31630"
"In post","2023","20-29","Black","Geography","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Human Resources","50","50","34280","32740"
"In post","2023","20-29","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Intelligence Analysis","5","5","[c]","[c]"
"In post","2023","20-29","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","International Trade","25","25","[c]","[c]"
"In post","2023","20-29","Black","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","20-29","Black","Legal","55","55","35820","32300"
"In post","2023","20-29","Black","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Operational Delivery","1110","1090","28810","28120"
"In post","2023","20-29","Black","Operational Research","5","5","[c]","[c]"
"In post","2023","20-29","Black","Other","45","45","29730","29670"
"In post","2023","20-29","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Policy","260","255","37640","35620"
"In post","2023","20-29","Black","Project Delivery","75","70","35310","34400"
"In post","2023","20-29","Black","Property","15","15","[c]","[c]"
"In post","2023","20-29","Black","Psychology","10","10","[c]","[c]"
"In post","2023","20-29","Black","Science and Engineering","35","35","32000","29080"
"In post","2023","20-29","Black","Security","15","10","[c]","[c]"
"In post","2023","20-29","Black","Social Research","10","10","[c]","[c]"
"In post","2023","20-29","Black","Statistics","15","15","[c]","[c]"
"In post","2023","20-29","Black","Tax","70","70","34160","32260"
"In post","2023","20-29","Black","Unknown","140","140","33990","32520"
"In post","2023","20-29","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","40","40","35700","31000"
"In post","2023","20-29","Mixed","Communications","35","35","37070","35010"
"In post","2023","20-29","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Counter Fraud","50","45","30210","28120"
"In post","2023","20-29","Mixed","Digital, Data and Technology","80","80","35310","34150"
"In post","2023","20-29","Mixed","Economics","45","45","41290","40450"
"In post","2023","20-29","Mixed","Finance","40","40","31760","28120"
"In post","2023","20-29","Mixed","Geography","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Human Resources","55","55","34800","32560"
"In post","2023","20-29","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Intelligence Analysis","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","International Trade","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Legal","40","40","38320","35410"
"In post","2023","20-29","Mixed","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Operational Delivery","1120","1095","27830","27700"
"In post","2023","20-29","Mixed","Operational Research","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Other","50","50","28820","28170"
"In post","2023","20-29","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Policy","390","390","40280","37300"
"In post","2023","20-29","Mixed","Project Delivery","75","75","34560","32500"
"In post","2023","20-29","Mixed","Property","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Psychology","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Science and Engineering","70","70","32390","30650"
"In post","2023","20-29","Mixed","Security","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Social Research","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","Statistics","35","35","38160","37050"
"In post","2023","20-29","Mixed","Tax","55","55","33430","34400"
"In post","2023","20-29","Mixed","Unknown","175","175","33330","32960"
"In post","2023","20-29","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Communications","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Counter Fraud","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Digital, Data and Technology","25","25","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Economics","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Finance","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Human Resources","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","International Trade","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Legal","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Operational Delivery","230","225","28690","28120"
"In post","2023","20-29","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Other","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Policy","125","125","40310","36620"
"In post","2023","20-29","Other ethnicity","Project Delivery","20","20","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Science and Engineering","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Tax","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","40","40","36140","33540"
"In post","2023","20-29","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Commercial","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Communications","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Counter Fraud","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Digital, Data and Technology","80","80","38360","35240"
"In post","2023","20-29","Undeclared","Economics","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Finance","30","30","33330","32960"
"In post","2023","20-29","Undeclared","Human Resources","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Intelligence Analysis","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","International Trade","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Legal","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Operational Delivery","515","500","28310","27890"
"In post","2023","20-29","Undeclared","Operational Research","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Other","30","30","32050","31270"
"In post","2023","20-29","Undeclared","Policy","135","135","40900","39080"
"In post","2023","20-29","Undeclared","Project Delivery","40","40","37930","34400"
"In post","2023","20-29","Undeclared","Property","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Science and Engineering","85","85","33530","31920"
"In post","2023","20-29","Undeclared","Security","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Social Research","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Statistics","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Tax","35","35","38780","35000"
"In post","2023","20-29","Undeclared","Unknown","60","60","35800","32960"
"In post","2023","20-29","Unknown","Commercial","205","205","33420","32110"
"In post","2023","20-29","Unknown","Communications","210","210","38130","37680"
"In post","2023","20-29","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Counter Fraud","180","180","30480","28130"
"In post","2023","20-29","Unknown","Digital, Data and Technology","890","885","36430","35000"
"In post","2023","20-29","Unknown","Economics","235","235","39900","36180"
"In post","2023","20-29","Unknown","Finance","280","275","32920","29660"
"In post","2023","20-29","Unknown","Geography","40","40","26000","27610"
"In post","2023","20-29","Unknown","Human Resources","270","265","30860","28120"
"In post","2023","20-29","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Intelligence Analysis","120","120","32310","30080"
"In post","2023","20-29","Unknown","Internal Audit","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","International Trade","190","190","41800","41550"
"In post","2023","20-29","Unknown","Knowledge and Information Management","45","45","33380","30950"
"In post","2023","20-29","Unknown","Legal","185","185","35040","32260"
"In post","2023","20-29","Unknown","Medicine","40","35","36010","33320"
"In post","2023","20-29","Unknown","Operational Delivery","11595","11350","26480","25750"
"In post","2023","20-29","Unknown","Operational Research","90","90","32220","31830"
"In post","2023","20-29","Unknown","Other","780","775","30780","29890"
"In post","2023","20-29","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Policy","1695","1685","41150","39670"
"In post","2023","20-29","Unknown","Project Delivery","475","470","36310","35540"
"In post","2023","20-29","Unknown","Property","255","250","29670","27570"
"In post","2023","20-29","Unknown","Psychology","65","65","29360","30940"
"In post","2023","20-29","Unknown","Science and Engineering","420","420","30010","29160"
"In post","2023","20-29","Unknown","Security","365","365","29060","27480"
"In post","2023","20-29","Unknown","Social Research","85","85","38180","36710"
"In post","2023","20-29","Unknown","Statistics","160","160","35860","34560"
"In post","2023","20-29","Unknown","Tax","935","915","29120","27890"
"In post","2023","20-29","Unknown","Unknown","2165","2140","32910","29450"
"In post","2023","20-29","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Commercial","775","775","35550","32500"
"In post","2023","20-29","White","Communications","490","490","35890","34300"
"In post","2023","20-29","White","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Counter Fraud","720","715","28940","28120"
"In post","2023","20-29","White","Digital, Data and Technology","2020","2005","36190","34170"
"In post","2023","20-29","White","Economics","745","745","41260","38490"
"In post","2023","20-29","White","Finance","860","850","33480","31920"
"In post","2023","20-29","White","Geography","55","55","28620","27610"
"In post","2023","20-29","White","Human Resources","1005","995","33170","31000"
"In post","2023","20-29","White","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Intelligence Analysis","340","340","32990","31670"
"In post","2023","20-29","White","Internal Audit","30","30","33520","33930"
"In post","2023","20-29","White","International Trade","315","315","40740","41550"
"In post","2023","20-29","White","Knowledge and Information Management","210","205","30830","29540"
"In post","2023","20-29","White","Legal","680","675","40190","38760"
"In post","2023","20-29","White","Medicine","80","75","33160","30610"
"In post","2023","20-29","White","Operational Delivery","23520","23080","27500","26920"
"In post","2023","20-29","White","Operational Research","225","220","37830","36010"
"In post","2023","20-29","White","Other","1010","995","28300","26870"
"In post","2023","20-29","White","Planning","20","20","[c]","[c]"
"In post","2023","20-29","White","Planning Inspectors","10","10","[c]","[c]"
"In post","2023","20-29","White","Policy","5040","5020","40990","38660"
"In post","2023","20-29","White","Project Delivery","1675","1670","35630","33830"
"In post","2023","20-29","White","Property","485","480","31130","29400"
"In post","2023","20-29","White","Psychology","300","300","30180","30940"
"In post","2023","20-29","White","Science and Engineering","2075","2070","31340","30650"
"In post","2023","20-29","White","Security","660","660","30950","28560"
"In post","2023","20-29","White","Social Research","465","460","38700","39070"
"In post","2023","20-29","White","Statistics","700","695","37510","34830"
"In post","2023","20-29","White","Tax","1385","1365","32070","28130"
"In post","2023","20-29","White","Unknown","3665","3635","33920","31940"
"In post","2023","20-29","White","Veterinarian","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Commercial","125","120","46170","39150"
"In post","2023","30-39","Asian","Communications","55","55","40800","40040"
"In post","2023","30-39","Asian","Corporate Finance","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Counter Fraud","190","185","31420","28920"
"In post","2023","30-39","Asian","Digital, Data and Technology","560","550","44950","42070"
"In post","2023","30-39","Asian","Economics","55","55","54210","55500"
"In post","2023","30-39","Asian","Finance","250","245","43580","40320"
"In post","2023","30-39","Asian","Geography","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Human Resources","180","175","38380","36030"
"In post","2023","30-39","Asian","Inspector of Education and Training","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Intelligence Analysis","60","60","35030","30200"
"In post","2023","30-39","Asian","Internal Audit","20","20","[c]","[c]"
"In post","2023","30-39","Asian","International Trade","55","55","49830","55370"
"In post","2023","30-39","Asian","Knowledge and Information Management","40","40","37540","35000"
"In post","2023","30-39","Asian","Legal","340","325","49660","52020"
"In post","2023","30-39","Asian","Medicine","55","50","49310","41900"
"In post","2023","30-39","Asian","Operational Delivery","4725","4390","29230","28120"
"In post","2023","30-39","Asian","Operational Research","20","20","[c]","[c]"
"In post","2023","30-39","Asian","Other","235","215","32290","28120"
"In post","2023","30-39","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Policy","720","705","48860","49550"
"In post","2023","30-39","Asian","Project Delivery","350","345","43100","39900"
"In post","2023","30-39","Asian","Property","65","60","37610","35000"
"In post","2023","30-39","Asian","Psychology","25","25","[c]","[c]"
"In post","2023","30-39","Asian","Science and Engineering","190","185","39710","39890"
"In post","2023","30-39","Asian","Security","70","70","38240","36180"
"In post","2023","30-39","Asian","Social Research","20","15","[c]","[c]"
