"Status","Year","Age","Disability","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","AA/AO","Heterosexual / straight","90","85","21810","22220"
"In post","2023","16-19","Unknown","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","AA/AO","Unknown","480","460","22900","22400"
"In post","2023","16-19","Unknown","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","EO","Unknown","55","55","26710","25750"
"In post","2023","16-19","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","60","55","20230","19090"
"In post","2023","20-29","Declared disabled","AA/AO","Heterosexual / straight","1250","1210","24330","22520"
"In post","2023","20-29","Declared disabled","AA/AO","LGBO","435","425","23920","22520"
"In post","2023","20-29","Declared disabled","AA/AO","Undeclared","140","135","23930","22460"
"In post","2023","20-29","Declared disabled","AA/AO","Unknown","75","75","24330","23230"
"In post","2023","20-29","Declared disabled","EO","Heterosexual / straight","990","970","28570","28120"
"In post","2023","20-29","Declared disabled","EO","LGBO","360","355","28090","28120"
"In post","2023","20-29","Declared disabled","EO","Undeclared","110","110","28620","28120"
"In post","2023","20-29","Declared disabled","EO","Unknown","75","75","28510","27890"
"In post","2023","20-29","Declared disabled","G6/G7","Heterosexual / straight","245","240","55760","55120"
"In post","2023","20-29","Declared disabled","G6/G7","LGBO","100","100","55310","54710"
"In post","2023","20-29","Declared disabled","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","SEO/HEO","Heterosexual / straight","1270","1260","36010","34730"
"In post","2023","20-29","Declared disabled","SEO/HEO","LGBO","495","490","36150","35010"
"In post","2023","20-29","Declared disabled","SEO/HEO","Undeclared","145","140","36160","34850"
"In post","2023","20-29","Declared disabled","SEO/HEO","Unknown","285","280","32320","30130"
"In post","2023","20-29","Declared disabled","Unknown","Heterosexual / straight","375","365","26860","25300"
"In post","2023","20-29","Declared disabled","Unknown","LGBO","135","135","25790","24570"
"In post","2023","20-29","Declared disabled","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","AA/AO","Heterosexual / straight","12335","12015","25050","23000"
"In post","2023","20-29","Declared non-disabled","AA/AO","LGBO","1380","1360","24900","22520"
"In post","2023","20-29","Declared non-disabled","AA/AO","Undeclared","610","590","24000","22520"
"In post","2023","20-29","Declared non-disabled","AA/AO","Unknown","335","320","23440","22520"
"In post","2023","20-29","Declared non-disabled","EO","Heterosexual / straight","9555","9430","28540","28120"
"In post","2023","20-29","Declared non-disabled","EO","LGBO","870","865","28270","28120"
"In post","2023","20-29","Declared non-disabled","EO","Undeclared","505","500","28400","28120"
"In post","2023","20-29","Declared non-disabled","EO","Unknown","330","325","28130","28120"
"In post","2023","20-29","Declared non-disabled","G6/G7","Heterosexual / straight","2535","2530","55930","55120"
"In post","2023","20-29","Declared non-disabled","G6/G7","LGBO","365","365","56840","55370"
"In post","2023","20-29","Declared non-disabled","G6/G7","Undeclared","175","175","55970","55120"
"In post","2023","20-29","Declared non-disabled","G6/G7","Unknown","75","75","57230","56000"
"In post","2023","20-29","Declared non-disabled","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","SEO/HEO","Heterosexual / straight","11300","11245","36580","35010"
"In post","2023","20-29","Declared non-disabled","SEO/HEO","LGBO","1325","1320","36440","35040"
"In post","2023","20-29","Declared non-disabled","SEO/HEO","Undeclared","710","710","36810","35410"
"In post","2023","20-29","Declared non-disabled","SEO/HEO","Unknown","390","390","35290","34500"
"In post","2023","20-29","Declared non-disabled","Unknown","Heterosexual / straight","2805","2755","26650","24570"
"In post","2023","20-29","Declared non-disabled","Unknown","LGBO","280","280","25070","23640"
"In post","2023","20-29","Declared non-disabled","Unknown","Undeclared","95","95","26310","24570"
"In post","2023","20-29","Declared non-disabled","Unknown","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","AA/AO","Heterosexual / straight","325","315","24240","22520"
"In post","2023","20-29","Undeclared","AA/AO","LGBO","100","100","24250","22520"
"In post","2023","20-29","Undeclared","AA/AO","Undeclared","205","200","25660","23210"
"In post","2023","20-29","Undeclared","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","EO","Heterosexual / straight","285","280","28670","28120"
"In post","2023","20-29","Undeclared","EO","LGBO","70","70","28420","28120"
"In post","2023","20-29","Undeclared","EO","Undeclared","140","140","29290","28120"
"In post","2023","20-29","Undeclared","EO","Unknown","40","40","28000","28120"
"In post","2023","20-29","Undeclared","G6/G7","Heterosexual / straight","85","85","56000","54680"
"In post","2023","20-29","Undeclared","G6/G7","LGBO","30","30","[c]","[c]"
"In post","2023","20-29","Undeclared","G6/G7","Undeclared","60","60","56480","55230"
"In post","2023","20-29","Undeclared","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SEO/HEO","Heterosexual / straight","405","405","36560","35410"
"In post","2023","20-29","Undeclared","SEO/HEO","LGBO","105","105","36610","35000"
"In post","2023","20-29","Undeclared","SEO/HEO","Undeclared","265","265","36190","35000"
"In post","2023","20-29","Undeclared","SEO/HEO","Unknown","75","75","36150","37060"
"In post","2023","20-29","Undeclared","Unknown","Heterosexual / straight","75","75","26010","24570"
"In post","2023","20-29","Undeclared","Unknown","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","AA/AO","Heterosexual / straight","1320","1295","23960","22870"
"In post","2023","20-29","Unknown","AA/AO","LGBO","185","180","23770","22920"
"In post","2023","20-29","Unknown","AA/AO","Undeclared","100","95","23110","22400"
"In post","2023","20-29","Unknown","AA/AO","Unknown","8545","8325","24390","22520"
"In post","2023","20-29","Unknown","EO","Heterosexual / straight","1765","1745","29460","28120"
"In post","2023","20-29","Unknown","EO","LGBO","240","240","28600","27890"
"In post","2023","20-29","Unknown","EO","Undeclared","235","230","28900","28770"
"In post","2023","20-29","Unknown","EO","Unknown","5520","5465","28190","27890"
"In post","2023","20-29","Unknown","G6/G7","Heterosexual / straight","450","450","55130","54690"
"In post","2023","20-29","Unknown","G6/G7","LGBO","85","85","55390","54990"
"In post","2023","20-29","Unknown","G6/G7","Undeclared","130","130","56100","54690"
"In post","2023","20-29","Unknown","G6/G7","Unknown","970","965","57060","55740"
"In post","2023","20-29","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SEO/HEO","Heterosexual / straight","2435","2425","36010","34670"
"In post","2023","20-29","Unknown","SEO/HEO","LGBO","360","355","36220","34850"
"In post","2023","20-29","Unknown","SEO/HEO","Undeclared","425","420","36130","34190"
"In post","2023","20-29","Unknown","SEO/HEO","Unknown","5960","5940","36100","35010"
"In post","2023","20-29","Unknown","Unknown","Heterosexual / straight","115","115","25930","24570"
"In post","2023","20-29","Unknown","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Unknown","1345","1310","26830","24570"
"In post","2023","30-39","Declared disabled","AA/AO","Heterosexual / straight","1685","1540","24220","22500"
"In post","2023","30-39","Declared disabled","AA/AO","LGBO","340","325","24630","22520"
"In post","2023","30-39","Declared disabled","AA/AO","Undeclared","170","160","24710","22500"
"In post","2023","30-39","Declared disabled","AA/AO","Unknown","110","100","24500","22520"
"In post","2023","30-39","Declared disabled","EO","Heterosexual / straight","1820","1715","28770","28120"
"In post","2023","30-39","Declared disabled","EO","LGBO","410","395","28500","28120"
"In post","2023","30-39","Declared disabled","EO","Undeclared","190","175","28710","28120"
"In post","2023","30-39","Declared disabled","EO","Unknown","130","120","30060","28120"
"In post","2023","30-39","Declared disabled","G6/G7","Heterosexual / straight","1025","995","58220","56200"
"In post","2023","30-39","Declared disabled","G6/G7","LGBO","265","260","57310","55780"
"In post","2023","30-39","Declared disabled","G6/G7","Undeclared","130","125","57840","56430"
"In post","2023","30-39","Declared disabled","G6/G7","Unknown","85","85","58590","56550"
"In post","2023","30-39","Declared disabled","SCS level","Heterosexual / straight","55","55","84490","78430"
"In post","2023","30-39","Declared disabled","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","SEO/HEO","Heterosexual / straight","2205","2140","37790","37300"
"In post","2023","30-39","Declared disabled","SEO/HEO","LGBO","530","520","37470","37300"
"In post","2023","30-39","Declared disabled","SEO/HEO","Undeclared","235","225","36680","35000"
"In post","2023","30-39","Declared disabled","SEO/HEO","Unknown","150","145","36510","35000"
"In post","2023","30-39","Declared disabled","Unknown","Heterosexual / straight","645","600","30090","29300"
"In post","2023","30-39","Declared disabled","Unknown","LGBO","110","110","29100","26840"
"In post","2023","30-39","Declared disabled","Unknown","Undeclared","45","40","32140","33340"
"In post","2023","30-39","Declared disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","AA/AO","Heterosexual / straight","12540","11530","25400","22520"
"In post","2023","30-39","Declared non-disabled","AA/AO","LGBO","930","900","25800","23230"
"In post","2023","30-39","Declared non-disabled","AA/AO","Undeclared","735","665","24550","22500"
"In post","2023","30-39","Declared non-disabled","AA/AO","Unknown","900","740","23460","21780"
"In post","2023","30-39","Declared non-disabled","EO","Heterosexual / straight","13385","12675","28790","28120"
"In post","2023","30-39","Declared non-disabled","EO","LGBO","990","975","28920","28120"
"In post","2023","30-39","Declared non-disabled","EO","Undeclared","770","740","28890","28120"
"In post","2023","30-39","Declared non-disabled","EO","Unknown","975","885","28940","28120"
"In post","2023","30-39","Declared non-disabled","G6/G7","Heterosexual / straight","10950","10635","58930","56870"
"In post","2023","30-39","Declared non-disabled","G6/G7","LGBO","985","970","58840","56870"
"In post","2023","30-39","Declared non-disabled","G6/G7","Undeclared","705","695","58820","56620"
"In post","2023","30-39","Declared non-disabled","G6/G7","Unknown","460","445","59200","57400"
"In post","2023","30-39","Declared non-disabled","SCS level","Heterosexual / straight","565","545","81950","77570"
"In post","2023","30-39","Declared non-disabled","SCS level","LGBO","70","70","81290","76610"
"In post","2023","30-39","Declared non-disabled","SCS level","Undeclared","25","20","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","SCS level","Unknown","25","25","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","SEO/HEO","Heterosexual / straight","19820","19240","38070","37590"
"In post","2023","30-39","Declared non-disabled","SEO/HEO","LGBO","1540","1520","38020","37680"
"In post","2023","30-39","Declared non-disabled","SEO/HEO","Undeclared","1160","1130","38620","38470"
"In post","2023","30-39","Declared non-disabled","SEO/HEO","Unknown","915","890","37870","37590"
"In post","2023","30-39","Declared non-disabled","Unknown","Heterosexual / straight","3155","2955","31650","30810"
"In post","2023","30-39","Declared non-disabled","Unknown","LGBO","220","220","28960","26840"
"In post","2023","30-39","Declared non-disabled","Unknown","Undeclared","135","130","32220","31920"
"In post","2023","30-39","Declared non-disabled","Unknown","Unknown","40","40","36670","35140"
"In post","2023","30-39","Undeclared","AA/AO","Heterosexual / straight","525","485","24400","22500"
"In post","2023","30-39","Undeclared","AA/AO","LGBO","85","85","24480","22520"
"In post","2023","30-39","Undeclared","AA/AO","Undeclared","370","345","25770","23040"
"In post","2023","30-39","Undeclared","AA/AO","Unknown","115","95","25630","24270"
"In post","2023","30-39","Undeclared","EO","Heterosexual / straight","610","580","29020","28120"
"In post","2023","30-39","Undeclared","EO","LGBO","90","85","29150","28120"
"In post","2023","30-39","Undeclared","EO","Undeclared","365","350","29640","28120"
"In post","2023","30-39","Undeclared","EO","Unknown","125","115","30990","28200"
"In post","2023","30-39","Undeclared","G6/G7","Heterosexual / straight","440","430","59390","57570"
"In post","2023","30-39","Undeclared","G6/G7","LGBO","55","55","57540","55910"
"In post","2023","30-39","Undeclared","G6/G7","Undeclared","360","355","58800","56760"
"In post","2023","30-39","Undeclared","G6/G7","Unknown","105","105","58260","55990"
"In post","2023","30-39","Undeclared","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","SEO/HEO","Heterosexual / straight","740","720","37850","37540"
"In post","2023","30-39","Undeclared","SEO/HEO","LGBO","115","115","37240","35000"
"In post","2023","30-39","Undeclared","SEO/HEO","Undeclared","620","610","38790","38010"
"In post","2023","30-39","Undeclared","SEO/HEO","Unknown","145","140","38330","37790"
"In post","2023","30-39","Undeclared","Unknown","Heterosexual / straight","130","120","30780","29050"
"In post","2023","30-39","Undeclared","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","Undeclared","65","60","33110","33050"
"In post","2023","30-39","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","AA/AO","Heterosexual / straight","1035","970","24780","22870"
"In post","2023","30-39","Unknown","AA/AO","LGBO","105","100","24470","22520"
"In post","2023","30-39","Unknown","AA/AO","Undeclared","75","70","25540","23390"
"In post","2023","30-39","Unknown","AA/AO","Unknown","5735","5365","24860","22520"
"In post","2023","30-39","Unknown","EO","Heterosexual / straight","1725","1675","30760","29100"
"In post","2023","30-39","Unknown","EO","LGBO","150","145","30460","28770"
"In post","2023","30-39","Unknown","EO","Undeclared","155","150","30770","28820"
"In post","2023","30-39","Unknown","EO","Unknown","4905","4745","28910","28120"
"In post","2023","30-39","Unknown","G6/G7","Heterosexual / straight","1595","1550","58300","55670"
"In post","2023","30-39","Unknown","G6/G7","LGBO","150","150","58050","55120"
"In post","2023","30-39","Unknown","G6/G7","Undeclared","305","300","58890","55020"
"In post","2023","30-39","Unknown","G6/G7","Unknown","2880","2820","59310","57360"
"In post","2023","30-39","Unknown","SCS level","Heterosexual / straight","55","55","81980","77600"
"In post","2023","30-39","Unknown","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Unknown","SCS level","Unknown","145","145","82060","76500"
"In post","2023","30-39","Unknown","SEO/HEO","Heterosexual / straight","2540","2465","38840","38640"
"In post","2023","30-39","Unknown","SEO/HEO","LGBO","260","255","38540","38330"
"In post","2023","30-39","Unknown","SEO/HEO","Undeclared","335","325","38800","38730"
"In post","2023","30-39","Unknown","SEO/HEO","Unknown","5390","5270","38200","37350"
"In post","2023","30-39","Unknown","Unknown","Heterosexual / straight","95","85","33430","29170"
"In post","2023","30-39","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","Unknown","1155","1080","32520","29300"
"In post","2023","40-49","Declared disabled","AA/AO","Heterosexual / straight","2365","2070","23510","22220"
"In post","2023","40-49","Declared disabled","AA/AO","LGBO","240","225","23970","22270"
"In post","2023","40-49","Declared disabled","AA/AO","Undeclared","325","290","23250","21780"
"In post","2023","40-49","Declared disabled","AA/AO","Unknown","245","205","23490","22400"
"In post","2023","40-49","Declared disabled","EO","Heterosexual / straight","2840","2605","28820","28120"
"In post","2023","40-49","Declared disabled","EO","LGBO","275","260","28780","28120"
"In post","2023","40-49","Declared disabled","EO","Undeclared","355","330","28660","28120"
"In post","2023","40-49","Declared disabled","EO","Unknown","235","210","29630","28120"
"In post","2023","40-49","Declared disabled","G6/G7","Heterosexual / straight","1470","1420","59960","57970"
"In post","2023","40-49","Declared disabled","G6/G7","LGBO","195","190","60160","58300"
"In post","2023","40-49","Declared disabled","G6/G7","Undeclared","145","140","61070","58720"
"In post","2023","40-49","Declared disabled","G6/G7","Unknown","125","125","59520","58920"
"In post","2023","40-49","Declared disabled","SCS level","Heterosexual / straight","165","160","92400","82700"
"In post","2023","40-49","Declared disabled","SCS level","LGBO","30","30","84740","79000"
"In post","2023","40-49","Declared disabled","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","SEO/HEO","Heterosexual / straight","2720","2620","38180","37680"
"In post","2023","40-49","Declared disabled","SEO/HEO","LGBO","330","325","38030","37470"
"In post","2023","40-49","Declared disabled","SEO/HEO","Undeclared","355","345","38390","37760"
"In post","2023","40-49","Declared disabled","SEO/HEO","Unknown","160","155","37660","37670"
"In post","2023","40-49","Declared disabled","Unknown","Heterosexual / straight","865","800","32780","30810"
"In post","2023","40-49","Declared disabled","Unknown","LGBO","90","90","32170","29050"
"In post","2023","40-49","Declared disabled","Unknown","Undeclared","100","95","33840","36490"
"In post","2023","40-49","Declared disabled","Unknown","Unknown","15","10","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","AA/AO","Heterosexual / straight","12050","10875","24440","22520"
"In post","2023","40-49","Declared non-disabled","AA/AO","LGBO","505","480","24790","22520"
"In post","2023","40-49","Declared non-disabled","AA/AO","Undeclared","1110","975","23490","22400"
"In post","2023","40-49","Declared non-disabled","AA/AO","Unknown","1770","1470","23390","21690"
"In post","2023","40-49","Declared non-disabled","EO","Heterosexual / straight","13680","12765","28800","28120"
"In post","2023","40-49","Declared non-disabled","EO","LGBO","570","555","28780","28120"
"In post","2023","40-49","Declared non-disabled","EO","Undeclared","1130","1055","28780","28120"
"In post","2023","40-49","Declared non-disabled","EO","Unknown","1920","1690","29130","28120"
"In post","2023","40-49","Declared non-disabled","G6/G7","Heterosexual / straight","13150","12670","61190","59290"
"In post","2023","40-49","Declared non-disabled","G6/G7","LGBO","685","670","62080","59720"
"In post","2023","40-49","Declared non-disabled","G6/G7","Undeclared","860","830","61470","59530"
"In post","2023","40-49","Declared non-disabled","G6/G7","Unknown","1010","950","61030","59890"
"In post","2023","40-49","Declared non-disabled","SCS level","Heterosexual / straight","1780","1715","88660","81600"
"In post","2023","40-49","Declared non-disabled","SCS level","LGBO","135","135","89220","80500"
"In post","2023","40-49","Declared non-disabled","SCS level","Undeclared","95","90","87000","81600"
"In post","2023","40-49","Declared non-disabled","SCS level","Unknown","90","85","89990","83530"
"In post","2023","40-49","Declared non-disabled","SEO/HEO","Heterosexual / straight","19595","18870","39050","38470"
"In post","2023","40-49","Declared non-disabled","SEO/HEO","LGBO","780","765","39300","38540"
"In post","2023","40-49","Declared non-disabled","SEO/HEO","Undeclared","1455","1400","39130","38640"
"In post","2023","40-49","Declared non-disabled","SEO/HEO","Unknown","1375","1320","38730","38330"
"In post","2023","40-49","Declared non-disabled","Unknown","Heterosexual / straight","3185","2960","35140","34440"
"In post","2023","40-49","Declared non-disabled","Unknown","LGBO","145","135","35900","33050"
"In post","2023","40-49","Declared non-disabled","Unknown","Undeclared","185","170","35900","35720"
"In post","2023","40-49","Declared non-disabled","Unknown","Unknown","95","85","36200","38290"
"In post","2023","40-49","Undeclared","AA/AO","Heterosexual / straight","740","665","25130","22520"
"In post","2023","40-49","Undeclared","AA/AO","LGBO","50","45","25760","22520"
"In post","2023","40-49","Undeclared","AA/AO","Undeclared","480","445","25290","22520"
"In post","2023","40-49","Undeclared","AA/AO","Unknown","315","280","27580","25400"
"In post","2023","40-49","Undeclared","EO","Heterosexual / straight","695","650","29620","28120"
"In post","2023","40-49","Undeclared","EO","LGBO","65","65","29900","28120"
"In post","2023","40-49","Undeclared","EO","Undeclared","505","480","29410","28120"
"In post","2023","40-49","Undeclared","EO","Unknown","225","210","31110","28480"
"In post","2023","40-49","Undeclared","G6/G7","Heterosexual / straight","475","460","60800","58530"
"In post","2023","40-49","Undeclared","G6/G7","LGBO","45","45","62470","59570"
"In post","2023","40-49","Undeclared","G6/G7","Undeclared","470","460","61390","59290"
"In post","2023","40-49","Undeclared","G6/G7","Unknown","200","195","61530","60930"
"In post","2023","40-49","Undeclared","SCS level","Heterosexual / straight","60","55","88390","85760"
"In post","2023","40-49","Undeclared","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Undeclared","SCS level","Undeclared","45","45","90480","86700"
"In post","2023","40-49","Undeclared","SCS level","Unknown","25","20","[c]","[c]"
"In post","2023","40-49","Undeclared","SEO/HEO","Heterosexual / straight","925","895","39830","38930"
"In post","2023","40-49","Undeclared","SEO/HEO","LGBO","60","60","39560","39430"
"In post","2023","40-49","Undeclared","SEO/HEO","Undeclared","840","810","39110","38770"
"In post","2023","40-49","Undeclared","SEO/HEO","Unknown","285","275","40030","39630"
"In post","2023","40-49","Undeclared","Unknown","Heterosexual / straight","130","120","34560","32050"
"In post","2023","40-49","Undeclared","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Undeclared","Unknown","Undeclared","100","95","37650","38290"
"In post","2023","40-49","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","AA/AO","Heterosexual / straight","965","885","24910","22520"
"In post","2023","40-49","Unknown","AA/AO","LGBO","40","40","26300","23390"
"In post","2023","40-49","Unknown","AA/AO","Undeclared","100","90","25310","22520"
"In post","2023","40-49","Unknown","AA/AO","Unknown","3795","3495","24290","22520"
"In post","2023","40-49","Unknown","EO","Heterosexual / straight","1205","1160","30100","28130"
"In post","2023","40-49","Unknown","EO","LGBO","70","70","30030","28100"
"In post","2023","40-49","Unknown","EO","Undeclared","110","110","29880","28120"
